,dates,nzd0066-0000,nzd0066-0001,nzd0066-0002,nzd0066-0003,nzd0066-0004,nzd0066-0005,nzd0066-0006,nzd0066-0007,nzd0066-0008,nzd0066-0009,nzd0066-0010,nzd0066-0011,nzd0066-0012,nzd0066-0013
0,1999-08-26 22:04:44+00:00,175.54454764186139,163.80819517075497,153.5131071306201,168.54760569138998,191.73313044474236,198.18476641941385,192.89308212201752,204.8643801808816,209.17848096490144,203.6272133623094,200.84266028994782,200.9854768519005,196.57112007046086,198.41871913924956
1,1999-09-27 22:04:25+00:00,162.3226575982173,155.80980289457835,146.5312505447739,157.1156355762525,179.55287475377264,190.3485414457324,186.8816500349544,193.85814518738385,199.80348238007318,186.92742709725997,198.58901985653424,192.75285461774305,183.87469916566016,191.0305749483383
2,1999-11-14 22:04:18+00:00,172.48691079039853,159.49498250579018,156.86687088443915,168.8758422525797,187.5606351163226,194.6760514766341,196.11938682884914,198.94458376343422,208.24130311369584,200.76390995511943,200.6729593616635,196.91489491780266,187.61331597245015,194.61191919665697
3,2000-01-01 22:04:37+00:00,182.03473257497188,163.143737975779,159.26930770077638,171.88516727143892,191.10567389989467,194.0143719010132,196.11350852241497,197.52470021787292,204.3425515881103,200.66826429793673,196.53105784770412,191.72800651004624,188.55547253900872,193.28652144901565
4,2000-05-24 22:03:46+00:00,167.7931974915971,162.90342437540704,162.38208066663105,168.97838491027957,194.13377665171467,197.40530817669097,194.01399686661418,205.1957691169335,206.99921749641456,206.69448845138677,201.6117419908377,195.82589310652583,207.36667865821772,201.29417993186473
5,2000-08-12 22:02:54+00:00,181.58970748743818,161.3025470040069,164.9951957015004,174.85195817266634,200.51974191306465,202.76647467430467,199.8449155354433,207.1221627253999,210.3258460207315,208.10020217315963,203.08148059486706,205.34698494539336,203.3379142320372,202.1367884921821
6,2001-01-03 22:01:48+00:00,181.6259460435602,167.54116006150247,164.27487889518568,172.58014212322306,196.17226797062364,195.80618186595356,190.7613591875261,205.1276859744196,202.98842468953748,199.95457166788805,199.6765018000358,194.54500709605367,200.47681669027324,197.79212425626213
7,2001-03-08 22:01:45+00:00,172.21868056879552,158.4028434700791,157.6770486258949,167.0852202096356,187.34292044560033,190.501944864052,192.23568951773132,198.0122286661199,200.11974668202268,188.97796438000356,197.15432875656458,194.04278673435863,188.7782119485372,194.44692020138655
8,2001-07-14 22:01:09+00:00,190.46192472877482,170.67044605391243,171.75401882859722,184.0018046423804,206.62286928008638,204.36041912360372,205.7431787169838,213.24259940301914,211.31218529385927,207.79189493680377,207.69758605938887,199.3248755277976,207.5740605794861,201.50301871178164
9,2001-08-15 22:00:14+00:00,196.84876734247788,169.43874594936742,168.9736241023468,177.90194371353897,204.03862615953693,201.8288201852732,197.5339097185085,208.33067974329583,213.77792126869173,207.10917293407186,208.6625803163858,200.26952951111156,207.8027722197654,207.6471277175193
10,2001-10-02 21:59:40+00:00,,,,,185.47902669640146,182.57748705210338,181.77457683685506,191.2535851423542,183.11579747363163,179.1333277259634,181.4774681291568,186.8386840725169,192.15995914226906,192.90398449465238
