dates,nzd0066-0000,nzd0066-0001,nzd0066-0002,nzd0066-0003,nzd0066-0004,nzd0066-0005,nzd0066-0006,nzd0066-0007,nzd0066-0008,nzd0066-0009,nzd0066-0010,nzd0066-0011,nzd0066-0012,nzd0066-0013,satname
1999-08-26 22:04:21+00:00,,369.84,364.70,371.55,396.07,401.00,397.99,406.68,411.12,405.88,402.00,402.54,403.46,400.20,L7
1999-09-27 22:04:48+00:00,,374.90,365.76,370.47,394.12,398.87,396.92,402.93,407.56,398.05,402.21,399.59,395.50,397.05,L7
1999-11-14 22:04:18+00:00,,373.75,365.84,371.65,393.82,398.50,398.26,402.48,408.86,399.89,402.42,399.49,393.61,396.96,L7
2000-01-01 22:04:13+00:00,,368.84,362.04,370.30,391.73,396.42,396.34,401.05,407.18,399.86,400.74,397.06,392.02,395.57,L7
2000-05-24 22:03:46+00:00,,361.01,360.36,369.31,391.75,395.19,393.69,402.00,406.13,404.01,399.40,393.78,398.11,397.21,L7
2000-08-12 22:02:30+00:00,,364.15,364.28,371.37,397.06,399.97,397.08,404.89,409.53,407.69,402.27,402.13,405.87,401.76,L7
2001-01-03 22:02:12+00:00,,362.71,360.31,370.90,395.79,398.70,394.86,403.88,407.19,404.05,400.83,400.89,402.78,400.26,L7
2001-03-08 22:02:09+00:00,,364.63,360.94,368.83,390.81,393.48,390.93,400.92,401.91,393.96,397.81,394.03,395.12,396.70,L7
2001-07-14 22:01:09+00:00,550.08,365.09,362.55,372.98,394.01,395.44,395.86,404.41,404.03,395.61,401.23,395.34,396.77,397.08,L7
2001-08-15 22:00:14+00:00,543.41,361.14,359.67,371.52,393.82,395.53,394.11,404.93,406.40,398.42,403.09,396.03,399.37,401.48,L7
2001-10-02 21:59:40+00:00,543.41,359.59,359.63,374.17,395.27,394.47,393.03,404.14,402.31,396.68,399.22,394.93,401.84,402.01,L7
2002-01-22 22:00:16+00:00,536.74,358.53,359.06,371.85,393.30,393.08,391.76,401.35,402.63,398.07,397.94,396.94,401.64,401.78,L7
2002-03-27 22:00:13+00:00,,363.88,358.04,368.95,389.26,389.69,389.80,397.59,397.31,393.90,391.65,394.73,396.40,395.92,L7
2002-07-01 22:00:15+00:00,,365.44,358.36,369.28,390.10,392.56,392.96,401.01,405.66,401.54,397.58,398.68,396.38,396.11,L7
2002-07-17 22:00:08+00:00,556.70,366.19,359.67,370.56,392.70,394.59,392.88,401.82,407.79,402.80,399.11,399.39,398.78,399.85,L7
2002-08-18 21:59:57+00:00,556.70,364.82,356.77,369.79,392.08,393.50,392.09,401.97,406.96,402.17,399.03,397.13,397.79,398.51,L7
2002-09-19 21:59:11+00:00,556.70,364.96,356.16,368.80,390.64,392.24,390.90,400.62,404.96,401.18,398.23,395.86,396.26,397.28,L7
2002-12-24 21:59:45+00:00,503.66,367.85,359.67,371.72,392.55,394.04,393.72,401.63,408.32,402.79,402.31,398.59,397.89,399.08,L7
2003-01-09 22:00:09+00:00,465.62,367.83,359.53,371.22,391.63,394.07,393.80,400.62,406.38,402.65,401.38,396.87,399.22,399.06,L7
2003-03-30 22:00:07+00:00,402.78,370.22,361.78,368.29,388.84,392.49,393.65,400.26,404.38,401.45,401.35,396.90,399.19,397.76,L7
2003-07-28 21:48:04+00:00,369.40,359.88,352.18,359.64,383.46,385.79,386.52,397.44,401.19,398.38,395.62,394.25,396.78,395.65,L5
2003-08-05 22:00:11+00:00,365.51,360.15,356.06,364.15,383.46,385.79,386.52,397.44,401.19,400.78,398.08,396.16,399.72,399.14,L7
2003-08-13 21:48:21+00:00,380.79,360.76,358.23,366.64,386.35,389.28,389.14,398.05,401.74,398.79,398.25,396.31,397.82,398.46,L5
2003-08-29 21:49:02+00:00,394.05,362.94,360.27,368.12,389.21,391.54,391.41,398.50,401.20,399.85,398.48,397.00,399.66,399.86,L5
2003-11-25 22:00:29+00:00,400.52,362.72,360.93,370.21,388.89,389.82,391.65,393.73,398.06,396.70,395.09,395.71,396.58,397.92,L7
2004-02-05 21:50:41+00:00,432.32,370.04,370.15,375.69,394.50,394.48,394.97,396.55,399.56,395.75,396.65,398.00,395.98,397.75,L5
2004-04-17 22:00:33+00:00,423.21,369.24,365.46,372.80,390.72,391.68,393.64,393.52,397.91,393.07,394.24,397.75,392.38,394.58,L7
2004-07-22 22:00:20+00:00,420.37,370.78,365.92,372.27,395.00,399.07,400.00,405.90,407.97,404.49,406.01,403.11,406.22,402.60,L7
2004-07-30 21:54:04+00:00,420.37,369.50,365.24,371.41,394.29,398.79,399.10,405.49,408.03,404.65,405.46,404.25,405.59,403.00,L5
2004-08-15 21:54:49+00:00,403.03,367.09,361.10,367.79,392.19,396.55,397.42,403.58,407.71,403.46,403.73,401.06,402.71,400.87,L5
2004-09-16 21:55:17+00:00,403.03,368.28,362.66,369.65,392.75,396.32,398.19,402.62,407.99,408.52,404.62,400.94,401.58,401.06,L5
