,dates,usa_HI_0050-0000,usa_HI_0050-0001,usa_HI_0050-0002,usa_HI_0050-0003,usa_HI_0050-0004,usa_HI_0050-0005,usa_HI_0050-0006,usa_HI_0050-0007,usa_HI_0050-0008,usa_HI_0050-0009,usa_HI_0050-0010,usa_HI_0050-0011,usa_HI_0050-0012,usa_HI_0050-0013,usa_HI_0050-0014,usa_HI_0050-0015,usa_HI_0050-0016,usa_HI_0050-0017,usa_HI_0050-0018,usa_HI_0050-0019,usa_HI_0050-0020,usa_HI_0050-0021,usa_HI_0050-0022,usa_HI_0050-0023,usa_HI_0050-0024,usa_HI_0050-0025,usa_HI_0050-0026,usa_HI_0050-0027,usa_HI_0050-0028,usa_HI_0050-0029,usa_HI_0050-0030,usa_HI_0050-0031,usa_HI_0050-0032,usa_HI_0050-0033,usa_HI_0050-0034,usa_HI_0050-0035,usa_HI_0050-0036,usa_HI_0050-0037,usa_HI_0050-0038,usa_HI_0050-0039,usa_HI_0050-0040,usa_HI_0050-0041,usa_HI_0050-0042,usa_HI_0050-0043,usa_HI_0050-0044,usa_HI_0050-0045,usa_HI_0050-0046,usa_HI_0050-0047,usa_HI_0050-0048,usa_HI_0050-0049,usa_HI_0050-0050,usa_HI_0050-0051
0,1999-08-02 20:59:19+00:00,217.80354298752513,220.97188758555558,236.8695322104949,252.39266468651803,239.92518994292223,222.8513747512077,225.62467016839855,230.4581592673098,229.29270112768464,220.1193692702338,216.59987210745157,224.11471709274474,218.6806457420285,198.73360053797478,187.62675056409896,192.07143551651484,222.84281437796784,278.54904625273366,289.17766543403934,283.63398783586683,245.9930003109233,234.49119413211855,228.22336409305478,236.50587100650952,226.96522152996363,219.298230621031,217.30980500225797,233.4472677408644,254.56714572333112,267.21211485440926,262.6667652991439,247.88551074479878,243.6836869745024,229.48044544365854,221.64165481748512,204.1470161456268,193.46871363816666,207.25016243832243,217.09052652480608,217.11544141664308,215.19649021108893,218.80631358626076,240.275934069764,238.43537746318572,223.93669565481446,206.59181850535384,211.55912876137788,203.6275610403007,194.30745979323132,184.21952212330874,180.1777146278887,177.47451914881816
1,1999-08-18 20:59:15+00:00,216.52686008011153,220.90680109302377,234.1052284718454,245.90074543351847,235.1884849875869,213.04558774175553,217.87721659297125,219.51884194102826,226.0405816464397,219.4911408098934,216.82928685974662,219.9286897774415,215.98006340445835,193.27581517796563,177.68579726803046,182.53433330384297,214.77016088726572,281.82931908079735,292.58379303196887,276.48679270463344,249.5653496567826,238.26453135476453,243.88238140325507,233.501364584744,225.64666934604452,215.80232355697598,214.68767188961135,232.0260612132854,245.36514071230323,257.28695713019204,257.16468432807756,244.01249941931997,234.7590435077029,230.06229912100486,220.62503378979886,207.33270952615064,192.2516057419445,204.626699505339,206.89335414024504,209.0643712204124,204.07751811383287,211.23231257337858,235.50154283502735,230.29522437521888,217.04616253201957,205.77072520600433,210.18387655281765,208.49375842868773,188.86446060419985,182.4080901582833,179.25212524163734,163.6310002240885
2,1999-09-19 20:59:18+00:00,236.69393967883713,230.51703325921306,240.37182706996333,255.73247986481465,242.51739211029468,229.74059152710169,226.28412589282726,228.72510809203504,233.9277707639696,217.97412694592055,217.54279239972476,220.6030434511477,216.58544506226775,194.88950024930193,183.61300484854982,191.91363953127984,223.74984388408728,287.17053041136194,293.66295976018375,288.71070258618784,266.493991765695,252.32444074404913,252.88490843408883,246.57368796132374,230.9848461365669,225.18594933423282,231.92886621657206,233.91579854636313,235.25128852027143,246.85945731689546,251.0332841487148,242.32246142050258,238.22197851800325,230.82376445616654,223.2581512567914,207.00445242879636,193.2323193277893,203.42146328321098,209.15009629313272,203.6462521484978,208.08920744932934,210.64696294036378,236.69468692017466,234.4978626735516,219.7003527256703,211.25284452302884,215.97863170260516,208.76397625461033,185.08860932670586,154.50959822469295,,
3,2000-11-08 20:56:43+00:00,219.9519243599379,226.69338217625614,220.4823022548146,217.79690140173892,188.51777986950978,185.49970290071866,187.94069312733117,196.05051595684213,205.0798758846157,201.57480983208342,207.75980539403383,220.90876310580188,238.96523428903342,239.71308265211275,218.10342871212478,216.69487011530214,221.26113211023025,216.16887886120762,216.84975118833327,217.5720914673409,206.74577819271988,204.72795076840407,207.00231061427422,211.53591643695825,216.87640397291543,218.0409908076192,228.45948239159722,230.99423856602888,234.13195303509093,237.96597547294147,235.6850559735437,238.62752378157694,234.6021887840061,244.59932501542983,246.85152466198463,245.85831309172355,242.20071277090435,218.7678711028661,224.25435267191804,226.24647286596252,208.42023516070773,218.42488777865998,233.08591873023886,226.23129967382243,218.7488059734372,223.11956526192233,237.61247896332884,242.20885216791015,230.8898734736759,197.89453044732036,189.64262256209528,187.5632739721184
4,2000-12-10 20:56:47+00:00,218.8025211925455,219.41993090917595,223.28071094058862,212.60808588597814,195.05546573017253,186.66984701353334,200.04460239730588,205.6091422620499,211.35304095093562,204.4697176214843,211.91782393624024,221.95432547564457,236.0285887183461,228.4289385558012,214.29390223425258,218.92178291427635,216.78437117995844,191.93041120041215,188.73517609486902,196.80642094909706,184.9243801026007,181.68724871855096,203.10982295346406,213.25680958285778,218.82245071208797,224.7420133298089,223.820730015704,234.07640442173278,,,,,,,,,232.63535162248164,,,,,,,,,,,,,,192.35621117410344,196.02754899796835
5,2000-12-26 20:56:52+00:00,205.87974742000884,205.03871193670932,,,179.62788582445728,176.1547602922226,179.77966597844508,,,,,201.81211532065896,218.0883311029491,224.31625246903002,196.08229234584044,203.78326752843162,204.66847565173873,184.58156376777094,173.7223028870577,169.22693907308627,165.06773040750798,170.14360216100954,175.77419078154503,199.1243186270092,213.71734614101337,206.26738470119443,214.22751627778814,218.11425087208025,217.34259450495188,,,227.34223453334687,245.91058758843593,234.6107095838646,232.05688464418176,230.04796890818784,217.06068913812442,206.6867849913702,216.0379579589783,200.6010802771085,197.69231582175843,216.5949554783041,215.5521690035775,222.97991530889988,227.21513746433106,212.77019827743425,224.56086818639363,235.07094418589622,219.09670530438714,191.54374451059167,183.95259069119635,193.53765240588254
6,2001-01-11 20:56:53+00:00,213.00575647032565,212.24649952738318,223.3689067737235,208.79031430822667,189.56950208303485,184.60246527849125,187.72365554540931,202.61762639196706,220.28475428571113,229.3785066272149,224.90558896624134,215.63538485330776,249.82177666524606,247.00788278790282,203.24185477400937,204.9997068613826,230.88783847249164,199.65427415531494,184.56582442937105,174.8830777990616,176.52461267214056,186.15566834435742,201.42040094983003,197.17234273947258,190.99925013344765,227.03617594098074,232.23071247799334,230.04490964679553,236.69711577855597,245.9981223137226,198.49338638345648,214.52992856214118,256.4426929318719,252.0292780108885,220.57578856019927,236.61931631639953,224.24191694160447,221.63489248631794,232.20809465587678,216.42431581036553,204.15557815579297,218.38290533232623,226.4744220811907,239.05904838886798,236.6042326317497,225.77836806374523,229.28178689213541,245.57577955003373,240.05399908661042,213.9593134195938,217.75572686938455,239.97690780711412
7,2001-02-12 20:56:50+00:00,213.32136650585352,206.78466747209978,221.16422061349894,213.77002193551155,205.44448068512827,188.50205393177794,196.27266925427523,207.0474695750537,211.67930623960052,216.80833406605998,219.201076760831,221.85894752360076,236.16357636817742,244.27399154099416,232.0163323635541,203.90351017542733,209.7247044510354,212.44597390650227,204.980996242922,214.0600774151241,177.70230290047164,171.96359161320999,179.96987737265295,204.45890323673586,218.58172272836072,230.22396347831545,211.36050440514367,220.12234539404227,231.55058545803604,241.75826326089353,263.16737518165655,235.20997964345565,227.05634588650338,227.64985630085116,216.4575653366885,216.07938821021403,239.37858673359682,236.25086451124866,244.0225454191519,229.19675934205992,214.07088898936425,219.01825300128223,230.3520661615163,236.53165907798663,234.43817491348977,223.7594273273901,224.88531620730703,227.3229226797249,232.8810864854658,229.82401366889317,221.8263489676118,218.95727066055315
8,2001-08-07 20:55:25+00:00,236.13547038132214,247.49506166060118,252.25619968025904,259.9405591690477,252.89938476918007,234.31428051042576,231.23184069185504,230.60105726334132,237.1457548379305,216.61049890529452,210.744579995697,213.328560270534,221.53641399482467,222.80113390502393,222.66271716754548,232.87105880170742,246.2674582528239,277.5686652136411,282.0180550551104,271.2224374489576,251.20480571883644,234.45062548312157,227.6853295781873,222.25058126066477,225.83188265869825,226.63108282978243,241.1049538112398,250.06943263183274,255.49316192689733,258.51087798081676,262.1716836299779,268.2681889644197,259.950410847149,251.00074137258713,239.1753815503248,242.8063268657354,257.6510178450844,258.76036346278227,253.56374098040135,238.238629043595,236.0145357576726,242.76487717401614,251.41934672611433,257.23023889678115,261.13169159890583,258.7579428045043,253.31207501732152,245.63982323884082,248.86053117849227,256.5595718499221,251.27793495730617,248.1011275343908
9,2001-09-08 20:55:00+00:00,258.2772926161281,260.3811664497675,251.51961792628126,257.4951958629283,261.6050724077088,246.6121156610589,237.30972642054257,234.9050047502261,236.72016005365893,225.92002614372853,218.2376856241408,222.407615538271,226.7723846132869,231.45369998078326,230.18491061741946,218.5137432118882,242.71079646801678,286.25564805710286,290.13681929899576,282.1148442159424,260.2059470860414,248.6053827024648,240.50630695151347,235.96164011350186,236.01397438333686,242.16672776028986,241.55938232433448,253.6691568894099,255.39588055523282,263.3041037848159,268.0999193180108,268.56260699996074,270.67009690152184,255.6866634892527,245.9926724339267,253.5211755163398,258.6215532473606,260.3822024596956,262.59162439414445,257.38400466778234,251.8268510597744,255.0314671136668,267.3207807809405,264.86848197796974,268.400811315547,266.2419003851862,263.65152308257655,252.72600060038883,260.4717007386503,262.4649430270121,252.99685463608813,241.20851873335107
