,dates,jap0276-0000,jap0276-0001,jap0276-0002,jap0276-0003,jap0276-0004,jap0276-0005
0,1984-08-30 00:59:01+00:00,,148.69616720601283,136.92352833338737,126.18140899758019,134.8487754528624,138.12393804911292
1,1984-09-22 01:05:16+00:00,163.16184391761414,154.80406896402886,144.8883328535557,149.31227786561746,147.85794109444856,159.21487722631412
2,1984-10-08 01:05:16+00:00,154.67972121313926,149.51256133761567,127.59183981450805,136.65481488768597,137.92146641133823,144.83260721957967
3,1984-10-24 01:05:11+00:00,151.39768818977214,150.82820817932554,135.89497539397138,128.75946423809953,143.1892950940351,142.4942662367965
4,1984-11-02 00:58:57+00:00,148.1936735489392,146.82629306621507,145.60943257914232,149.27583066765237,145.99291770585108,116.51667622003015
5,1985-02-22 00:59:25+00:00,149.32885096261847,136.01348085578314,136.1468835553501,129.36354205247022,135.68918576625478,140.60312027858487
6,1985-03-01 01:05:36+00:00,136.8942875209978,130.40140493455476,111.76893100919963,,,
7,1985-06-05 01:05:16+00:00,164.51185609776368,157.48646956514762,121.60797677026797,119.89308864374084,126.88592182212369,135.59871747333042
8,1985-07-23 01:05:02+00:00,153.6384698970956,155.62782932843652,145.1723099667062,134.0191912316361,147.61857180044223,136.59342610594496
9,1985-08-01 00:58:46+00:00,182.64726538459917,172.57783944239196,160.0172472676212,160.14970039728863,159.2005066091457,160.69585189434366
10,1985-08-24 01:04:43+00:00,158.3773994190061,152.35155047640365,137.417805118084,130.00897110595696,137.0754889522888,146.40838358362575
11,1985-09-02 00:58:26+00:00,168.07613044698616,164.09179758864246,157.62436404114953,145.46279532626082,162.61787351196006,162.41368625589087
12,1985-09-09 01:04:31+00:00,161.62778920505943,158.84352510219796,148.2718042466404,144.29767853821198,143.2733573076789,146.84833092458737
13,1985-10-11 01:04:10+00:00,162.19747499962483,162.1369035696912,159.01121311701831,154.5416556377208,152.61271475735276,158.83464923978556
14,1986-02-25 00:55:26+00:00,160.0986416539256,153.6713456049646,149.91418785064096,142.6855892271309,147.85461630089463,142.65479067085965
15,1986-03-13 00:55:06+00:00,145.4957893022419,147.42897440264954,130.7790493026409,124.92221872986997,126.98478382842895,132.69898629989447
16,1986-04-14 00:54:26+00:00,159.14719744845405,150.9413346645241,137.7997520816545,149.08963736775007,155.20304395153173,157.74717633857938
17,1986-05-07 01:00:03+00:00,163.74182138400408,151.90873638818925,139.41401333857453,130.1770036105997,138.67993850722647,145.41935425389366
18,1986-05-23 00:59:37+00:00,163.8436243464492,153.15417728790163,146.55005215860604,132.67373333942902,141.73543888542835,142.37032184960867
19,1986-06-08 00:59:08+00:00,163.5554310618353,151.22990795119873,132.06238871964482,126.62363577510646,132.19528169119494,143.3480393923392
20,1986-07-19 00:51:36+00:00,162.18693314363136,154.85078163937618,142.4233018937893,136.69772201510114,142.23644969833094,153.60939144944257
21,1986-07-26 00:57:32+00:00,149.52761903686252,140.219743661746,123.14818532173926,122.74473480635791,130.98987102654328,129.14573491176057
22,1986-08-11 00:56:58+00:00,157.98322131901688,147.4622641570631,134.53827528503774,131.20095231700338,128.1432228513285,145.5196687028941
23,1986-08-20 00:50:27+00:00,150.74840260229234,142.9361060341911,133.9828463889228,123.82811416613646,132.69339053572978,132.91253828432136
24,1986-09-28 00:55:19+00:00,164.43450467227922,154.53561765231026,150.6359322334369,126.57363194959468,129.8383022325132,135.71341629664028
25,1986-10-23 00:48:18+00:00,168.03790380332907,161.9404228399681,161.50509114211837,163.48438766140976,171.0730298702021,165.7213483134742
26,1986-12-01 00:53:32+00:00,164.7181101458376,153.99441299347984,150.6062902434052,147.89923238302254,155.77016750925094,158.12307866118627
27,1986-12-17 00:54:00+00:00,154.2760442200157,149.45308644456043,148.66010018788427,144.00729161771983,161.11740406431122,155.85355338491937
28,1986-12-26 00:48:06+00:00,157.9024395920008,155.05961444317342,149.04975645322017,147.08211217808443,152.99753627685985,156.67217608512618
29,1987-01-27 00:49:01+00:00,163.14737935634932,158.08025637934543,151.40559682638866,141.0744532947496,154.99821459913045,146.2511487379668
30,1987-03-16 00:50:52+00:00,176.84852579170095,163.67170748260585,162.0801387252749,161.52721615390323,155.80027985257743,160.4475572237434
31,1987-04-24 00:58:22+00:00,152.02014542871694,143.41792977741625,132.5843364568113,126.05305331992376,143.38699497288655,136.43789625240467
32,1987-06-04 00:53:17+00:00,160.78149646744268,156.87049751391396,147.8750677995322,143.78924638057714,148.45942107778342,144.56519575510342
33,1987-06-27 00:59:58+00:00,151.54180462397275,140.01018645263082,128.35222332445446,117.49151685782829,132.88657633915665,131.37162205174863
34,1987-08-30 01:01:36+00:00,127.99349509685679,101.96566002636231,,89.10449188860314,101.19876823742626,103.22136992001695
35,1987-11-11 00:56:58+00:00,165.29136373692734,165.9760946803909,156.24258253153536,149.38067591628482,161.44123149887758,157.11231143750157
36,1987-11-18 01:03:17+00:00,169.6271384965922,166.75505927346882,160.04643431466445,148.40951277439123,165.48233341965135,162.0308727920403
37,1988-01-14 00:58:01+00:00,180.45890654575726,177.58036458624406,161.99753651637224,160.27499392995946,165.26826780972752,164.58941858744137
