dates,sar1417-0000,sar1417-0001,sar1417-0002,sar1417-0003,sar1417-0004,satname
1984-04-13 09:27:07+00:00,193.95,197.03,,223.56,266.13,L5
1984-07-18 09:28:46+00:00,193.62,195.41,223.55,223.07,260.32,L5
1984-08-19 09:29:51+00:00,191.63,195.73,221.73,223.40,260.96,L5
1984-09-20 09:30:04+00:00,192.48,196.40,221.73,221.88,259.78,L5
1984-11-07 09:29:53+00:00,191.51,191.77,221.73,221.32,257.66,L5
1985-03-31 09:30:19+00:00,192.47,186.56,,212.77,260.36,L5
1985-06-03 09:30:04+00:00,193.77,194.30,224.97,216.99,257.87,L5
1985-06-19 09:30:02+00:00,188.99,192.80,217.28,213.51,253.09,L5
1985-07-05 09:29:57+00:00,188.99,192.80,217.28,208.67,260.62,L5
1985-10-09 09:28:59+00:00,188.21,192.28,217.28,207.30,260.71,L5
1985-11-10 09:28:33+00:00,188.13,183.94,217.28,207.30,260.71,L5
1986-02-14 09:26:39+00:00,188.14,169.21,,,,L5
1986-05-05 09:24:53+00:00,186.58,169.30,223.41,227.47,262.15,L5
1986-05-21 09:24:27+00:00,187.29,182.53,225.91,230.31,257.23,L5
1986-07-08 09:22:57+00:00,187.80,186.76,224.31,229.54,259.70,L5
1986-07-24 09:22:23+00:00,187.23,186.49,220.17,226.57,257.67,L5
1987-01-16 09:19:41+00:00,152.80,185.40,207.76,217.67,251.58,L5
1987-02-01 09:20:12+00:00,140.08,,,,,L5
1987-02-17 09:20:59+00:00,156.00,158.46,,,,L5
1987-03-21 09:22:02+00:00,164.62,164.80,,220.50,247.21,L5
1987-04-06 09:22:36+00:00,171.03,176.31,190.67,223.24,252.66,L5
1987-05-08 09:23:35+00:00,174.23,181.84,206.50,226.14,256.11,L5
1987-06-25 09:24:44+00:00,177.44,185.43,208.23,226.01,256.09,L5
1987-07-02 09:31:03+00:00,177.78,185.68,208.73,224.92,258.01,L5
1987-07-11 09:25:03+00:00,179.52,187.70,208.55,224.43,258.42,L5
1987-07-18 09:31:20+00:00,187.44,188.87,211.61,224.45,258.33,L5
1987-07-27 09:25:25+00:00,188.84,190.41,212.33,224.42,258.44,L5
1987-08-03 09:31:49+00:00,191.71,190.69,213.93,224.45,259.13,L5
1987-08-12 09:25:55+00:00,191.69,190.76,213.04,223.53,258.05,L5
1987-08-19 09:32:18+00:00,191.08,193.17,209.33,222.93,257.61,L5
1987-08-28 09:26:22+00:00,191.14,193.66,208.00,222.61,256.98,L5
1987-09-13 09:26:45+00:00,191.17,193.85,208.00,222.43,256.12,L5
1987-09-29 09:27:07+00:00,190.86,195.95,205.32,222.08,255.29,L5
1987-10-06 09:33:26+00:00,189.16,194.26,206.65,221.75,255.06,L5
1987-10-31 09:27:40+00:00,189.50,193.56,206.65,221.75,255.06,L5
1987-11-07 09:34:02+00:00,188.08,189.49,205.08,220.83,254.34,L5
1987-11-16 09:28:03+00:00,186.98,186.08,205.08,220.83,247.71,L5
1987-12-02 09:28:18+00:00,184.20,186.08,205.08,220.83,242.02,L5
1988-02-20 09:29:38+00:00,179.02,174.20,185.28,218.43,210.90,L5
1988-03-07 09:29:48+00:00,178.24,170.96,175.81,211.46,207.77,L5
1988-06-11 09:30:29+00:00,186.31,172.25,,208.44,221.01,L5
1988-07-13 09:30:39+00:00,188.30,178.45,202.73,213.09,227.94,L5
1988-10-17 09:30:31+00:00,185.72,185.27,202.73,220.56,248.04,L5
1988-11-18 09:30:32+00:00,182.33,173.41,202.73,220.56,248.04,L5
1988-12-04 09:30:29+00:00,175.53,158.40,202.73,220.56,248.04,L5
1989-02-06 09:29:59+00:00,165.03,127.55,,,,L5
1989-03-26 09:28:53+00:00,169.03,136.90,,216.61,256.95,L5
1989-05-29 09:28:17+00:00,172.74,144.30,221.97,226.75,259.69,L5
1989-06-14 09:27:46+00:00,183.06,166.24,211.15,223.33,254.62,L5
1989-06-30 09:27:39+00:00,184.61,172.76,217.20,225.06,255.05,L5
1989-07-16 09:27:19+00:00,184.91,175.92,219.50,225.72,257.85,L5
1989-08-01 09:26:59+00:00,188.62,180.32,219.82,225.99,259.97,L5
1989-09-02 09:26:17+00:00,192.99,192.56,215.57,224.60,257.99,L5
1989-10-20 09:24:51+00:00,194.67,196.30,215.57,225.93,258.17,L5
1990-02-09 09:21:38+00:00,187.28,193.36,194.33,216.27,246.13,L5
1990-02-25 09:21:09+00:00,188.82,184.28,194.33,216.27,246.13,L5
1990-04-14 09:20:11+00:00,187.50,188.49,219.62,233.55,264.31,L5
1990-06-01 09:20:08+00:00,184.20,184.62,218.71,227.93,256.28,L5
1990-07-03 09:20:06+00:00,184.11,186.69,219.06,230.81,258.12,L5
1990-08-04 09:19:56+00:00,185.64,188.33,218.72,228.75,260.56,L5
1990-08-20 09:19:54+00:00,191.61,191.45,219.00,228.21,260.47,L5
1990-09-05 09:19:46+00:00,192.18,196.19,219.00,226.00,260.62,L5
1990-12-10 09:19:16+00:00,195.46,197.35,219.20,225.03,245.07,L5
1991-01-11 09:20:03+00:00,199.36,198.84,218.91,221.18,227.70,L5
1991-02-12 09:20:42+00:00,194.58,200.81,220.14,220.47,208.91,L5
1991-02-28 09:21:00+00:00,184.11,178.35,,210.03,202.61,L5
1991-04-01 09:21:34+00:00,179.83,165.83,,206.86,197.48,L5
1991-04-17 09:21:56+00:00,179.75,171.46,198.44,210.12,204.86,L5
1991-05-19 09:22:26+00:00,185.31,179.17,203.47,212.34,212.64,L5
1991-06-04 09:22:42+00:00,187.05,183.12,207.20,214.51,218.45,L5
1991-07-06 09:23:10+00:00,187.13,184.98,210.64,215.01,227.60,L5
1991-07-22 09:23:22+00:00,186.67,186.11,211.76,215.93,236.66,L5
1991-08-07 09:23:28+00:00,189.03,188.54,213.13,217.38,240.37,L5
1991-08-23 09:23:34+00:00,190.49,189.54,212.89,218.40,251.12,L5
1991-09-08 09:23:48+00:00,191.83,192.81,206.36,221.44,254.77,L5
1991-11-11 09:24:09+00:00,192.26,190.68,207.49,223.96,247.34,L5
1992-01-14 09:24:13+00:00,189.44,185.99,202.08,227.00,232.89,L5
1992-01-30 09:24:18+00:00,186.01,181.70,196.88,228.85,227.72,L5
1992-02-15 09:24:02+00:00,181.93,169.21,189.19,229.50,219.26,L5
1992-03-18 09:24:09+00:00,180.83,158.49,195.44,218.43,204.37,L5
1992-04-19 09:23:54+00:00,180.78,163.73,186.36,219.31,212.63,L5
1992-06-06 09:23:26+00:00,182.20,172.68,193.69,217.31,228.03,L5
1992-07-08 09:23:02+00:00,184.33,176.68,198.41,218.34,234.35,L5
1992-08-09 09:22:38+00:00,188.66,180.05,201.84,218.44,251.03,L5
1992-09-10 09:22:08+00:00,189.17,188.85,201.84,221.38,253.24,L5
1992-10-12 09:21:28+00:00,185.54,188.48,201.84,220.78,255.00,L5
1993-04-22 09:22:22+00:00,202.19,202.28,219.86,220.96,268.09,L5
1993-05-08 09:22:25+00:00,197.47,197.88,215.21,219.79,258.18,L5
1993-06-25 09:22:24+00:00,195.53,195.53,208.26,217.54,259.83,L5
1993-07-27 09:22:20+00:00,194.40,194.92,208.94,218.13,256.69,L5
1993-08-12 09:22:21+00:00,193.98,194.24,210.83,219.27,255.66,L5
1993-11-16 09:21:53+00:00,185.32,191.81,207.91,218.93,253.99,L5
1994-03-08 09:20:40+00:00,179.38,179.09,,212.02,245.36,L5
1994-03-24 09:20:26+00:00,182.47,182.69,,214.50,245.97,L5
1994-07-14 09:18:08+00:00,189.65,186.18,224.74,218.31,253.20,L5
1994-07-30 09:17:41+00:00,189.74,188.43,223.23,220.28,257.70,L5
1994-08-15 09:17:16+00:00,189.96,189.57,222.39,221.16,258.06,L5
1994-08-31 09:16:53+00:00,189.46,189.19,215.96,220.38,256.11,L5
1995-02-23 09:10:59+00:00,188.37,187.30,196.67,216.27,233.63,L5
1995-03-27 09:09:40+00:00,192.03,199.59,179.58,222.95,236.14,L5
1995-04-12 09:09:01+00:00,191.95,197.57,185.47,222.50,247.61,L5
1995-05-14 09:07:35+00:00,192.67,196.65,197.98,222.98,252.25,L5
1995-05-30 09:06:52+00:00,192.93,195.95,199.59,222.47,251.48,L5
1995-07-01 09:05:25+00:00,193.01,195.02,204.49,222.41,251.75,L5
1995-07-17 09:04:40+00:00,193.11,196.10,207.95,223.44,254.09,L5
1995-08-02 09:03:58+00:00,192.62,195.18,210.00,223.52,255.41,L5
1995-09-03 09:02:29+00:00,193.10,195.18,217.08,224.38,261.22,L5
1995-10-21 09:00:00+00:00,193.45,189.35,227.62,223.94,261.31,L5
1995-11-06 08:59:27+00:00,190.96,189.35,227.62,223.94,261.31,L5
1996-02-17 09:11:43+00:00,185.97,149.71,266.67,222.96,267.35,L5
1996-03-13 09:07:12+00:00,185.82,160.63,,217.79,245.03,L5
1996-03-29 09:08:13+00:00,187.80,168.75,,220.10,258.53,L5
1996-06-01 09:12:00+00:00,193.31,178.33,228.93,224.95,259.40,L5
1996-06-08 09:18:34+00:00,191.28,180.45,224.88,224.70,261.55,L5
1996-07-03 09:13:43+00:00,191.50,182.76,222.06,223.35,259.72,L5
1996-07-10 09:20:15+00:00,189.81,183.63,222.06,220.40,261.31,L5
1996-07-19 09:14:34+00:00,190.24,184.69,221.87,220.36,260.80,L5
1996-07-26 09:21:07+00:00,188.87,185.02,222.69,220.90,261.06,L5
1996-08-04 09:15:24+00:00,189.87,186.63,222.67,221.29,261.84,L5
1996-08-20 09:16:14+00:00,191.56,193.30,222.77,222.21,262.46,L5
1996-09-05 09:17:07+00:00,191.35,192.98,217.35,221.89,262.97,L5
1996-09-12 09:23:41+00:00,190.05,193.40,214.94,220.02,262.09,L5
1996-09-21 09:18:00+00:00,190.03,193.15,209.89,220.15,261.82,L5
1996-11-08 09:20:26+00:00,188.59,190.20,209.89,219.95,260.90,L5
1996-11-15 09:26:56+00:00,187.27,188.30,209.89,219.95,260.90,L5
1996-12-17 09:28:27+00:00,181.81,186.88,206.14,217.87,260.08,L5
1997-02-19 09:31:22+00:00,173.77,174.49,179.84,212.50,254.10,L5
1997-03-16 09:26:11+00:00,173.64,167.77,164.43,221.27,256.68,L5
1997-03-23 09:32:37+00:00,173.92,168.27,,221.26,252.90,L5
1997-04-24 09:33:46+00:00,175.41,170.87,190.98,218.58,248.62,L5
1997-05-03 09:27:54+00:00,178.53,175.09,206.43,221.98,250.66,L5
1997-05-10 09:34:19+00:00,179.58,181.00,211.27,224.60,252.20,L5
1997-06-11 09:35:26+00:00,180.35,184.09,211.74,223.99,254.82,L5
1997-07-13 09:36:33+00:00,185.61,184.15,212.07,222.75,254.40,L5
1997-07-29 09:37:05+00:00,185.79,185.41,214.72,223.10,253.90,L5
1997-08-14 09:37:35+00:00,186.03,186.07,214.72,222.30,253.57,L5
1997-08-30 09:38:05+00:00,186.70,188.58,214.72,221.61,252.27,L5
1997-09-08 09:32:09+00:00,186.64,188.42,214.72,220.96,252.28,L5
1997-10-01 09:39:00+00:00,185.70,190.04,214.72,219.62,248.91,L5
1997-10-10 09:33:04+00:00,185.78,190.27,214.72,209.57,242.09,L5
1997-10-17 09:39:26+00:00,185.66,190.66,214.72,200.06,236.65,L5
1997-10-26 09:33:30+00:00,186.51,192.01,219.47,198.86,236.34,L5
1997-11-11 09:33:54+00:00,184.56,188.20,218.18,182.33,226.07,L5
1997-11-18 09:40:14+00:00,182.09,184.65,218.18,176.80,221.84,L5
1997-12-13 09:34:40+00:00,179.31,184.42,220.68,166.11,213.26,L5
1997-12-20 09:41:00+00:00,179.31,184.49,220.68,166.11,213.26,L5
1997-12-29 09:35:03+00:00,176.06,184.49,220.68,160.79,209.13,L5
1998-03-03 09:36:21+00:00,174.34,181.52,,141.26,194.51,L5
1998-03-19 09:36:37+00:00,175.33,182.83,,141.90,195.30,L5
1998-04-04 09:36:47+00:00,175.91,184.31,165.81,143.19,200.05,L5
1998-04-20 09:37:00+00:00,173.47,182.84,182.84,161.77,210.86,L5
1998-05-06 09:37:15+00:00,173.68,182.60,189.30,167.81,216.60,L5
1998-06-23 09:37:54+00:00,182.33,192.16,196.99,200.92,237.97,L5
1998-07-25 09:38:16+00:00,190.14,192.22,200.53,218.23,250.51,L5
1998-08-26 09:38:33+00:00,190.66,192.97,203.66,219.47,252.83,L5
1998-10-29 09:38:50+00:00,192.23,193.33,214.06,222.97,257.15,L5
1998-11-14 09:38:58+00:00,191.04,189.74,218.01,225.24,255.37,L5
1999-04-07 09:38:38+00:00,190.54,188.50,,221.67,260.02,L5
1999-04-23 09:38:41+00:00,190.69,190.69,226.24,224.37,256.45,L5
1999-06-26 09:37:48+00:00,192.23,194.87,214.65,221.89,260.38,L5
1999-07-12 09:37:41+00:00,192.75,196.40,218.15,222.74,257.77,L5
1999-08-21 09:52:49+00:00,191.44,195.25,213.36,221.48,257.25,L7
1999-08-29 09:37:15+00:00,190.82,193.96,210.09,220.66,257.93,L5
1999-10-08 09:52:59+00:00,188.38,192.59,204.12,220.46,257.51,L7
1999-10-16 09:36:34+00:00,187.70,191.75,204.12,220.46,257.51,L5
1999-11-09 09:52:52+00:00,184.63,188.45,199.70,218.81,258.66,L7
1999-11-17 09:35:33+00:00,183.42,186.90,201.41,217.89,254.56,L5
1999-11-25 09:52:43+00:00,183.24,186.96,204.84,217.99,254.56,L7
1999-12-11 09:52:53+00:00,183.24,181.34,204.84,200.91,239.78,L7
2000-01-12 09:52:47+00:00,176.84,169.31,201.14,174.58,213.71,L7
2000-01-20 09:34:42+00:00,173.31,160.31,201.14,174.58,213.71,L5
2000-02-13 09:52:41+00:00,174.98,161.62,201.14,164.03,206.36,L7
2000-02-29 09:52:35+00:00,173.21,157.69,203.23,136.50,180.69,L7
2000-03-08 09:33:21+00:00,175.35,159.57,203.23,146.58,191.48,L5
2000-03-16 09:52:31+00:00,175.92,162.07,203.23,154.77,197.27,L7
2000-06-04 09:51:49+00:00,176.01,152.54,213.40,146.24,197.77,L7
2000-06-20 09:51:46+00:00,176.91,159.20,216.59,163.06,209.43,L7
2000-06-28 09:36:38+00:00,178.61,163.40,215.91,170.57,214.57,L5
2000-07-06 09:51:32+00:00,179.13,166.83,217.96,175.74,218.31,L7
2000-07-14 09:36:58+00:00,183.76,176.23,217.92,191.17,229.61,L5
2000-08-07 09:51:02+00:00,187.90,187.48,218.60,194.13,234.14,L7
2000-09-16 09:38:11+00:00,188.65,192.70,218.60,219.23,250.74,L5
2000-09-24 09:50:24+00:00,188.73,192.96,216.64,219.23,250.74,L7
2000-10-26 09:50:15+00:00,187.90,191.50,216.64,219.23,250.74,L7
2000-12-29 09:50:23+00:00,185.83,186.13,217.19,211.13,253.85,L7
2001-02-07 09:39:58+00:00,184.07,171.76,204.87,197.79,242.54,L5
2001-02-23 09:40:02+00:00,185.12,173.18,204.87,197.79,242.54,L5
2001-03-03 09:50:17+00:00,185.31,176.47,204.87,204.73,230.74,L7
2001-03-11 09:40:03+00:00,186.07,178.58,204.87,205.92,236.75,L5
2001-03-19 09:50:10+00:00,186.33,178.33,204.87,206.63,238.93,L7
2001-04-04 09:50:00+00:00,186.10,178.03,,208.78,244.10,L7
2001-05-06 09:49:59+00:00,186.64,179.27,221.93,210.32,244.85,L7
2001-06-07 09:49:35+00:00,186.93,180.58,220.70,211.49,245.51,L7
2001-06-23 09:49:22+00:00,186.79,181.63,223.58,212.65,246.54,L7
2001-07-01 09:40:19+00:00,189.11,186.34,219.48,217.84,249.39,L5
2001-07-09 09:49:19+00:00,189.06,186.72,215.99,217.87,249.86,L7
2001-07-25 09:49:12+00:00,189.06,186.72,215.99,218.43,249.74,L7
2001-08-02 09:40:17+00:00,189.42,188.09,215.64,219.27,250.67,L5
2001-08-10 09:48:54+00:00,189.61,192.33,214.31,219.11,250.54,L7
2001-08-18 09:40:15+00:00,190.07,192.60,210.47,218.57,251.73,L5
