dates,sar1417-0000,sar1417-0001,sar1417-0002,sar1417-0003,sar1417-0004,satname
1984-04-13 09:27:07+00:00,193.95,197.03,,223.56,266.13,L5
1984-07-18 09:28:46+00:00,193.3,193.78,223.55,222.58,254.52,L5
1984-08-19 09:29:51+00:00,187.63,196.37,219.9,224.06,262.22,L5
1984-09-20 09:30:04+00:00,195.05,198.42,,217.33,256.24,L5
1984-11-07 09:29:53+00:00,190.05,178.51,,,,L5
1985-03-31 09:30:19+00:00,194.89,194.6,,212.77,260.36,L5
1985-06-03 09:30:04+00:00,192.65,194.0,224.97,221.2,255.37,L5
1985-06-19 09:30:02+00:00,179.44,189.79,209.6,206.57,243.55,L5
1985-07-05 09:29:57+00:00,,,,194.13,283.2,L5
1985-10-09 09:28:59+00:00,192.55,193.05,,,,L5
1985-11-10 09:28:33+00:00,187.89,158.92,,,,L5
1986-02-14 09:26:39+00:00,183.98,155.67,,,,L5
1986-05-05 09:24:53+00:00,187.87,193.3,223.41,227.47,262.15,L5
1986-05-21 09:24:27+00:00,190.02,198.62,228.41,233.14,252.3,L5
1986-07-08 09:22:57+00:00,189.31,199.46,221.1,228.02,264.65,L5
1986-07-24 09:22:23+00:00,184.95,185.4,207.76,217.67,251.58,L5
1987-01-16 09:19:41+00:00,120.65,,,,,L5
1987-02-01 09:20:12+00:00,159.51,,,,,L5
1987-02-17 09:20:59+00:00,187.83,158.46,,,,L5
1987-03-21 09:22:02+00:00,190.48,171.14,,220.5,247.21,L5
1987-04-06 09:22:36+00:00,196.67,199.34,190.67,225.98,258.11,L5
1987-05-08 09:23:35+00:00,190.23,198.41,222.32,231.94,263.01,L5
1987-06-25 09:24:44+00:00,196.71,199.78,211.71,225.61,256.04,L5
1987-07-02 09:31:03+00:00,180.19,186.95,210.23,220.56,265.7,L5
1987-07-11 09:25:03+00:00,193.39,199.85,207.83,221.99,260.43,L5
1987-07-18 09:31:20+00:00,191.97,197.0,226.87,224.59,257.78,L5
1987-07-27 09:25:25+00:00,201.38,202.74,216.66,224.22,259.27,L5
1987-08-03 09:31:49+00:00,188.21,193.2,225.11,224.63,264.6,L5
1987-08-12 09:25:55+00:00,191.48,191.54,205.95,215.33,248.33,L5
1987-08-19 09:32:18+00:00,181.13,184.93,175.92,216.88,253.2,L5
1987-08-28 09:26:22+00:00,191.89,199.04,194.75,219.05,250.06,L5
1987-09-13 09:26:45+00:00,191.52,196.11,,220.31,245.76,L5
1987-09-29 09:27:07+00:00,186.38,198.47,175.81,215.92,236.53,L5
1987-10-06 09:33:26+00:00,174.66,177.3,,,,L5
1987-10-31 09:27:40+00:00,193.88,184.47,,,,L5
1987-11-07 09:34:02+00:00,170.35,141.53,,,,L5
1987-11-16 09:28:03+00:00,171.63,138.33,,,174.86,L5
1987-12-02 09:28:18+00:00,142.49,,,,173.76,L5
1988-02-20 09:29:38+00:00,188.41,158.31,,,184.44,L5
1988-03-07 09:29:48+00:00,184.85,173.18,,198.15,231.24,L5
1988-06-11 09:30:29+00:00,185.67,185.25,,218.72,247.35,L5
1988-07-13 09:30:39+00:00,194.26,197.06,202.73,222.4,248.74,L5
1988-10-17 09:30:31+00:00,177.24,173.51,,,,L5
1988-11-18 09:30:32+00:00,172.17,137.84,,,,L5
1988-12-04 09:30:29+00:00,148.29,98.35,,,,L5
1989-02-06 09:29:59+00:00,162.44,100.5,,,,L5
1989-03-26 09:28:53+00:00,184.99,174.3,,216.61,256.95,L5
1989-05-29 09:28:17+00:00,195.24,204.05,221.97,236.89,262.42,L5
1989-06-14 09:27:46+00:00,189.59,186.11,200.33,216.48,244.5,L5
1989-06-30 09:27:39+00:00,190.78,198.86,229.3,230.26,256.33,L5
