,dates,jap0163-0000,jap0163-0001,jap0163-0002,jap0163-0003,jap0163-0004,jap0163-0005,jap0163-0006,jap0163-0007,jap0163-0008,jap0163-0009,jap0163-0010
0,1984-07-31 00:45:05+00:00,129.2692900553701,131.1964458405707,137.29207810805136,143.62602787177556,144.95864281301476,140.3239708245487,142.10067034921846,157.2358997007599,157.4988327280148,149.08242595170842,135.14179014908495
1,1984-08-16 00:45:37+00:00,136.698273858375,141.30453232953158,146.275873710688,146.47455636085172,151.59808548590425,151.86542188053133,149.1910839562164,153.94801031500924,163.78880358747443,156.6478454361996,141.88654383118686
2,1984-09-17 00:45:56+00:00,131.813622167266,138.81903438299688,141.21944194157504,143.62336587809423,143.07283817096126,135.8111148478291,136.01417117530758,147.04549186525404,150.95778599108775,138.42774609648623,131.6750888337455
3,1984-11-04 00:45:46+00:00,153.18532625057054,144.45682693067548,131.78063497602304,138.3110901936478,135.34572727614727,140.31730084809675,146.57787637733608,142.55013364094634,156.11325983713357,149.12232841813517,140.96579271970677
4,1985-01-07 00:46:06+00:00,124.11464139182837,128.04935375480161,135.48386187748815,142.74713055269018,139.94639096083952,144.19114167706405,149.5656280228748,148.3440043159725,147.558147486719,139.12741292753643,143.13991989572
5,1985-03-28 00:46:12+00:00,125.50803925753165,135.4115824092129,127.24565829204117,137.40027607849106,137.78541805275876,139.55903514077187,137.71596313246863,140.7139276972874,137.41370949749955,125.85709886174409,117.45190271826056
6,1985-11-23 00:44:12+00:00,123.72310210299801,126.23141950392747,127.39172996507874,129.16039502286375,140.0533495687066,143.17096737477883,146.15448217525625,146.2165711252718,141.3700033167738,129.29857490011503,116.17300738266034
7,1986-01-10 00:43:19+00:00,129.40954506441767,134.59804751826505,133.72870723168222,130.187297515362,138.22054369640185,143.5284423915948,144.6511622157675,149.05078432340747,150.60035814331346,137.23208995163134,126.38183211778501
8,1986-04-16 00:41:14+00:00,120.08934423241809,127.55877297437331,135.3513558796112,139.44878020046787,142.418900050527,134.79667503810833,125.5259525618715,131.96637413864926,131.85057068758485,130.66452821672587,122.48481574180948
9,1986-09-23 00:36:08+00:00,125.8940939730667,127.14421299032203,129.21887838005262,132.5704228869377,135.8390357711941,133.89610704427741,132.40603048783737,141.14577746440835,148.4230560486652,132.96849265546336,118.38641173059743
10,1986-11-10 00:34:29+00:00,108.27719546998865,108.89377440702219,109.79617271424202,114.72703064363772,123.20284748676357,132.37141080861338,129.69452254779313,127.15728898229449,127.23614248285746,115.8316185113485,119.33247690385618
11,1987-02-14 00:36:34+00:00,119.12924084382749,124.44918377001098,130.31902497661378,135.2615991201568,124.27967259450968,131.8487879587098,136.22010463255424,138.45465692967232,134.3549165328587,127.91418006676803,115.6490548519983
12,1987-03-02 00:37:11+00:00,128.78278122275506,127.3319611454062,127.55371076985436,132.78525908783317,136.39877920952884,140.992143923542,137.91824915215958,138.66846862261932,144.8734555905294,134.15694949078238,121.23701396951249
13,1987-03-18 00:37:47+00:00,123.674905863757,119.44414909128007,116.06811952322086,124.00105034567567,126.35065333385855,129.7321071436627,135.78105479504828,135.93357866687722,133.89371373014603,130.29740724342798,117.68058640752851
14,1987-04-19 00:38:53+00:00,122.66851152143889,121.47230797277012,126.34881812868166,126.82656790454502,125.56536338493969,130.71400968695096,134.6560017571985,129.06296177364808,125.9996490531375,124.8159997029547,121.12686548308662
15,1987-05-21 00:39:47+00:00,143.72213225966487,144.20881446296178,150.61798371808115,140.15121965771417,145.14693146859136,144.64147365853154,146.92591705573471,148.40436825366436,151.42803993542464,142.53497402828918,136.99331898287195
16,1987-06-06 00:40:10+00:00,141.40623606495507,131.68351946248174,135.26646142991157,128.66207842582912,130.65637415886923,132.3177401107407,138.60736017371036,137.5448158608581,133.84898121262788,131.3020072984793,121.75625237857638
