dates,satname,nzd0148-0000,nzd0148-0001,nzd0148-0002,nzd0148-0003,nzd0148-0004,nzd0148-0005,nzd0148-0006
1999-07-18 21:58:25+00:00,L7,,,,,,,
1999-08-26 22:04:44+00:00,L7,335.93,352.78,358.66,355.27,357.50,379.23,387.71
1999-09-27 22:04:48+00:00,L7,324.96,334.47,338.90,337.06,341.42,353.43,347.02
2000-05-24 22:03:46+00:00,L7,295.13,335.49,348.16,348.91,350.82,365.90,369.96
2000-07-04 21:57:14+00:00,L7,658.94,,,,,,
2000-07-11 22:03:17+00:00,L7,313.24,365.01,366.84,364.93,377.57,392.43,417.71
2000-10-15 22:01:56+00:00,L7,323.78,328.49,328.39,323.14,330.17,341.01,340.02
2000-12-11 21:56:24+00:00,L7,336.84,333.74,333.97,329.66,337.32,351.63,351.32
2001-01-03 22:02:12+00:00,L7,346.61,347.93,348.99,346.82,356.21,372.65,384.72
2001-01-28 21:56:32+00:00,L7,334.04,331.08,331.77,334.02,338.59,351.74,352.58
2001-02-13 21:56:03+00:00,L7,339.01,338.26,345.52,335.91,339.24,352.03,353.38
2001-03-01 21:56:21+00:00,L7,342.27,343.89,348.52,343.31,348.46,358.75,363.53
2001-03-17 21:55:52+00:00,L7,359.75,355.35,356.43,356.98,360.91,381.65,393.81
2001-03-24 22:01:59+00:00,L7,337.49,339.28,342.72,343.09,347.71,360.41,365.82
2001-08-08 21:55:01+00:00,L7,301.06,328.64,335.99,334.99,336.18,354.47,348.77
2001-08-15 22:00:38+00:00,L7,,,,,,398.50,420.12
2001-09-09 21:54:12+00:00,L7,342.94,349.91,356.17,355.07,353.18,365.68,370.11
2001-10-11 21:53:46+00:00,L7,363.27,355.44,360.64,361.95,366.67,390.55,406.77
2001-12-05 22:00:18+00:00,L7,325.44,325.01,325.89,323.26,329.15,341.71,339.93
2002-01-22 22:00:40+00:00,L7,364.28,359.60,359.55,355.81,362.86,382.91,396.41
2002-02-16 21:54:54+00:00,L7,331.13,336.42,335.12,335.92,334.60,349.37,348.47
2002-02-23 22:00:43+00:00,L7,370.68,359.92,360.39,370.59,380.80,398.41,423.84
2002-04-28 22:00:38+00:00,L7,314.59,332.43,334.43,334.66,338.40,346.55,351.11
2002-07-01 22:00:15+00:00,L7,,,,,352.55,366.77,371.63
2002-07-17 22:00:08+00:00,L7,303.79,361.16,362.27,361.63,369.27,392.31,416.43
2002-08-18 21:59:57+00:00,L7,362.56,360.20,367.02,367.58,376.83,398.77,422.25
2002-08-27 21:54:00+00:00,L7,311.36,330.03,330.54,326.53,334.85,346.41,339.52
2002-10-05 21:59:31+00:00,L7,337.78,343.43,348.67,344.20,353.25,370.38,387.74
2002-10-14 21:53:43+00:00,L7,362.55,356.61,359.57,362.29,367.14,388.28,411.74
2002-11-06 21:59:41+00:00,L7,314.92,322.30,322.07,321.67,326.93,335.80,334.32
2002-12-08 22:00:03+00:00,L7,,,,326.99,336.44,343.48,338.57
2002-12-24 22:00:09+00:00,L7,329.59,330.77,331.57,,,,
2003-01-18 21:54:30+00:00,L7,341.85,341.02,341.01,338.50,345.33,357.73,356.59
2003-01-25 22:00:18+00:00,L7,359.20,351.56,358.94,358.46,360.90,378.93,388.25
2003-02-26 22:00:28+00:00,L7,,,,,,600.15,
2003-03-23 21:54:40+00:00,L7,322.70,333.73,334.98,334.54,339.26,354.64,355.57
2003-04-15 22:00:34+00:00,L7,332.95,347.97,351.24,350.91,350.55,364.36,372.69
2003-05-10 21:54:22+00:00,L7,,,,,,386.69,397.07
2003-07-21 21:42:33+00:00,L5,331.51,356.14,366.09,372.93,380.11,397.36,411.15
2003-08-05 22:00:11+00:00,L7,331.71,356.87,359.90,362.57,361.55,379.55,397.26
2003-08-06 21:42:27+00:00,L5,351.16,361.48,366.21,368.47,373.19,399.13,424.39
2003-08-13 21:48:45+00:00,L5,288.49,332.24,332.30,335.83,343.70,353.90,347.94
2003-09-30 21:49:30+00:00,L5,324.90,333.42,335.76,335.87,339.97,352.17,340.52
2003-10-25 21:43:40+00:00,L5,348.09,340.92,343.23,340.25,350.19,359.60,361.54
