dates,nzd0148-0000,nzd0148-0001,nzd0148-0002,nzd0148-0003,nzd0148-0004,nzd0148-0005,nzd0148-0006,satname
1999-08-26 22:04:44+00:00,335.18,352.23,358.11,354.72,356.95,378.48,386.51,L7
1999-09-27 22:04:48+00:00,353.96,355.56,359.99,358.15,362.51,382.43,393.42,L7
2000-05-24 22:03:46+00:00,,341.85,354.52,355.27,357.18,374.65,383.96,L7
2000-07-11 22:03:17+00:00,,347.19,349.02,347.11,359.75,367.93,378.51,L7
2000-10-15 22:01:56+00:00,351.03,348.31,348.21,342.96,349.99,368.26,383.62,L7
2000-12-11 21:56:24+00:00,347.59,341.56,341.79,337.48,345.14,362.38,368.52,L7
2001-01-03 22:02:12+00:00,341.61,344.29,345.35,343.18,352.57,367.65,376.72,L7
2001-01-28 21:56:32+00:00,360.79,350.53,351.22,353.47,358.04,378.49,395.38,L7
2001-02-13 21:56:03+00:00,357.76,351.90,359.16,349.55,352.88,370.78,383.38,L7
2001-03-01 21:56:21+00:00,357.52,354.98,359.61,354.40,359.55,374.00,387.93,L7
2001-03-17 21:55:52+00:00,351.75,349.53,350.61,351.16,355.09,373.65,381.01,L7
2001-03-24 22:01:59+00:00,345.49,345.10,348.54,348.91,353.53,368.41,378.62,L7
2001-08-08 21:55:01+00:00,321.81,343.73,351.08,350.08,351.27,375.22,381.97,L7
2001-08-15 22:00:38+00:00,,,,,,370.75,375.72,L7
2001-09-09 21:54:12+00:00,352.94,357.18,363.44,362.34,360.45,375.68,386.11,L7
2001-10-11 21:53:46+00:00,346.02,342.89,348.09,349.40,354.12,373.30,379.17,L7
2001-12-05 22:00:18+00:00,353.69,345.56,346.44,343.81,349.70,369.96,385.13,L7
2002-01-22 22:00:40+00:00,358.28,355.24,355.19,351.45,358.50,376.91,386.81,L7
2002-02-16 21:54:54+00:00,356.38,354.78,353.48,354.28,352.96,374.62,388.87,L7
2002-02-23 22:00:43+00:00,350.93,345.56,346.03,356.23,366.44,378.66,392.24,L7
2002-04-28 22:00:38+00:00,340.09,350.98,352.98,353.21,356.95,372.05,391.91,L7
2002-07-01 22:00:15+00:00,,,,,354.73,369.77,376.43,L7
2002-07-17 22:00:08+00:00,,355.16,356.27,355.63,363.27,384.06,403.23,L7
2002-08-18 21:59:57+00:00,336.81,341.47,348.29,348.85,358.10,373.02,381.05,L7
2002-08-27 21:54:00+00:00,332.11,345.12,345.63,341.62,349.94,367.16,372.72,L7
2002-10-05 21:59:31+00:00,326.78,335.43,340.67,336.20,345.25,359.38,370.14,L7
2002-10-14 21:53:43+00:00,347.80,345.88,348.84,351.56,356.41,373.53,388.14,L7
2002-11-06 21:59:41+00:00,344.42,343.75,343.52,343.12,348.38,365.30,381.52,L7
2002-12-08 22:00:03+00:00,,,,348.63,358.08,373.23,386.17,L7
2002-12-24 22:00:09+00:00,356.59,350.41,351.21,,,,,L7
2003-01-18 21:54:30+00:00,357.35,352.29,352.28,349.77,356.60,373.23,381.39,L7
2003-01-25 22:00:18+00:00,357.45,350.29,357.67,357.19,359.63,377.18,385.45,L7
2003-03-23 21:54:40+00:00,339.20,345.73,346.98,346.54,351.26,371.14,381.97,L7
2003-04-15 22:00:34+00:00,323.45,341.06,344.33,344.00,343.64,354.86,357.49,L7
2003-05-10 21:54:22+00:00,,,,,,370.94,371.87,L7
2003-07-21 21:42:33+00:00,320.76,348.32,358.27,365.11,372.29,386.61,393.95,L5
2003-08-05 22:00:11+00:00,326.96,353.42,356.45,359.12,358.10,374.80,389.66,L7
2003-08-06 21:42:27+00:00,330.66,346.57,351.30,353.56,358.28,378.63,391.59,L5
2003-08-13 21:48:45+00:00,307.74,346.24,346.30,349.83,357.70,373.15,378.74,L5
2003-09-30 21:49:30+00:00,353.65,354.33,356.67,356.78,360.88,380.92,386.52,L5
2003-10-25 21:43:40+00:00,358.34,348.37,350.68,347.70,357.64,369.85,377.94,L5
2003-11-17 21:50:09+00:00,353.59,357.76,364.11,362.52,371.37,389.96,405.06,L5
2003-12-04 21:54:43+00:00,358.92,351.17,349.35,351.13,357.14,,,L7
2003-12-12 21:44:34+00:00,360.23,353.76,355.30,355.82,366.48,386.54,395.72,L5
2004-01-28 22:00:52+00:00,,347.92,350.88,351.53,,,,L7
2004-02-13 22:00:55+00:00,357.07,352.16,350.60,348.80,353.61,368.39,,L7
2004-02-14 21:44:33+00:00,351.16,350.75,353.53,352.55,354.11,375.28,385.26,L5
2004-03-01 21:45:02+00:00,335.88,346.78,353.54,353.05,354.98,374.99,396.55,L5
2004-03-09 21:54:51+00:00,356.39,357.02,357.44,360.18,365.82,388.64,402.09,L7
2004-03-25 21:54:54+00:00,,,,,,379.09,388.22,L7
2004-04-02 21:45:18+00:00,341.39,349.12,351.26,349.52,352.45,368.73,379.40,L5
2004-04-18 21:45:49+00:00,332.22,347.07,350.81,352.37,356.46,370.00,374.99,L5
2004-05-04 21:46:16+00:00,330.34,352.70,343.28,347.08,352.95,371.75,381.93,L5
2004-05-20 21:46:44+00:00,305.03,344.40,346.67,350.06,354.82,374.27,383.85,L5
2004-06-05 21:47:12+00:00,317.80,349.07,351.30,351.60,359.82,378.69,393.41,L5
2004-06-12 21:53:11+00:00,,342.27,349.16,351.29,359.51,383.16,398.37,L5
2004-07-06 22:00:48+00:00,313.24,,,,,,,L7
2004-07-07 21:48:09+00:00,311.83,351.47,354.63,356.28,359.37,377.12,385.88,L5
2004-07-23 21:48:33+00:00,326.33,362.41,361.68,356.43,363.13,372.73,389.79,L5
2004-07-30 21:54:28+00:00,337.61,358.33,356.22,357.67,363.22,378.13,385.37,L5
2004-07-31 21:54:51+00:00,,,,,342.25,361.74,375.93,L7
2004-08-07 22:00:37+00:00,,348.74,352.69,358.08,365.08,375.51,387.68,L7
2004-08-08 21:48:50+00:00,333.25,348.49,352.15,353.59,361.65,374.82,386.10,L5
2004-09-25 21:49:43+00:00,343.61,343.21,344.85,345.98,346.79,362.67,380.48,L5
2004-10-18 21:56:23+00:00,369.22,355.58,356.37,358.95,368.18,387.93,396.61,L5
2004-11-03 21:56:42+00:00,358.05,350.36,352.77,350.80,355.93,379.15,388.17,L5
2004-11-04 21:54:31+00:00,357.80,349.89,351.63,,,,,L7
2004-11-11 22:00:45+00:00,,,,342.68,348.52,366.76,370.56,L7
2004-11-19 21:56:55+00:00,,,358.86,338.13,,,,L5
2005-01-15 21:51:45+00:00,374.50,361.33,362.09,364.74,368.45,383.78,392.79,L5
2005-01-22 21:58:02+00:00,358.00,348.93,352.05,351.25,358.44,373.13,382.40,L5
2005-02-07 21:58:15+00:00,345.93,351.75,350.41,347.43,335.78,342.46,351.77,L5
2005-03-11 21:58:44+00:00,363.56,351.84,353.08,353.24,356.17,378.34,398.80,L5
2005-03-27 21:58:51+00:00,354.90,360.23,362.01,358.91,357.16,378.80,402.96,L5
2005-03-28 21:55:42+00:00,371.69,353.23,353.71,355.13,358.32,383.60,405.64,L7
2005-04-04 22:01:27+00:00,,,,347.39,352.25,363.23,376.90,L7
2005-04-12 21:58:55+00:00,341.57,360.69,348.54,348.99,351.66,376.47,395.61,L5
2005-04-29 21:55:12+00:00,,,,344.14,356.60,375.16,395.18,L7
2005-05-06 22:01:25+00:00,,349.64,345.85,344.80,349.88,361.26,371.49,L7
2005-05-07 21:53:16+00:00,341.11,353.45,358.92,341.49,346.01,361.93,373.37,L5
2005-05-22 22:01:24+00:00,332.21,,,,,,,L7
2005-05-23 21:53:24+00:00,300.14,348.23,352.36,351.46,354.87,373.71,379.07,L5
2005-05-30 21:59:15+00:00,,348.45,356.52,348.38,349.45,369.85,377.25,L5
2005-05-31 21:55:11+00:00,,,,343.67,,,,L7
2005-06-08 21:53:33+00:00,303.34,353.65,357.49,356.46,352.24,372.89,388.85,L5
2005-06-15 21:59:22+00:00,306.66,349.91,352.12,350.71,357.01,369.24,370.23,L5
2005-07-26 21:53:30+00:00,306.87,357.21,359.57,351.40,360.97,370.07,390.88,L5
2005-08-03 21:55:25+00:00,,,352.19,353.82,355.96,367.66,372.62,L7
2005-08-19 21:54:56+00:00,356.64,359.33,358.43,352.58,359.47,372.45,382.06,L7
2005-09-11 22:00:53+00:00,,346.63,356.05,352.90,358.40,371.13,378.82,L7
2005-10-05 21:59:53+00:00,347.95,347.30,350.02,349.94,355.89,370.33,400.12,L5
2005-10-30 21:53:39+00:00,355.11,348.96,346.71,342.50,354.24,377.90,383.68,L5
2006-02-03 21:55:55+00:00,362.96,353.65,353.48,352.45,359.63,380.24,400.22,L5
2006-02-11 21:56:04+00:00,,,,,350.03,370.09,375.73,L7
2006-04-08 21:57:36+00:00,344.47,346.99,350.46,347.38,353.51,369.81,377.76,L5
2006-05-02 21:55:41+00:00,332.76,351.50,340.25,334.54,352.83,371.20,,L7
2006-05-17 22:03:57+00:00,,,,,,,398.66,L5
2006-05-26 21:58:18+00:00,,,,,,,399.42,L5
2006-06-02 22:04:12+00:00,300.84,356.31,357.84,352.51,354.94,370.34,375.97,L5
2006-06-19 21:56:00+00:00,280.00,,343.90,348.46,353.17,368.83,393.41,L7
2006-06-27 21:58:24+00:00,,,,,,355.04,380.52,L5
2006-07-04 22:04:41+00:00,304.02,357.20,354.59,350.19,353.02,381.19,396.35,L5
