dates,satname,sar2308-0000,sar2308-0001
1997-05-03 09:27:30+00:00,L5,241.31,231.45
1997-05-10 09:33:55+00:00,L5,241.03,233.74
1997-06-11 09:35:02+00:00,L5,232.82,226.54
1997-06-20 09:29:33+00:00,L5,234.86,234.93
1997-07-13 09:36:09+00:00,L5,233.10,236.75
1997-07-22 09:30:16+00:00,L5,234.37,232.08
1997-07-29 09:36:41+00:00,L5,237.10,234.58
1997-08-07 09:30:48+00:00,L5,237.83,234.39
1997-08-14 09:37:12+00:00,L5,233.18,229.67
1997-08-23 09:31:41+00:00,L5,230.56,232.61
1997-09-08 09:31:46+00:00,L5,239.58,233.27
1997-10-01 09:38:36+00:00,L5,232.62,227.79
1997-10-17 09:39:02+00:00,L5,241.81,231.22
1997-10-26 09:33:30+00:00,L5,230.10,225.10
1997-11-02 09:39:28+00:00,L5,230.82,222.23
1997-11-27 09:33:52+00:00,L5,232.69,223.15
1997-12-29 09:35:03+00:00,L5,227.22,220.15
1998-01-21 09:41:20+00:00,L5,228.06,218.45
1998-01-30 09:35:46+00:00,L5,231.07,227.02
1998-02-06 09:41:42+00:00,L5,232.22,220.77
1998-02-22 09:42:00+00:00,L5,230.14,230.91
1998-03-10 09:42:15+00:00,L5,218.55,213.65
1998-03-19 09:36:37+00:00,L5,233.60,237.03
1998-03-26 09:42:29+00:00,L5,234.65,229.15
1998-05-06 09:36:51+00:00,L5,238.92,232.30
1998-05-13 09:43:08+00:00,L5,238.15,234.58
1998-06-30 09:43:48+00:00,L5,228.03,226.46
1998-07-16 09:44:00+00:00,L5,229.28,228.26
1998-07-25 09:38:16+00:00,L5,231.54,229.25
1998-08-01 09:44:05+00:00,L5,227.67,229.67
1998-08-17 09:44:12+00:00,L5,236.40,231.78
1998-08-26 09:38:09+00:00,L5,232.19,233.10
1998-09-02 09:44:24+00:00,L5,233.66,229.83
1998-09-18 09:44:32+00:00,L5,234.61,232.38
1998-10-29 09:38:50+00:00,L5,236.07,228.83
1998-11-05 09:44:39+00:00,L5,234.09,226.77
1998-11-21 09:44:46+00:00,L5,215.08,212.64
1998-12-23 09:44:47+00:00,L5,238.04,221.41
1999-01-08 09:44:46+00:00,L5,223.06,211.98
1999-01-24 09:44:47+00:00,L5,227.91,215.51
1999-03-06 09:38:42+00:00,L5,237.93,232.72
1999-03-13 09:44:46+00:00,L5,233.02,232.65
1999-03-29 09:44:28+00:00,L5,241.57,234.54
1999-04-07 09:38:14+00:00,L5,233.67,229.10
1999-04-23 09:38:41+00:00,L5,238.21,236.06
1999-04-30 09:44:26+00:00,L5,238.61,236.08
1999-05-25 09:37:45+00:00,L5,330.61,284.72
1999-06-01 09:43:50+00:00,L5,235.98,228.11
1999-06-17 09:43:41+00:00,L5,239.93,231.00
1999-06-26 09:37:24+00:00,L5,231.90,231.40
1999-07-03 09:43:32+00:00,L5,235.57,234.83
1999-07-12 09:37:17+00:00,L5,227.13,227.88
1999-07-19 09:43:28+00:00,L5,227.03,228.95
1999-08-05 09:52:28+00:00,L7,237.35,234.91
1999-08-12 09:58:37+00:00,L7,238.28,234.03
1999-08-13 09:37:35+00:00,L5,228.62,227.87
1999-08-20 09:43:15+00:00,L5,227.06,217.21
1999-08-21 09:52:25+00:00,L7,239.83,235.64
1999-08-28 09:58:41+00:00,L7,238.80,234.90
1999-09-05 09:42:46+00:00,L5,232.48,229.33
1999-09-13 09:58:35+00:00,L7,237.96,235.15
1999-09-22 09:52:29+00:00,L7,241.95,237.93
1999-09-29 09:58:45+00:00,L7,239.50,234.11
1999-09-30 09:36:28+00:00,L5,242.98,234.29
1999-10-07 09:42:21+00:00,L5,242.21,234.12
1999-10-31 09:58:37+00:00,L7,235.36,224.64
1999-11-08 09:41:42+00:00,L5,220.64,214.30
1999-11-09 09:52:28+00:00,L7,227.29,220.15
1999-11-16 09:58:37+00:00,L7,234.35,229.66
1999-11-17 09:35:33+00:00,L5,217.10,214.36
1999-11-25 09:52:43+00:00,L7,235.00,222.76
1999-12-02 09:58:32+00:00,L7,236.29,224.56
1999-12-03 09:34:41+00:00,L5,229.95,225.22
1999-12-11 09:52:29+00:00,L7,224.56,226.25
1999-12-18 09:58:40+00:00,L7,230.08,218.82
2000-01-03 09:58:33+00:00,L7,232.87,224.84
2000-01-12 09:52:47+00:00,L7,218.28,224.66
2000-01-20 09:34:42+00:00,L5,237.52,221.81
2000-01-27 09:40:13+00:00,L5,231.31,228.40
2000-02-04 09:58:30+00:00,L7,236.96,222.36
2000-02-13 09:52:41+00:00,L7,236.36,224.31
2000-03-07 09:58:18+00:00,L7,238.36,233.58
2000-03-16 09:52:08+00:00,L7,237.20,235.60
2000-03-23 09:58:20+00:00,L7,239.51,234.43
2000-04-01 09:52:04+00:00,L7,224.73,218.37
2000-04-08 09:58:08+00:00,L7,239.59,234.86
2000-04-24 09:58:03+00:00,L7,240.49,234.43
2000-05-03 09:52:12+00:00,L7,237.94,234.39
2000-05-19 09:52:01+00:00,L7,238.80,233.66
2000-06-03 09:41:49+00:00,L5,234.32,231.34
2000-06-04 09:51:26+00:00,L7,238.16,234.04
2000-06-11 09:57:36+00:00,L7,226.58,228.10
2000-06-12 09:36:15+00:00,L5,240.56,233.44
2000-06-19 09:42:11+00:00,L5,239.72,234.78
2000-06-20 09:51:22+00:00,L7,234.44,234.46
2000-06-27 09:57:25+00:00,L7,233.36,231.89
2000-06-28 09:36:38+00:00,L5,234.16,236.95
2000-07-05 09:42:32+00:00,L5,231.01,230.60
2000-07-06 09:51:32+00:00,L7,239.59,235.26
2000-07-13 09:57:13+00:00,L7,234.16,232.82
2000-07-22 09:50:52+00:00,L7,237.26,235.36
2000-07-29 09:56:55+00:00,L7,236.65,233.85
2000-08-07 09:51:02+00:00,L7,237.68,236.21
2000-08-14 09:56:49+00:00,L7,238.35,234.69
2000-08-15 09:37:11+00:00,L5,232.62,227.32
2000-08-22 09:43:28+00:00,L5,233.91,229.42
2000-08-23 09:50:57+00:00,L7,234.87,232.32
2000-08-30 09:56:38+00:00,L7,241.59,236.59
2000-09-08 09:50:41+00:00,L7,231.30,226.76
2000-09-15 09:56:19+00:00,L7,240.72,236.33
2000-09-16 09:38:11+00:00,L5,233.37,233.69
2000-09-23 09:44:02+00:00,L5,403.96,195.98
2000-10-01 09:56:10+00:00,L7,234.15,225.92
2000-11-18 09:56:04+00:00,L7,238.71,225.09
2000-11-27 09:49:55+00:00,L7,233.87,226.71
2000-12-04 09:56:03+00:00,L7,235.23,221.00
2000-12-13 09:49:57+00:00,L7,228.74,218.80
2000-12-20 09:56:09+00:00,L7,229.34,219.53
2000-12-21 09:39:34+00:00,L5,227.34,219.02
2000-12-29 09:49:59+00:00,L7,,369.50
2001-01-21 09:56:15+00:00,L7,237.54,226.05
2001-02-06 09:56:08+00:00,L7,236.38,228.76
2001-02-22 09:56:07+00:00,L7,237.44,229.02
2001-02-23 09:40:02+00:00,L5,235.90,225.29
2001-03-03 09:50:17+00:00,L7,256.65,248.30
2001-03-11 09:39:39+00:00,L5,234.83,233.31
2001-03-19 09:50:10+00:00,L7,236.66,235.31
2001-04-04 09:49:36+00:00,L7,234.66,231.40
2001-04-11 09:55:50+00:00,L7,237.17,233.95
2001-05-13 09:55:39+00:00,L7,239.91,234.76
2001-05-29 09:55:31+00:00,L7,230.30,229.30
2001-06-06 09:46:06+00:00,L5,229.43,228.89
2001-06-07 09:49:35+00:00,L7,237.44,235.22
2001-06-14 09:55:19+00:00,L7,234.28,231.59
2001-06-15 09:39:53+00:00,L5,236.10,228.98
2001-06-23 09:48:58+00:00,L7,242.78,235.81
2001-06-30 09:55:05+00:00,L7,235.98,233.13
2001-07-01 09:39:55+00:00,L5,232.28,232.02
2001-07-09 09:48:55+00:00,L7,231.69,229.69
2001-07-25 09:48:48+00:00,L7,237.04,233.22
2001-08-01 09:54:52+00:00,L7,237.28,233.95
2001-08-02 09:39:53+00:00,L5,239.03,232.63
2001-08-10 09:48:54+00:00,L7,241.04,238.89
2001-08-18 09:39:51+00:00,L5,234.37,231.85
2001-08-25 09:45:58+00:00,L5,237.30,233.32
2001-08-26 09:48:19+00:00,L7,240.89,236.23
2001-09-03 09:40:07+00:00,L5,237.46,232.78
2001-09-10 09:45:53+00:00,L5,227.98,227.42
2001-09-11 09:48:07+00:00,L7,230.45,233.37
2001-09-18 09:54:11+00:00,L7,243.14,236.52
2001-09-19 09:40:01+00:00,L5,241.57,234.62
2001-10-04 09:53:59+00:00,L7,240.09,236.78
2001-10-13 09:48:08+00:00,L7,241.37,232.77
2001-10-21 09:39:26+00:00,L5,258.11,268.79
2001-10-29 09:47:50+00:00,L7,237.93,229.71
2001-11-05 09:54:07+00:00,L7,236.42,230.75
2001-11-13 09:45:18+00:00,L5,231.87,221.39
2001-11-14 09:48:02+00:00,L7,236.73,224.55
2001-11-22 09:39:05+00:00,L5,231.70,233.52
2001-12-07 09:54:17+00:00,L7,229.32,220.22
2001-12-23 09:54:25+00:00,L7,235.62,220.15
2002-01-08 09:54:28+00:00,L7,225.24,216.30
2002-01-17 09:48:21+00:00,L7,236.23,225.17
2002-01-25 09:38:30+00:00,L5,235.65,228.33
2002-02-02 09:48:47+00:00,L7,229.19,225.24
2002-02-09 09:54:38+00:00,L7,235.49,221.54
2002-03-05 09:43:55+00:00,L5,233.92,225.98
2002-03-13 09:54:38+00:00,L7,239.68,235.36
2002-03-14 09:38:02+00:00,L5,229.79,227.46
2002-03-21 09:43:47+00:00,L5,238.78,242.60
2002-04-07 09:48:22+00:00,L7,223.56,222.48
2002-04-14 09:54:32+00:00,L7,239.77,234.50
2002-04-23 09:48:18+00:00,L7,236.64,233.86
2002-04-30 09:54:34+00:00,L7,242.94,236.92
2002-05-09 09:48:46+00:00,L7,237.73,234.11
2002-05-17 09:36:49+00:00,L5,232.25,231.77
2002-05-24 09:42:27+00:00,L5,234.96,227.77
2002-05-25 09:48:13+00:00,L7,240.04,236.81
2002-06-01 09:54:21+00:00,L7,231.05,229.66
2002-06-17 09:54:14+00:00,L7,242.95,236.58
2002-06-18 09:35:40+00:00,L5,231.53,231.48
2002-06-25 09:41:43+00:00,L5,234.49,233.33
2002-06-26 09:48:22+00:00,L7,236.60,234.28
2002-07-03 09:54:10+00:00,L7,233.45,231.95
2002-07-12 09:47:56+00:00,L7,238.92,233.18
2002-07-28 09:47:48+00:00,L7,237.21,234.51
2002-08-04 09:53:55+00:00,L7,233.42,230.44
2002-08-13 09:47:44+00:00,L7,236.18,234.41
2002-08-20 09:53:52+00:00,L7,233.17,232.37
2002-09-30 09:47:17+00:00,L7,240.56,234.75
2002-10-07 09:53:26+00:00,L7,236.88,232.18
2002-10-16 09:47:17+00:00,L7,235.42,232.59
2002-12-19 09:47:50+00:00,L7,232.24,218.50
2002-12-26 09:54:05+00:00,L7,232.47,222.40
2003-01-04 09:47:53+00:00,L7,231.37,221.40
2003-01-27 09:54:14+00:00,L7,233.81,219.19
2003-03-16 09:54:27+00:00,L7,223.24,222.97
2003-03-25 09:48:35+00:00,L7,238.52,233.92
2003-04-01 09:54:27+00:00,L7,239.95,235.14
2003-04-17 09:54:29+00:00,L7,235.84,234.09
2003-04-26 09:48:42+00:00,L7,231.28,228.46
2003-05-03 09:54:30+00:00,L7,238.26,231.31
2003-05-12 09:48:17+00:00,L7,235.98,234.27
2003-05-28 09:48:39+00:00,L7,236.19,230.37
2003-06-28 09:41:50+00:00,L5,230.93,230.30
2003-07-07 09:36:14+00:00,L5,241.99,233.60
2003-07-14 09:42:07+00:00,L5,237.41,232.61
2003-07-30 09:42:25+00:00,L5,229.83,227.69
2003-08-08 09:36:24+00:00,L5,234.68,232.90
2003-08-24 09:36:41+00:00,L5,235.46,232.12
2003-08-31 09:42:59+00:00,L5,235.77,230.09
2003-09-16 09:43:16+00:00,L5,237.02,233.84
2003-09-17 09:47:47+00:00,L7,242.38,236.50
2003-09-25 09:37:12+00:00,L5,234.50,237.60
2003-10-02 09:43:28+00:00,L5,195.86,154.02
2003-10-10 09:53:47+00:00,L7,240.29,235.29
