dates,sar2308-0000,sar2308-0001,satname
1984-04-13 09:26:43+00:00,236.66,234.22,L5
1984-05-06 09:33:03+00:00,238.88,236.44,L5
1984-07-18 09:28:46+00:00,239.36,236.81,L5
1984-08-03 09:29:20+00:00,239.54,235.75,L5
1984-08-19 09:29:51+00:00,237.59,234.75,L5
1984-08-26 09:35:45+00:00,236.75,227.72,L5
1984-09-11 09:35:50+00:00,236.19,228.80,L5
1984-09-20 09:30:04+00:00,236.08,229.27,L5
1984-10-22 09:30:00+00:00,236.03,228.98,L5
1984-11-07 09:29:29+00:00,236.02,227.82,L5
1984-12-09 09:29:58+00:00,234.90,226.78,L5
1985-01-17 09:36:05+00:00,233.93,224.64,L5
1985-01-26 09:29:56+00:00,232.96,223.67,L5
1985-02-02 09:36:09+00:00,231.60,222.34,L5
1985-02-11 09:29:59+00:00,233.01,221.82,L5
1985-03-15 09:29:58+00:00,233.04,221.01,L5
1985-03-31 09:29:55+00:00,232.87,221.03,L5
1985-04-16 09:29:51+00:00,231.42,220.55,L5
1985-05-02 09:30:07+00:00,230.88,220.49,L5
1985-06-03 09:29:40+00:00,230.71,221.04,L5
1985-06-26 09:35:47+00:00,231.69,222.62,L5
1985-07-05 09:29:33+00:00,233.44,224.71,L5
1985-08-13 09:35:25+00:00,233.50,228.19,L5
1985-08-22 09:29:32+00:00,233.32,228.92,L5
1985-10-09 09:28:35+00:00,234.03,231.79,L5
1985-10-25 09:28:23+00:00,234.76,232.68,L5
1985-11-10 09:28:33+00:00,234.37,231.44,L5
1985-12-03 09:33:55+00:00,233.90,230.14,L5
1986-01-04 09:33:20+00:00,231.45,227.12,L5
1986-01-13 09:26:58+00:00,232.39,228.00,L5
1986-03-18 09:25:34+00:00,233.94,228.77,L5
1986-03-25 09:31:37+00:00,233.11,228.09,L5
1986-04-10 09:31:17+00:00,232.75,227.10,L5
1986-05-12 09:30:29+00:00,235.65,229.35,L5
1986-07-08 09:22:57+00:00,237.12,232.13,L5
1986-07-31 09:27:55+00:00,237.00,232.10,L5
1986-08-16 09:27:20+00:00,237.17,232.82,L5
1986-09-17 09:26:13+00:00,236.34,232.72,L5
1986-09-26 09:20:09+00:00,237.09,233.84,L5
