,dates,chi0505-0000,chi0505-0001,chi0505-0002,chi0505-0003,chi0505-0004,chi0505-0005,chi0505-0006,chi0505-0007,chi0505-0008,chi0505-0009,chi0505-0010,chi0505-0011,chi0505-0012,chi0505-0013,chi0505-0014,chi0505-0015,chi0505-0016,chi0505-0017,chi0505-0018,chi0505-0019
0,1985-01-25 14:06:03+00:00,186.81715051217475,177.34028961984637,190.96100620557752,181.00610861237976,182.73470027473286,199.0281030696142,193.98302708971528,177.60401028414725,190.79039471382256,178.05766598184587,168.45256482563389,175.2134431001143,159.99153837115284,171.76947818567749,183.03744322917888,188.75905927892995,195.04107983589336,178.6047989257978,192.56667494880747,199.8123597297348
1,1986-01-12 14:03:06+00:00,185.730296360733,181.46524366683764,193.33315034257373,186.4259381593594,183.45340489933267,193.3894679051969,174.4917435344172,169.54460044097917,192.20496361188657,184.01483357671628,158.37060076245146,161.29154537343385,178.2707926164934,160.04104105775477,182.0697085759474,189.69090895026397,201.9359268164245,191.74156788543883,201.19964253470968,211.1783195247661
2,1986-08-15 14:03:29+00:00,175.2476255338703,,196.07728829588564,167.0062593821061,,204.79076882309494,202.97598478074795,125.54509054078646,168.408168392065,184.62101143182122,174.92375143239934,151.32129872099068,140.77180224133537,140.47346652451338,170.98093341043048,175.6799015172107,157.2610787615887,,,
3,1986-08-24 13:56:58+00:00,,,178.38123582526248,,,172.3934404113537,181.62064818727487,121.8551666978748,142.54069380389814,156.56680893272818,145.98425891808404,134.7913809128199,,108.73971116059175,147.0438566692573,148.67455810402157,133.8114501118983,,,
4,1986-08-31 14:02:52+00:00,161.83677430374644,,172.55990466147958,,,181.74566001334492,185.9349411517133,149.9653462751813,170.17264951700705,174.18361806693437,174.4124410272285,137.3168900928406,132.36299805177964,135.04772335340988,164.96805451076622,159.6360665705043,139.82449332177038,,,124.12622200522627
5,1986-09-16 14:02:21+00:00,186.11085911208622,189.040642540509,196.78499490238534,196.09136381383905,182.31481488412254,207.80648286651538,197.72382456352187,186.74793874249985,194.44367015009945,187.88799686007494,183.26862171751452,160.5253294641908,148.98404432412363,157.62419980463835,179.9452501650881,168.04943712015097,157.68621686061613,155.84089025037994,155.7396829514028,148.1436969977653
6,1986-09-25 13:55:54+00:00,197.61513499329442,194.76728409150115,206.42864221226992,205.7555225472672,214.62295007797138,232.65195438750334,229.71631910247294,182.32682412842968,196.1256872899929,202.0164841900262,197.80293679371343,161.20140028486873,161.35598284011618,166.65317400450488,195.32354791453648,181.44677507059782,178.60171632229782,179.58438475274642,194.0795541995204,155.95877727919043
7,1986-10-18 14:01:19+00:00,190.60643540177693,179.57418381878978,191.29184727087676,188.89521116529525,177.86313429078967,200.92596910332577,204.4954953076249,153.16645341287588,171.14966997972294,188.1258210607133,178.92446211075082,142.74880592530906,142.79496685860147,159.05812558788384,180.2633744460429,176.0112635652381,152.9221420113647,147.83230244359373,171.8576775320621,185.3944647280229
8,1986-12-21 14:00:49+00:00,203.01534536623683,191.23149960508232,209.09363771009797,209.89311813042167,209.55664170191437,222.19775611484928,219.8759685495169,195.7544800810999,198.2921792809455,170.8727428882097,198.00946681636597,181.72476855790697,146.9160089326967,166.04308291514113,196.2004465599111,178.60800917172247,191.0326153714937,181.26780546071382,209.03245681131202,227.26451675235586
9,1987-01-06 14:01:18+00:00,197.90401150590637,197.6021925790149,208.10270958990122,203.00097684898822,209.84459084206895,217.9385890760313,206.25551292962592,210.21480529736345,204.57006340956508,192.5732857455994,169.49591132312625,193.3423983899651,171.47154333798952,156.65306483526265,183.47516342203335,186.7308423549963,190.60265006486054,181.6221633647716,202.88975448737048,227.3122695437833
