,dates,aus0135-0000,aus0135-0001,aus0135-0002,aus0135-0003,aus0135-0004,aus0135-0005,aus0135-0006,aus0135-0007,aus0135-0008,aus0135-0009,aus0135-0010,aus0135-0011,aus0135-0012,aus0135-0013,aus0135-0014,aus0135-0015,aus0135-0016,aus0135-0017,aus0135-0018,aus0135-0019,aus0135-0020,aus0135-0021,aus0135-0022,aus0135-0023,aus0135-0024,aus0135-0025,aus0135-0026,aus0135-0027,aus0135-0028,aus0135-0029,aus0135-0030
0,1987-05-22 23:07:20+00:00,189.57042965081405,164.4011385965874,160.5477825253717,164.95366807659758,179.51554804711478,162.08889577030334,162.2671214591951,158.44153790212596,166.46768926413114,145.77504733052567,144.3136936494492,135.35746597505366,150.48907813314128,152.70022847283994,152.91627800568315,157.23919773476325,170.02691164606864,164.50440910798505,155.5071707763055,141.96711539975973,148.6729567489143,151.2538127985535,168.83443106086716,166.29763276918348,163.2777488824937,156.47254391899716,144.44402160361741,169.28901297607212,185.39003399448342,200.18557809992578,186.73065925003328
1,1987-09-11 23:10:05+00:00,191.8834181853537,175.98014562414184,169.49545485856513,169.94638764174167,182.69472987027754,170.4234327202511,169.02978307179768,169.31978541792802,177.01551131876755,158.7977634168155,139.86966606270644,145.27637490207087,157.97720567078323,163.22688992100433,170.72671382439074,185.79093818078368,179.14526721870521,175.43023281936667,169.1918275138449,166.98037743572476,167.6809709451759,174.63383518214735,178.977604879672,171.05888630413355,168.29935478649773,167.3830711513862,165.50767034405033,166.52403718120388,185.23956994644487,209.96716157902432,205.15143528830083
2,1987-09-27 23:10:27+00:00,205.39255480436924,193.5150099938269,180.47397443632073,182.1767925731419,190.1557557720958,184.03509304148605,176.1859026971638,179.45921909766082,194.13648964108464,173.3251641393397,160.27093443367315,157.78059064175986,172.4315559525604,182.23850862886442,188.47037390357968,202.58731799253027,199.46500315807572,186.34968059326155,184.16969995883954,179.34851074161614,181.37533068824007,181.76579417615818,196.46094418067128,179.2471018585033,174.26190470867837,175.55085137979634,176.27395378625354,173.39655114531797,199.7119391612969,211.73735072714226,196.4445741471605
3,1987-10-06 23:04:27+00:00,,179.3801271213399,172.06002338759848,174.2292850192481,185.5923755249046,178.23416298450638,172.54485242930693,168.9562542945449,181.07780500079414,148.11869171987274,131.93810654326072,148.0487876148959,170.4055469495542,172.07710404990416,179.5192233341105,188.24475385240024,188.54327012012632,178.5269267137282,172.65746490996167,167.99511269245517,168.6210915442661,168.3360553622526,186.3079057676493,166.45753219818195,162.27077254651545,162.52711948178472,167.67692307492769,175.34519452686806,192.72473895670183,213.46374641642896,198.67991141411596
4,1987-10-22 23:04:43+00:00,223.6081046076898,181.87432199085183,174.54046360042352,173.9005479793894,181.99235599731747,170.24093870321872,170.99628232931832,168.41542461405635,182.5420010583989,150.60369260199604,136.30563411045136,145.00961515730498,161.70665362841333,169.73538987391427,179.2990804001281,183.06865903076974,181.5263584569368,166.6531692301656,164.9001982364725,160.07231416593362,162.98380710719564,160.75540265199706,176.9169734960378,164.93615611496278,155.06691147100673,152.35186292122148,159.4390306009827,165.2610437430548,183.77668380230358,200.2002078375704,196.05347555580195
5,1987-12-16 23:11:53+00:00,,182.22184590052464,175.22713061479158,181.89975710619885,177.54979773374228,171.230253483828,178.29145749852586,,,,,169.92951625518896,182.71155884043728,169.9196415474581,176.14850915404327,182.09815583827083,179.88827812810604,166.2258287688071,159.9353012360176,154.63603723285945,156.4562060408668,164.83444337408142,179.19357549073507,164.732362994104,166.2674247336703,158.99255553494146,160.4530523490611,177.1565199989182,186.67921027841396,199.63438248312002,187.43435653010675
6,1988-02-18 23:12:59+00:00,,172.39213221259212,151.85156091076198,169.62475455143903,180.76233153088216,176.68584537157307,161.88037921544284,162.71171747483385,172.806695726183,152.03176654798773,146.70955804338982,152.91264359666846,156.5505857932356,171.11933789750455,176.0006654892627,185.9717528996882,174.7208138168683,169.3348772397265,168.28041992067918,158.221098259148,161.08781277046563,163.7596000211706,174.6454489666737,162.9785958295913,162.56351122690634,156.25242866849413,151.37178399398212,165.47713595183015,184.01702858658768,207.3422767939925,194.92156141852047
7,1988-04-15 23:07:14+00:00,204.29180402563497,155.18065183272512,143.40388994894903,164.05189104790128,178.1291050017511,167.27969820181687,142.7212040955324,149.08757051882677,159.2081472119437,133.8786559860057,124.9295025049609,132.6010145512025,140.61485217345114,144.9164632851397,164.50867147733382,175.95711130030082,167.17158296064738,161.43201082101163,156.6964078314489,153.1371720779863,159.8750363511709,162.34831050965371,176.7801011908977,161.9871954221247,150.86033624916215,154.30131439321758,155.8286591776057,159.25889547180836,179.93773758201903,206.38923044163462,174.41788360665362
8,1988-04-22 23:13:28+00:00,190.7941832787115,164.55571746772105,139.47206450127754,158.6811113209168,175.45824819244936,168.2678419117551,137.19909717274257,155.4520868133779,169.46377808746487,139.25549430216847,135.36002089131296,125.28972446707408,131.69319973434304,141.8601573809202,159.41070340065582,172.26308863278572,174.88814534776947,153.11746512605825,154.8432323738917,148.6556654942234,160.10112445735143,161.86286209193517,174.37533379668878,160.70660016894664,145.3753764069848,152.50117941770003,155.26178150549083,158.7621801772986,184.71460364836042,219.93931884302378,186.18976112355506
9,1988-05-08 23:13:38+00:00,186.74061873507114,161.4319771613502,144.08388284117797,149.56875704875063,169.0566132949324,149.27104281377086,140.6899117612538,156.78631983138726,150.9940843334253,137.1393687996058,130.8401395803815,109.11955172469409,124.33940552834918,136.8744847767945,148.99854876084154,170.05402815748923,171.8838240879305,156.07876544775272,143.78226730534328,150.12884908214883,150.9473762676754,159.74872766980377,180.37205874917308,166.27615435167186,144.43604799422445,146.08020555991382,143.93595042887156,159.2990716825121,180.56087245888875,198.8954443412899,187.89114256610347
