,dates,chi0295-0000,chi0295-0001,chi0295-0002,chi0295-0003,chi0295-0004,chi0295-0005,chi0295-0006,chi0295-0007,chi0295-0008,chi0295-0009,chi0295-0010,chi0295-0011,chi0295-0012,chi0295-0013,chi0295-0014,chi0295-0015,chi0295-0016,chi0295-0017,chi0295-0018,chi0295-0019,chi0295-0020
0,1985-07-27 14:09:17+00:00,191.90736057439403,160.92191245550427,,189.58763074618432,209.40847344686722,218.5598114598837,215.17137852089124,221.8319718412489,201.98519052569694,197.7212987998048,190.24006169730643,192.92716705807513,198.9193796847742,189.990737682985,199.6199882212574,202.51169150736806,185.39569556860053,185.58912005368637,194.5511392669354,198.8430635109353,230.62520016363484
1,1986-02-04 14:06:23+00:00,164.5526551601596,190.8567660296384,,227.09221361278978,221.97801273882266,210.4745710530025,206.20833860748286,221.05934479766748,223.86686751911438,188.23080026449813,176.75051906274317,190.10952905811382,201.29743337155833,203.96839289181483,206.3085255711036,205.75863854710295,197.41801999912764,174.96853207900313,182.1867875682128,211.85101101682648,240.18572738098035
2,1986-07-30 14:01:40+00:00,161.92266518693867,169.73054871972982,179.57892243809601,188.41770288034544,192.36710576872952,190.20067752234561,197.15699635847434,210.03566037105887,,207.13151890175868,168.00622551975758,157.91202201417977,157.9849194093269,164.3803879145,,197.35571915967972,183.89857448738067,170.27830686139077,170.98643006507208,,
3,1986-08-31 14:00:29+00:00,211.30779128129586,207.75304865828784,206.20505314933968,201.81779996337957,209.04300806979347,212.9280165336289,218.97859827390548,226.9638042996826,233.8631341832178,222.71364815261825,192.95611534154386,179.13039721854318,177.94640031427224,189.40659718067857,208.93143516754895,227.20519624655543,202.5158431774277,196.05396652114064,201.10975708114213,228.63805025382007,243.29449701971657
4,1986-11-03 13:58:22+00:00,224.6512004694733,228.27335085827806,214.3899924621204,220.47825335084448,228.1659036988775,224.3415339588902,219.11186811959004,221.4770364666558,223.92191764770692,222.34245370981202,190.50788291627012,193.15557756203728,195.22686845916047,209.08503932873347,198.99875145785603,215.1867021376687,216.0117136923791,194.6254780290779,191.05974367244647,200.9647452292641,238.35601890104547
5,1987-02-07 13:59:57+00:00,221.86392739187002,217.38711933561603,212.24745359122682,222.31543461466967,215.91909643405515,214.97602084974295,228.98026967192106,234.40188727253218,205.97707723242374,212.82201566788407,251.79507858261942,209.0907299356942,173.44523454779292,177.1232565277454,212.42477353674914,210.17403406427613,215.41509924092108,198.29562570143065,184.84787227920236,202.1630010997068,246.22723620991212
6,1987-03-27 14:01:45+00:00,254.83590958889516,226.18150396540727,222.71321914238519,238.07421766375302,225.80873238190412,218.10818643912248,246.0169150401737,268.41768255993156,227.4309339325817,224.05758921707834,235.33270979051332,211.44600685463925,178.7440549102888,185.94847476129422,233.30441621772886,238.24024709790228,227.4378924701046,215.7539657347885,204.74242205428743,209.77315835286572,
7,1987-11-06 14:07:20+00:00,222.05979056473538,212.82687647679342,217.6892970316992,218.94731312215603,222.6730296697234,240.53599753126673,249.0448585354808,237.49174000472655,220.9786954663597,203.01514038382228,197.00654970916153,206.20629912807183,184.9218867068909,169.41576569600417,199.64144725718998,,,,205.83144103533343,213.01839963998907,
8,1988-03-29 14:09:29+00:00,306.00231269960926,307.50023860202583,296.2956892005124,305.3666869213455,316.1235127492993,306.41652887641976,299.1336116434053,302.914562960272,294.70799952953485,284.8004951198822,269.02583817779436,232.49147002555503,207.1226014356998,204.52801679589876,213.07476407675125,235.63273757919245,239.18296745540155,242.75859700573073,236.4181112867623,208.28797518398468,
9,1988-04-30 14:09:40+00:00,268.49307764645096,285.72669722629524,280.85017722721767,282.28719688761225,310.75324158432755,301.6242946065443,294.6541813343455,299.34944836648555,293.2062518576534,276.67223057324145,259.99033334651523,240.01766924785505,208.3535437896886,217.36208605848597,230.61185977203758,217.1455857696272,220.3246738111664,222.91813761827558,223.91924776400603,215.35472282254497,230.4006252042857
