dates,nzd0082-0000,nzd0082-0001,nzd0082-0002,nzd0082-0003,nzd0082-0004,nzd0082-0005,nzd0082-0006,nzd0082-0007,nzd0082-0008,nzd0082-0009,nzd0082-0010,nzd0082-0011,nzd0082-0012,nzd0082-0013,nzd0082-0014,nzd0082-0015,nzd0082-0016,nzd0082-0017,nzd0082-0018,nzd0082-0019,nzd0082-0020,nzd0082-0021,nzd0082-0022,nzd0082-0023,nzd0082-0024,nzd0082-0025,nzd0082-0026,nzd0082-0027,nzd0082-0028,nzd0082-0029,nzd0082-0030,nzd0082-0031,nzd0082-0032,nzd0082-0033,nzd0082-0034,nzd0082-0035,nzd0082-0036,nzd0082-0037,nzd0082-0038,nzd0082-0039,nzd0082-0040,nzd0082-0041,nzd0082-0042,nzd0082-0043,nzd0082-0044,nzd0082-0045,nzd0082-0046,nzd0082-0047,nzd0082-0048,nzd0082-0049,nzd0082-0050,nzd0082-0051,nzd0082-0052,nzd0082-0053,nzd0082-0054,nzd0082-0055,nzd0082-0056,nzd0082-0057,nzd0082-0058,nzd0082-0059,nzd0082-0060,nzd0082-0061,nzd0082-0062,nzd0082-0063,nzd0082-0064,nzd0082-0065,nzd0082-0066,nzd0082-0067,nzd0082-0068,nzd0082-0069,nzd0082-0070,nzd0082-0071,nzd0082-0072,nzd0082-0073,nzd0082-0074,nzd0082-0075,nzd0082-0076,nzd0082-0077,nzd0082-0078,nzd0082-0079,nzd0082-0080,nzd0082-0081,nzd0082-0082,nzd0082-0083,nzd0082-0084,nzd0082-0085,nzd0082-0086,nzd0082-0087,nzd0082-0088,nzd0082-0089,nzd0082-0090,nzd0082-0091,nzd0082-0092,nzd0082-0093,nzd0082-0094,nzd0082-0095,nzd0082-0096,nzd0082-0097,nzd0082-0098,nzd0082-0099,nzd0082-0100,nzd0082-0101,nzd0082-0102,nzd0082-0103,nzd0082-0104,nzd0082-0105,nzd0082-0106,nzd0082-0107,nzd0082-0108,nzd0082-0109,nzd0082-0110,nzd0082-0111,nzd0082-0112,nzd0082-0113,nzd0082-0114,nzd0082-0115,nzd0082-0116,nzd0082-0117,nzd0082-0118,nzd0082-0119,nzd0082-0120,nzd0082-0121,nzd0082-0122,nzd0082-0123,nzd0082-0124,nzd0082-0125,nzd0082-0126,nzd0082-0127,nzd0082-0128,nzd0082-0129,nzd0082-0130,nzd0082-0131,nzd0082-0132,nzd0082-0133,nzd0082-0134,nzd0082-0135,nzd0082-0136,nzd0082-0137,nzd0082-0138,nzd0082-0139,nzd0082-0140,nzd0082-0141,satname
2006-06-01 22:08:02+00:00,412.61,,,453.61,419.72,413.79,408.58,415.67,424.50,407.91,,,,,394.84,395.32,404.84,396.73,393.52,385.35,392.74,402.73,415.44,423.50,417.36,409.57,,,,,,,412.36,408.35,400.27,399.74,392.52,392.82,392.35,385.72,378.27,369.52,369.80,363.05,,,,,,377.13,382.09,388.32,390.62,400.39,,,,,,,,,,,,,,,,,,,,,373.52,365.42,365.80,373.36,366.43,,,,,,391.09,384.49,382.00,381.33,377.82,389.70,394.17,404.56,403.07,397.82,389.29,383.50,,,,,,392.11,377.17,366.46,367.91,382.45,400.57,397.68,379.13,364.00,363.73,366.56,370.41,356.89,,,,,,385.09,,,369.96,373.16,379.33,380.36,365.23,366.28,381.43,384.20,376.07,,,,,,,375.23,383.15,374.80,375.86,381.50,L7
2006-06-10 22:01:49+00:00,,375.81,381.10,,,,,,,,,339.04,366.05,370.58,368.60,373.43,374.21,362.77,366.13,359.81,,,,,,,,,,,,386.62,384.90,383.12,376.99,377.06,366.94,352.38,,,,,,,,,342.30,349.90,,,,363.13,,365.67,356.73,367.95,,,,,,,,368.19,363.99,354.65,351.70,344.81,347.41,343.47,321.40,312.58,326.91,,,,,,,,,348.47,349.76,339.65,343.17,,,340.24,343.11,351.10,350.69,,,,,,,,,,,,355.37,350.65,355.83,362.15,356.05,347.42,337.07,,,,,,,,,347.84,340.25,,318.55,331.89,346.19,338.95,345.79,348.85,,,,,,,,,,346.94,333.01,341.63,339.32,,,,L7
2006-06-17 22:07:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,385.18,377.35,368.98,370.10,376.28,395.68,394.85,386.44,382.45,368.74,359.28,356.41,,,,,,338.81,329.39,315.33,310.30,322.47,334.22,349.97,,,,343.90,,,,,,,388.64,383.24,379.44,378.52,371.08,366.68,356.15,352.37,355.54,354.15,347.04,338.05,,,,,,331.45,327.31,319.60,319.51,302.43,,319.56,333.80,320.78,328.16,,,324.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2006-07-04 22:04:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.02,354.86,353.63,354.26,355.52,360.84,367.78,369.40,359.29,355.48,356.38,382.29,385.64,390.12,395.23,407.43,402.84,403.86,398.01,389.62,387.61,383.62,382.56,365.78,354.03,347.23,326.32,319.82,339.67,339.70,337.29,329.51,335.96,342.62,336.74,317.92,,337.04,342.76,335.36,334.69,,,347.01,364.18,364.88,356.24,356.48,357.60,369.76,371.55,365.84,369.14,375.08,378.09,383.89,371.61,369.58,370.63,371.21,369.46,361.83,352.09,348.75,352.73,338.00,337.18,344.40,349.00,351.51,357.63,344.86,345.07,344.11,329.67,,300.32,331.02,357.83,358.19,349.99,333.00,,,339.87,354.18,355.51,345.62,367.66,362.89,369.01,357.38,353.19,348.15,360.55,352.77,345.39,,L5
2006-07-27 22:11:11+00:00,384.80,411.34,425.17,417.64,408.33,407.38,402.52,400.55,406.65,403.20,407.26,378.06,387.83,379.62,371.86,372.15,384.04,391.84,389.94,386.00,390.38,398.37,406.71,413.62,415.59,416.12,407.02,398.67,399.50,397.82,399.44,403.82,403.10,406.51,404.95,398.60,393.45,390.05,385.99,384.83,369.29,362.35,352.55,351.70,358.62,366.27,372.63,371.62,372.14,371.39,378.48,387.38,379.55,384.75,393.26,407.67,418.19,413.19,406.70,397.57,392.91,394.78,395.35,394.11,394.29,387.01,391.18,390.66,390.31,382.18,,357.47,371.92,372.43,360.24,346.52,342.32,338.13,346.67,341.31,345.08,381.20,367.56,365.63,369.69,384.23,375.67,376.60,378.42,378.01,382.43,385.12,396.24,392.97,392.29,381.13,374.78,381.87,385.07,386.60,392.54,394.43,396.92,398.93,396.67,386.20,386.68,376.90,374.66,369.58,364.56,363.88,364.87,360.83,363.48,364.34,369.77,373.71,373.70,364.60,,,378.72,370.38,376.19,382.95,384.23,378.60,368.66,383.78,398.04,385.06,385.91,373.00,393.69,382.36,371.89,353.23,380.58,358.49,363.65,368.02,L5
2006-07-28 22:01:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.86,363.19,377.78,368.59,367.81,370.87,381.25,381.06,388.37,383.74,387.51,,,,,,,,,387.50,387.74,386.26,383.97,386.71,391.94,389.01,386.45,384.85,375.29,,,,,,,,,376.08,375.53,370.33,369.48,,370.85,375.70,373.30,377.50,,,,,,,,,,,382.06,374.53,353.12,378.68,363.62,367.17,373.74,L7
2006-09-29 22:11:58+00:00,399.40,421.52,445.24,424.10,414.69,418.54,412.21,411.03,410.75,404.85,420.66,396.14,392.65,380.28,371.49,381.81,399.97,402.62,391.10,387.54,390.92,401.97,405.06,413.89,409.38,410.31,418.62,432.00,430.85,429.06,421.05,417.18,413.14,405.92,402.11,396.90,397.06,394.73,387.11,374.00,378.44,373.64,366.98,363.34,359.01,362.09,367.67,374.13,383.30,383.27,379.49,379.42,375.44,390.50,391.61,392.46,392.94,408.62,415.07,422.24,412.83,397.07,397.06,402.45,397.66,384.45,377.80,381.19,386.09,382.98,,370.31,367.54,359.82,359.38,344.84,344.17,354.64,369.82,377.93,369.84,374.46,374.35,362.90,365.42,371.37,368.79,365.88,369.38,370.70,375.96,383.08,393.95,400.48,396.23,389.96,386.33,384.87,381.58,384.49,385.81,385.42,383.26,380.46,385.34,380.17,362.41,364.38,373.00,382.45,393.89,397.51,382.17,366.03,357.45,362.48,368.29,362.39,357.30,,,,,,,372.57,370.94,371.79,360.58,373.68,365.50,,,,,,,,,,,,L5
2006-10-07 22:06:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.73,393.98,,L7
2006-10-08 22:05:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.99,350.94,365.14,353.94,351.09,350.17,348.35,350.27,353.30,347.32,350.35,356.06,362.95,376.42,374.77,,,,366.33,385.64,390.83,392.72,393.87,383.87,376.97,377.53,371.28,375.91,365.28,363.52,364.47,366.86,355.11,333.42,,337.57,348.90,344.68,331.91,331.42,340.09,345.01,,,,,,,,,327.56,336.38,342.92,343.27,358.40,367.86,371.70,369.44,361.44,355.16,358.08,359.03,358.76,363.81,367.48,367.80,363.19,363.90,363.70,363.71,350.63,350.10,363.65,359.24,,355.21,348.80,350.19,347.43,352.96,351.68,344.65,,319.49,,345.93,342.33,347.03,353.41,355.26,,,,342.38,,348.61,362.16,370.62,348.55,350.18,352.63,350.60,,,355.65,L5
2007-02-12 22:08:24+00:00,428.86,,439.99,433.26,422.85,431.42,435.19,421.24,416.47,401.32,395.99,,,,,,,372.92,368.90,369.97,380.16,403.31,398.96,396.46,393.39,,,,,,,,,,,,,386.00,404.56,416.11,383.30,367.70,348.31,348.82,357.88,353.33,,,,,,,386.05,398.25,404.47,412.93,413.90,405.89,388.17,397.88,412.62,417.14,419.95,420.41,,,,,,372.31,360.76,360.63,373.85,360.23,356.55,359.25,369.60,377.16,377.76,385.71,391.94,397.77,,,,,400.31,,404.09,399.11,378.01,369.46,373.81,387.53,403.14,406.02,397.70,385.85,374.41,,,,,,,,396.12,384.67,374.12,369.93,376.21,391.64,390.50,379.13,367.91,355.84,,,,,,,,,400.92,390.75,392.24,396.89,408.67,413.88,397.33,368.27,380.46,382.11,403.80,,,,,,374.52,389.76,L7
2007-02-13 22:06:47+00:00,430.58,442.22,441.19,432.50,427.27,434.96,436.22,428.14,423.88,414.81,415.62,383.02,383.30,397.63,414.37,414.74,396.80,379.17,377.18,385.10,406.10,421.25,414.76,407.71,406.25,412.85,422.35,437.73,447.92,448.45,442.47,428.82,414.87,408.51,411.01,406.96,394.73,388.32,386.71,388.54,392.88,379.16,357.53,358.29,364.61,362.51,357.32,359.98,369.94,387.03,402.56,403.81,391.84,403.78,404.37,411.23,413.51,412.80,397.82,405.42,419.99,425.76,420.27,418.70,414.35,407.81,402.06,397.01,387.62,369.69,364.61,361.10,368.34,363.42,361.57,367.99,377.02,383.66,380.13,382.18,392.28,393.34,386.66,384.25,384.83,391.62,392.33,,397.57,394.57,378.81,369.30,380.08,391.83,406.85,408.53,400.70,387.05,380.13,378.46,383.41,379.67,380.21,394.51,401.18,403.27,400.31,380.43,377.12,378.47,384.37,388.84,389.86,377.42,367.84,363.40,358.19,362.82,370.12,384.73,,388.01,,,391.47,379.22,374.04,390.59,400.52,396.96,388.54,371.14,376.08,386.06,409.63,399.28,388.23,367.61,386.47,374.78,373.94,388.07,L5
2007-02-28 22:08:29+00:00,,,,,427.59,429.73,423.03,416.23,420.25,412.14,420.55,370.80,377.24,391.01,401.56,,,,,,,,410.27,404.61,407.13,409.28,,,,,,,,,,,,,,395.76,390.69,375.70,359.78,355.87,365.02,367.93,365.26,362.52,370.55,387.62,398.77,,,,,,419.19,414.24,402.76,405.60,404.45,409.62,405.63,403.13,406.70,406.81,395.40,398.13,386.60,,,,,371.20,368.81,366.31,371.72,378.06,376.95,376.81,369.56,400.76,391.37,375.74,377.34,,,,,,,384.59,377.73,384.56,387.61,395.38,397.99,396.23,381.46,383.42,387.52,387.00,388.39,,,,,,384.11,384.56,381.24,379.58,382.33,383.27,372.96,367.10,364.83,370.76,374.84,383.12,,,,,,380.26,379.42,376.70,374.89,367.24,363.80,379.25,384.25,393.06,411.73,382.36,371.21,369.45,390.17,,,,L7
2007-05-28 22:02:04+00:00,,,,,,,,,,,,,351.06,367.42,370.55,385.93,365.88,346.94,341.94,346.48,364.00,384.68,390.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.02,350.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.75,,,,,,,,,,,,,,,,,,,,,,,,,,,345.19,325.10,336.42,340.41,,327.97,317.00,L7
2007-07-15 22:02:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.79,333.53,,,,,,350.58,353.16,326.07,,,,,,,,,366.78,365.60,366.79,373.79,375.31,374.69,372.32,370.14,355.72,358.36,,,,,,,,,,,346.58,359.02,361.88,359.42,357.36,346.50,345.59,,,,,,,,,350.95,353.80,350.17,,,374.07,298.08,357.93,370.88,,,,,,,,,,,L7
2007-08-16 22:01:50+00:00,,,,395.70,,,,,,,,,,,,,,,369.42,370.21,361.67,372.35,364.36,390.08,391.63,398.15,396.02,389.89,,,,,,,,377.33,374.80,373.35,369.47,371.66,368.54,362.14,351.53,343.62,338.29,,,,,,,,,370.10,375.72,381.37,388.00,399.65,387.15,382.07,381.73,383.71,373.80,,,,,,,,346.11,,,,,352.36,346.05,343.28,338.05,,,,,,,,,347.27,356.10,359.57,362.74,368.47,371.62,371.00,370.71,372.30,369.84,,,,,,,,,367.03,365.70,361.23,357.38,355.56,356.57,354.47,358.62,351.85,343.52,,,,,,,,340.42,345.33,348.93,347.69,,,350.40,310.21,344.08,342.75,,,,,,,,,,323.26,L7
2007-10-02 22:10:55+00:00,,,389.24,383.74,387.84,398.35,396.43,390.87,391.50,378.15,384.91,342.37,353.19,373.11,375.34,371.69,364.16,339.74,364.05,365.54,364.09,363.58,378.50,385.07,400.03,410.76,405.60,399.28,404.29,409.49,411.42,395.38,392.86,384.85,371.73,363.30,360.22,358.59,361.55,370.62,371.70,367.50,358.63,350.16,346.79,347.57,342.22,343.46,342.91,350.68,,,,,,372.91,396.44,402.43,397.02,394.34,386.27,381.26,377.14,375.93,376.44,370.13,361.53,,,344.10,319.47,330.92,340.09,348.37,345.39,341.96,342.83,335.89,338.51,337.41,,,,,,,,322.03,334.01,340.25,345.40,355.92,363.81,366.99,366.70,366.16,374.64,374.82,366.64,354.82,357.37,363.43,364.60,362.34,360.62,351.56,348.63,351.61,357.20,349.41,343.03,341.00,352.08,356.34,350.56,348.58,332.68,,,,286.69,,340.53,343.69,348.27,342.04,,332.73,333.15,320.04,,331.48,352.77,355.93,,354.91,318.53,328.64,344.45,348.42,341.83,326.92,L5
2007-11-27 22:08:12+00:00,,,,419.93,413.20,414.58,420.96,416.06,417.20,413.03,418.72,,402.69,409.12,409.43,401.14,,,,,390.46,390.98,404.36,424.74,423.33,421.41,422.11,409.83,414.13,420.88,426.26,426.96,421.51,,,,,,384.04,378.70,380.10,371.94,371.37,378.31,375.73,372.95,368.04,368.37,373.81,376.64,,,,,388.41,399.81,413.67,419.26,412.78,407.08,404.90,391.42,392.47,396.49,400.73,394.71,387.81,,,,,389.53,388.03,382.28,383.95,379.22,375.88,371.04,361.82,349.75,346.30,349.39,352.13,,,,,,374.42,375.38,374.35,381.58,381.36,379.40,389.10,390.80,391.20,393.82,391.24,395.46,392.43,,,,,,378.44,379.60,388.50,388.47,386.63,383.02,381.81,377.37,375.15,370.85,374.73,372.01,,,,,,377.62,373.77,370.29,367.42,360.43,385.82,375.15,363.73,371.91,386.28,392.43,407.97,387.92,,,,,,,L7
2007-12-29 22:08:20+00:00,418.51,441.82,,,,,,,,413.85,442.21,,423.81,426.05,420.21,420.61,414.39,415.13,,411.33,,,,,,,454.81,432.08,415.36,417.26,422.22,438.43,446.51,445.70,424.47,401.43,394.88,391.97,,,,,,396.48,389.49,384.98,372.99,371.01,380.13,386.00,402.34,407.21,412.77,403.07,395.86,,,,,,415.85,410.08,403.52,390.19,388.27,402.57,409.36,415.37,400.78,399.79,398.04,404.23,,,,,,386.29,377.39,377.40,367.53,362.09,369.19,380.69,382.39,381.58,388.46,387.05,376.37,,,,,,402.02,405.60,411.30,408.88,397.40,396.63,401.63,403.53,403.01,398.60,398.03,380.75,,,,,,388.77,384.85,377.46,372.28,372.59,384.23,389.60,394.07,391.09,,389.79,390.76,385.45,,,,,374.98,377.46,368.29,377.87,385.59,404.81,421.76,406.28,,,,,,,L7
2008-02-24 22:02:02+00:00,,,,,,402.89,401.83,403.79,403.01,393.64,399.51,373.80,392.19,385.57,,,,,,,,383.34,392.41,403.92,412.29,418.69,414.96,405.25,395.66,395.94,388.75,,,,,,,,372.04,368.80,362.21,366.00,362.63,364.15,368.60,362.51,360.26,363.21,,,,,,,,,388.11,398.42,403.33,399.86,399.28,394.79,391.27,389.81,387.96,382.05,,,,,,,,376.05,376.99,371.20,361.72,350.58,354.50,347.91,340.34,352.02,,,,,,,,,,367.87,364.64,362.05,369.96,372.51,375.35,374.39,378.82,384.39,377.06,,,,,,,,374.22,376.19,375.82,366.19,362.80,360.25,360.20,358.14,358.84,355.69,,,,,,,,364.08,359.41,358.95,371.39,372.28,375.50,343.61,375.24,383.14,382.77,360.91,,,,,,,L7
2008-03-18 22:07:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.55,391.77,390.16,387.16,389.34,387.60,387.63,386.04,382.69,380.45,374.82,,,,,376.45,372.11,362.36,356.05,351.52,347.22,,,,,343.72,348.27,,,,,,371.48,373.47,369.05,365.56,369.66,368.81,377.35,385.28,389.43,382.24,364.13,362.10,366.61,,,,,,369.67,363.45,362.04,363.54,360.24,358.79,360.35,356.55,357.64,356.40,353.90,,,,,,,,,,,,,,,,,,345.77,360.21,364.33,,,L7
2008-03-27 22:01:57+00:00,,,,405.68,403.52,414.85,413.63,402.92,403.07,407.78,414.14,394.40,402.96,394.79,,,,,,,,396.37,405.66,413.46,427.72,434.11,427.56,411.11,406.20,408.38,415.59,,,,,,,,378.24,372.08,372.90,369.08,377.98,378.11,373.59,368.53,361.21,364.14,,,,,,,,,406.74,412.79,410.67,406.17,403.33,402.49,404.68,403.97,402.93,386.53,,,,,,,,394.23,391.50,381.25,375.35,365.51,361.56,362.73,,,,,,,,,,,371.86,377.95,382.80,382.81,380.30,385.66,,,385.51,385.47,,,,,,,,,390.25,390.17,385.85,379.97,376.49,378.59,374.50,370.75,368.97,363.81,,,,,,,,,376.35,,376.66,373.92,372.55,346.42,383.80,381.70,396.46,366.59,,,,,,,L7
2008-04-03 22:08:08+00:00,,,,413.78,408.71,415.79,414.72,403.15,406.18,407.25,411.89,384.81,395.88,399.05,379.17,,,,,,390.46,400.40,405.99,414.88,424.77,430.23,417.47,405.95,401.00,405.19,412.01,413.11,,,,,,395.23,378.17,376.04,376.27,372.65,372.49,371.22,369.91,364.00,357.41,364.16,368.44,,,,,,395.83,400.33,406.88,412.07,412.94,402.89,397.70,395.79,395.89,396.66,396.08,400.96,,,,,,370.24,385.61,393.75,394.72,386.56,379.54,371.98,366.42,368.38,366.19,373.83,370.66,,,,,,376.81,376.93,377.90,380.30,389.88,393.35,391.32,388.28,384.43,386.58,389.91,396.93,388.12,,,,,377.09,383.48,384.84,389.13,391.02,383.54,382.78,384.81,385.26,374.09,364.99,365.40,372.25,,,,,373.08,377.82,382.45,386.93,389.69,390.52,390.22,391.19,386.28,384.57,397.28,396.10,408.96,394.15,,,,,,,L7
2008-04-28 22:01:53+00:00,,392.80,394.26,390.21,392.46,,,,,,,,395.15,392.54,387.18,380.27,383.53,381.30,387.94,381.94,379.79,389.85,,,,,,,,394.61,403.08,418.51,421.69,412.91,398.94,393.77,389.65,388.34,377.96,,,,,,,,,358.45,,,,376.72,,382.97,383.49,390.98,398.35,,,,,,,,395.27,397.01,389.84,380.93,371.49,369.00,362.42,348.72,374.84,377.90,,,,,,,,,,356.10,356.14,353.24,,350.29,358.53,361.74,359.60,,,,,,,,,,385.52,383.42,373.41,362.52,360.26,359.47,360.78,369.32,372.43,,,,,,,,,352.80,348.43,345.18,323.98,340.03,362.73,370.04,374.24,374.77,373.22,,,,,,,,,355.17,349.35,344.50,350.62,335.30,336.14,328.67,L7
2008-07-08 22:07:28+00:00,,,,,,,,,,,,,,422.43,385.64,375.68,362.63,,,,,,401.30,397.25,394.88,,,,,,,,,404.28,,,,,,378.66,372.64,360.74,359.44,353.89,350.37,355.90,371.01,378.75,375.54,362.52,373.82,,,,,,,,,,,,,,,389.07,386.25,382.63,376.00,,,,,363.32,364.60,369.05,367.80,379.26,393.31,397.86,402.10,376.18,384.52,387.78,393.17,392.13,,,,,,,,,,,,,,,,,389.72,,,,,363.73,377.89,382.42,380.92,381.76,380.44,377.51,385.63,385.74,387.62,390.33,,,,,,,367.53,383.88,388.84,391.02,385.08,391.03,406.46,409.35,393.71,397.08,403.59,394.60,396.47,374.01,383.99,,,,L7
2008-08-02 22:01:03+00:00,363.99,376.37,,,,,,,,,380.93,342.44,359.33,373.07,372.27,365.45,365.14,354.71,346.89,,,,,,,,,400.55,394.76,396.59,394.37,394.18,387.05,386.23,379.59,372.02,,,,,,,,,330.17,336.14,336.01,341.75,350.68,357.93,366.38,,309.17,,,,,,,,,,364.11,358.20,361.39,357.80,357.97,357.91,354.79,348.56,338.76,,,,,,,,332.01,,,,,,,,319.76,,,,,,,,,,345.13,349.60,351.46,350.36,355.30,359.45,360.23,360.03,358.82,356.82,,,,,,,,339.21,344.24,340.40,342.84,340.83,340.67,316.76,306.17,307.85,,,,,,,,,,,,,,,,,,,,,L7
2008-08-09 22:07:11+00:00,,,,,416.08,419.15,403.33,406.12,404.44,424.92,,,407.05,391.67,384.44,376.91,,,,,,400.07,408.13,413.47,419.98,423.31,432.38,432.46,425.60,424.05,418.66,412.92,408.21,,,,,,377.40,376.25,376.77,366.26,359.36,357.72,357.84,360.75,367.14,377.20,377.65,379.19,,,,,,401.75,404.66,404.05,403.52,400.48,400.38,399.87,397.16,393.27,382.43,382.29,376.24,,,,,,365.49,360.31,364.36,363.50,372.80,370.45,364.83,370.92,368.27,363.48,385.38,379.13,382.46,,,,,384.83,380.01,380.92,376.11,380.91,379.89,377.63,380.10,378.89,380.78,386.84,384.99,386.34,,,,,380.96,368.72,375.87,373.53,376.26,372.59,374.15,377.40,380.28,378.11,379.44,371.54,365.82,,,,,365.20,364.25,364.50,362.36,365.63,366.24,361.36,377.22,384.90,385.14,401.41,412.97,406.74,,,,,,,L7
2008-08-18 22:00:56+00:00,353.45,376.94,389.42,379.99,371.28,378.72,375.63,375.65,381.37,371.09,383.14,,,,,,,,356.18,354.30,360.41,370.73,374.62,377.41,380.78,384.93,387.55,375.12,,,,,,,,364.22,360.00,346.59,344.39,347.60,348.45,334.76,330.35,327.42,327.91,,,,,,,,339.87,340.13,346.89,352.99,367.52,373.72,372.44,376.33,374.63,362.56,,,,,,,,,333.45,312.85,327.71,334.33,336.78,336.74,338.24,340.63,337.91,,,,,,,,,337.62,344.16,350.56,351.40,348.90,349.21,348.52,347.90,343.13,,,,,,,,,,351.62,350.82,341.09,345.71,347.58,347.09,333.64,336.40,337.76,,,,,,,,,328.46,331.60,335.66,340.59,335.55,,354.98,343.12,,,,,,,,,,,,344.13,L7
2008-09-26 22:06:47+00:00,,,,,,,,,,,,,406.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.10,,,,,,,,,,,,,,,,400.96,399.05,403.35,395.12,,,,,,,,,,,,,,381.38,,,,,,,,,,,,,,,,,391.13,393.91,395.59,,,,,,,,,,,,,,,,,371.60,,,,,,,,,,,,,,,,366.12,,,,,,,,,,,,,L7
2008-10-21 22:00:36+00:00,,424.22,418.11,391.75,384.98,390.51,384.80,386.64,388.28,,,,,,,,366.13,363.99,375.81,382.31,381.93,389.09,387.55,386.38,382.93,384.19,,,,,,,,,384.11,380.60,376.35,366.32,349.16,337.00,339.37,347.91,348.32,344.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.74,346.01,350.49,354.14,353.75,351.86,363.55,363.49,358.90,360.55,,,,,,,,354.84,359.10,360.56,351.98,344.78,349.39,343.48,340.25,341.69,342.18,,,,,,,,,329.04,347.13,347.29,352.34,353.37,341.69,333.96,315.44,308.00,,,,,,,,,,358.28,368.66,385.14,L7
2008-10-29 21:55:24+00:00,374.77,397.35,409.24,410.22,399.61,402.05,399.88,392.23,396.23,395.08,409.36,376.99,385.32,388.61,379.98,372.09,375.45,376.86,376.55,382.14,387.62,394.12,391.64,390.71,387.29,394.83,406.89,413.75,413.37,417.90,411.41,402.88,391.66,389.64,388.44,383.93,379.99,369.08,358.43,352.73,352.13,357.88,356.85,354.89,355.84,360.83,365.11,359.59,350.18,354.33,359.60,350.63,327.21,357.36,,,,,,,,,,,,361.68,351.32,351.58,352.40,352.20,359.39,346.36,360.26,358.38,353.41,349.09,348.76,351.27,354.49,350.73,,351.94,343.74,339.39,342.36,345.53,346.82,352.38,347.24,356.41,362.37,369.01,368.76,365.65,364.58,362.27,357.17,360.15,357.91,357.82,357.26,354.98,359.14,364.22,364.64,366.83,367.56,361.98,357.96,356.02,347.72,350.00,357.24,356.91,358.34,336.53,330.94,335.76,347.47,345.02,340.79,345.20,347.62,353.72,359.08,361.44,361.65,348.18,353.58,340.59,328.07,299.89,353.53,372.02,381.89,370.81,359.27,348.66,362.11,371.31,366.91,369.59,L5
2008-11-13 22:07:07+00:00,376.54,403.34,417.87,,,,,,405.12,405.85,410.13,372.16,393.18,396.37,392.17,379.81,375.76,374.96,381.23,385.73,,,,,,393.83,406.47,410.27,415.82,420.25,417.08,412.86,405.80,396.63,391.15,388.24,386.38,,,,,,359.27,356.40,357.31,361.82,361.15,361.25,354.85,352.67,361.39,354.33,326.21,362.34,,,,,,397.27,387.26,383.12,380.86,378.79,378.77,369.24,362.48,364.02,359.79,358.17,350.70,,,,,,347.17,345.89,348.23,348.03,,,352.89,350.50,351.52,353.37,356.59,353.23,,,,,,367.67,366.70,364.88,358.10,361.25,368.84,365.27,366.86,362.32,363.03,368.56,370.26,364.04,,,,,344.45,348.48,354.03,355.40,356.79,347.03,341.04,344.82,346.53,338.33,340.98,347.86,350.21,,,,,356.26,356.34,326.88,319.98,317.20,357.73,374.83,395.89,370.63,369.50,358.10,362.88,360.68,369.00,,L7
2008-11-29 22:07:19+00:00,375.93,398.89,421.32,419.99,409.24,413.14,403.90,395.25,392.75,,,,,,391.55,379.31,371.26,381.93,382.14,392.60,397.56,395.18,395.90,402.17,398.10,,,,,,,407.93,396.73,393.73,394.37,390.19,386.17,374.68,363.66,348.94,347.63,353.03,355.18,,,,,,352.22,346.57,356.80,370.21,349.90,376.84,374.76,384.93,401.65,411.92,408.07,393.76,,,,,,366.38,358.40,355.83,354.69,357.28,370.39,362.75,369.40,361.67,349.71,348.71,343.39,,,,,370.24,358.06,353.67,356.35,362.53,366.01,362.73,359.98,361.50,371.55,375.27,372.98,356.90,,,,,,359.50,358.55,361.99,357.73,355.87,365.46,373.28,374.35,361.16,353.85,354.10,348.10,,,,,,337.47,334.95,348.58,354.58,349.48,360.28,360.60,360.14,356.36,363.24,366.88,350.51,,,,,,368.11,388.75,378.82,381.98,358.70,376.71,370.84,378.37,384.70,L7
