dates,satname,nzd0082-0000,nzd0082-0001,nzd0082-0002,nzd0082-0003,nzd0082-0004,nzd0082-0005,nzd0082-0006,nzd0082-0007,nzd0082-0008,nzd0082-0009,nzd0082-0010,nzd0082-0011,nzd0082-0012,nzd0082-0013,nzd0082-0014,nzd0082-0015,nzd0082-0016,nzd0082-0017,nzd0082-0018,nzd0082-0019,nzd0082-0020,nzd0082-0021,nzd0082-0022,nzd0082-0023,nzd0082-0024,nzd0082-0025,nzd0082-0026,nzd0082-0027,nzd0082-0028,nzd0082-0029,nzd0082-0030,nzd0082-0031,nzd0082-0032,nzd0082-0033,nzd0082-0034,nzd0082-0035,nzd0082-0036,nzd0082-0037,nzd0082-0038,nzd0082-0039,nzd0082-0040,nzd0082-0041,nzd0082-0042,nzd0082-0043,nzd0082-0044,nzd0082-0045,nzd0082-0046,nzd0082-0047,nzd0082-0048,nzd0082-0049,nzd0082-0050,nzd0082-0051,nzd0082-0052,nzd0082-0053,nzd0082-0054,nzd0082-0055,nzd0082-0056,nzd0082-0057,nzd0082-0058,nzd0082-0059,nzd0082-0060,nzd0082-0061,nzd0082-0062,nzd0082-0063,nzd0082-0064,nzd0082-0065,nzd0082-0066,nzd0082-0067,nzd0082-0068,nzd0082-0069,nzd0082-0070,nzd0082-0071,nzd0082-0072,nzd0082-0073,nzd0082-0074,nzd0082-0075,nzd0082-0076,nzd0082-0077,nzd0082-0078,nzd0082-0079,nzd0082-0080,nzd0082-0081,nzd0082-0082,nzd0082-0083,nzd0082-0084,nzd0082-0085,nzd0082-0086,nzd0082-0087,nzd0082-0088,nzd0082-0089,nzd0082-0090,nzd0082-0091,nzd0082-0092,nzd0082-0093,nzd0082-0094,nzd0082-0095,nzd0082-0096,nzd0082-0097,nzd0082-0098,nzd0082-0099,nzd0082-0100,nzd0082-0101,nzd0082-0102,nzd0082-0103,nzd0082-0104,nzd0082-0105,nzd0082-0106,nzd0082-0107,nzd0082-0108,nzd0082-0109,nzd0082-0110,nzd0082-0111,nzd0082-0112,nzd0082-0113,nzd0082-0114,nzd0082-0115,nzd0082-0116,nzd0082-0117,nzd0082-0118,nzd0082-0119,nzd0082-0120,nzd0082-0121,nzd0082-0122,nzd0082-0123,nzd0082-0124,nzd0082-0125,nzd0082-0126,nzd0082-0127,nzd0082-0128,nzd0082-0129,nzd0082-0130,nzd0082-0131,nzd0082-0132,nzd0082-0133,nzd0082-0134,nzd0082-0135,nzd0082-0136,nzd0082-0137,nzd0082-0138,nzd0082-0139,nzd0082-0140,nzd0082-0141
2005-10-28 22:06:00+00:00,L5,416.97,424.27,450.26,418.17,402.80,413.14,410.48,404.06,399.03,416.32,437.05,403.30,406.88,406.16,406.19,413.96,412.79,407.80,394.62,384.53,388.36,386.07,393.06,409.96,414.50,415.01,433.95,442.28,452.82,456.21,439.99,419.99,417.05,420.93,430.84,400.21,389.60,393.32,397.87,391.30,379.00,361.34,357.59,368.89,369.55,371.95,373.73,380.09,380.86,385.84,381.42,388.71,394.34,392.56,405.23,400.56,396.93,400.66,399.38,395.51,402.56,401.45,400.21,406.02,400.79,398.60,390.95,385.16,385.65,372.34,368.87,363.52,374.23,366.76,361.32,355.33,352.45,367.54,374.52,384.93,385.92,406.08,408.51,395.48,389.00,392.77,384.21,381.61,380.51,379.74,376.55,374.35,369.68,371.62,383.85,391.70,395.41,399.75,402.58,396.01,393.00,396.56,396.46,384.05,384.99,384.46,385.20,377.73,380.97,381.24,377.58,375.60,382.18,376.18,371.72,365.49,363.83,368.21,372.19,375.71,380.81,369.03,363.52,352.23,359.01,378.90,388.61,,,,,,,,,,,,,,,
2005-11-14 22:01:17+00:00,L7,369.48,382.56,,,,,,,,,381.55,347.09,359.93,363.82,371.32,375.71,369.12,355.02,365.32,351.28,,,,,,,,393.92,398.35,403.74,395.91,382.17,378.69,380.60,382.20,372.78,362.87,,,,,,,,,328.03,336.31,341.72,342.22,344.20,353.19,352.39,354.63,327.78,351.79,,,,,,,,358.36,360.00,361.45,361.18,353.72,351.43,345.16,341.86,336.51,313.88,,,,,,,,,310.43,328.57,339.89,328.65,327.55,324.83,318.04,327.44,331.64,333.48,,,,,,,,,357.54,355.64,352.93,356.78,356.40,356.07,351.46,352.82,350.26,346.63,,,,,,,,,326.09,327.74,321.07,308.54,303.07,325.06,328.85,330.75,332.22,324.08,,,,,,,,,365.32,348.24,337.21,334.37,349.66,357.43,357.73,359.79
2005-11-30 22:01:24+00:00,L7,374.80,387.05,392.72,393.14,382.20,374.00,,,,,,,,366.22,372.21,373.87,367.03,352.09,363.83,362.05,366.88,373.91,371.78,,,,,,,,,387.48,378.05,373.63,374.06,376.17,370.28,364.97,361.52,357.86,355.47,,,,,,,,347.06,351.45,355.44,353.35,352.55,337.08,354.76,363.55,377.97,381.75,378.41,,,,,,,,357.66,353.24,349.00,339.26,334.68,317.60,339.66,345.98,343.78,333.65,,,,,,,,326.01,317.85,310.90,305.68,314.18,326.94,331.29,330.77,341.35,348.04,,,,,,,,,353.13,354.65,354.74,351.42,350.84,355.48,347.52,347.58,345.39,340.57,,,,,,,,,305.69,299.20,317.46,326.08,327.77,334.97,330.11,319.91,318.17,316.05,,,,,,,,,,349.85,357.67,350.62,349.08
2006-02-18 22:01:53+00:00,L7,385.08,403.83,423.19,423.49,405.43,,,,,,,361.95,381.96,394.50,396.42,401.53,399.75,383.97,379.04,372.24,376.57,387.22,,,,,,,,402.50,396.32,397.75,407.17,419.87,422.24,406.72,384.41,372.18,363.92,370.07,,,,,,,,358.14,366.98,366.18,384.10,396.69,397.16,365.43,386.86,385.30,388.69,,,,,,,,,389.67,383.82,378.18,367.90,365.11,348.08,324.97,351.01,359.08,,,,,,,,,362.69,361.79,356.26,354.40,348.33,350.22,349.73,355.69,352.78,349.60,,,,,,,,,367.15,372.49,375.37,376.59,367.30,381.15,373.00,367.56,368.49,359.32,,,,,,,,,373.94,373.03,357.41,347.62,352.21,360.70,360.78,358.15,361.20,370.98,,,,,,,,,,363.94,375.74,377.82,371.80,368.30
2006-04-06 22:09:32+00:00,L5,360.32,393.28,413.86,419.95,421.29,425.66,421.20,400.41,385.94,387.79,395.90,376.61,406.70,401.51,400.96,406.29,409.26,389.43,381.96,375.50,376.81,375.55,377.95,391.97,401.93,419.87,436.74,446.08,438.17,428.35,403.50,389.64,400.49,414.60,423.37,412.19,396.08,376.63,360.10,360.19,372.50,382.52,374.79,359.86,354.86,358.70,366.85,370.96,373.50,375.87,389.43,394.48,396.23,354.40,346.78,351.92,402.20,395.31,355.99,363.01,358.25,339.55,,,,,,,,,,,,,,,,,,353.53,382.98,378.28,380.42,385.40,382.84,389.55,372.77,370.49,344.32,337.90,323.25,,,,,,,,,,,,,,,,373.64,356.50,366.53,376.26,374.13,367.82,360.52,349.28,344.23,344.59,362.67,380.38,393.87,,366.08,346.33,345.70,345.95,353.13,368.55,381.08,384.15,322.71,370.76,362.03,364.66,372.40,376.22,387.42,371.78,378.56,356.37,357.48,356.98,354.09,353.03
2006-04-15 22:03:30+00:00,L5,357.15,370.30,380.60,388.05,389.95,391.26,383.18,374.20,366.97,360.28,376.64,334.93,353.33,368.17,371.42,369.69,365.35,342.43,349.12,350.15,351.71,356.63,361.82,365.28,372.87,389.28,394.05,399.16,399.50,392.79,381.33,368.86,374.65,389.91,385.00,380.18,368.67,348.21,343.21,342.48,347.01,345.37,340.73,324.82,326.50,336.22,336.75,344.86,352.85,350.56,354.89,357.12,346.53,311.89,338.21,355.65,370.69,376.37,370.08,363.54,362.23,362.22,360.52,358.10,361.11,364.76,355.75,347.41,340.31,335.63,315.44,299.03,317.79,323.60,329.85,331.25,333.62,335.10,332.49,317.31,303.84,318.43,326.07,319.24,323.00,304.75,303.95,316.10,327.57,333.61,329.19,337.98,348.90,354.12,349.99,350.80,351.88,348.25,352.27,353.76,353.86,353.70,353.52,349.19,349.12,348.54,339.14,336.91,339.96,333.17,323.30,317.44,323.47,323.87,321.18,318.68,324.20,335.07,316.25,282.53,274.14,303.39,316.90,318.90,326.41,,,,,,,,,,,330.87,326.66,328.28,338.25,344.26,346.32,
2006-06-01 22:08:02+00:00,L7,414.88,438.94,,457.01,422.34,416.41,411.01,418.29,427.90,411.00,,,,,397.67,397.94,407.67,399.82,395.95,387.62,395.01,405.00,417.87,426.12,419.98,412.40,,,,,,,415.19,411.44,403.10,402.57,395.35,395.44,394.78,388.55,381.36,372.61,372.89,366.14,,,,,,380.22,385.87,392.57,396.29,406.06,,,,,,,,,,,,,,,,,,,,,376.92,368.51,368.63,376.45,370.21,,,,,,396.76,391.29,388.80,387.00,382.07,393.48,398.42,408.81,406.85,401.22,392.69,386.59,,,,,,395.51,380.57,369.86,371.31,386.23,404.82,401.08,382.53,368.25,368.59,371.42,374.19,360.29,,,,,,391.89,390.13,377.42,373.74,376.56,383.11,386.03,372.03,371.95,388.23,389.87,381.74,,,,,,,378.32,386.55,377.07,378.95,385.75
2006-06-10 22:01:49+00:00,L7,,359.99,359.35,,,,,,142.35,157.27,,321.64,346.72,354.76,354.10,360.05,359.71,346.95,353.70,348.21,,,,,,,,,,,,372.12,370.40,367.30,362.49,362.56,352.44,339.00,,,,,,,,,326.48,334.08,,,,341.38,308.01,336.67,331.87,348.62,,,,,,,,352.37,346.59,338.83,335.88,327.41,328.08,321.72,292.40,283.58,305.16,,,,,,,,,313.67,320.76,310.65,314.17,,,311.24,321.36,331.77,328.94,,,,,,,113.82,,,,,337.97,333.25,338.43,342.82,334.30,330.02,319.67,,,,,,,,,326.09,311.25,278.41,283.75,310.14,326.86,321.55,326.46,319.85,,,,,,,,,,325.19,308.15,325.81,321.92,,,
2006-06-17 22:07:58+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,395.49,388.52,380.15,381.27,386.59,405.25,405.16,397.61,393.62,380.92,370.45,367.58,,,,,,350.99,341.57,327.51,322.48,334.65,346.40,362.15,,,,360.65,337.37,,,,,,399.81,395.42,391.62,390.70,383.26,378.86,369.55,364.55,367.72,367.55,361.93,354.80,,,,120.85,,343.63,338.48,331.78,334.40,321.57,,346.36,356.13,343.11,350.49,353.06,347.80,347.30,,,,,,95.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.98,335.52,326.04,160.18,,,,,,,,,,
2006-07-04 22:04:41+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.29,368.13,366.90,367.53,368.79,374.11,384.00,387.65,383.62,379.81,377.24,398.51,400.24,403.39,407.40,420.70,416.11,417.13,411.28,402.89,402.21,396.89,395.83,380.38,370.25,365.48,350.65,344.15,357.92,355.92,351.89,342.78,348.13,355.89,352.96,338.78,,366.24,367.09,359.69,359.02,363.56,360.72,371.34,382.43,381.10,374.49,374.73,373.82,384.36,386.15,379.11,380.37,387.25,391.36,397.16,386.21,384.18,385.23,385.81,384.06,378.05,370.34,363.35,367.33,356.25,358.04,365.26,365.22,366.11,373.85,359.46,361.29,362.36,354.00,344.55,329.52,349.27,374.05,372.79,366.21,357.33,346.46,335.19,369.07,378.51,379.84,369.95,388.52,381.14,385.23,375.63,374.05,361.42,375.15,362.50,358.66,
2006-07-27 22:11:11+00:00,L5,372.67,394.79,402.42,399.44,394.33,393.38,389.52,386.55,388.45,386.65,390.71,359.86,367.61,363.07,356.69,358.15,368.87,375.29,376.94,373.87,378.25,386.24,393.71,399.62,401.59,400.95,391.85,383.50,385.50,384.82,385.44,388.65,387.93,389.96,389.78,383.43,378.28,376.05,372.99,369.66,352.74,345.80,336.00,335.15,342.07,349.72,356.08,355.07,355.59,354.84,358.26,364.63,349.22,354.42,367.26,387.45,399.99,396.64,391.53,381.02,376.36,378.23,378.80,377.56,376.09,370.46,374.63,372.46,370.09,359.43,338.36,327.14,349.17,352.21,342.04,329.97,327.15,321.58,326.45,315.31,308.68,344.80,337.23,335.30,339.36,347.83,339.27,346.27,355.67,357.79,359.68,362.37,376.02,374.77,374.09,364.58,360.78,366.70,368.52,370.05,374.34,376.23,378.72,380.73,378.47,365.98,363.93,358.70,356.46,346.83,338.56,337.88,344.65,342.63,343.26,346.14,349.55,350.96,343.37,328.20,319.58,348.71,358.50,352.18,355.97,352.62,347.83,348.27,332.26,353.45,367.71,354.73,359.91,350.25,373.47,359.61,345.89,336.68,362.38,346.36,347.10,345.27
2006-07-28 22:01:30+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.29,339.99,354.58,349.26,348.48,351.54,358.05,357.86,369.04,369.24,374.62,,,,,,,,,376.95,377.19,374.66,372.37,375.11,380.34,377.41,373.56,370.35,363.69,,,,,,,,,363.19,361.03,351.00,346.28,345.13,356.35,362.81,361.70,364.61,,,,,,,,,,,367.56,357.96,342.57,367.08,355.89,356.62,359.24
2006-09-29 22:11:58+00:00,L5,405.00,429.16,455.74,432.50,421.15,425.00,418.21,417.49,419.15,412.49,428.30,404.54,401.98,387.92,378.49,388.27,406.97,410.26,397.10,393.14,396.52,407.57,411.06,420.35,415.84,417.31,425.62,439.00,437.31,435.06,427.51,424.18,420.14,413.56,409.11,403.90,404.06,401.19,393.11,381.00,386.08,381.28,374.62,370.98,366.65,369.73,375.31,381.77,390.94,390.91,388.82,389.92,389.44,404.50,403.61,401.79,401.34,416.26,422.07,429.88,420.47,404.71,404.70,410.09,406.06,392.09,385.44,389.59,395.42,393.48,388.77,384.31,378.04,369.15,367.78,352.48,351.17,362.28,379.15,389.93,386.64,391.26,388.35,376.90,379.42,388.17,385.59,379.88,379.88,380.03,386.46,393.58,403.28,408.88,404.63,397.60,392.79,391.87,389.22,392.13,394.21,393.82,391.66,388.86,393.74,389.50,372.91,372.78,381.40,392.95,405.89,409.51,391.50,374.43,366.78,370.88,377.62,372.89,371.30,,,,,,,386.57,387.74,385.79,377.38,387.68,379.50,343.62,140.17,,,,,,,,,
2006-10-07 22:06:56+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,442.61,426.22,,,,,,,,,,,557.17,520.44,,,,,,,,,,,,382.24,,,,,,,,,524.89,565.96,574.53,,,,649.46,,,,430.20,,,,,,,,,,,587.92,,,,,,,,,,,,,445.52,,,,,,,,,,,,370.74,,,359.89,,,,,,,,,,,,,,,,,,,511.97,517.34,521.99,503.99,,,,537.36,531.28,,,375.93,365.62,
2006-10-08 22:05:53+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.45,329.08,339.64,326.12,323.27,322.35,320.53,322.45,325.48,319.50,322.53,328.24,335.13,342.42,336.52,,279.94,305.82,332.33,355.04,363.01,367.22,366.05,356.05,349.15,349.71,343.46,345.31,337.46,335.70,333.87,332.86,316.86,282.42,268.21,299.32,314.90,314.08,304.09,305.92,312.27,311.01,292.03,241.67,,271.80,264.29,269.62,263.52,265.57,276.56,298.13,308.92,305.02,320.15,333.86,341.10,338.84,333.62,331.62,332.58,331.21,330.94,333.21,336.88,337.20,332.59,333.30,329.70,325.46,320.03,319.50,325.40,315.53,309.56,321.21,318.20,316.19,316.83,318.96,313.43,293.65,,258.29,288.40,311.93,311.73,313.03,302.41,294.06,,173.64,263.77,291.38,284.87,304.90,323.91,336.62,310.30,306.47,324.81,320.00,325.09,317.93,317.40
2006-12-11 22:06:28+00:00,L5,501.23,495.95,528.49,547.08,549.68,515.99,516.15,516.49,513.30,504.33,509.96,520.67,484.59,486.29,485.61,492.64,501.57,499.70,481.15,477.39,480.05,493.40,513.93,509.94,504.78,500.37,493.05,503.10,513.10,541.92,541.75,539.63,530.41,511.55,502.21,490.38,494.51,495.47,487.84,490.16,489.99,478.86,461.21,454.10,454.51,452.56,455.08,444.31,457.38,460.15,482.48,498.70,511.59,510.51,523.77,524.12,528.91,517.90,499.61,488.78,488.37,489.08,495.21,502.20,506.99,503.33,504.45,493.16,494.24,481.40,466.18,471.40,463.58,477.25,474.18,462.47,463.77,469.21,467.37,468.58,471.53,482.76,493.91,493.63,499.51,499.94,486.42,489.71,485.16,479.52,477.66,481.37,486.48,488.11,493.49,497.31,496.15,488.10,478.59,470.20,470.21,476.06,478.35,471.19,477.40,482.50,499.57,509.53,502.11,484.06,472.73,471.29,474.45,483.19,485.57,474.26,467.06,460.23,464.64,491.96,505.23,506.20,496.65,485.55,477.57,473.79,501.47,511.81,506.94,502.60,463.13,478.19,471.80,474.51,477.44,490.42,479.39,480.78,463.97,469.56,452.20,462.40
2007-02-12 22:08:24+00:00,L7,433.53,453.55,448.74,440.26,428.23,436.80,440.19,426.62,423.47,407.68,402.35,,,,,,,379.28,373.90,374.64,384.83,407.98,403.96,401.84,398.77,,,,,,,,,,,,,391.38,409.56,421.94,389.66,374.06,354.67,355.18,364.24,359.69,,,,,,,397.72,409.92,414.47,420.71,420.90,412.25,394.00,404.24,418.98,423.50,426.31,426.77,,,,,,381.06,372.43,372.30,382.60,368.01,363.55,365.61,375.43,383.52,385.54,395.71,405.94,411.77,,,,,414.31,411.47,412.84,406.89,386.76,378.21,381.59,394.53,410.14,412.38,403.08,391.68,380.77,,,,,,411.69,414.52,404.87,391.67,381.12,378.68,386.21,401.64,398.28,386.13,375.69,362.84,,,,,,,411.75,409.34,408.70,402.42,406.24,408.56,422.67,425.55,409.00,379.94,390.46,390.86,411.58,,,,,,380.88,398.51
2007-02-13 22:06:47+00:00,L5,432.05,444.22,443.94,434.70,428.96,436.65,437.79,429.83,426.08,416.81,417.62,385.22,385.74,399.63,416.20,416.43,398.63,381.17,378.75,386.57,407.57,422.72,416.33,409.40,407.94,414.68,424.18,439.56,449.61,450.02,444.16,430.65,416.70,410.51,412.84,408.79,396.56,390.01,388.28,390.37,394.88,381.16,359.53,360.29,366.61,364.51,359.32,361.98,371.94,389.03,405.00,406.56,395.51,407.45,407.51,413.67,415.71,414.80,399.65,407.42,421.99,427.76,422.27,420.70,416.55,409.81,404.06,399.21,390.06,372.44,368.28,364.77,371.09,365.86,363.77,369.99,378.85,385.66,382.57,385.32,396.68,397.74,390.33,387.92,388.50,396.02,396.73,399.39,400.32,397.01,381.56,372.05,382.52,394.03,409.05,410.53,402.39,388.88,382.13,380.46,385.61,381.87,382.41,396.71,403.38,405.71,403.06,382.63,379.32,381.22,387.51,391.98,392.30,379.62,370.28,365.60,360.63,365.57,373.79,389.13,389.16,390.76,394.62,397.92,393.91,382.89,378.44,394.26,404.92,400.63,392.21,374.81,379.22,388.81,412.07,402.03,391.37,369.61,388.67,376.25,375.94,390.82
2007-02-28 22:08:29+00:00,L7,,,,,420.97,423.11,416.89,409.61,411.65,404.32,412.73,362.20,367.68,383.19,394.39,,,,,,,,404.13,397.99,400.51,402.11,,,,,,,,,,,,,,388.59,382.87,367.88,351.96,348.05,357.20,360.11,357.44,354.70,362.73,379.80,389.21,,,,,,410.59,406.42,395.59,397.78,396.63,401.80,397.81,395.31,398.10,398.99,387.58,389.53,377.04,,,,,361.64,360.21,358.49,364.55,370.24,367.39,364.52,352.36,383.56,377.04,361.41,363.01,,,,,,,373.84,368.17,375.96,379.01,387.56,391.37,389.06,373.64,375.60,378.92,378.40,379.79,,,,,,375.51,373.81,368.95,367.29,372.77,374.67,363.40,358.50,355.27,360.01,360.51,365.92,347.90,,,,,365.93,362.22,362.37,357.69,352.91,349.47,364.92,371.96,382.31,402.17,371.61,358.92,361.63,381.57,,,
2007-05-28 22:02:04+00:00,L7,,,,,,,,,,,,,346.17,363.42,366.88,382.55,362.21,342.94,338.80,343.55,361.07,381.75,387.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.52,345.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.35,,,,,,,,,,,,,,,,,,,,,,,,,,,339.69,318.81,332.42,336.01,,323.97,311.50
2007-07-15 22:02:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.46,294.20,,,,,,329.13,326.94,292.36,,,,,,,,,337.28,339.38,337.29,344.29,349.09,351.09,348.72,348.69,337.57,338.69,,,,,,,87.23,107.65,,,322.98,329.52,328.17,325.71,331.14,322.90,319.37,,,,,,,,,327.35,327.58,310.84,281.14,,326.87,258.75,318.60,331.55,,,,,,,,,,
2007-08-16 22:01:50+00:00,L7,,,,384.30,,,,,,,,,,,,,,,361.28,362.61,354.07,364.75,356.22,381.31,382.86,388.65,386.52,380.39,,,,,,,,367.83,365.30,364.58,361.33,362.16,358.18,351.78,341.17,333.26,327.93,,,,,,,,,351.10,359.43,368.70,376.60,389.29,377.65,371.71,371.37,373.35,363.44,,,,,,,,327.11,,,,,342.00,336.55,332.92,325.38,,,,,,,,,328.27,341.85,346.90,348.49,354.22,358.95,359.60,359.31,361.94,361.07,,,,,,,,,354.36,351.45,349.83,345.98,341.31,340.28,338.18,345.95,340.45,330.85,,,,,,,,327.75,333.93,336.26,328.69,,,327.60,291.21,325.08,323.75,,,,,,,,,,309.01
2007-10-02 22:10:55+00:00,L5,353.37,385.84,402.49,394.34,395.99,406.50,404.00,399.02,402.10,387.79,394.55,352.97,364.97,382.75,384.17,379.84,372.99,349.38,371.62,372.61,371.16,370.65,386.07,393.22,408.18,419.59,414.43,408.11,412.44,417.06,419.57,404.21,401.69,394.49,380.56,372.13,369.05,366.74,369.12,379.45,381.34,377.14,368.27,359.80,356.43,357.21,351.86,353.10,352.55,360.32,367.43,363.11,,347.48,347.81,384.69,407.04,412.07,405.85,403.98,395.91,390.90,386.78,385.57,387.04,379.77,371.17,359.15,349.69,357.35,337.14,348.59,353.34,360.15,355.99,351.60,351.66,345.53,350.29,352.55,317.66,326.73,322.13,319.39,332.70,334.26,325.34,339.70,347.26,352.03,358.65,369.17,375.59,377.59,377.30,375.80,382.79,383.65,376.28,364.46,367.97,374.03,375.20,372.94,371.22,363.34,361.88,362.21,367.80,362.66,358.17,356.14,363.86,366.94,362.34,359.18,344.46,341.82,331.78,327.26,307.89,340.01,352.31,354.29,360.05,359.71,344.22,350.40,354.35,337.71,310.43,349.15,367.91,369.18,378.17,368.16,333.67,338.28,355.05,355.49,351.47,340.17
2007-11-27 22:08:12+00:00,L7,,,,403.53,400.58,401.96,409.25,403.44,400.80,398.12,403.81,369.84,384.47,394.21,395.76,388.52,,,,,379.53,380.05,392.65,412.12,410.71,407.74,408.44,396.16,401.51,409.17,413.64,413.29,407.84,,,,,,372.33,365.03,365.19,357.03,356.46,363.40,360.82,358.04,353.13,353.46,358.90,361.73,,,,,364.98,381.59,397.27,404.35,399.11,392.17,389.99,376.51,377.56,381.58,384.33,379.80,372.90,,,,,362.20,367.53,364.06,367.55,364.31,362.21,356.13,343.60,326.32,313.50,316.59,324.80,,,,,,353.92,357.16,353.85,361.08,363.14,363.00,372.70,375.89,378.58,380.15,376.33,380.55,376.03,,,,,,357.94,363.20,372.10,367.97,363.20,359.59,363.59,360.97,356.93,354.45,356.51,351.51,,,,,,361.22,355.55,342.96,334.62,333.10,353.02,347.82,336.40,344.58,362.85,371.93,389.75,367.42,,,,,,
2007-12-29 22:08:20+00:00,L7,422.91,447.82,,,,,,,,419.85,448.21,429.20,431.14,432.05,425.71,425.69,419.89,421.13,418.74,415.73,,,,,,,460.31,437.58,420.44,421.97,427.30,443.93,452.01,451.70,429.97,406.93,400.38,397.05,,,,,,402.48,395.49,390.98,378.99,377.01,386.13,392.00,409.67,415.46,423.77,414.07,405.29,,,,,,421.85,416.08,409.52,396.19,394.87,408.57,415.36,421.97,408.11,408.04,409.04,415.23,,,,,,392.29,384.72,386.83,380.73,375.29,380.19,391.69,393.39,394.78,401.66,398.05,384.62,,,,,,408.62,411.60,416.38,414.38,403.40,402.63,408.23,410.13,409.61,405.20,404.63,388.08,,,,,,398.20,392.18,384.06,379.61,379.19,391.56,397.85,405.07,404.29,403.24,398.04,398.09,392.05,,,,,388.18,388.46,379.29,388.87,395.02,413.06,429.09,414.53,,,,,,
2008-02-24 22:02:02+00:00,L7,,,,,,392.43,392.12,393.33,389.41,381.28,387.15,360.20,377.08,373.21,,,,,,,,374.27,382.70,393.46,401.83,407.36,403.63,393.92,385.20,386.23,378.29,,,,,,,,362.33,357.47,349.85,353.64,350.27,351.79,356.24,350.15,347.90,350.85,,,,,,,,,374.51,386.06,392.00,387.50,386.92,382.43,378.91,377.45,374.36,369.69,,,,,,,,360.94,363.39,358.84,350.39,338.22,339.39,328.48,313.14,324.82,,,,,,,,,,350.87,349.53,348.45,356.36,360.15,364.89,363.06,366.46,372.03,363.46,,,,,,,,360.62,359.19,356.39,346.76,347.69,346.65,345.09,344.54,343.73,338.69,,,,,,,,341.41,332.21,336.28,344.19,349.61,352.83,320.94,355.81,366.14,367.66,343.91,,,,,,
2008-03-18 22:07:44+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.55,383.77,382.16,379.16,381.34,378.80,379.63,378.04,373.89,370.67,363.82,,,,,367.65,364.11,355.03,348.05,341.74,334.65,,,,,329.05,330.67,,,,,,360.48,363.69,360.25,356.76,361.66,362.04,370.02,377.28,381.43,373.44,355.33,353.30,357.81,,,,,,358.67,350.88,349.47,353.76,351.44,349.01,351.55,346.77,346.64,341.73,336.30,,,,,,,,,,,,,,,,,,337.77,351.41,358.46,,
2008-03-27 22:01:57+00:00,L7,,,,406.28,403.98,415.31,414.06,403.38,403.67,408.33,414.69,395.00,403.63,395.34,,,,,,,,396.77,406.09,413.92,428.18,434.61,428.06,411.61,406.66,408.81,416.05,,,,,,,,378.67,372.58,373.45,369.63,378.53,378.66,374.14,369.08,361.76,364.69,,,,,,,,,407.34,413.34,411.17,406.72,403.88,403.04,405.23,404.52,403.53,387.08,,,,,,,,394.90,392.10,381.80,375.85,366.06,362.23,363.59,,,,,,,,,,,372.61,378.70,383.47,383.41,380.90,386.21,,,386.06,386.02,,,,,,,,,390.85,390.92,386.71,380.83,377.16,379.19,375.17,371.35,369.64,364.56,,,,,,,,,377.55,,377.86,374.92,373.55,347.42,384.66,382.45,397.13,367.34,,,,,,
2008-04-03 22:08:08+00:00,L7,,,,403.98,401.17,408.25,407.72,395.61,396.38,398.34,402.98,375.01,384.99,390.14,371.00,,,,,,383.93,393.87,398.99,407.34,417.23,422.06,409.30,397.78,393.46,398.19,404.47,404.94,,,,,,387.69,371.17,367.87,367.36,363.74,363.58,362.31,361.00,355.09,348.50,355.25,359.53,,,,,,381.83,389.44,397.08,403.16,404.77,393.98,388.79,386.88,386.98,387.75,386.28,392.05,,,,,,353.91,373.36,382.86,384.92,377.65,371.37,363.07,355.53,354.38,346.59,354.23,354.33,,,,,,364.56,366.04,365.65,368.05,378.99,383.55,381.52,379.37,376.89,378.41,381.00,388.02,378.32,,,,,366.20,371.23,375.04,379.33,378.77,369.54,368.78,373.92,375.46,363.20,355.19,354.51,360.00,,,,,362.19,368.02,371.56,370.60,370.09,374.19,370.62,374.86,369.95,368.24,383.28,383.85,398.07,381.90,,,,,,368.90
