dates,nzd0296-0000,nzd0296-0001,nzd0296-0002,nzd0296-0003,nzd0296-0004,nzd0296-0005,nzd0296-0006,nzd0296-0007,nzd0296-0008,nzd0296-0009,nzd0296-0010,nzd0296-0011,nzd0296-0012,nzd0296-0013,nzd0296-0014,nzd0296-0015,nzd0296-0016,nzd0296-0017,nzd0296-0018,nzd0296-0019,nzd0296-0020,nzd0296-0021,nzd0296-0022,nzd0296-0023,nzd0296-0024,nzd0296-0025,nzd0296-0026,nzd0296-0027,nzd0296-0028,nzd0296-0029,nzd0296-0030,nzd0296-0031,nzd0296-0032,nzd0296-0033,nzd0296-0034,nzd0296-0035,nzd0296-0036,nzd0296-0037,nzd0296-0038,nzd0296-0039,nzd0296-0040,nzd0296-0041,nzd0296-0042,nzd0296-0043,nzd0296-0044,nzd0296-0045,nzd0296-0046,nzd0296-0047,nzd0296-0048,nzd0296-0049,nzd0296-0050,nzd0296-0051,nzd0296-0052,satname
2000-05-03 21:46:43+00:00,367.71,362.25,358.21,348.74,350.95,353.91,349.35,343.54,339.88,344.08,341.81,344.62,340.95,340.30,337.13,333.13,333.02,328.71,328.75,334.67,329.79,335.62,332.02,331.80,334.79,344.23,341.88,343.26,347.66,353.22,355.94,349.93,364.71,366.97,367.10,366.88,365.59,365.07,357.94,339.27,342.65,337.54,328.11,318.18,315.60,314.98,316.59,315.87,319.26,327.53,342.78,351.91,367.38,L7
2000-05-19 21:46:31+00:00,367.18,362.59,359.12,350.89,350.78,351.06,346.71,343.32,342.24,343.36,339.80,341.44,339.91,338.82,336.72,333.35,333.29,327.06,326.65,335.44,328.91,335.78,331.73,332.58,335.66,346.04,340.31,340.00,344.58,349.33,353.88,347.79,362.98,365.66,365.44,362.69,360.92,365.05,350.75,337.04,340.29,335.81,324.66,315.44,313.01,312.53,313.05,313.20,314.63,323.97,338.72,349.03,363.58,L7
2000-05-26 21:52:12+00:00,368.03,362.65,359.32,352.35,350.77,349.69,344.58,343.85,342.77,342.48,338.82,340.32,339.18,337.34,335.22,332.21,333.25,331.68,329.66,341.39,333.52,338.50,331.73,332.58,337.13,345.44,338.89,338.63,343.24,348.20,352.86,348.00,360.73,363.77,364.88,361.35,359.92,364.97,346.13,338.26,340.10,334.24,324.65,316.73,313.07,312.71,312.81,314.05,314.19,324.01,338.24,348.74,361.87,L7
2000-07-13 21:51:43+00:00,366.81,361.82,358.00,349.93,345.64,345.37,341.16,339.40,337.85,337.61,334.77,336.35,334.34,332.10,330.03,326.16,327.01,326.18,329.66,335.38,328.35,332.67,325.92,327.69,332.11,338.94,333.17,333.69,335.63,341.95,346.38,344.69,355.88,359.30,360.37,355.56,354.33,358.66,342.36,336.04,336.54,329.63,320.75,312.54,309.12,307.69,308.69,311.73,313.24,322.96,334.95,344.16,355.00,L7
2000-07-29 21:51:26+00:00,366.31,361.23,358.22,350.05,343.67,342.78,340.09,334.50,334.62,333.82,332.52,333.35,327.65,325.11,325.54,325.66,326.27,328.08,337.34,337.54,323.69,330.64,323.96,321.66,327.93,328.16,324.09,325.95,326.98,335.83,342.82,348.87,353.80,355.21,352.90,350.38,350.10,355.69,347.38,345.18,332.60,325.15,317.97,309.52,305.22,304.45,305.64,308.03,316.22,325.92,333.63,342.13,348.05,L7
2000-08-07 21:45:32+00:00,365.12,361.87,358.65,350.24,342.59,342.39,339.26,333.71,332.52,332.67,331.35,332.03,326.75,324.04,324.51,323.82,324.53,324.92,333.98,335.44,324.37,329.28,322.64,320.57,326.58,327.08,324.06,325.08,325.74,334.40,340.41,348.12,352.25,353.93,351.77,349.70,347.69,351.61,346.63,345.21,333.67,325.07,317.67,309.78,305.65,304.12,304.64,307.46,317.07,326.15,333.79,340.55,346.94,L7
2000-08-14 21:51:44+00:00,364.51,361.75,358.90,350.10,342.31,341.23,337.86,332.22,331.42,331.60,330.25,331.45,326.03,323.01,323.21,321.75,322.61,322.79,332.10,333.83,323.60,327.11,320.41,318.26,325.10,326.65,323.32,324.77,325.29,333.54,339.17,347.18,351.14,352.64,350.65,347.51,346.11,347.64,347.14,345.64,335.11,326.08,317.79,309.74,305.77,303.39,303.04,306.38,316.33,324.95,332.48,339.83,346.62,L7
2000-09-15 21:50:49+00:00,362.90,359.76,356.81,347.31,340.15,338.06,334.63,329.86,328.55,328.56,326.65,328.72,322.22,319.20,320.28,318.58,319.77,318.36,328.65,331.38,321.57,324.99,318.25,316.40,322.77,323.62,318.29,320.23,320.34,328.63,334.68,344.08,347.69,349.85,347.84,344.05,341.72,343.12,344.34,342.18,332.87,322.56,314.63,307.17,303.44,300.54,300.69,304.04,313.66,322.42,328.59,337.24,343.91,L7
2000-10-26 21:44:46+00:00,362.91,359.38,356.16,346.85,339.69,337.49,333.88,329.99,328.35,327.63,326.54,329.20,323.44,320.52,321.13,318.77,319.66,317.67,327.91,330.73,320.92,324.18,316.88,313.90,321.26,322.55,316.76,319.19,319.88,328.05,334.41,343.65,347.75,349.29,347.12,345.77,342.61,342.01,344.34,343.20,334.19,325.62,317.45,308.51,304.23,300.54,300.78,303.20,312.10,321.94,329.09,338.17,346.00,L7
2000-11-27 21:44:50+00:00,361.08,357.40,353.79,343.87,336.44,334.35,332.57,325.70,323.09,323.09,323.39,326.22,320.15,317.14,317.54,312.49,311.76,309.09,321.58,324.37,321.56,319.18,311.34,307.70,311.57,312.64,310.38,314.56,314.65,323.27,329.80,341.42,343.20,345.33,344.12,343.71,338.49,332.08,342.93,344.38,334.16,326.73,318.75,308.14,302.61,295.82,295.84,299.31,312.16,321.71,327.01,335.56,342.46,L7
2000-12-13 21:44:52+00:00,361.00,356.59,352.93,343.25,336.53,333.59,332.23,325.84,322.90,323.01,323.51,326.69,320.72,317.16,316.12,311.87,309.93,309.68,320.23,324.10,322.03,319.89,311.30,308.18,310.50,311.67,309.98,314.29,315.10,323.15,329.19,339.53,341.81,344.18,343.87,343.98,338.58,330.28,342.15,342.70,333.92,326.63,318.42,308.66,302.85,295.95,295.64,299.04,311.70,320.66,326.49,335.38,343.05,L7
2001-01-05 21:50:40+00:00,362.68,358.24,353.88,344.44,338.02,335.36,334.36,328.02,325.24,325.34,326.59,329.87,324.49,320.37,319.87,315.78,312.15,313.19,323.79,326.52,324.52,322.84,315.46,312.49,314.04,314.39,313.38,318.10,319.44,326.93,332.71,342.81,345.29,348.04,347.96,350.06,338.58,330.28,347.37,342.70,339.05,331.79,323.87,313.38,307.60,301.76,300.54,302.77,313.24,322.77,330.67,338.42,345.61,L7
2001-01-14 21:44:57+00:00,363.79,359.09,354.16,345.94,340.70,338.64,337.48,331.33,328.46,328.36,329.36,332.29,327.43,323.24,322.88,318.65,313.02,315.64,324.66,329.94,329.66,327.31,318.77,314.81,315.91,316.22,314.98,319.64,322.99,329.41,335.25,344.64,347.05,349.49,350.12,354.41,342.06,332.23,351.37,344.92,342.53,336.01,326.82,316.85,311.05,305.45,303.56,304.60,314.68,324.10,332.91,341.32,349.99,L7
2001-01-21 21:50:46+00:00,363.91,359.35,354.47,346.26,341.07,338.85,338.03,332.02,329.08,329.40,331.14,333.95,329.06,325.26,324.75,320.29,313.24,316.39,325.16,330.88,330.06,327.76,320.09,317.21,317.77,318.03,316.69,322.04,324.98,330.89,336.42,346.67,349.04,351.84,350.52,356.16,342.06,337.47,355.06,348.39,345.00,338.70,329.63,318.90,313.07,307.35,305.18,306.08,314.91,324.43,333.88,342.43,351.23,L7
2001-04-04 21:44:30+00:00,366.87,359.96,354.12,347.86,342.46,340.06,340.29,336.59,332.65,331.65,335.96,338.92,335.67,330.17,327.58,323.45,312.03,319.64,326.34,331.40,330.14,329.19,322.64,320.15,320.10,318.24,317.81,324.73,329.86,333.68,338.43,344.58,348.84,352.46,352.96,364.47,347.26,342.17,357.91,346.41,348.15,343.54,337.18,325.92,319.65,313.80,310.99,310.50,314.02,324.25,336.19,344.52,355.30,L7
2001-04-20 21:44:34+00:00,366.87,360.13,354.88,348.81,342.33,339.35,340.45,337.07,334.17,331.99,335.32,339.05,334.42,329.04,327.36,323.45,313.76,321.08,326.57,331.15,328.72,328.73,323.52,320.28,321.38,319.56,317.95,323.92,328.60,333.42,337.98,343.53,348.17,352.55,353.16,363.50,350.56,345.28,356.77,347.02,347.22,341.77,335.43,324.79,319.08,313.78,311.54,310.51,315.06,324.79,335.65,343.96,355.00,L7
2001-04-27 21:50:43+00:00,366.75,359.95,354.81,349.33,342.29,339.11,340.60,336.91,334.44,332.76,336.13,339.00,333.26,327.81,326.04,322.70,311.54,322.37,327.50,331.93,331.95,331.15,325.81,323.98,323.35,321.65,319.65,325.08,329.48,334.99,338.46,343.36,348.27,353.16,356.63,363.82,353.00,353.87,359.07,348.01,347.35,340.11,333.88,325.71,320.23,316.18,313.32,313.74,318.17,326.57,336.47,343.63,354.45,L7
2001-05-22 21:44:18+00:00,366.61,359.95,354.59,348.84,341.95,338.88,338.61,335.17,334.32,332.95,335.74,338.89,332.77,327.94,325.05,322.16,311.97,321.54,326.91,331.22,330.18,329.30,324.91,323.89,323.04,320.45,319.07,324.47,329.28,334.98,338.72,343.62,347.62,352.22,355.99,362.27,353.84,354.68,357.88,346.57,345.44,338.43,332.33,324.37,319.76,315.22,313.01,313.19,317.72,325.86,335.83,342.64,352.92,L7
2001-07-25 21:43:42+00:00,364.02,357.10,353.88,347.73,338.91,333.74,330.00,329.42,331.43,328.88,330.17,335.06,325.44,322.93,317.31,312.87,309.95,314.41,322.38,325.11,321.65,321.63,320.20,321.23,322.09,319.75,315.55,319.42,323.85,332.13,336.48,338.51,342.39,346.82,354.04,355.48,360.24,361.75,355.18,345.10,336.23,325.16,321.78,318.46,316.23,313.92,313.01,313.32,319.89,327.76,333.72,339.28,349.83,L7
2001-08-17 21:49:28+00:00,361.85,353.71,350.55,345.00,337.72,330.85,327.46,326.39,329.68,327.30,331.93,334.87,323.33,320.17,315.85,309.29,306.46,310.40,319.41,321.34,316.44,315.88,316.32,318.81,319.73,317.12,314.92,320.12,324.35,330.05,333.91,336.57,340.30,343.97,351.89,352.62,355.88,355.43,350.01,341.71,332.97,321.81,318.86,314.10,311.41,310.43,309.74,310.99,317.70,326.26,333.99,340.65,351.71,L7
2001-08-26 21:43:13+00:00,361.61,353.58,350.75,345.38,340.24,331.60,326.45,324.20,329.68,327.30,331.93,334.87,323.33,320.17,315.85,309.29,306.46,310.40,319.41,321.34,316.44,315.88,316.32,318.81,319.73,314.50,312.26,316.97,320.14,325.65,329.20,331.45,335.48,337.36,348.56,349.19,349.64,348.30,344.97,338.33,330.94,320.59,316.66,311.09,309.21,307.56,307.38,309.68,315.99,324.97,333.60,340.94,350.10,L7
2001-09-11 21:43:02+00:00,362.63,353.82,349.98,345.15,339.74,331.27,326.44,324.56,329.40,328.14,331.69,335.60,324.71,321.25,317.01,310.45,307.20,309.20,318.24,320.73,316.98,317.16,317.51,319.06,319.65,315.33,313.98,318.45,321.32,326.14,330.12,332.13,335.59,338.25,349.81,350.19,350.30,348.09,347.02,339.94,331.58,321.02,317.31,311.88,309.34,308.48,308.55,311.19,317.28,327.14,335.99,342.91,351.30,L7
2001-09-18 21:49:05+00:00,363.67,354.62,349.06,344.48,339.22,330.78,326.22,324.30,329.16,328.33,330.82,333.95,324.52,320.88,316.20,310.22,307.27,307.50,316.25,319.41,315.06,314.79,315.96,318.01,318.76,315.14,314.07,318.18,320.28,324.86,329.58,331.18,334.32,337.06,348.69,349.58,348.31,345.49,345.73,339.34,331.09,319.97,315.92,310.23,308.13,307.56,308.12,310.49,315.97,326.27,335.82,342.79,349.94,L7
2001-10-04 21:48:54+00:00,363.65,355.36,349.19,344.38,338.88,331.06,326.43,325.32,331.11,330.30,331.52,333.61,324.98,321.67,317.55,310.60,308.34,307.02,316.23,319.97,314.85,315.28,316.69,318.14,318.26,316.47,315.65,318.49,320.31,324.93,329.58,331.98,334.18,336.16,348.97,347.76,347.86,342.48,345.60,339.02,330.33,319.33,314.27,308.42,306.78,306.89,307.30,309.65,314.77,325.86,336.47,343.33,350.00,L7
2001-10-20 21:48:33+00:00,364.94,354.95,348.41,343.72,339.07,331.34,325.51,324.86,329.53,329.69,331.88,332.56,325.57,322.47,316.87,311.46,305.75,302.38,314.54,319.89,316.33,314.82,315.54,317.84,316.94,315.26,316.42,319.21,320.86,324.84,329.22,332.30,333.94,335.34,347.89,347.22,346.54,340.33,345.87,337.72,329.43,319.38,313.80,308.21,305.43,306.30,306.82,309.79,314.51,325.52,336.65,343.75,349.64,L7
2001-10-29 21:42:45+00:00,365.74,355.53,348.84,343.81,340.48,332.11,326.18,325.45,330.19,330.96,332.72,334.31,328.25,324.45,318.06,311.73,306.88,302.12,313.29,319.34,314.04,311.18,314.17,317.40,317.15,314.65,317.18,319.41,320.84,324.43,329.46,332.10,332.92,334.27,345.08,345.41,345.42,337.22,341.33,335.37,328.26,318.95,313.72,306.79,303.80,304.82,306.56,308.29,313.26,323.30,335.13,344.97,350.20,L7
2002-01-17 21:43:16+00:00,367.31,356.68,349.34,345.16,341.78,333.29,328.87,329.70,333.30,333.01,334.95,335.32,330.01,324.88,320.01,312.49,307.54,301.00,315.07,320.84,318.01,314.00,315.76,318.10,318.15,317.35,319.53,321.59,323.06,326.08,330.89,334.06,335.60,336.41,346.23,347.09,346.89,334.90,342.01,336.80,329.95,320.53,315.81,308.92,304.18,306.38,307.29,310.54,314.80,324.93,336.66,347.61,353.34,L7
2002-02-18 21:43:18+00:00,369.81,359.16,351.35,347.66,343.87,336.72,332.11,333.23,335.66,335.90,334.93,336.13,333.08,327.83,322.21,316.29,310.79,303.33,313.73,323.45,321.95,317.31,318.22,319.49,320.89,319.34,320.91,321.11,322.75,326.75,331.96,334.64,336.18,336.98,346.50,348.96,347.22,336.13,342.00,337.38,331.94,324.14,317.30,310.74,305.65,306.95,308.84,311.73,315.99,325.48,337.38,348.52,351.58,L7
2002-02-25 21:49:11+00:00,370.74,360.09,352.55,348.27,342.99,338.30,334.26,337.45,337.45,336.81,335.78,337.98,333.77,327.88,321.50,316.44,310.31,300.95,314.00,322.98,320.02,317.40,316.85,318.62,322.70,324.91,324.20,324.40,326.58,330.06,336.87,340.38,342.23,342.54,348.16,351.31,353.37,343.66,347.16,339.57,331.88,325.73,318.43,312.01,306.53,308.57,311.45,312.91,318.17,329.85,340.87,348.82,354.55,L7
2002-03-06 21:43:23+00:00,370.74,360.09,352.55,348.48,343.00,338.67,334.15,337.00,336.36,336.43,335.29,338.12,333.26,327.71,321.27,315.98,310.03,300.59,313.00,322.09,319.43,317.78,316.37,317.91,322.06,324.16,323.67,324.31,326.01,329.82,335.72,340.01,341.22,341.36,347.20,350.08,351.42,341.97,345.50,337.88,330.65,324.76,317.39,311.02,306.01,307.72,310.42,312.85,318.26,329.67,340.60,347.83,352.82,L7
2002-03-13 21:49:08+00:00,371.60,361.55,354.17,349.28,344.06,340.22,335.14,337.86,337.45,336.37,334.97,337.59,333.02,327.88,320.58,315.42,309.60,299.28,312.49,321.21,318.52,316.47,314.81,317.11,322.29,323.58,323.20,324.54,326.24,330.72,335.69,340.96,342.16,341.62,346.10,349.64,351.53,343.18,344.31,337.15,329.97,324.86,316.82,310.23,305.48,306.82,309.63,311.74,317.26,328.09,339.08,346.56,351.83,L7
2002-04-07 21:43:17+00:00,371.40,360.63,355.23,349.56,345.01,341.78,336.10,338.55,337.23,334.89,334.90,339.00,332.61,326.83,320.00,313.69,307.62,298.09,311.74,320.45,319.85,317.53,313.43,316.27,322.08,323.25,322.23,324.49,326.91,331.59,335.11,341.36,342.83,342.10,345.24,347.94,351.80,344.57,343.20,334.61,327.58,324.60,317.91,312.09,305.11,306.33,308.81,312.20,319.61,329.42,339.83,347.63,353.36,L7
2002-04-14 21:49:26+00:00,370.01,360.12,355.49,349.74,344.90,341.42,335.87,337.57,336.41,334.08,333.81,337.58,331.45,325.76,319.02,312.92,307.35,299.00,310.97,319.13,318.10,315.54,312.52,315.76,321.25,322.59,321.52,323.90,325.87,330.75,333.98,339.71,341.13,341.09,344.54,347.20,350.96,343.10,341.89,333.14,325.85,323.15,316.31,310.93,304.58,306.07,308.13,312.21,318.99,328.82,339.14,347.13,351.64,L7
2002-05-09 21:43:16+00:00,368.85,360.49,355.82,350.23,344.24,341.70,336.40,337.06,336.44,333.29,332.34,336.30,328.17,322.74,316.90,311.08,306.62,297.28,309.49,315.14,313.53,314.10,311.00,314.30,320.00,321.68,319.39,322.68,325.48,329.76,332.71,338.93,339.80,338.69,343.45,346.11,348.80,338.80,340.11,330.67,322.10,318.58,311.37,308.13,303.08,304.23,304.34,310.83,318.76,330.80,340.56,345.74,348.96,L7
2002-07-19 21:48:57+00:00,369.11,361.49,356.69,349.51,343.02,340.12,333.94,333.45,334.10,331.60,330.76,335.65,326.76,321.18,314.92,310.76,305.62,297.60,305.26,312.00,309.37,310.85,308.06,311.65,317.44,318.23,316.18,319.78,322.32,327.20,330.11,335.24,335.26,334.69,340.94,341.98,344.73,339.48,337.27,327.72,317.84,313.61,305.97,302.49,299.47,300.37,300.94,305.42,314.41,327.86,338.38,343.54,346.50,L7
2002-09-05 21:48:14+00:00,369.55,365.41,360.03,352.53,344.58,340.67,336.63,333.92,335.98,332.05,330.03,331.16,323.63,323.80,319.02,314.15,310.35,304.84,309.00,310.34,307.55,306.04,306.31,311.17,313.81,312.14,311.89,317.57,320.07,325.94,326.01,330.79,331.81,335.31,343.95,343.00,344.41,339.45,333.92,325.23,312.13,306.02,301.43,298.37,295.20,294.31,292.01,295.55,303.44,317.46,328.12,338.76,341.19,L7
2002-09-14 21:42:19+00:00,369.29,366.73,361.53,353.04,344.12,340.68,338.09,334.63,336.38,332.69,330.49,330.30,323.90,323.19,319.80,315.35,311.54,309.46,310.68,311.41,306.53,305.33,306.65,311.64,312.88,312.73,311.87,316.24,318.60,323.64,323.38,327.85,329.52,333.20,342.55,340.54,340.89,335.93,331.64,321.99,312.84,306.53,300.83,297.33,293.16,292.47,290.10,293.25,300.77,314.16,325.34,335.66,340.02,L7
2002-09-30 21:42:11+00:00,370.44,367.78,362.41,353.09,345.16,342.40,341.54,337.25,337.38,333.57,330.98,331.20,325.51,324.50,320.45,316.14,312.75,311.71,311.94,311.99,309.83,308.85,308.53,312.64,313.66,313.96,313.40,317.05,319.52,322.74,323.36,327.59,330.88,333.93,342.15,340.12,339.60,337.30,332.44,323.14,313.82,307.27,300.54,296.02,290.71,289.89,287.82,290.55,298.16,311.44,322.97,333.40,339.16,L7
2002-10-16 21:42:12+00:00,373.45,371.67,365.34,355.20,346.98,344.14,343.32,339.16,339.55,336.27,335.66,336.78,331.15,330.59,326.27,322.50,316.99,315.55,315.13,313.08,312.37,309.54,309.73,312.01,312.98,312.51,312.98,315.47,318.36,321.78,323.56,328.90,332.79,335.59,341.71,338.61,336.79,338.48,330.79,322.83,312.69,304.47,295.51,289.99,285.42,283.25,281.35,281.28,288.79,303.31,316.22,329.09,337.55,L7
2002-10-23 21:48:27+00:00,374.95,371.76,364.72,355.35,347.55,344.84,343.34,339.22,339.00,337.01,337.17,339.27,333.85,332.11,326.72,323.20,318.61,316.10,315.43,313.77,313.27,310.78,310.21,311.82,312.92,312.16,313.56,314.79,317.29,322.71,325.35,330.31,333.61,335.80,341.33,338.24,336.84,338.68,331.56,323.71,313.04,304.58,296.35,289.94,285.43,283.39,281.48,281.88,288.26,301.78,315.21,329.31,337.99,L7
2002-11-24 21:48:50+00:00,375.45,372.11,365.54,356.69,349.14,346.97,343.85,340.13,341.10,339.93,341.13,342.28,337.46,334.73,328.99,325.68,321.81,315.08,315.03,314.36,314.47,312.50,308.74,309.30,310.40,310.48,312.34,313.07,315.42,321.02,325.13,331.01,334.63,338.22,342.80,339.08,336.25,341.46,333.84,324.50,312.76,302.87,294.50,287.10,282.80,281.05,280.10,279.07,284.19,298.22,312.69,327.01,336.98,L7
2002-12-10 21:48:53+00:00,376.66,373.23,366.41,357.64,349.92,346.50,342.34,339.65,340.36,340.00,340.96,342.50,336.10,333.18,327.24,324.74,320.55,314.20,313.04,313.30,312.38,312.74,309.61,309.41,310.24,309.87,311.60,312.50,315.51,320.80,324.98,331.10,334.35,338.10,342.89,339.55,336.86,341.74,335.21,325.44,314.18,303.64,293.84,287.56,282.46,281.02,279.61,279.19,284.64,297.52,312.25,326.01,337.04,L7
2002-12-26 21:48:36+00:00,379.71,375.25,369.87,359.81,351.65,347.92,343.47,341.02,341.99,341.41,343.13,343.95,337.04,333.34,328.08,326.19,321.49,315.83,313.98,314.79,313.38,315.37,311.51,311.30,311.78,311.22,312.63,313.00,316.44,322.20,326.04,332.74,335.22,339.02,344.12,341.64,339.35,342.03,337.10,326.78,316.59,305.80,295.66,288.93,283.47,282.66,281.79,280.80,285.97,298.17,312.81,326.50,338.75,L7
2003-01-11 21:48:38+00:00,380.68,376.47,371.36,361.45,351.85,348.13,344.52,341.54,341.84,341.38,342.86,344.09,336.92,332.37,327.86,326.49,322.32,316.43,314.55,314.75,314.21,315.02,311.56,311.42,311.99,311.71,312.78,313.11,317.19,322.64,326.66,333.75,336.22,339.21,344.17,342.03,340.06,342.60,337.13,327.54,317.17,306.99,296.63,290.10,283.78,282.84,282.08,280.88,286.42,297.91,312.47,325.63,338.76,L7
2003-01-20 21:42:57+00:00,379.69,375.89,372.29,362.83,352.86,349.50,346.81,343.47,342.28,341.66,342.69,344.12,337.70,333.46,329.16,326.92,323.21,316.99,315.19,315.59,315.21,316.25,312.29,312.31,313.04,312.84,313.46,312.46,317.30,321.80,326.71,334.54,337.65,340.43,344.94,344.24,341.55,343.98,338.75,328.82,318.51,309.01,296.65,290.44,282.83,282.35,281.24,279.99,285.37,295.69,310.23,323.66,338.32,L7
2003-03-16 21:49:22+00:00,381.03,374.36,370.43,361.13,351.50,347.43,344.14,340.95,339.54,339.71,342.78,346.10,337.18,329.54,325.58,324.45,321.01,314.29,313.23,314.01,313.71,315.06,311.04,309.35,310.79,310.69,312.19,310.56,316.16,321.28,328.03,335.46,336.33,338.05,340.81,339.62,337.65,339.57,336.28,328.12,318.84,309.03,296.42,289.47,280.37,280.19,281.06,280.08,285.29,293.32,307.62,320.51,337.13,L7
