dates,nzd0296-0000,nzd0296-0001,nzd0296-0002,nzd0296-0003,nzd0296-0004,nzd0296-0005,nzd0296-0006,nzd0296-0007,nzd0296-0008,nzd0296-0009,nzd0296-0010,nzd0296-0011,nzd0296-0012,nzd0296-0013,nzd0296-0014,nzd0296-0015,nzd0296-0016,nzd0296-0017,nzd0296-0018,nzd0296-0019,nzd0296-0020,nzd0296-0021,nzd0296-0022,nzd0296-0023,nzd0296-0024,nzd0296-0025,nzd0296-0026,nzd0296-0027,nzd0296-0028,nzd0296-0029,nzd0296-0030,nzd0296-0031,nzd0296-0032,nzd0296-0033,nzd0296-0034,nzd0296-0035,nzd0296-0036,nzd0296-0037,nzd0296-0038,nzd0296-0039,nzd0296-0040,nzd0296-0041,nzd0296-0042,nzd0296-0043,nzd0296-0044,nzd0296-0045,nzd0296-0046,nzd0296-0047,nzd0296-0048,nzd0296-0049,nzd0296-0050,nzd0296-0051,nzd0296-0052
1999-08-05 21:47:23+00:00,163.25789371359213,155.24428078776762,147.3282828767252,138.91613807713838,127.9881293481,118.89454295206173,113.09282743476064,109.39653416526131,108.57048187940883,111.59735160254647,119.10477046551352,127.1132912074808,125.00881019528825,119.14456941174944,116.13611689530876,107.09063483254232,106.30050582077031,105.76652758411096,109.13014017575804,111.60830594132656,95.77793859950411,98.97652896264098,106.27430114620309,114.46808870123023,113.950341941348,113.31346675555396,114.78017280257227,,,132.13684327121177,129.47526227955893,131.6508389527687,130.39662244673593,134.27336940864802,139.10648717128788,139.04638813859594,118.2710114011004,125.60062806202845,128.8307544499871,123.49618429627759,117.09893139766787,116.92612522464728,112.15917181920116,101.4623763710759,106.81365960921251,102.10808172801818,105.39595758877121,100.94045542632703,115.33493142619463,126.02264539821942,137.5776325075171,142.73959520185304,141.69846588339297
1999-08-12 21:53:32+00:00,161.57849263873442,150.414116314899,142.72422474630434,133.69367925379277,130.95491664628838,120.4188376897197,118.44964831920423,109.07006454147697,113.69290403463538,124.61397978246687,131.75498336787098,128.55797729427084,118.44638885397524,118.95765542056348,115.53816948541507,108.46605776440735,108.61525604958756,102.44319257059625,100.12690437376024,103.81312379865564,110.75838264314244,111.27935398081782,115.12503348582023,113.23251481393821,109.24014144481184,105.92802824987356,111.38224157016035,,,127.02326757374355,128.59907320355038,132.4498988510854,126.87400252339715,134.32095638772543,140.98503371949568,144.41626971375064,154.93419887835978,,138.32095569927208,131.55218193187963,118.70837990149803,110.12073850759862,105.91570131503096,105.50615470611004,101.74300255963975,97.68401879690595,98.09081156973981,104.83228886947097,121.91001848719448,137.92517350423813,143.39585198277834,145.85010329218352,150.479551629893
1999-08-21 21:47:20+00:00,157.7719192997688,141.7653533710959,140.08191303355574,128.1629146017977,122.70662016191457,113.73979798132784,103.08846412674792,100.99671617119674,110.28162542377548,111.0100591020867,114.8640419339331,124.31169035026457,105.70041552754607,105.93956755873096,111.07900657948036,108.0249579561228,101.1539531042963,96.9264694168856,95.74676660149268,99.32349321527786,92.71549772477846,98.6214571007254,100.40646181262554,99.53393123501364,102.91949506356649,99.66019747769562,105.03353063843552,,,114.88462732966019,119.08308356968512,120.03152014463176,123.03752951651387,121.7561358474724,129.2352486571471,133.93738069849627,134.115195660135,125.34130319045468,123.30225676802837,122.42588852432996,112.15180746604588,99.20746146955824,98.2356795273983,96.26100061794985,92.10872872165484,91.33061046733452,90.19916428013543,95.91645982233592,106.50330768015608,118.25441761045492,126.02632997703691,132.961562813059,136.805137357004
1999-09-22 21:47:24+00:00,168.31631648897135,157.2227890095759,145.35983913968812,140.410448849596,126.92869470255634,136.70837358486114,122.781711011769,118.60194026207463,115.77725157544363,117.175185747079,133.21081461466383,131.8051736660811,123.46612706802536,119.8400775627907,117.00044200479924,115.68412247926476,105.80412571152056,102.09681581099963,98.34294786279202,93.18513328510596,100.4444924649196,111.94305721607367,115.8851579915796,118.3451235600269,137.59658847328,132.57324234540982,111.90292891078005,,,133.04390762610973,142.7963024694183,133.49872114948317,138.16862195936574,137.99301505160764,136.73298428413358,148.67242645785663,163.92934680434016,,131.06222809681515,130.46341699169693,122.35872684878107,114.75480658765258,112.37585261825504,110.50410499606429,102.04326540011968,97.69063903421328,101.57138426431331,106.76503371484243,109.37531586805396,115.64234061616703,141.21839148197654,152.93190711903216,162.15576912942856
1999-09-29 21:53:40+00:00,172.2789600500018,174.55426063167414,161.45036629511105,143.16557079291894,136.77891154152957,136.98708525870921,133.2243178816309,125.51225462492496,124.02394711579612,127.85642471690858,132.8683966649224,139.2849575358003,127.79726889308466,128.7935070024399,116.94570477106814,114.47796006815949,118.14310331905205,122.45536010374296,134.31812548756878,130.85521976350006,106.54749985147515,116.55473181931481,126.17935980738004,130.10034200726005,126.63475890405869,125.76845186046904,122.759954650354,,,149.75836273302892,137.3904738068438,140.4442920813401,146.15015047589694,146.72368027165837,152.99043519020057,152.69549966866617,,154.66867854371336,160.23378371725755,139.55152705601492,127.72166667096477,122.09237365385192,117.7242028936242,113.4552822205668,119.9523683572188,115.12069752241338,112.34841938499267,112.81077219516237,124.4028033932681,135.59090118244166,153.51557452423134,160.48885498273424,160.70732548184787
1999-10-24 21:47:20+00:00,169.10101914372143,155.35594655734016,150.39983972692676,155.28365156209702,138.90804572599734,136.10525172134552,124.45850612184194,138.8728014144961,145.11338053827436,127.4751174577214,133.29634180631456,135.5917431398093,135.38305635524176,127.05828778492508,121.6880649527691,122.69418844228568,118.53333377189043,123.32470005277955,124.8010545458279,91.94478598475852,114.27713728199095,126.65175623279431,124.26529773585918,135.01253818855085,139.42401650457077,137.37975963422733,138.2862033992505,,,148.99409884079478,163.67682031917212,154.3540600558903,147.36476469629952,150.72684370765649,153.54710717469172,171.5266817795403,178.11641190249657,,158.39417691546,168.98215954258492,143.38695688330088,131.36985758178622,140.41426672457698,119.73254932921256,104.26454707092265,99.79073092361948,107.77942871905273,107.60125605582725,112.52262545117708,127.74436997708047,134.87889600588798,149.184524481257,189.33013251079672
1999-10-31 21:53:08+00:00,171.3957962419041,165.28481993133485,168.02261788905372,165.09659292364847,154.48939586152983,143.41003010234598,142.2424361938299,139.42776035876525,140.14992382274855,142.17219143695428,141.07608464468672,148.01962723771717,138.5388558304373,136.3867061501055,124.87547775221276,117.83783846443987,121.61305312037558,125.62614269247564,143.4080222634222,137.9894161662375,115.23042390925552,119.74611585167234,131.21519466711098,135.11591037079825,130.96493321159159,128.3251025750207,133.16169181298744,,,154.88639662384372,151.4234686555763,153.79633531269664,143.0458685264256,146.9659712099132,153.37750974840594,152.61478135633237,161.29818108510304,165.34158102808726,156.6620114797823,147.0649389552391,137.68216497144235,125.94167379548342,123.97423919059966,118.61861690807328,116.52203228662557,112.02888056215821,113.14677843763914,114.53889950045617,130.50609920854066,133.20891950326936,148.9485173837214,157.74505318864018,170.05333591573114
1999-11-16 21:53:32+00:00,,,,,,,,146.34716662924487,135.59982681050647,142.81472863611214,143.83425855966013,150.19326551510315,137.9197391674922,133.0387117049363,124.46846805500334,127.77800702163705,127.65796087380791,136.45556838329335,146.86346367228944,141.55165340029396,125.35081054595626,131.27564151228484,134.40189497233177,132.29619489384908,130.17385365670515,126.69618214084171,138.5735188438909,,,158.5019209016794,153.2252716327402,154.9370225535245,160.8262718200384,160.8148448751711,163.6683771157219,161.73133081590046,167.54097602756744,159.74039841337026,162.43870734137516,150.51996680082829,141.2352039586841,136.2183058850285,130.98375672504596,123.02109456058832,122.2367410491731,124.7499559931502,123.2429952736088,122.35044263986842,128.27240971599167,136.13956133728868,150.1169203751002,155.78368403263605,167.5366225369951
2000-01-19 21:53:01+00:00,159.1752076158481,150.51870560229077,141.00649106062085,132.4261873639972,139.4535640678192,155.42996792917913,152.15004614076648,147.7857721566948,125.98658601383325,123.63159409737035,128.9600391245538,128.50971352896357,129.40067251012104,144.74948487660217,140.90871953896965,118.97527205919677,111.52469689319702,102.09850564784205,77.57318537146249,72.87757351765384,109.15270027502407,115.24291025875392,112.13263985399749,123.5341419178946,122.38102323887978,153.84945752987113,145.27184541172454,,,148.12688337768927,165.03997738883467,132.89009781846806,,,179.26534045235675,191.85146493861672,160.3892922578646,151.5060847661402,111.81036562850016,117.25917254877055,141.32912767211963,140.22500082243226,121.03747519344708,106.5692415499456,96.91335064664496,98.52433272834386,104.86835406283221,107.61799533680819,104.04179083485144,116.78023953568167,126.56968573510517,138.05225595335105,167.23271448358616
2000-02-20 21:52:53+00:00,160.27053258431263,150.77365098985587,148.59439892004718,144.5907219793521,137.28039591271983,135.46947799249054,127.1975984242702,123.24646408362567,124.24663893299923,130.1844990555498,133.48023511313338,136.5413352029975,129.07654422293388,126.54813981272687,120.92350310878032,116.18797558753513,111.86221272301971,111.77045332995557,114.4950570196678,118.2446489072099,126.96228387907472,127.73366681872092,120.14566094078775,116.6557023346102,123.88887906799638,126.52438391831238,133.58204119715913,,,142.49096560716063,146.2739637444127,146.30144034905052,148.40101510946207,148.30335828268952,151.8461799231221,150.29511654272457,153.07466282324145,155.3220372892136,141.03487337964663,142.12690355278298,130.50156070308333,128.75033108913726,122.06639930800752,115.17073567393474,109.45805411645664,111.02876866238927,105.47089320869877,109.70438820118027,113.20518642847847,122.8219962466678,137.14930496610899,144.69367279393222,156.24871585910248
2000-05-03 21:46:43+00:00,162.0391837556344,154.13983626193115,148.63327271408374,141.21078934786988,134.4114760824701,138.071815055587,133.4948845865711,129.19787162725552,132.00392105852015,132.7747287274465,131.42122318517318,132.72075511625638,128.18245188379842,120.85857394033602,131.2299916701646,136.61890178018047,138.26878258920755,124.39233092842015,124.50032035962471,113.22711418849673,83.83521491220556,122.95258132487166,127.94283544839529,118.87914214133694,129.48786895307947,130.62138774244494,115.3974417827837,,,121.9272651471233,132.5344159653707,134.5638815367703,142.04007166222996,148.35601629349523,139.65206432395925,147.8160646560664,145.5274490582948,141.8147904679656,,123.28321929094936,127.95548908758349,115.5390633663273,109.81345039027032,102.43834531748992,96.23450484847002,98.42268625906046,102.34675196110115,99.57484022373507,101.05697122592933,110.90173999302486,122.5664397811921,134.20987992899924,148.77095476511812
