,dates,mex0017-0000,mex0017-0001,mex0017-0002,mex0017-0003,mex0017-0004,mex0017-0005,mex0017-0006,mex0017-0007,mex0017-0008,mex0017-0009,mex0017-0010,mex0017-0011,mex0017-0012,mex0017-0013,mex0017-0014,mex0017-0015,mex0017-0016,mex0017-0017,mex0017-0018,mex0017-0019,mex0017-0020,mex0017-0021,mex0017-0022,mex0017-0023,mex0017-0024,mex0017-0025,mex0017-0026,mex0017-0027,mex0017-0028,mex0017-0029,mex0017-0030,mex0017-0031,mex0017-0032,mex0017-0033,mex0017-0034,mex0017-0035,mex0017-0036,mex0017-0037,mex0017-0038,mex0017-0039,mex0017-0040,mex0017-0041,mex0017-0042,mex0017-0043,mex0017-0044,mex0017-0045,mex0017-0046,mex0017-0047
0,1985-09-30 16:17:33+00:00,168.14905484196686,167.61231658852662,164.75259066515977,174.28872896463128,181.3916421308748,191.55860341946405,193.92963099642148,204.86263028055373,199.19340325382555,182.19468922617514,163.26051652397473,,,172.18641369087692,180.89971738841797,188.22248910814994,186.85434317714015,181.60409501714443,179.75382546703815,179.88092542477693,184.37319747738275,189.8865336461218,192.28842751129324,188.06042868514388,187.8478595741186,188.81844252377115,194.5400332449332,192.91769710339108,190.2615456755572,186.86133455405036,189.58862080403554,193.03348636788888,188.1560229474639,187.89501017742325,189.8300778297075,195.35218353132777,192.72965815151846,187.95811658299553,193.1076997313859,196.90078799776674,202.22025038778523,205.5572156592167,204.90137953782752,205.487065788386,209.17932006957187,204.41031781531169,203.15718795797983,
1,1986-01-20 16:15:42+00:00,210.0522588171064,204.42533357233458,209.73334200176527,219.17545940110898,205.42704751307468,207.30552760516906,209.0573590812472,213.21774346698678,204.60398393807077,203.89794774207752,207.29643482849139,208.6447193677559,214.0823989373948,208.97982911264089,216.70327977646954,209.81498582231268,213.63937295571452,208.08261026429767,207.66715346938645,208.7443906442526,209.6405395683817,215.06693398572168,213.311065945238,219.50306515837312,217.1597371637851,217.70892706036025,214.219264170065,216.38439626848773,222.5883127871101,216.70507633650925,222.76152269909483,212.3253668717579,212.96196542567102,213.92580085752604,217.27860054693042,217.22129133072258,224.563298224537,220.32397761028096,209.03057559773234,216.7197939653529,221.4947362906879,223.17626625272405,226.90186740180525,228.30503018488253,231.23755672446788,229.3138471191264,224.8345763891799,228.64351535967964
2,1986-03-25 16:14:19+00:00,209.8696617650847,209.85717844485944,208.95446317253854,212.2443509964666,203.54708951299585,199.2541633016831,205.38684842411715,205.43039932997033,212.72773738829096,205.74192465631066,198.0271921382239,201.9962244199023,208.27739450940382,212.83865246861285,214.03053000400845,219.32350174172376,218.9151928955143,213.57905424529295,211.087948474059,211.0750848217941,212.7506812585517,217.64002087276768,220.07514413753896,215.50591946569156,216.5176222061714,217.51597167546998,214.5626042364746,210.56331012990353,213.1578137199694,213.6777086674673,212.1404203014871,215.5424024991935,213.15257368277798,213.2673375006399,213.72470126206295,210.81077533729953,209.3116348128001,206.03763496484925,,212.9301092398903,214.34128638767862,215.97484296783605,225.295207466638,230.71362112292164,232.96087204743802,230.078775244322,226.84591186192534,226.09241570316007
3,1986-04-10 16:13:58+00:00,193.22176195544193,189.94197323136348,188.12719204857203,202.14158279653776,201.04266730215153,205.67325488641637,208.38824836736006,214.28297094765975,211.47616583983478,188.04820462039842,177.17994637562174,176.96157564950425,187.0941283370072,191.78648711171934,200.3909746556881,206.52723493606481,197.10555997245584,200.76396392831822,198.3044352815002,204.39465104132756,203.2961690351666,204.21813548309103,210.12515500120645,209.03044538683312,209.0406135496489,205.64703459238027,204.10912780152836,199.90578348893854,200.8017333318014,201.46986776163038,197.73967690024753,199.35142861575176,195.27317679884067,201.7859071048794,198.6985655664757,196.82721491316622,197.62513845552672,196.68299877787825,,204.02755729388667,208.1533695049432,208.06697761394128,206.62395182020924,212.7408999845697,208.98527539790962,209.10477176303237,207.7351324456168,202.39647931367023
4,1986-04-26 16:13:36+00:00,192.19474149624313,197.6156412351141,198.2450215661109,207.84738080208666,207.63064134363785,205.7352777113584,209.11074874939868,211.8455124187234,221.47753748760007,203.6399871013868,187.21257879010992,184.82393106248733,182.42468220348442,186.1775363155975,199.95419523921106,209.40563515232148,206.1434457988042,202.97538801027792,201.25305943716688,202.50016806122014,201.8712818792634,204.63369250692736,207.1890298156287,210.1354188480027,206.6726767671926,207.5746656591811,205.96124563204694,201.83414364745437,200.6567607016607,194.40079376465746,191.24988048408377,193.29791155589913,197.86736818837687,192.89816619713827,199.36494531864378,199.68077805361386,200.50855322949764,194.84463857765928,,203.41201252533745,203.78909848752198,206.92527813191268,207.41162968740466,209.7929659343971,208.69784504459616,210.13700432283898,208.908013272075,202.49143301484523
5,1987-07-18 16:13:40+00:00,160.17110831158806,172.9247240815985,171.36073578973324,170.68801185350668,176.30943205825554,171.32088668475095,179.03362059309563,,,182.07897765937958,171.07704954053307,170.376172076616,173.13284063846754,176.30914626047382,175.30135110419548,177.32695365782817,178.011731274228,184.53353749862012,186.35498746532022,181.4078113863481,189.20783932192435,181.64988083445928,187.91569794061695,185.55700042709037,190.3638842708675,187.97412430126144,194.6789844717621,191.6408948462217,188.49586821963808,177.65858483645113,183.31423425179383,174.05688001900248,180.08966757891943,184.2806279479674,189.7186072846876,183.55640574940665,187.2488406557972,188.27089779718176,186.3593977218894,184.70317911813848,187.17084819875353,191.57715113171506,200.32578965504496,201.7709141095713,211.48978837611557,202.30997817892558,195.4821443576284,187.9294602915781
6,1987-08-03 16:14:08+00:00,143.51956712193922,150.312814709904,145.81986617893313,153.4953514513979,139.45720753960876,141.0560930077958,148.9825580268605,,,,164.17546466278426,152.56408028401538,151.38850175800482,145.1306510902249,146.52651081732174,154.5705843791531,164.32013433398865,166.8967297614264,169.14865883921001,169.4735172310592,167.37584221724921,164.1494457761262,159.89220818429172,164.27433401339812,166.08266072277425,169.2537451705691,174.23611199058763,175.28543773430462,170.6030998197719,168.46487249274062,162.8743353690713,165.52464016010987,166.47212408500877,162.736762268089,165.67708082470568,163.00303873710908,163.86085389251372,164.51807903212003,169.47268879673575,164.16304246092818,166.4591839679183,167.70796527883306,175.25873650341836,173.32888956218397,,,172.19773123715981,176.49476472868642
7,1987-08-19 16:14:36+00:00,163.7189132484777,164.31086308051894,165.83501073246623,166.72761188666516,161.4960342574871,155.86555145648043,165.1980534277491,,,177.71728702657583,167.74512424068604,161.48229400463578,150.5169735011316,159.3341704527509,165.63631400902153,174.10784677489488,175.9953184681945,176.72361430403143,172.8864153504946,176.59050743236196,179.77978220494703,179.5900221951606,187.12473312241812,183.27047126037405,187.24913035125843,182.70829639953513,184.17236918410822,181.77960353028723,180.33458346692174,179.05007820514504,176.21094886720493,175.9391545543371,170.8213354568923,175.4748285776428,167.0243844120475,169.36675979481586,165.72668686062687,174.78295767820222,174.69658832278404,175.85418443444905,179.0796506797452,188.39219819714666,187.47247313829433,178.95107920092732,184.15412022423362,194.18295933579043,187.99661799623368,189.50263679038216
8,1987-09-20 16:15:25+00:00,168.94369067614247,172.16531827164968,174.92189129697965,173.27455329209968,174.14073169857232,174.923443338237,182.2566586735005,187.03681154663838,197.44666850720554,157.5324714894496,181.48696444299435,183.03554114289892,182.16964014549256,184.54751283012217,181.88354878475013,185.02198621498042,190.18593587591727,190.08336961493185,191.70165022763422,196.802735854383,191.7597940991282,197.53461138280082,194.91946186509023,194.28417856743505,195.02266558148466,193.24323775094808,191.32095114778554,186.82220673546195,196.0412795694531,191.18863530710223,194.60734099852158,182.51486157634992,181.22725820891762,182.32282581542012,187.46511152812442,185.30569975439707,183.9255528040051,181.45544696543635,183.57227508620932,186.47565300515612,187.78553964686498,187.01607461371827,194.98561924611516,193.81497307747213,202.62672890742087,201.83362573295798,201.12354789946528,195.05955823484933
9,1990-04-21 16:08:41+00:00,204.08132547127232,205.21899626075069,202.36249466510134,205.88223890399374,212.22128510332658,212.46766637029677,216.81932853355818,217.8111531820626,213.9894536235216,195.27132695713792,182.1316297647242,191.73873986580895,198.4605711531645,205.49123947707704,207.99120796072074,206.4242583070729,204.7847169283172,203.12304530764894,195.37274625979074,198.49401382311726,194.80411817773418,201.57832048402605,208.14583271781814,206.3066774156987,211.7556612123945,213.77543419649808,208.45028643985688,210.9669871592539,205.30273088124423,203.13593733978678,197.9840146748695,193.5006941866174,193.49895366217515,187.95124497037554,189.51341425004856,189.1668044992162,191.96027545667374,191.18318754486427,191.5448466456419,192.9632212681167,193.1246756192232,193.131106111115,196.9802419901157,200.48453267363703,200.9667731185086,199.66541251904252,196.4468299284873,192.53543931169133
