dates,satname,nzd0249-0000,nzd0249-0001,nzd0249-0002,nzd0249-0003,nzd0249-0004,nzd0249-0005,nzd0249-0006,nzd0249-0007,nzd0249-0008,nzd0249-0009,nzd0249-0010,nzd0249-0011,nzd0249-0012,nzd0249-0013,nzd0249-0014,nzd0249-0015
1999-08-05 21:46:59+00:00,L7,,,,,,309.95,319.57,328.19,331.77,323.94,317.73,317.94,328.03,330.28,311.13,294.92
1999-08-21 21:46:56+00:00,L7,312.33,311.48,314.20,311.15,322.63,338.75,343.94,339.93,345.82,338.36,333.41,329.01,330.48,348.43,332.51,313.94
1999-09-06 21:46:35+00:00,L7,341.77,335.53,,321.91,327.39,332.12,338.83,348.99,352.49,350.35,341.07,333.91,327.80,332.57,308.73,296.34
1999-09-22 21:46:36+00:00,L7,321.78,316.18,316.67,321.18,327.15,328.37,343.39,344.54,348.19,336.56,330.30,332.48,332.36,340.74,327.37,310.54
1999-10-24 21:46:56+00:00,L7,344.40,337.21,338.70,334.85,335.82,336.33,343.29,350.18,351.15,343.77,334.76,339.34,345.64,349.47,336.08,318.46
2000-02-13 21:46:48+00:00,L7,306.95,304.62,308.62,305.36,307.01,310.74,318.46,318.38,313.10,305.77,298.82,306.99,315.12,322.38,313.28,310.50
2000-04-01 21:46:10+00:00,L7,327.21,330.36,303.69,316.05,318.11,323.07,317.61,319.42,316.17,307.00,308.74,311.61,328.90,339.09,327.60,312.66
2000-05-19 21:46:07+00:00,L7,314.88,314.51,304.64,308.62,311.45,310.04,320.67,319.39,317.80,315.71,311.26,312.16,326.92,336.21,322.75,311.21
2000-08-07 21:44:45+00:00,L7,290.25,296.71,300.77,299.46,298.49,303.61,314.27,321.54,328.21,311.38,303.12,307.33,325.45,341.92,327.14,311.93
2000-10-26 21:43:58+00:00,L7,311.77,316.37,318.79,310.80,320.92,329.49,332.76,324.89,327.30,322.13,318.38,324.14,324.36,333.19,308.99,297.79
2000-11-27 21:44:26+00:00,L7,313.52,311.55,308.00,308.23,316.28,318.76,334.98,325.90,324.58,311.67,312.59,310.71,320.67,324.11,316.08,304.36
2001-01-14 21:44:09+00:00,L7,,,,306.69,324.83,317.24,326.69,324.20,316.10,306.52,296.67,301.57,315.07,330.29,317.61,311.28
2001-04-04 21:43:43+00:00,L7,314.12,312.26,319.79,314.52,326.41,333.42,341.62,345.83,345.24,339.33,334.95,342.47,354.16,360.18,340.80,333.15
2001-04-20 21:44:10+00:00,L7,314.33,313.84,315.37,311.79,322.70,333.01,341.02,347.44,339.95,338.65,332.53,338.92,349.98,355.48,339.69,327.68
2001-05-22 21:43:54+00:00,L7,299.75,301.22,303.29,302.92,307.94,313.72,321.29,330.23,330.32,326.11,320.10,328.64,344.86,360.67,347.68,335.19
2001-07-25 21:43:18+00:00,L7,303.32,300.50,294.06,293.66,299.70,302.57,310.50,318.92,325.31,312.06,313.30,303.30,319.89,331.46,308.21,294.08
2001-08-10 21:42:36+00:00,L7,311.05,308.75,300.48,302.39,302.51,304.39,314.92,323.27,330.21,324.45,319.98,322.42,331.46,338.74,323.11,300.63
2001-08-26 21:42:25+00:00,L7,304.85,304.17,308.15,306.85,319.40,321.65,332.35,336.41,336.22,333.54,322.99,329.77,331.29,347.91,329.76,310.37
2001-09-11 21:42:38+00:00,L7,301.71,302.27,307.76,307.99,310.82,319.20,332.04,332.19,332.56,332.09,323.72,331.38,336.81,349.70,335.55,322.01
2001-09-27 21:42:05+00:00,L7,317.75,320.09,326.23,317.18,327.30,332.49,343.84,352.57,352.47,349.34,347.19,347.80,362.72,368.00,350.42,332.65
2001-10-13 21:41:51+00:00,L7,306.71,304.32,313.00,305.53,310.48,321.09,331.73,343.92,346.80,341.35,339.74,338.91,348.19,352.62,341.63,327.12
2001-10-29 21:41:57+00:00,L7,333.22,330.96,324.75,312.67,321.60,332.25,340.98,352.48,341.87,345.65,349.04,348.83,357.69,359.47,342.87,327.11
2002-01-17 21:42:52+00:00,L7,309.11,302.00,308.77,309.04,313.28,328.66,338.15,338.42,335.88,335.82,327.72,337.20,352.24,358.48,356.68,344.02
2002-02-18 21:42:30+00:00,L7,312.14,309.36,305.05,304.54,307.89,309.06,315.70,313.34,312.44,301.47,296.34,295.82,306.68,320.37,306.17,291.82
2002-09-14 21:41:31+00:00,L7,314.42,316.73,312.93,311.01,312.50,320.29,324.66,334.29,329.79,318.46,307.69,305.98,314.29,320.10,307.77,296.38
2002-09-30 21:41:47+00:00,L7,316.25,314.96,314.49,309.18,312.58,327.71,340.95,348.98,340.24,330.20,315.73,311.96,318.48,320.03,313.93,302.10
2002-11-01 21:41:30+00:00,L7,353.37,345.81,334.47,343.60,348.36,352.28,357.92,355.05,352.60,331.95,319.37,315.95,318.99,321.91,310.64,302.35
2002-11-17 21:42:06+00:00,L7,334.38,326.63,326.61,331.26,337.00,336.04,340.46,335.38,326.07,307.67,300.27,297.79,295.12,302.01,293.63,279.67
2003-01-20 21:42:09+00:00,L7,312.38,312.19,310.24,317.89,330.33,332.89,339.95,327.30,321.64,296.82,296.62,303.06,311.23,319.00,311.04,304.12
2003-02-05 21:42:41+00:00,L7,313.70,313.70,318.12,329.62,334.36,336.21,341.99,333.18,321.06,304.33,296.92,300.39,309.30,318.90,307.36,296.13
2003-02-21 21:42:20+00:00,L7,291.58,293.65,307.61,318.56,326.25,326.03,330.83,322.78,314.33,304.72,290.77,301.97,312.10,323.53,312.59,306.96
2003-04-10 21:42:49+00:00,L7,,,,,,,,184.76,185.45,,255.21,303.68,317.12,331.27,321.77,306.57
2003-04-26 21:42:25+00:00,L7,301.00,308.06,309.79,306.60,307.49,305.57,314.99,326.43,329.12,320.39,316.33,308.18,322.88,327.77,319.20,305.03
2003-05-12 21:42:48+00:00,L7,308.64,309.61,309.28,307.55,310.34,308.61,327.48,339.42,342.85,333.21,327.97,316.64,323.18,336.66,314.26,303.09
2003-05-28 21:42:46+00:00,L7,311.02,314.18,312.40,317.95,327.49,328.15,342.28,348.59,352.44,338.74,335.72,331.78,329.30,336.03,325.80,312.02
2003-07-15 21:42:14+00:00,L7,,310.35,300.50,307.02,311.14,312.63,319.64,324.38,324.48,310.21,307.95,302.68,,,309.36,300.28
2003-07-23 21:30:38+00:00,L5,332.56,322.41,314.69,311.41,324.92,330.32,334.90,342.95,340.87,334.28,324.55,321.41,323.38,330.40,311.39,297.97
2003-08-08 21:30:31+00:00,L5,303.95,302.36,307.21,299.60,304.70,323.82,326.76,341.81,334.53,330.31,325.27,326.41,331.68,323.91,313.18,298.27
2003-08-16 21:42:28+00:00,L7,,,276.67,280.37,291.75,292.95,302.32,303.07,304.92,291.85,286.01,275.10,300.25,,,283.69
2003-09-25 21:31:19+00:00,L5,304.22,303.05,312.44,310.86,328.17,345.11,358.66,354.53,352.74,336.68,324.95,333.79,334.78,347.59,329.05,309.84
2003-10-19 21:41:56+00:00,L7,313.04,310.45,314.66,317.05,326.67,337.15,346.35,,,348.12,340.35,334.27,332.36,339.80,326.45,310.90
2003-11-04 21:42:03+00:00,L7,312.03,,,314.23,331.25,337.39,344.30,347.58,348.69,341.69,340.20,335.18,338.43,345.48,,
2003-11-20 21:42:19+00:00,L7,,314.82,324.46,317.19,330.27,336.70,345.08,347.28,348.25,337.40,334.02,331.10,,,330.05,311.36
2003-11-28 21:32:34+00:00,L5,297.23,303.46,303.15,302.45,309.00,326.05,340.87,342.72,342.24,335.04,326.58,316.72,317.41,324.58,313.35,297.30
2003-12-06 21:42:22+00:00,L7,339.32,331.68,,,341.72,345.62,352.28,360.54,360.07,357.54,350.63,357.12,359.97,,,
2003-12-30 21:32:48+00:00,L5,336.79,336.83,340.84,339.19,338.77,339.59,344.89,345.30,347.88,341.48,345.76,,,,,
2004-01-23 21:43:06+00:00,L7,308.89,309.40,312.10,319.20,330.49,331.98,336.89,331.58,329.09,321.60,,328.30,335.50,346.82,333.51,313.18
2004-02-16 21:32:36+00:00,L5,318.11,317.29,321.07,331.63,337.16,335.59,345.59,350.30,345.90,336.75,339.61,,,,,
2004-02-24 21:43:09+00:00,L7,312.24,313.34,,,332.98,336.12,341.78,334.07,333.81,333.64,335.14,340.56,348.09,354.32,336.80,
2004-03-11 21:42:54+00:00,L7,291.80,289.35,,,302.79,303.51,314.66,313.22,316.49,305.81,301.40,309.71,318.32,328.85,,
2004-03-19 21:33:10+00:00,L5,299.70,294.94,303.03,304.78,312.23,321.35,331.88,337.11,333.18,328.99,326.91,333.83,342.84,348.92,341.92,330.43
2004-03-27 21:43:21+00:00,L7,314.98,313.08,316.39,317.23,332.76,,,349.82,346.77,338.96,349.52,349.76,351.35,363.15,346.32,339.55
2004-04-04 21:33:25+00:00,L5,333.77,329.17,325.75,323.42,328.33,328.03,336.44,342.57,345.52,339.75,325.81,325.86,330.99,343.15,332.41,310.04
2004-04-12 21:42:51+00:00,L7,322.40,317.72,318.75,316.28,320.47,327.99,333.60,342.83,340.64,339.40,,,333.55,345.65,328.17,309.77
2004-05-06 21:33:58+00:00,L5,288.89,290.75,284.79,293.31,299.15,302.49,316.21,325.69,326.51,326.35,315.62,328.25,330.48,342.95,329.57,312.64
2004-05-22 21:34:26+00:00,L5,,,,403.47,,,273.65,,,,,,,277.65,,
2004-05-30 21:42:48+00:00,L7,309.15,310.46,308.41,308.23,318.58,327.95,337.26,333.74,341.47,,,337.28,343.34,353.63,332.85,319.90
2004-06-07 21:35:18+00:00,L5,285.30,292.16,285.93,285.37,297.29,304.71,323.20,325.84,330.70,326.03,314.58,312.91,311.00,317.73,302.85,284.91
2004-06-15 21:42:41+00:00,L7,,,339.63,,344.43,353.92,358.76,359.58,361.04,357.62,350.81,353.42,355.28,353.71,341.18,
2004-06-23 21:35:46+00:00,L5,303.35,307.40,303.66,313.58,312.61,325.36,334.75,331.79,333.74,320.67,317.58,322.78,332.16,345.29,331.09,314.97
2004-07-25 21:36:14+00:00,L5,309.28,306.48,306.97,312.03,315.20,315.93,327.50,324.70,332.14,329.58,318.49,334.96,340.41,352.89,333.44,324.49
2004-08-02 21:42:52+00:00,L7,301.24,300.77,299.71,306.36,310.14,,,320.36,326.32,324.77,318.44,324.30,326.65,339.59,325.89,304.93
2004-08-10 21:36:56+00:00,L5,311.83,317.57,303.79,318.97,342.23,340.68,345.07,354.66,347.94,307.80,297.00,297.85,301.17,310.32,321.61,323.80
2004-09-03 21:42:23+00:00,L7,313.29,311.65,,,308.06,308.13,313.96,311.91,316.26,304.01,292.56,293.71,300.55,312.69,298.99,
2004-09-19 21:42:17+00:00,L7,300.33,301.91,308.10,306.77,308.99,310.19,,,314.14,304.07,291.79,289.53,300.04,316.09,302.08,286.34
2004-10-13 21:38:08+00:00,L5,333.56,337.86,331.52,330.94,330.63,330.97,343.05,341.67,340.70,328.15,325.64,323.41,316.16,329.58,317.82,302.47
2004-10-21 21:42:47+00:00,L7,330.33,334.01,330.20,330.99,334.66,,,345.19,342.34,334.27,319.46,317.28,320.60,328.09,313.06,300.87
2004-11-14 21:39:06+00:00,L5,295.37,311.53,314.96,318.20,326.01,328.97,339.04,323.65,320.88,312.01,302.95,303.60,312.54,322.87,319.46,307.13
2004-11-22 21:42:42+00:00,L7,324.77,318.41,329.86,,,349.66,363.56,362.43,356.54,347.21,340.58,341.90,350.04,357.02,350.06,335.24
2004-12-08 21:43:14+00:00,L7,348.18,342.02,343.99,340.12,344.56,,,372.15,369.16,352.69,345.50,342.42,348.13,352.31,341.55,325.76
2005-02-10 21:43:14+00:00,L7,,289.26,293.94,307.42,312.34,314.65,331.38,335.57,326.73,313.19,311.88,317.22,,345.87,336.24,325.72
2005-03-30 21:43:44+00:00,L7,288.42,289.52,295.35,300.55,296.61,,,308.50,303.65,301.41,307.93,310.23,322.26,335.50,327.38,318.76
2005-05-09 21:40:56+00:00,L5,313.40,312.92,314.34,316.68,312.84,314.39,319.31,322.38,324.46,314.86,306.41,311.08,322.01,337.82,328.16,308.74
2005-05-25 21:41:28+00:00,L5,309.58,308.64,315.03,313.60,312.34,319.38,325.70,328.37,327.87,318.70,321.40,317.52,335.01,345.46,329.58,314.25
2005-06-02 21:43:36+00:00,L7,,311.12,312.42,331.60,320.08,336.66,,,330.52,332.32,325.69,312.83,321.74,330.31,321.74,311.31
2005-06-10 21:41:36+00:00,L5,323.45,325.33,316.88,324.10,322.57,321.53,332.02,328.56,325.04,311.63,301.78,312.66,326.46,341.94,324.63,311.28
2005-06-26 21:41:16+00:00,L5,291.95,293.59,292.87,309.24,309.03,307.89,312.84,313.14,311.03,291.07,284.08,274.99,300.84,314.84,302.01,293.53
2005-07-12 21:41:23+00:00,L5,303.88,310.86,306.17,308.39,305.29,306.87,314.92,313.05,304.76,304.57,298.89,300.20,312.56,325.21,309.05,294.66
2005-07-20 21:43:05+00:00,L7,304.55,310.25,,320.75,315.58,323.80,338.46,342.41,331.49,328.53,314.93,310.38,319.38,328.88,,
2005-07-28 21:41:34+00:00,L5,310.48,310.84,309.58,310.24,310.25,313.83,333.99,329.41,335.50,323.71,315.01,318.63,324.53,340.72,308.13,294.98
2005-08-13 21:41:41+00:00,L5,290.34,306.44,315.64,328.18,329.52,335.10,342.04,337.92,317.40,308.42,293.99,299.53,313.03,327.48,322.43,302.80
2005-08-21 21:42:57+00:00,L7,,,,,307.18,316.50,318.42,318.11,312.52,302.26,296.61,300.11,311.39,,307.81,
2005-08-29 21:41:46+00:00,L5,299.98,316.07,315.99,320.63,327.20,339.81,362.06,351.47,337.79,328.85,317.13,325.93,327.09,334.50,313.28,304.84
2005-09-06 21:42:48+00:00,L7,288.19,,302.23,308.85,313.88,322.54,327.15,322.37,318.25,305.89,295.76,301.82,315.72,323.26,,297.52
2005-09-14 21:42:12+00:00,L5,303.40,302.01,312.18,325.56,333.33,341.56,348.06,355.39,341.46,333.49,325.07,320.82,335.65,339.37,324.96,310.92
2005-10-08 21:42:41+00:00,L7,289.27,299.75,278.25,289.15,,,302.72,305.87,300.07,292.18,283.54,289.06,294.84,304.01,291.18,273.54
2005-10-24 21:43:19+00:00,L7,297.51,,,314.23,315.04,330.43,328.15,335.43,326.58,313.63,309.85,299.55,314.88,323.60,,
2005-11-09 21:43:30+00:00,L7,310.28,312.42,,,323.36,329.71,334.76,334.05,327.71,319.62,314.78,309.28,326.39,330.84,,
2006-01-20 21:44:01+00:00,L5,319.91,318.86,329.95,323.68,332.02,326.05,318.72,312.31,309.41,311.65,310.61,314.92,326.37,331.91,327.08,311.66
2006-02-13 21:44:07+00:00,L7,309.72,,,316.48,314.88,327.91,325.94,321.72,310.11,303.75,292.17,300.62,321.06,328.54,,
2006-02-21 21:44:44+00:00,L5,302.92,304.07,308.43,301.95,304.59,310.64,319.35,320.86,308.04,298.36,296.32,309.74,321.94,332.37,318.52,313.59
2006-04-02 21:43:44+00:00,L7,283.49,291.37,296.26,293.15,299.08,303.39,,,296.65,285.78,286.55,288.05,298.38,311.90,302.37,289.59
2006-04-10 21:45:17+00:00,L5,313.83,321.28,332.60,328.61,327.75,332.66,346.36,338.11,325.26,315.01,313.64,322.94,328.47,335.83,332.81,316.07
2006-04-18 21:44:03+00:00,L7,300.98,304.44,309.68,306.88,321.81,327.75,337.98,326.40,321.18,303.55,,309.44,316.47,324.12,313.09,304.54
2006-04-26 21:45:32+00:00,L5,310.66,309.09,314.28,313.60,317.76,317.41,326.63,324.59,325.90,311.90,310.90,314.89,321.32,339.33,321.97,311.10
2006-05-20 21:44:08+00:00,L7,,308.75,303.22,306.94,318.05,311.89,317.85,321.40,322.72,304.82,302.40,303.39,,323.02,306.79,294.54
2006-06-05 21:43:42+00:00,L7,,309.48,308.24,,,316.49,326.72,324.37,323.49,309.22,307.62,302.32,317.45,328.98,313.90,
2006-06-13 21:46:37+00:00,L5,310.12,315.71,305.84,311.21,318.64,318.22,325.03,319.84,325.31,310.20,304.84,302.17,321.22,330.01,317.12,300.11
2006-06-29 21:46:28+00:00,L5,300.52,304.49,298.46,301.09,309.32,306.73,308.17,309.51,305.20,300.98,296.53,301.26,309.97,319.83,301.83,283.02
2006-07-23 21:43:47+00:00,L7,,306.50,299.57,302.98,298.59,303.71,317.30,325.04,311.04,302.87,298.77,301.36,,318.41,305.42,294.44
2006-09-01 21:47:43+00:00,L5,308.44,314.29,315.70,309.60,316.63,330.77,331.87,327.16,334.25,319.01,326.92,323.51,322.60,329.02,316.85,304.21
2006-09-17 21:47:31+00:00,L5,324.71,333.27,334.16,338.40,340.00,348.39,356.25,361.40,354.00,342.88,341.32,338.20,335.89,342.27,326.21,308.81
2006-09-25 21:43:32+00:00,L7,,303.79,297.78,313.07,328.73,334.06,335.28,327.38,333.59,342.86,336.53,335.95,,,311.31,293.47
2006-10-27 21:43:45+00:00,L7,,,308.29,306.99,313.08,321.97,331.97,334.02,335.58,327.99,318.14,324.79,325.24,,,305.49
2006-11-28 21:44:08+00:00,L7,342.60,337.90,338.35,338.72,339.08,,,356.42,358.28,344.37,334.33,337.48,336.81,346.76,334.47,313.15
2006-12-06 21:48:41+00:00,L5,279.84,272.98,260.83,268.69,268.84,271.21,279.42,292.45,291.65,273.48,265.53,268.57,271.36,281.05,259.39,248.73
2007-01-07 21:48:55+00:00,L5,345.69,333.50,306.59,331.84,338.34,327.82,336.51,332.54,328.27,313.95,308.82,308.62,319.71,332.95,321.67,311.60
2007-02-08 21:48:38+00:00,L5,286.95,291.88,288.86,299.89,293.59,303.18,319.98,325.09,318.01,301.20,301.74,307.11,312.21,321.85,311.83,305.39
2007-03-04 21:44:10+00:00,L7,,325.17,330.60,327.47,334.70,335.63,345.71,348.19,344.96,335.52,330.67,332.48,,,326.03,311.81
2007-03-20 21:44:12+00:00,L7,315.42,317.74,317.55,327.01,,,341.92,348.53,342.14,336.49,327.41,334.29,338.72,349.66,338.91,335.40
2007-06-08 21:44:20+00:00,L7,342.82,340.63,336.26,329.52,336.14,335.05,341.82,348.83,351.87,,335.66,335.96,342.58,348.88,329.23,309.74
2007-06-24 21:43:55+00:00,L7,326.09,321.34,314.97,319.89,332.10,330.65,335.95,332.88,330.12,,,320.72,325.90,341.93,326.85,310.12
2007-07-26 21:44:13+00:00,L7,336.25,332.76,322.21,336.48,336.92,348.62,347.91,354.24,,324.46,330.72,312.79,326.70,336.72,329.19,315.69
2007-09-12 21:43:53+00:00,L7,313.91,315.72,307.75,,313.12,315.51,325.21,321.58,326.97,319.00,316.54,318.75,326.26,337.34,311.09,
2007-09-28 21:43:49+00:00,L7,302.14,304.80,300.37,305.97,308.99,,,322.40,325.21,311.66,309.76,306.59,316.28,324.17,307.06,294.16
2007-10-30 21:44:02+00:00,L7,306.14,309.73,300.78,304.07,308.15,311.13,316.56,321.60,,309.63,303.29,305.70,309.39,324.57,303.94,282.15
2008-01-02 21:44:25+00:00,L7,311.39,310.98,319.69,328.90,337.38,343.13,357.40,,,340.20,337.09,340.06,346.83,361.26,353.86,342.27
2008-02-03 21:43:59+00:00,L7,316.18,318.50,325.59,330.75,336.31,338.65,,,332.18,319.87,317.64,316.05,332.97,350.58,336.52,323.89
2008-02-19 21:44:19+00:00,L7,318.07,317.61,313.31,321.62,326.79,321.90,327.13,326.17,320.52,313.26,312.66,,318.76,331.10,309.97,298.67
2008-06-10 21:43:27+00:00,L7,,,314.93,318.17,323.98,325.15,329.64,334.24,,,316.36,308.75,320.62,331.57,308.76,281.95
2008-07-12 21:43:29+00:00,L7,338.87,332.17,323.41,321.81,,,346.57,350.53,354.45,336.39,320.07,317.19,326.29,340.27,321.18,310.78
2008-09-14 21:42:35+00:00,L7,,,,,334.09,340.14,357.03,360.39,352.83,335.31,333.54,322.69,327.10,337.06,,315.72
2008-09-30 21:42:49+00:00,L7,294.02,296.19,,,307.17,313.43,327.57,323.62,326.57,316.85,310.73,310.55,319.56,330.12,319.79,
2009-01-04 21:43:18+00:00,L7,314.51,316.92,320.17,336.12,,,346.82,348.31,340.18,336.81,334.64,344.42,358.98,377.74,366.52,352.52
2009-02-05 21:43:52+00:00,L7,311.27,312.30,,319.45,333.64,337.37,346.61,347.73,349.27,341.73,342.78,353.33,361.33,372.55,,
2009-03-09 21:43:47+00:00,L7,311.48,309.07,315.27,315.81,329.95,339.27,345.69,351.08,343.45,338.31,333.98,,,374.90,364.30,351.24
2009-03-25 21:43:54+00:00,L7,312.31,314.50,319.36,312.25,324.83,,,349.00,343.30,337.00,333.25,336.91,347.10,363.41,344.98,331.66
2009-04-10 21:43:59+00:00,L7,301.77,302.96,308.27,303.52,,,324.95,327.66,326.29,314.71,310.64,305.30,318.70,336.15,324.31,310.22
2009-04-26 21:44:27+00:00,L7,291.80,294.69,294.31,299.04,304.69,,,331.00,331.41,319.62,321.55,326.81,333.99,337.66,325.59,313.69
2009-05-12 21:44:06+00:00,L7,283.60,296.02,290.82,294.54,304.05,306.04,311.78,303.58,,297.08,296.71,305.25,320.61,330.19,324.65,310.27
2009-05-28 21:44:07+00:00,L7,,,281.90,298.10,298.95,303.49,306.59,301.76,297.06,,,293.82,305.81,319.77,303.51,293.09
2009-09-01 21:44:14+00:00,L7,320.93,326.08,,,329.13,335.02,334.01,342.82,321.54,308.52,299.34,303.22,316.84,324.58,,
2009-09-17 21:43:49+00:00,L7,311.80,313.44,318.33,,,335.49,342.02,348.67,330.79,308.71,291.60,296.18,308.83,330.80,304.08,
2009-10-19 21:44:17+00:00,L7,312.97,309.48,295.24,304.58,312.64,318.32,,,309.04,294.66,287.38,281.61,292.73,302.64,286.98,276.80
2009-11-20 21:44:21+00:00,L7,331.65,309.03,,,338.11,339.97,344.03,347.88,327.11,314.31,303.87,302.38,299.20,305.82,,
2010-01-07 21:45:04+00:00,L7,367.27,,,360.62,353.79,356.79,355.02,360.51,346.09,337.55,325.67,330.13,324.06,,,308.65
2010-01-23 21:45:18+00:00,L7,342.10,,,337.24,338.56,348.61,346.07,338.89,328.06,311.59,309.54,309.94,316.87,329.33,,
2010-02-08 21:45:54+00:00,L7,338.77,339.11,343.77,349.62,354.70,362.47,365.25,357.39,,,318.46,317.74,327.04,344.69,334.90,323.24
2010-03-12 21:46:11+00:00,L7,,,322.48,329.48,330.65,333.84,344.26,341.81,331.11,319.18,303.01,315.48,325.96,,,312.54
2010-04-29 21:45:51+00:00,L7,320.80,316.66,321.08,319.90,336.46,,,350.60,343.14,331.69,322.56,323.85,325.22,329.20,310.88,304.51
2010-06-16 21:46:12+00:00,L7,,,293.32,,,312.89,311.12,313.79,307.65,296.06,281.40,277.63,295.59,312.98,297.77,289.88
2010-07-02 21:46:16+00:00,L7,,,293.16,304.95,310.27,309.88,326.41,323.30,311.75,299.08,288.54,295.77,302.89,,306.84,302.88
2010-07-18 21:46:17+00:00,L7,283.77,,299.82,307.18,312.03,314.90,326.26,320.41,312.51,287.91,286.58,280.47,298.28,,,286.20
2010-08-19 21:45:54+00:00,L7,,315.24,317.67,318.49,332.13,342.43,342.40,351.43,352.59,333.63,321.99,315.81,,,317.42,300.08
2010-09-04 21:45:57+00:00,L7,319.62,322.73,323.49,313.67,,,347.33,348.71,345.23,328.39,314.88,307.95,314.26,328.98,307.80,298.56
2010-09-20 21:46:21+00:00,L7,312.71,314.24,323.48,319.18,327.89,336.40,346.65,,349.00,334.40,325.37,318.03,318.11,330.15,319.84,308.47
2010-10-22 21:46:31+00:00,L7,313.08,313.63,308.13,313.87,326.31,328.98,337.51,328.45,324.34,305.80,,,318.58,322.08,310.60,299.32
2010-12-25 21:47:11+00:00,L7,293.55,294.76,288.13,294.65,,,326.45,321.82,313.41,298.91,294.91,286.53,296.89,308.29,295.91,279.30
2011-01-02 21:43:35+00:00,L5,318.52,318.53,324.34,323.07,335.25,352.30,362.26,352.05,347.52,330.19,322.17,323.32,318.90,329.59,318.40,311.73
2011-02-27 21:47:35+00:00,L7,319.68,317.76,333.82,336.58,347.63,355.23,,,331.54,320.71,312.13,313.00,323.15,343.06,330.52,313.52
2011-03-07 21:44:00+00:00,L5,303.43,303.74,310.69,309.84,327.74,331.32,336.31,331.27,319.04,302.31,296.29,303.02,310.72,323.02,312.94,306.04
2011-03-15 21:47:38+00:00,L7,325.14,331.47,339.29,346.08,354.90,362.34,367.77,363.10,,340.99,334.63,339.53,347.08,351.58,342.17,329.38
2011-04-16 21:47:16+00:00,L7,,,325.76,333.62,336.93,342.67,331.14,,,,,,,,,285.08
2011-05-18 21:47:38+00:00,L7,290.98,292.43,295.62,,,316.93,320.66,314.92,310.98,297.35,291.05,280.43,304.44,317.95,314.34,301.07
2011-06-19 21:47:38+00:00,L7,,,279.97,292.46,294.29,297.07,302.17,303.20,296.35,,288.08,283.39,301.60,314.56,297.10,292.38
2011-07-05 21:47:35+00:00,L7,282.69,284.39,,,287.80,288.68,292.66,285.24,295.02,280.14,280.41,260.97,296.39,306.77,295.70,
2011-08-22 21:47:28+00:00,L7,,,314.80,310.31,321.10,322.15,331.63,325.47,326.04,305.83,301.21,288.30,311.09,,305.67,295.39
2011-09-07 21:46:59+00:00,L7,345.15,,338.68,337.37,341.98,347.00,349.46,349.68,342.02,330.16,321.90,316.27,314.00,,,293.40
2011-10-25 21:47:02+00:00,L7,323.65,325.23,335.07,336.77,343.86,352.33,367.20,363.87,,337.99,334.64,333.61,335.33,341.28,333.85,311.75
2011-11-26 21:47:46+00:00,L7,295.69,295.77,292.24,,307.77,307.27,312.53,312.72,309.69,293.93,286.62,283.89,299.63,312.85,297.41,
2012-06-21 21:48:32+00:00,L7,,,301.97,309.73,316.10,320.20,328.98,,,305.31,299.43,287.79,296.99,314.08,301.97,292.56
2012-07-07 21:48:45+00:00,L7,,,,306.17,307.40,307.80,312.39,,,,272.59,260.08,281.37,,,260.02
2012-08-24 21:48:53+00:00,L7,289.79,290.78,,,321.73,330.09,330.41,323.15,325.61,310.74,304.42,303.52,313.83,327.02,305.82,
2012-09-09 21:49:28+00:00,L7,303.40,299.42,306.44,315.13,324.43,,347.51,346.68,329.16,320.25,313.69,312.32,313.94,326.96,305.02,294.67
