dates,nzd0249-0000,nzd0249-0001,nzd0249-0002,nzd0249-0003,nzd0249-0004,nzd0249-0005,nzd0249-0006,nzd0249-0007,nzd0249-0008,nzd0249-0009,nzd0249-0010,nzd0249-0011,nzd0249-0012,nzd0249-0013,nzd0249-0014,nzd0249-0015,satname
1999-08-05 21:46:59+00:00,,,,,,310.31,319.93,328.59,332.13,324.30,318.09,318.30,328.36,330.59,311.40,295.19,L7
1999-08-21 21:46:56+00:00,307.25,307.08,308.20,307.02,317.55,321.53,328.94,330.96,335.98,328.33,322.75,320.65,326.67,336.97,319.75,302.37,L7
1999-09-06 21:46:35+00:00,319.28,316.77,308.20,310.22,317.24,320.94,328.11,332.44,337.36,331.55,324.74,320.95,323.27,332.02,313.06,297.33,L7
1999-09-22 21:46:36+00:00,317.29,314.13,307.44,311.58,317.72,320.30,329.43,332.71,337.57,330.30,323.63,321.34,323.25,332.08,314.80,298.80,L7
1999-10-24 21:46:56+00:00,322.57,318.60,315.49,316.18,320.75,322.09,330.79,334.65,338.87,331.58,324.44,323.52,326.43,334.36,318.02,301.69,L7
2000-02-13 21:46:48+00:00,319.78,316.10,314.27,314.29,318.34,322.57,330.89,333.04,335.46,328.27,320.98,321.66,324.15,333.06,318.69,305.05,L7
2000-04-01 21:46:10+00:00,322.03,320.46,312.09,315.38,316.16,318.47,321.54,323.93,321.90,313.94,309.20,314.40,325.39,332.83,322.05,310.27,L7
2000-05-19 21:46:07+00:00,314.96,315.30,304.01,308.89,310.81,312.98,317.28,317.26,314.05,307.86,304.64,308.62,322.15,331.18,320.01,310.26,L7
2000-08-07 21:44:45+00:00,308.78,310.65,303.20,306.53,307.73,310.64,316.52,318.33,317.59,308.74,304.26,308.30,322.97,333.86,321.79,310.67,L7
2000-10-26 21:43:58+00:00,304.56,308.26,306.79,305.42,309.21,313.11,321.29,320.54,323.16,315.13,309.65,313.27,324.41,336.03,318.69,306.04,L7
2000-11-27 21:44:26+00:00,305.18,308.21,309.19,306.16,311.90,317.29,327.34,324.11,326.70,315.06,311.36,314.06,323.49,333.07,317.40,304.69,L7
2001-01-14 21:44:09+00:00,305.18,308.21,309.19,308.98,318.44,321.19,331.08,328.43,327.96,316.84,311.60,314.85,324.97,335.68,320.32,309.21,L7
2001-04-04 21:43:43+00:00,309.60,310.33,311.34,310.59,322.76,325.50,334.78,331.06,329.08,320.69,316.42,320.50,329.27,337.59,321.44,312.21,L7
2001-04-20 21:44:10+00:00,308.86,309.54,310.08,309.58,321.21,325.18,334.21,332.33,329.43,322.46,317.82,322.36,331.75,339.63,323.75,313.97,L7
2001-05-22 21:43:54+00:00,306.12,305.98,306.52,308.18,318.83,322.29,332.18,333.68,330.29,323.51,318.42,323.52,336.08,345.35,331.68,321.64,L7
2001-07-25 21:43:18+00:00,304.88,304.35,304.58,303.29,311.19,317.13,325.06,331.70,331.66,325.49,321.67,324.79,338.98,348.95,331.49,319.92,L7
2001-08-10 21:42:36+00:00,307.34,306.30,305.22,304.11,310.68,316.04,324.49,331.62,332.82,326.74,322.79,325.77,338.81,348.14,330.88,317.13,L7
2001-08-26 21:42:25+00:00,306.93,305.94,305.70,304.56,312.13,316.97,325.80,332.42,333.39,327.87,322.82,326.44,337.55,348.10,330.69,316.00,L7
2001-09-11 21:42:38+00:00,306.29,305.51,306.13,305.14,312.06,317.42,326.82,332.53,333.40,328.60,323.08,327.27,337.57,348.44,331.48,316.96,L7
2001-09-27 21:42:05+00:00,306.90,306.62,307.66,305.98,313.13,318.33,327.97,333.96,334.81,330.22,325.12,328.86,339.81,350.06,333.13,318.20,L7
2001-10-13 21:41:51+00:00,306.03,305.68,306.88,304.90,311.20,316.86,326.80,333.79,335.07,330.54,325.78,328.48,339.13,349.17,333.29,317.50,L7
2001-10-29 21:41:57+00:00,308.51,307.92,308.19,305.10,311.18,316.90,326.93,334.57,335.45,331.55,327.98,329.86,340.22,349.78,333.79,317.53,L7
2002-01-17 21:42:52+00:00,311.56,309.65,311.11,307.40,313.73,320.99,331.27,338.05,338.37,334.99,331.16,333.16,343.18,351.39,336.55,320.27,L7
2002-02-18 21:42:30+00:00,311.51,309.84,312.56,308.55,315.12,322.66,332.71,337.56,336.06,333.35,328.70,331.99,341.47,350.23,336.97,321.55,L7
2002-09-14 21:41:31+00:00,314.73,317.00,313.29,311.26,312.81,320.65,325.02,334.69,330.15,318.82,308.05,306.34,314.62,320.41,308.04,296.65,L7
2002-09-30 21:41:47+00:00,315.80,316.25,314.25,310.47,313.00,324.54,333.35,342.24,335.56,324.88,312.25,309.51,316.88,320.53,311.25,299.64,L7
2002-11-01 21:41:30+00:00,325.14,323.34,317.24,318.93,321.61,330.03,337.78,342.37,337.48,323.48,310.87,307.90,314.14,317.81,308.29,297.79,L7
2002-11-17 21:42:06+00:00,325.92,322.83,317.76,320.76,323.92,329.72,336.63,338.62,332.81,317.71,306.40,303.56,307.72,312.32,303.29,291.92,L7
2003-01-20 21:42:09+00:00,324.99,322.25,318.37,321.64,326.99,332.46,339.41,338.68,332.69,315.64,306.56,305.57,310.36,315.44,306.39,295.91,L7
2003-02-05 21:42:41+00:00,324.96,322.43,320.51,324.47,330.06,335.27,342.02,340.16,332.93,315.94,307.13,306.89,312.18,317.87,308.15,297.55,L7
2003-02-21 21:42:20+00:00,322.01,319.90,320.82,325.11,331.34,336.10,342.58,340.05,332.43,316.49,306.95,308.34,314.14,320.50,310.37,300.47,L7
2003-04-10 21:42:49+00:00,324.50,321.36,323.45,330.96,338.68,340.73,346.27,339.18,331.18,313.14,304.83,307.02,313.59,322.16,311.86,301.65,L7
2003-04-26 21:42:25+00:00,319.20,317.94,319.54,325.78,332.09,333.23,339.42,335.25,329.20,312.71,305.11,305.78,313.63,321.77,311.88,301.11,L7
2003-05-12 21:42:48+00:00,311.61,311.80,315.19,319.67,325.63,325.80,334.19,332.48,327.42,312.77,306.39,305.75,314.11,323.77,312.30,301.12,L7
2003-05-28 21:42:46+00:00,307.46,309.50,312.51,317.24,323.79,324.18,334.19,334.35,331.51,317.64,312.00,310.35,318.75,328.41,316.71,305.55,L7
2003-07-15 21:42:14+00:00,307.46,310.23,311.63,316.35,322.68,323.36,332.95,333.84,331.34,317.41,312.25,310.12,318.75,328.41,316.32,305.43,L7
2003-07-23 21:30:38+00:00,308.31,309.82,309.72,313.67,319.76,320.45,329.68,333.28,331.54,320.22,313.69,310.18,318.16,327.88,314.73,303.02,L5
2003-08-08 21:30:31+00:00,303.10,305.54,304.52,306.89,312.44,315.05,323.87,330.51,329.83,320.29,314.11,310.25,318.02,325.52,313.13,300.96,L5
2003-08-16 21:42:28+00:00,303.10,305.54,302.43,304.53,311.03,313.67,322.56,328.60,328.10,318.12,311.98,307.58,317.07,325.52,313.13,299.94,L7
2003-09-25 21:31:19+00:00,302.21,304.65,300.37,301.73,309.02,313.40,323.38,329.65,330.25,319.46,313.59,308.75,317.47,326.39,313.24,298.53,L5
2003-10-19 21:41:56+00:00,303.78,305.39,301.98,303.45,311.00,316.06,325.95,329.65,330.25,322.66,316.59,312.27,319.50,327.74,313.92,299.10,L7
2003-11-04 21:42:03+00:00,305.48,306.04,302.23,304.38,313.74,319.71,329.33,332.44,332.83,325.15,319.36,315.39,321.57,330.40,314.19,299.26,L7
2003-11-20 21:42:19+00:00,306.68,306.99,304.38,305.60,316.14,323.06,331.51,333.70,333.75,325.84,320.26,317.22,322.93,331.08,316.66,300.47,L7
2003-11-28 21:32:34+00:00,307.81,308.01,306.27,305.74,316.38,325.53,334.06,336.31,335.52,328.14,321.95,318.26,324.42,332.60,317.43,300.87,L5
2003-12-06 21:42:22+00:00,311.50,310.36,306.27,305.74,318.34,326.87,335.21,338.18,337.50,330.40,324.14,321.47,328.10,332.60,317.43,300.87,L7
2003-12-30 21:32:48+00:00,314.93,313.51,310.39,309.26,320.40,328.25,336.32,339.18,338.79,331.64,326.34,321.47,328.10,332.60,317.43,300.87,L5
2004-01-23 21:43:06+00:00,313.78,313.31,312.71,311.24,322.83,331.11,339.31,340.93,340.33,333.64,328.74,325.57,331.57,337.75,323.84,304.30,L7
2004-02-16 21:32:36+00:00,315.70,315.31,318.47,318.27,328.99,335.59,344.44,345.40,344.97,337.93,334.67,332.85,336.96,342.61,327.79,309.82,L5
2004-02-24 21:43:09+00:00,316.57,316.17,318.47,318.27,330.51,336.97,345.50,345.77,345.21,338.83,336.20,335.47,340.29,346.43,330.91,309.82,L7
2004-03-11 21:42:54+00:00,315.24,314.49,318.47,318.27,329.04,335.16,343.94,344.01,343.70,337.07,334.08,334.12,339.11,345.57,330.91,309.82,L7
2004-03-19 21:33:10+00:00,313.37,312.31,315.79,316.31,327.21,333.51,342.44,342.78,342.20,335.89,332.88,333.49,338.91,345.35,331.86,312.52,L5
2004-03-27 21:43:21+00:00,315.26,314.01,317.76,317.93,328.43,333.02,341.52,343.54,342.73,337.07,336.19,336.27,341.96,348.55,335.56,318.92,L7
2004-04-04 21:33:25+00:00,316.44,314.96,318.08,318.12,328.09,332.18,340.68,342.99,342.54,336.88,334.90,334.86,340.39,347.47,334.70,317.12,L5
2004-04-12 21:42:51+00:00,316.90,315.17,318.15,317.96,327.55,331.86,340.13,342.98,342.39,337.06,334.90,334.86,339.77,347.29,333.97,316.20,L7
