dates,sar1219-0000,sar1219-0001,sar1219-0002,sar1219-0003,satname
1984-09-20 09:30:28+00:00,238.7,,,378.08,L5
1986-11-04 09:25:25+00:00,216.76,235.32,,342.43,L5
1999-08-05 09:53:16+00:00,309.8,252.58,194.31,168.47,L7
1999-08-12 09:59:25+00:00,310.51,248.35,194.39,161.28,L7
1999-08-21 09:53:13+00:00,311.46,249.46,186.39,160.15,L7
1999-08-28 09:59:28+00:00,311.43,250.52,193.97,162.47,L7
1999-09-13 09:59:23+00:00,308.88,252.0,197.42,166.58,L7
1999-09-22 09:53:17+00:00,306.14,255.34,194.06,161.57,L7
1999-09-29 09:59:32+00:00,308.85,252.61,205.37,164.17,L7
1999-10-15 09:59:30+00:00,306.86,253.8,204.62,165.68,L7
1999-10-24 09:53:13+00:00,309.68,252.18,179.6,151.87,L7
1999-10-31 09:59:25+00:00,309.02,249.67,187.54,157.67,L7
1999-11-09 09:53:16+00:00,306.68,252.38,193.29,160.66,L7
1999-12-02 09:59:20+00:00,302.04,251.85,209.44,158.79,L7
1999-12-18 09:59:28+00:00,304.94,253.03,201.41,160.83,L7
2000-01-03 09:59:21+00:00,305.19,255.37,203.46,163.31,L7
2000-01-19 09:59:18+00:00,306.88,246.51,188.59,154.4,L7
2000-02-04 09:59:18+00:00,307.68,250.69,200.93,160.06,L7
2000-02-20 09:59:11+00:00,309.13,245.73,195.01,159.33,L7
2000-02-29 09:52:59+00:00,307.54,255.07,196.22,163.4,L7
2000-03-07 09:59:06+00:00,304.4,251.56,202.08,167.43,L7
2000-03-16 09:52:55+00:00,305.53,257.32,198.26,164.18,L7
2000-04-01 09:52:52+00:00,309.07,250.87,183.4,156.35,L7
2000-05-03 09:52:36+00:00,305.21,257.36,201.79,164.13,L7
2000-05-19 09:52:25+00:00,306.32,253.59,195.27,165.27,L7
2000-06-04 09:52:13+00:00,309.05,246.21,188.8,159.12,L7
2000-06-20 09:52:10+00:00,311.39,244.58,190.05,160.36,L7
2000-06-27 09:58:13+00:00,311.24,238.68,190.57,159.11,L7
2000-07-06 09:51:56+00:00,317.65,251.3,194.34,159.17,L7
2000-07-13 09:58:00+00:00,311.25,244.59,188.07,159.12,L7
2000-07-22 09:51:40+00:00,309.4,252.55,198.82,167.72,L7
2000-07-29 09:57:43+00:00,311.38,246.02,193.78,157.79,L7
2000-08-07 09:51:26+00:00,308.59,254.93,195.33,163.41,L7
2000-08-23 09:51:20+00:00,308.95,252.9,187.77,158.65,L7
2000-08-30 09:57:26+00:00,315.69,240.52,189.54,158.65,L7
2000-09-15 09:57:07+00:00,308.06,253.55,197.56,162.18,L7
2000-10-10 09:50:42+00:00,308.76,255.65,197.25,164.23,L7
2000-10-17 09:56:41+00:00,306.76,252.67,197.35,163.9,L7
2000-11-11 09:50:41+00:00,304.36,254.75,195.35,156.02,L7
2000-12-13 09:50:44+00:00,303.51,257.01,198.16,153.24,L7
2000-12-20 09:56:57+00:00,299.78,252.77,207.79,154.4,L7
2000-12-28 09:46:14+00:00,,260.63,,,L5
2001-01-05 09:56:57+00:00,309.9,239.09,169.43,142.84,L7
2001-01-14 09:50:50+00:00,305.81,255.67,193.07,151.8,L7
2001-01-21 09:57:03+00:00,307.93,254.05,192.94,156.71,L7
2001-02-06 09:56:56+00:00,306.45,251.16,207.58,156.59,L7
2001-02-22 09:56:55+00:00,306.75,246.36,189.0,153.99,L7
