dates,nzd0043-0000,nzd0043-0001,nzd0043-0002,nzd0043-0003,nzd0043-0004,nzd0043-0005,nzd0043-0006,nzd0043-0007,nzd0043-0008,nzd0043-0009,nzd0043-0010,nzd0043-0011,nzd0043-0012,nzd0043-0013,satname
1999-08-17 22:10:26+00:00,336.03,334.66,341.24,352.42,337.97,335.19,339.87,331.30,330.18,331.55,332.04,328.39,314.33,323.98,L7
1999-08-26 22:04:21+00:00,343.92,336.07,345.37,351.38,341.72,337.89,339.50,335.81,331.65,334.05,338.73,326.29,316.97,321.47,L7
1999-09-27 22:04:25+00:00,352.20,349.11,353.85,355.45,340.16,338.70,342.54,338.96,343.59,346.70,345.27,335.74,313.75,331.59,L7
1999-11-14 22:04:18+00:00,342.83,337.59,341.39,347.09,335.24,335.23,341.75,334.96,335.18,340.98,346.29,336.77,317.20,327.10,L7
2000-02-09 22:10:19+00:00,358.59,350.46,352.65,358.31,345.48,343.82,349.91,347.42,348.44,356.73,362.22,356.63,347.29,349.33,L7
2000-04-13 22:09:54+00:00,359.18,350.27,353.29,363.29,352.79,352.70,360.89,351.88,349.19,352.39,359.45,,,346.07,L7
2000-04-29 22:09:53+00:00,365.54,351.04,357.17,366.23,355.58,353.66,361.82,356.81,356.56,362.56,367.33,357.54,353.65,352.76,L7
2000-05-24 22:03:22+00:00,333.30,329.32,344.31,351.75,342.49,340.39,343.69,343.25,344.27,351.99,353.01,342.30,332.76,339.98,L7
2000-07-11 22:02:53+00:00,315.87,310.22,315.92,324.62,315.48,317.13,322.29,316.86,321.11,322.21,317.08,299.21,,,L7
2000-08-03 22:08:44+00:00,348.26,339.18,350.71,350.05,341.04,340.66,338.43,333.27,335.58,339.84,335.52,318.61,307.50,340.93,L7
2000-08-12 22:02:30+00:00,329.05,321.49,341.28,345.42,329.57,330.80,330.36,323.56,322.96,325.17,323.63,321.17,297.10,325.75,L7
2000-08-19 22:08:38+00:00,342.02,331.36,338.73,344.19,332.34,328.74,329.52,323.51,323.57,329.59,329.12,311.23,289.64,320.78,L7
2000-09-04 22:08:22+00:00,334.74,322.49,342.67,352.56,326.02,320.93,322.26,318.88,321.57,324.56,326.49,320.49,302.60,312.57,L7
