,dates,nzd0429-0000,nzd0429-0001,nzd0429-0002,nzd0429-0003,nzd0429-0004,nzd0429-0005,nzd0429-0006,nzd0429-0007,nzd0429-0008,nzd0429-0009,nzd0429-0010,nzd0429-0011,nzd0429-0012,nzd0429-0013,nzd0429-0014,nzd0429-0015,nzd0429-0016,nzd0429-0017,nzd0429-0018,nzd0429-0019,nzd0429-0020,nzd0429-0021,nzd0429-0022,nzd0429-0023,nzd0429-0024,nzd0429-0025,nzd0429-0026,nzd0429-0027,nzd0429-0028,nzd0429-0029,nzd0429-0030,nzd0429-0031,nzd0429-0032,nzd0429-0033,nzd0429-0034,nzd0429-0035,nzd0429-0036,nzd0429-0037,nzd0429-0038,nzd0429-0039,nzd0429-0040,nzd0429-0041,nzd0429-0042,nzd0429-0043,nzd0429-0044,nzd0429-0045,nzd0429-0046,nzd0429-0047,nzd0429-0048,nzd0429-0049,nzd0429-0050,nzd0429-0051,nzd0429-0052,nzd0429-0053
0,1999-11-21 22:12:47+00:00,287.6117018435267,285.7702683621377,284.0987997653179,286.0148500226505,291.46011838107523,,288.55680986342395,277.3412480279169,268.4591856891664,,259.19903343006297,263.9619347445039,251.06409895604352,249.66614949301885,255.61019588067373,265.16163094704564,262.4503679814451,267.0269360540567,261.4052851272572,256.9836874960714,256.10297794719304,261.7206605131014,257.8138788405434,266.2916619617678,260.80839130228225,268.2340185147341,269.53919652076144,256.4331558351981,258.8324285465029,245.2508488434086,231.0344305245364,244.95693372326627,229.3168264610295,221.82519693811656,219.94719226195443,,220.59092036184896,222.69903187243779,216.26323024669284,214.97383379917676,226.0165377862487,233.1266900536847,248.82774755310635,255.95274619183704,247.35076595803272,231.54579530052027,216.19597525464562,216.73374291608246,211.29718436234566,203.69507028976113,204.64448215113953,193.18999354320908,177.75007884312998,191.4849303396949
1,1999-12-07 22:12:53+00:00,281.61178181313693,262.31239681331704,265.84626795788876,275.84953831360804,274.79928628876854,285.0334403961309,285.0075268213495,273.9366244058596,285.6301555295855,288.23583907254306,294.0592975593388,283.46718819935325,274.57231299306943,257.6829190889537,256.3697755527646,254.61766275374706,246.47916518693833,240.1642539825204,240.53093741243617,245.10507704076537,240.71251725009157,252.89527013019895,252.90369942483437,253.253801114326,243.36729890556072,254.80302078370573,255.97280533108295,255.44201790430563,247.5132748213291,248.21374632956068,230.92160755035624,222.58964747091042,223.79178633659112,216.54999125128126,225.48925511468764,213.19948427368297,215.48690933132866,213.09792964769696,216.97480672518088,203.7195692659803,205.93445313684677,207.9720209834585,224.66527233824735,226.57479427562274,222.0145718867928,217.7647442671962,210.42565683701983,205.98223443623172,,193.43622170408227,188.40162036757013,198.32962312235173,194.20196460916472,191.8219766740125
2,2000-01-08 22:12:49+00:00,250.23211417350984,265.06380378375786,285.70938680042445,292.3075429253863,283.773167834143,287.2172179085271,282.3293793188677,278.5134104847035,277.915264550321,280.0064705261314,286.79201825260986,276.80023243111305,271.6536498871665,270.7729469166409,261.70071830650284,263.9271657406371,260.4814268828319,258.3271381367561,254.3627884929147,249.87463267568197,246.10876886733786,242.70575361610292,241.80579083638395,246.29830725472533,243.2500023970796,246.49945292511666,246.1351960191865,250.49462475314613,247.92689592507668,236.14943756195342,220.63081940326467,227.67520165757617,209.91323217641656,223.73530793377918,221.51102637632613,226.04226675662986,217.0490694045416,213.98758684797477,203.9379205976008,200.71128981004364,205.57367722130817,214.11623939150144,228.2845811396582,238.63412444185417,239.80264745312252,231.67295928062353,219.3414562382402,214.38029829243413,207.60348108526188,201.30116841624073,192.59330646251712,196.20942384747028,,184.72553545728766
3,2000-02-09 22:12:43+00:00,,266.2642266091353,264.35193986670345,,272.35025127503997,268.7723158257536,252.56695592304717,250.51614622647875,260.2243354211847,267.4540381165443,270.99610997944933,270.85403256240625,265.64753415334366,265.9672989093845,268.93496620197016,268.80048170689156,263.37974264607163,260.08552511244426,252.17555023593914,249.82810784859268,245.3750912800813,200.28115871437137,,,198.87247011298027,,213.93771436291092,217.7760120531081,250.18093861190673,231.63933915154226,224.50560551952773,207.93393975335064,220.7904036420407,212.99288248546077,223.6984773046368,220.65875725222477,210.8239066602479,206.8719254805318,209.18843536057463,204.35616368336574,,,,,,,,195.76709577332295,187.2066175366464,199.19505948940684,201.90602477677464,,193.8504163515168,191.3541298530779
4,2000-04-13 22:12:18+00:00,277.5364264114591,308.1916749082476,288.0518925005269,275.3232658340763,281.90008334430695,280.14331406119675,270.57068963121463,273.00156415534224,,268.09823423128665,276.8449448199815,267.88948566796415,261.5512111362327,268.96436897105934,270.7758096878128,261.54202231665806,255.6478827226535,261.78505620563186,263.3218116100268,260.182079256224,262.8912600861164,,256.4979721581309,260.7200856945301,,257.04161640933336,253.0377554034146,264.5643089062655,262.8365818258535,267.7844299242093,261.1925083321119,,,,,230.48715134307963,230.81735578080148,221.16469055933808,209.8433352454223,201.73750683937942,199.35620369529911,198.11091202361547,207.60819794943035,216.50560322477327,207.7165715024791,204.9512675950685,201.42988869535313,195.33204032049912,204.89891800260216,189.72670629229373,193.57134405148042,184.41814651170318,164.81477540181152,
5,2000-05-31 22:11:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.37096251905834,,,,
6,2000-08-03 22:11:07+00:00,273.79769997198514,271.6101172161031,275.5263895887718,284.7513081270592,289.9614758591684,293.23891894993557,288.85043224130015,271.235865236014,269.7117013115952,267.38596916735185,267.5925761261089,270.27463213276974,262.74267789316866,262.30790607092916,258.78216535309105,260.57873043818086,256.7467723656918,254.2562971167487,245.86649255035496,240.02473078940798,244.75422109244244,239.33921969419146,243.9532301671869,247.95955734534957,250.25973300535196,,243.37055380968565,244.65135108783304,248.9293315321018,245.9490168510272,238.1853339917831,227.04304089809344,224.19005458019225,,,,,,182.26401322055312,172.03599784632408,179.27560064442002,179.3374024436817,,213.8181346586046,211.81962189258314,217.18337872463206,204.49747409225827,189.4214168644691,178.46998239494897,162.8275435432699,173.38827293338932,138.9081775339729,,135.05215298390382
7,2000-08-19 22:11:01+00:00,264.9850910775338,269.03484561420527,279.37740035159476,281.85461218376355,281.70392079558144,292.7218107563934,283.43105301068084,285.025512576126,277.21753052009086,280.63931931849373,288.6730655151169,278.4827536716009,272.84073062161536,274.32735359995297,272.73016331418233,260.67352659170473,261.22013292004965,252.32914545996022,250.08367094774042,248.80595721561903,247.89778564016453,249.77197067078788,255.03024821321475,256.02364836877075,252.8242972877799,249.8959632654572,241.6470418218761,240.17706454295734,236.09855311301297,,234.76378946160736,229.72714534928502,229.40423094624495,226.08963108465213,227.74904885924633,223.57451366667263,216.2281061232315,212.59119112064522,210.21491521493937,206.92939520025857,203.55370510537108,214.09757153463084,225.3999946903049,243.60016439626676,242.36338172247068,229.4255553123598,219.35899404810817,209.63020397602895,209.38603204321635,182.79886304604216,203.75983989640184,179.9364638244697,143.69371641344776,
8,2000-09-20 22:10:27+00:00,227.64627832710724,258.76081752392525,264.1405510796722,264.5057779299222,263.0715251549559,264.8006225152903,255.91951952936296,255.94674396434098,255.80057784725582,258.4373629196634,248.26751033978064,252.70137180898377,247.86455618292086,255.03685955838822,258.22020665659096,253.36120782633847,248.52646654451345,247.95525406440166,245.4398960801765,236.9195133480541,241.14528824934635,233.04963208053906,240.04886411619756,225.03044630191857,228.5445633445234,,227.27904449784987,225.3102753545605,226.5029247917662,223.8945495815585,203.6921786030717,,,,211.93014994804216,202.57544658886195,203.51766358979856,200.6783711240096,187.84486310063258,186.1555520732963,177.2305582160202,184.84633083659705,,207.64761098375536,197.85010483671093,190.4645634904071,188.2384106967123,186.45776747479624,185.34688224842955,172.390682598388,173.7793541575956,149.90006084060826,138.07580840430583,147.69185424757944
9,2000-11-07 22:10:17+00:00,,247.52930826885375,268.77624862488597,286.028124655659,289.5669998371168,293.88865962304357,288.6301111540604,285.69623966725635,286.3396885415159,287.83507957484653,288.781456105727,285.9327407509968,273.8087399219431,275.1651939153714,268.40923228649746,264.63177630314334,270.9283114288236,264.5605638480831,255.73473994843732,263.75555772784776,262.6852755485882,266.4606217507207,259.9858013513128,260.5360293118702,253.3662058760314,251.69971765104816,247.0573076684131,250.9230257141159,251.1639068520303,240.13492932718933,228.00148892438793,228.39254390003285,242.2326079353149,235.61407745935222,232.85152969461816,222.04577348027078,220.5663454322461,226.42336351761608,225.3767673853186,215.79815993079495,223.2065623549613,228.30587689458855,238.47015234848894,246.96150871167865,241.41119151753782,227.19161525387395,211.57698554977358,206.7672340962742,193.56921043813165,,191.36476693989798,191.0582643682122,185.8141382948386,183.2952411612674
