dates,nzd0380-0000,nzd0380-0001,nzd0380-0002,nzd0380-0003,nzd0380-0004,nzd0380-0005,nzd0380-0006,nzd0380-0007,nzd0380-0008,nzd0380-0009,nzd0380-0010,satname
1999-08-26 22:06:20+00:00,403.60,405.74,399.95,401.54,406.63,400.44,392.79,377.35,393.65,386.11,396.56,L7
1999-09-18 22:12:27+00:00,406.10,408.13,401.81,403.13,397.95,404.19,396.42,386.11,385.69,372.76,379.50,L7
1999-10-13 22:06:24+00:00,402.76,406.66,402.22,402.41,396.51,398.23,394.82,387.55,385.47,374.98,376.58,L7
1999-11-21 22:12:24+00:00,408.97,410.76,404.44,404.53,396.81,400.37,396.81,390.59,385.19,379.67,377.18,L7
1999-12-07 22:12:29+00:00,410.28,411.32,405.86,405.46,399.34,401.48,394.37,389.46,387.21,380.82,379.92,L7
2000-01-17 22:06:11+00:00,409.68,410.73,404.72,403.92,398.94,400.81,394.58,389.64,387.80,382.00,382.17,L7
2000-03-12 22:12:09+00:00,409.96,409.49,407.04,408.10,400.36,401.48,396.02,392.80,388.82,385.48,383.34,L7
2000-03-21 22:06:01+00:00,406.84,404.81,400.48,401.01,395.90,396.98,392.57,390.90,387.86,387.16,387.52,L7
2000-04-13 22:11:54+00:00,406.82,402.53,396.49,397.13,393.75,396.91,392.99,390.80,388.89,386.78,390.17,L7
2000-05-31 22:11:30+00:00,402.51,397.15,392.82,391.96,390.54,389.34,384.47,389.02,389.80,385.38,392.97,L7
2000-08-12 22:04:29+00:00,397.39,390.87,386.53,385.49,385.08,382.05,379.87,386.46,387.22,384.82,393.77,L7
2000-08-19 22:10:38+00:00,402.12,396.98,386.53,391.34,390.88,387.68,384.48,389.24,387.91,387.15,390.07,L7
2000-09-04 22:10:22+00:00,399.97,393.54,385.54,389.33,388.79,385.62,384.48,389.24,387.91,382.08,380.03,L7
2000-09-13 22:04:02+00:00,399.09,391.49,379.39,381.37,383.09,376.45,381.10,387.48,384.94,377.10,372.19,L7
2000-09-20 22:10:03+00:00,398.91,392.14,384.19,384.53,385.41,374.82,374.67,388.81,380.50,375.63,364.41,L7
2000-10-15 22:03:32+00:00,399.50,392.49,386.81,386.54,385.56,375.26,369.80,388.30,376.94,375.25,357.89,L7
2000-11-07 22:09:53+00:00,401.34,394.29,389.10,387.57,386.88,376.57,370.35,380.64,376.39,374.94,345.59,L7
2001-01-10 22:10:03+00:00,402.60,396.13,389.90,390.23,389.83,381.04,378.80,383.13,380.17,376.91,354.63,L7
2001-03-08 22:03:44+00:00,400.62,395.35,393.24,388.77,387.29,379.13,376.19,385.92,382.54,379.76,358.61,L7
2001-03-15 22:09:51+00:00,396.93,395.62,396.30,389.09,388.62,386.00,375.66,383.61,375.88,379.70,362.54,L7
2001-03-31 22:09:43+00:00,398.66,397.47,396.87,391.30,391.99,391.31,385.70,381.59,379.54,383.16,370.69,L7
2001-05-02 22:09:39+00:00,398.23,397.47,396.96,392.06,394.07,392.98,387.17,383.52,382.49,384.62,374.16,L7
2001-06-19 22:09:05+00:00,396.46,397.50,395.40,393.16,393.45,396.32,391.58,391.69,389.26,390.89,387.12,L7
2001-06-28 22:02:45+00:00,395.77,394.95,401.86,392.14,393.15,397.45,391.65,391.69,389.26,390.89,387.12,L7
2001-07-05 22:08:57+00:00,395.93,395.92,402.20,392.89,392.81,397.96,392.49,393.05,391.13,391.41,387.27,L7
2001-08-15 22:02:14+00:00,395.35,394.04,401.21,391.67,391.40,397.10,390.90,391.38,389.71,391.97,386.85,L7
2001-08-31 22:02:05+00:00,395.30,394.15,399.93,390.67,390.67,395.83,389.57,390.68,389.52,390.94,387.67,L7
2001-09-23 22:08:02+00:00,397.38,395.01,400.99,393.90,392.13,397.00,390.75,389.00,391.84,391.21,387.42,L7
2001-10-02 22:01:40+00:00,392.92,394.01,401.54,394.29,392.62,396.93,391.15,392.93,395.28,393.06,389.02,L7
2001-11-03 22:01:46+00:00,393.50,392.91,401.15,393.49,391.43,394.81,389.93,390.76,391.53,388.65,384.44,L7
2001-12-21 22:02:05+00:00,395.22,393.71,403.50,394.08,393.56,395.08,389.68,387.01,384.78,383.10,383.07,L7
2002-01-29 22:08:21+00:00,400.12,399.36,398.61,395.88,395.69,393.94,390.21,386.58,383.66,381.52,381.89,L7
2002-02-07 22:02:17+00:00,403.27,400.77,399.63,396.30,396.07,393.40,389.81,385.91,383.28,381.10,380.51,L7
2002-02-14 22:08:29+00:00,404.50,403.47,402.19,397.39,396.73,394.29,391.01,387.62,383.78,380.57,379.35,L7
2002-05-14 22:02:07+00:00,413.85,410.16,405.90,398.99,399.67,396.93,394.39,390.11,382.47,379.88,379.80,L7
2002-06-06 22:08:10+00:00,412.54,408.97,403.30,397.22,398.17,395.76,392.99,387.98,381.93,379.60,379.30,L7
2002-07-24 22:07:50+00:00,411.90,407.15,400.53,394.06,395.45,393.00,390.75,385.63,384.20,381.45,377.59,L7
2002-08-25 22:07:36+00:00,403.86,400.79,392.93,387.99,391.80,388.58,386.35,382.38,380.22,377.90,375.36,L7
2002-10-05 22:01:07+00:00,407.71,403.17,395.22,390.01,392.17,389.62,388.93,386.51,384.63,377.72,374.27,L7
2002-11-13 22:07:30+00:00,409.88,403.82,394.82,390.83,392.46,390.27,390.07,386.14,387.09,380.92,372.49,L7
2002-11-29 22:07:49+00:00,410.58,406.34,398.40,395.99,397.27,393.29,392.79,386.66,388.11,383.47,373.67,L7
2002-12-31 22:07:56+00:00,412.85,410.64,401.76,399.55,399.61,395.76,394.08,389.56,391.34,385.79,377.82,L7
2003-01-25 22:01:54+00:00,414.56,410.73,404.52,402.06,398.17,393.79,393.73,389.83,391.23,384.76,378.23,L7
2003-02-01 22:08:09+00:00,412.49,408.18,401.68,398.32,395.76,391.31,392.04,391.16,391.40,384.15,378.11,L7
2003-02-26 22:02:04+00:00,418.37,414.05,407.78,405.65,396.43,392.37,393.52,391.74,393.29,386.36,380.27,L7
2003-03-05 22:08:19+00:00,419.60,415.07,408.69,405.88,399.42,394.85,395.98,393.92,395.40,389.87,385.24,L7
2003-03-21 22:08:15+00:00,419.57,414.86,409.12,406.41,401.85,396.06,397.79,395.58,397.13,391.35,387.57,L7
2003-07-28 21:50:04+00:00,412.86,410.63,404.81,401.88,398.60,392.10,397.44,393.33,397.56,390.23,388.99,L5
