,dates,aus0030-0000,aus0030-0001,aus0030-0002,aus0030-0003,aus0030-0004,aus0030-0005,aus0030-0006,aus0030-0007,aus0030-0008,aus0030-0009,aus0030-0010,aus0030-0011,aus0030-0012,aus0030-0013,aus0030-0014,aus0030-0015,aus0030-0016,aus0030-0017,aus0030-0018,aus0030-0019,aus0030-0020,aus0030-0021,aus0030-0022,aus0030-0023,aus0030-0024,aus0030-0025,aus0030-0026,aus0030-0027,aus0030-0028,aus0030-0029,aus0030-0030,aus0030-0031,aus0030-0032,aus0030-0033,aus0030-0034,aus0030-0035,aus0030-0036,aus0030-0037,aus0030-0038,aus0030-0039,aus0030-0040,aus0030-0041,aus0030-0042,aus0030-0043,aus0030-0044,aus0030-0045,aus0030-0046,aus0030-0047,aus0030-0048,aus0030-0049,aus0030-0050,aus0030-0051,aus0030-0052,aus0030-0053,aus0030-0054,aus0030-0055,aus0030-0056,aus0030-0057,aus0030-0058,aus0030-0059,aus0030-0060,aus0030-0061,aus0030-0062,aus0030-0063,aus0030-0064,aus0030-0065,aus0030-0066,aus0030-0067,aus0030-0068,aus0030-0069,aus0030-0070,aus0030-0071,aus0030-0072,aus0030-0073,aus0030-0074,aus0030-0075,aus0030-0076,aus0030-0077,aus0030-0078,aus0030-0079,aus0030-0080,aus0030-0081,aus0030-0082,aus0030-0083,aus0030-0084,aus0030-0085,aus0030-0086,aus0030-0087,aus0030-0088,aus0030-0089,aus0030-0090,aus0030-0091,aus0030-0092,aus0030-0093,aus0030-0094,aus0030-0095,aus0030-0096,aus0030-0097,aus0030-0098,aus0030-0099,aus0030-0100,aus0030-0101,aus0030-0102,aus0030-0103,aus0030-0104,aus0030-0105,aus0030-0106,aus0030-0107,aus0030-0108,aus0030-0109,aus0030-0110,aus0030-0111,aus0030-0112,aus0030-0113,aus0030-0114,aus0030-0115,aus0030-0116,aus0030-0117,aus0030-0118,aus0030-0119,aus0030-0120,aus0030-0121,aus0030-0122,aus0030-0123,aus0030-0124,aus0030-0125,aus0030-0126,aus0030-0127,aus0030-0128,aus0030-0129,aus0030-0130,aus0030-0131,aus0030-0132,aus0030-0133,aus0030-0134,aus0030-0135,aus0030-0136,aus0030-0137,aus0030-0138
0,1987-05-22 23:06:08+00:00,,,,,137.287628545597,130.74045468714883,156.44181690468633,177.58821621901916,,,,,,,,341.82413128205417,319.8922346061411,,,,183.43214550632854,146.19922208870452,101.34012582188035,86.63255331030409,63.908148067997644,,,,337.8394598882619,114.00473454752574,173.43099606747865,,,307.75433441818876,,,,338.180709149168,,327.48626086897116,318.28366279686935,208.47757456583903,281.3123233783671,282.1937003800542,250.54911447438687,186.96695475821326,,,,,,,,,,,,,,,,,,184.62626047881824,182.98320348632848,188.635882795672,,,,,,331.0544527005281,,,,,,,,,,,,,,,,,,,,,,,,,288.5399950888588,262.90737971880657,257.51328653918284,248.52750340090284,240.12234799101503,215.93350914616076,170.26708111352423,,176.86185373125528,175.2888128602057,165.59968844879342,186.1787004699959,205.76862059894938,225.13385472873497,226.68335714178252,219.78924651436915,213.91205446488,203.7745319632702,203.29887200231633,210.4513939874927,213.61724111934075,214.84157133944709,215.8989554222647,215.70781040214572,213.88128909925365,207.8602334859237,185.30689350335265,203.24853399774221,213.30012944783113,221.67438534459475,217.58369535070935,221.41289684146807,211.20628262251014,209.63787705082697,201.81274959236168,196.60519653561545,195.44503669694313,193.6613376027675,180.97462739908246,182.15751989044315,187.52739272906302,193.29897303318234,195.00610053537858
1,1987-12-16 23:10:41+00:00,172.03768405056377,,,,141.54351098754083,126.92971164042558,149.58563707547853,157.87189836577767,,,,267.78539777994644,309.0843457576714,,,,,,,,210.32930165617654,153.67841124148907,121.68447413546171,104.51532243878628,80.08861232047424,,,,336.4181215198817,149.85522671855347,199.75582556735282,,,,,,,,,345.37249068927235,335.3710635685564,226.7188155442602,289.37412262857,299.2466637753053,277.26376654235423,171.96273236349543,,,,,,,,69.62137720781915,104.31039955227057,123.11974042176021,113.22316650313232,105.38764791227887,95.9069265668063,94.25536428874275,88.47146451158342,,,153.8506497620775,177.82465256311735,213.2034513433056,251.40412716786136,,,328.1858600775595,341.5248022798614,,,,,,,,,,,,,,,,,,,,,,,,,,313.6920758885951,280.5946845157959,272.1430022351805,266.748455460334,263.29889884020247,242.81338798736851,209.87850073949215,,209.847566699299,190.31918004687452,179.82322278098803,190.86529836200566,211.19788034652552,223.35642860376086,228.62796734801617,220.40901250356308,206.31712845587236,201.5584997164382,197.6977169663927,203.43008491795794,201.4919576000247,207.94970952954344,211.8049549240012,206.55922493073132,204.71278778440154,193.875048727476,191.47071827967287,204.30509704200244,208.4970167713992,212.6477487930847,212.2654136195715,214.71100046988863,212.13329331464382,199.3319026702332,199.5581649068552,189.73494127845106,188.52671048575982,175.42027570806596,174.28260146104566,172.23671146077945,181.32410834209517,183.97066784798164,178.35858011622489
2,1988-01-17 23:11:14+00:00,209.37841034669538,213.1819757568635,253.27375429378347,256.3138746269865,,,,,236.8607264367309,,,,,,,,,,,,,,,,,,,,,86.18983959085868,172.26879346594296,,,,,,,320.2105893132525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.2724784081983,235.68840802986136,227.09866604454663,221.07322934064024,227.9963496233533,229.95221533127832,220.3098191103462,228.16891483878186,231.4764417982155,225.13484958004398,218.38919281168663,207.90308117236626,207.05751255065684,224.02692592857625,219.3132705096042,228.52455744878216,233.94328516978396,228.5896477385271,226.27473973858184,221.70858140584647,208.42189622705516,211.24321004182997,198.42469854999777,187.63446395861044,183.10088380071983,190.09328676916624,202.18812769544246,197.126500761378,202.8964516158501
3,1988-03-05 23:11:57+00:00,213.17898287085205,243.28349320490838,237.83674852079048,220.62444239535603,,201.85153372902315,210.0668210047166,231.767861095607,266.844313764041,,,,,,,,,,329.3761725370586,304.0067227198788,276.3499755028877,229.7491110921176,178.48788126669308,152.29934810260843,115.0801138042271,96.19048645166828,,,309.51085461440226,116.09565044658596,178.92883451210955,153.3035029191461,167.82569462865862,305.2409320438485,,,,335.0445888495668,244.20490597404867,,,,,,,,,,,,,,,,,,,,,,,257.69574788324866,289.10595778458065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.4389987444022,271.4673739866006,249.0733823733311,255.68755676739127,280.4030454915386,267.10046720565674,208.57207846689764,215.18948066761834,222.31021699045777,241.06953331708047,246.33023334148876,234.14251695567782,222.73646045319825,216.58589257558762,214.18637696140846,217.90471044866405,225.0365277915011,230.64922878695756,227.42431344345465,218.83783002605188,220.60763160190467,215.2609713621174,201.4244004286372,218.81916653737068,218.40419889089543,225.09080748923674,227.99428950013044,228.00679930370063,212.23493207613666,220.4101051272194,206.7939206144778,212.97385948427,198.664183335911,204.5582555763439,200.62502988488305,195.42313561219723,189.25244694342732,196.36688069541086,193.44746753417004
4,1988-04-06 23:12:12+00:00,162.32055074211775,199.01410428730048,232.6231954067278,216.52497991914754,192.80702876094568,178.74438175953867,207.7000263927098,217.84580669082936,246.56195758496463,275.6470464485605,286.7661251673736,300.828715597874,303.98685737952417,307.7947175519098,310.4042311441855,334.0653611860843,,343.345681628282,296.602593046234,267.6447075020337,243.54894511300037,207.82398778890405,162.13882832188855,129.14012910043067,105.19476030499857,76.3517339720036,,,,91.44833783165494,168.71402788577672,130.82721523173427,156.61963097948257,287.2393158556797,,,,315.9354203780311,239.3221874074496,,,,,,,,,,,,,,,,,,,,,,,251.01377324815334,258.6352446249279,,,,241.7289339089425,255.69433210249443,275.06653573307227,304.28460668756355,,,,,,,,,,,,,,,,,,,,,,,,,,,331.57517095414937,300.40974624178546,289.5493552811856,291.3641970887666,288.1107360345608,268.76951675993155,247.272285967427,254.4669269060827,260.632573504729,241.2974368633256,179.46788105915397,175.66871537139482,207.60791588636792,214.74571415903006,220.9649815988352,206.66391530451926,205.073105903432,204.51095424534867,201.92405640558383,210.06922956455895,207.68406854198173,209.4565951150721,215.12527440014864,207.76499642354156,208.77538335278257,199.33233421869397,191.62966290638516,201.62254719568415,214.3359116276387,214.73981672845753,215.9108055462717,214.33716572285113,208.7171257435821,213.11434214860876,214.1628273700673,196.00884309302452,194.27594819555387,206.85256800574535,181.5419450025753,168.68129365170915,182.02129963519815,182.81928525775294,182.0193488323947
5,1988-04-22 23:12:17+00:00,135.66504140650497,139.59544163894037,217.81742976923476,217.80470288327916,204.50865737663213,190.39131208213087,197.43932787966713,215.49535114435307,231.15933250889208,,312.5077828448196,322.1890619410516,313.25927619786665,311.85724917125503,307.12222012836094,307.871358532316,317.3004890205425,325.89080437182304,289.372383827475,265.5189937828304,230.69173774594753,189.36657062190042,141.54514851037652,110.81626712248158,78.79083846824949,,,,321.87064736612245,128.63582336684829,182.74318657627907,,187.35808878276725,316.86813226851194,,,,,,334.6513882942142,317.9493645784001,,278.9376432312835,293.4223658942442,288.40170904381495,155.98036735389138,,,,,,,69.91508598656941,96.83410358532964,,,,,,,,157.77613716559853,,181.448648140783,193.5228790113078,215.39771872892177,231.45368350916328,252.39056129470362,280.03909583101176,306.66355233349304,,,,,,,,,,,,,,,,,,,,,,,,,,,309.6204742336828,271.6505809024486,274.42874914127617,274.129691711357,269.99299678312434,240.98074993454338,234.6848144037467,238.9987061744356,247.91671277835974,223.7257786641181,155.03576377962372,169.02762108766063,198.90663655181194,215.12467851426433,217.96319170523694,208.44809134290622,194.15534599473852,198.55165949467113,199.08257837823498,204.23065292664126,201.10640321300173,201.76902085069017,206.8716856178288,208.9408088707796,209.59164354690563,207.347698031665,187.82103430135686,198.6046917562375,208.63889255943184,216.13766615068235,214.19160632178097,212.57021048855717,211.745450064283,203.11512589493952,223.98763502056673,189.11532018857702,183.98400483097913,185.52111371885076,171.59866368276064,167.92343676789045,177.67742185701366,174.25985886605866,177.57073864886314
6,1988-05-08 23:12:26+00:00,127.51934708486183,119.80591897769554,100.0717985022838,214.70434049431788,200.6097606300924,192.0058622154539,204.9497602593005,222.3576179153605,240.3111426669197,255.99621077538671,334.2820823625995,343.9343141469485,330.3257785550141,330.61681686735136,333.7757784946957,331.0947176699722,328.01245578128925,324.17896747336755,289.05450738789807,261.15493291279375,229.79904121836194,168.89850474281627,140.51074263567153,107.76307391775347,76.9711122985907,,,,313.7458476019301,,,101.51143246253312,,,,79.98302431929821,100.04588116206693,,224.95256232794816,,,,,,,138.77552201949806,,,,,,,89.78756161078505,110.58550074549814,117.77090913387264,107.11006094287723,88.81778698907578,86.22021185620397,89.30228444453806,92.95689609174426,90.85745760073402,98.29629822503131,,181.84772391022855,194.0160661225453,195.56091452157406,226.73540973977848,241.19265985230524,248.18879077291575,298.8306227702669,,,,,,,,,,,,,,,,,,,,,,,,,,,324.61660325632664,274.7581540412924,272.3138309649918,271.7559123801956,266.68953584831576,246.57562875994466,237.08124895914418,242.0262230512445,248.22989080131606,221.3837333601618,158.355071422212,165.08888885807175,191.682130862595,208.5275782879895,212.32652573932964,197.22532324743418,195.5647077666714,196.41349566403417,192.76450593743613,198.1249157682363,201.16726344252228,205.94128221857218,198.25054168338744,204.2573749149515,205.04772030390444,203.3474501467819,174.70680417378838,192.77957883618228,204.48340956521923,204.80555924642783,210.4985531500386,207.71317061753606,204.88203465504233,199.6023505558371,208.99947262210938,185.98926950687766,173.27959040414999,179.75557457231332,172.79138970850767,170.54381925946979,177.62990954756714,182.3480361913019,177.2252793175233
7,1988-05-24 23:12:34+00:00,126.98900349487278,111.01154411399126,95.13951001808816,209.1836371331346,198.79318332215888,132.02774504281396,194.5723665572952,192.13066665441158,220.6162634612639,249.8278967392107,315.9241403295203,337.03471531498224,331.1844405747951,333.1962668149296,333.10278520934935,326.94955443536094,316.44487969331897,308.1395931450718,274.32796542975734,252.32243437458146,214.45143151932723,155.92509289510343,121.02370234663579,93.56977035023449,66.75853075623036,,,,331.28210909193353,,,,,,,,,,,345.20311925930815,332.9018821128518,,285.29584784521626,300.50872300512003,,,,,,,,,,71.93169607188244,89.93165701892465,94.15398539808591,76.04187322006464,67.55163092260355,,,68.44431975251193,83.58857418794109,,125.91840398403151,154.08801881728112,176.88736852580053,189.41823202688303,205.31013981098607,241.7654771242864,286.1292842394695,336.0566824833928,,,,,,,,,,,,,,,,,,,,,,,,,,313.64758059537195,264.569192515449,262.29728573757257,259.87189616641336,255.605379666114,236.81136320501855,230.45402235395807,227.57088140455198,228.76113561736193,204.93554022072524,168.71707292215962,176.6847094921236,187.4965627718609,207.96774022995072,208.5276368277488,199.20027956845692,192.8124884962404,190.8944881579163,194.24544024221973,193.21311760924596,196.02539052593062,200.55941850158416,205.61097065298787,209.39852342184668,209.81024026720604,205.64860746800787,178.9254783760092,192.6458217126155,204.40326408865766,212.7830942515009,209.84092798370386,211.9666607207556,202.67857204364284,200.80784486984092,199.81421856864586,185.6801246705823,174.95749888498744,176.9118907899615,178.34202178836102,175.56043556746064,180.3090426750352,185.32634638779305,183.21541053649412
8,1988-06-09 23:12:39+00:00,130.32432113420612,120.66823791536298,106.03376432941957,,,99.57722126260106,207.53121883689704,214.84542863036486,227.31800242494967,252.9942568747803,294.97125366524654,342.3344357636685,,,,,330.9530277501036,314.19021531083695,287.8022649510192,257.90184206133875,239.08452154809754,175.60041135767327,136.26582175215668,120.32321527939266,94.93360169480358,71.232280844218,,,322.0861879615514,136.6722584005284,185.7338759158695,177.35512732840925,,344.2443481263736,,,,,,337.39448783626284,332.9495086978074,,291.6116831541762,325.40583845286784,278.9258010630374,,,,,,,,,,100.86979197906774,89.58523350148283,94.43375769412299,95.25163470286007,92.62883592099337,96.22445038479472,104.52230084189472,111.43614144691327,,158.59616832688872,179.01817588957482,202.03429138528617,224.5648670346067,247.51170365569112,264.0871877843666,294.74855942302565,333.56931583693756,,,,,,,,,,,,,,,,,,,,,,,,,,329.2545335603254,291.7300113889578,273.2724242081288,272.21629733509724,274.7587836944329,255.1377406826477,231.5313762562285,228.16341658075027,238.95576386364715,221.96033184185632,173.88534723871078,173.09010915911946,192.66738022126958,210.80230130836438,216.7788950123255,205.81609031676896,185.20179475920852,186.21909139785583,189.28184198632732,199.33152182950712,205.05396818377676,202.5544593403582,207.24466596234177,210.5332408101944,209.61845856751137,199.0339262028514,188.1205461513971,195.6692837233716,203.59718881407798,212.07436551812665,213.50060156294617,218.2259167504873,208.0094085482483,206.1189155264952,198.85693100936385,187.38391323232767,175.52712728265954,178.98846863377182,171.8801357709085,173.84541633448953,180.5418828692952,186.85915526750608,181.26381232659588
9,1988-06-25 23:12:45+00:00,121.08999218986807,121.87565547277421,114.11783199561401,,,102.11166656767907,199.6429279514138,216.6657539904478,224.13601942297703,245.3227496265536,309.5161700739694,336.7296863586538,,,,,334.7192336377641,308.86459589586906,276.02485340685985,241.27797828872738,227.35125589610976,158.90901692635114,122.30872291993562,105.8555525567015,93.79089974080313,71.79916538444232,,,337.71510833740064,,214.51269461903792,181.3712815635846,188.89390850782493,331.3640221551347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.87524309898026,192.20539381148348,215.02895441050322,237.76524350098455,258.9780061878414,284.8840202811747,329.96866375714654,,,,,,,,,,,,,,,,,,,,,,,,,,311.7299655218416,283.8178170573354,264.68693808671105,264.7434017441542,262.94918831236714,242.12247837515406,224.82183012046022,216.25449443170913,224.62635434772645,213.3785750178314,179.98079893945953,182.150717294235,199.4480285917215,211.47969658486699,214.13337376829298,199.58005187506578,191.8052994701584,191.73021472632712,191.6166290831581,192.20689905975297,198.86215934263163,202.85646082114934,202.28502357114164,207.4186801460106,204.74226079972362,206.41634677417733,179.31078565002224,195.8856136728654,204.05822740389257,211.57706407346117,209.84718939612435,212.95601855580745,204.46632309825273,199.9019427592574,200.58798356271058,192.00818790863676,180.44195793882798,182.43479081361204,183.456915734983,175.91553959040897,178.1523372541159,185.01448993493887,178.2259607933258
