,dates,nzd0317-0000,nzd0317-0001,nzd0317-0002,nzd0317-0003,nzd0317-0004,nzd0317-0005,nzd0317-0006,nzd0317-0007,nzd0317-0008,nzd0317-0009,nzd0317-0010,nzd0317-0011,nzd0317-0012,nzd0317-0013
0,1999-08-26 22:05:56+00:00,176.61614465973992,170.80460222337257,170.84940105571798,169.61501983631013,172.28880877420255,171.566026754095,175.48463426332677,175.30188624881993,178.8312123817081,175.14727522533582,168.43773787333942,167.93931533331067,162.003018336323,163.34023913319686
1,1999-09-27 22:06:00+00:00,,,,,165.30658171070365,168.28417144589417,173.75531899824242,172.23395877598057,173.91746087569305,166.32105508040567,159.35952970453744,158.3858335517943,153.24733025939844,157.55728399368545
2,1999-10-13 22:06:00+00:00,191.74570659286627,177.60042925085412,170.59551074034175,164.40726986911972,171.2848748555383,170.05002411747955,173.47118380505532,182.8825823511304,185.67890074045528,180.57573997035058,164.25745958693494,162.08141990503347,154.72909354322638,154.66799688203488
3,1999-11-30 22:05:47+00:00,237.37137508285656,,195.2483992791802,199.26542762217662,203.38520055497116,191.24168485630383,189.62207490919582,196.86791649562508,197.1260145183349,191.47531389585887,177.43020479444075,161.64762886410725,,
4,1999-12-16 22:05:57+00:00,,221.70921330087486,222.94615527473007,219.0111104070337,210.3749571365196,208.8549981664931,208.63916614084195,219.3317723609241,214.49236868166304,209.41480972363266,200.92256271700785,180.44312475499405,,
5,2000-02-18 22:05:41+00:00,171.37305730993126,165.43153165743445,159.8438413475521,162.0514892766194,164.31400925029513,169.89868728883715,164.5843108676657,169.22822230150337,170.14179757841765,163.8419166324892,161.01420657820674,158.0518667700303,151.5921519749699,149.87513718576832
6,2000-03-05 22:05:36+00:00,175.64985659215836,163.74180245838676,161.57590654425906,163.82791089922185,161.81905872376555,158.31707492718394,155.98685696668463,160.94701029810358,165.5808191536566,162.84790215277462,160.66256651758712,155.4871292210933,147.24001256390994,151.27537514982293
7,2000-03-21 22:05:37+00:00,175.7517851462586,163.0253386125462,160.61199122804223,159.94696135420347,162.216575459233,159.13186073888468,164.82587238511638,177.15109668915733,177.05900802671493,176.672182947981,165.63047233647077,165.6150939911069,168.88795761793253,160.7192964853619
8,2000-05-24 22:04:58+00:00,209.811114028122,203.56635438113682,194.14354854382432,195.19806996296458,192.73953780282994,192.45860559101334,194.46263644914978,200.97997502458338,199.31993551988504,195.46568110808093,178.70470309280853,169.6016421063619,180.17924571687513,176.91070790009366
9,2000-08-12 22:04:05+00:00,181.57153530714874,169.23059664121047,160.91752143178238,166.54528649286618,,,,,,,,,,
