,dates,aus0121-0000,aus0121-0001,aus0121-0002,aus0121-0003,aus0121-0004,aus0121-0005,aus0121-0006,aus0121-0007,aus0121-0008,aus0121-0009,aus0121-0010,aus0121-0011,aus0121-0012,aus0121-0013,aus0121-0014,aus0121-0015,aus0121-0016,aus0121-0017,aus0121-0018,aus0121-0019,aus0121-0020,aus0121-0021,aus0121-0022,aus0121-0023,aus0121-0024,aus0121-0025,aus0121-0026,aus0121-0027,aus0121-0028,aus0121-0029,aus0121-0030,aus0121-0031,aus0121-0032,aus0121-0033,aus0121-0034,aus0121-0035,aus0121-0036,aus0121-0037,aus0121-0038,aus0121-0039,aus0121-0040,aus0121-0041,aus0121-0042,aus0121-0043,aus0121-0044,aus0121-0045,aus0121-0046,aus0121-0047
0,1987-05-22 23:06:56+00:00,207.3117680760339,215.87655121004735,187.35859791818888,237.95267334150884,279.33183393773555,261.17363432494426,253.67118541191334,231.8013663341965,235.4304246903342,228.10595250687675,209.44859039945152,214.84134646386434,233.57238324264128,228.2568886221645,205.94966116546118,204.14129631831332,201.00485108090095,207.64123188918228,207.61329809403566,208.38868479788303,215.85049554574044,208.7767613968045,211.5869128111277,211.63062097954725,210.175210624915,211.89944389472328,216.15153891064472,227.01685060023001,231.55129990783098,236.17737873512965,242.9938713808841,243.30481634572894,240.1831836968248,247.08764560569358,231.4725185505842,221.6788109435235,199.38430711361724,202.13596547330684,202.4368505818514,197.87790671834043,196.61014254204213,195.7473940993897,193.9818396045709,223.82002107057417,207.46579864786415,216.08237424469667,203.8728528314198,201.6358126243734
1,1987-09-11 23:09:41+00:00,211.8681968740285,225.9403471759174,214.946662957753,202.0970056967756,266.7968126606104,264.14788687926,260.5251043713869,248.4888997544963,243.0772860065677,225.7171906276925,218.38952410131452,214.1456113599955,233.46219521728278,219.38014165628095,209.2560880251179,202.58276256962048,203.72420563185653,202.16271145625652,205.33343394371258,206.2843655400554,214.73649301012412,219.2714674599104,215.98095160287318,210.83810435541523,207.86758720698398,213.74673454348294,222.9702231807832,226.47750749444032,226.43082904266618,226.64666929126946,224.8328956146973,225.3554274099783,224.46887694052458,235.91239604130553,227.22797433158593,212.8060997035611,186.22964295293104,188.98524483791812,193.39617033316966,196.2797092636174,194.45678152509214,191.06669614250825,198.53115218441798,227.14182907885424,203.83056846740104,202.80049061653364,191.55178958870968,202.59969913941117
2,1987-09-27 23:10:03+00:00,216.26108259382823,231.42306768557845,225.84123235532752,258.07622488499516,290.4677668433417,277.75360337515855,262.97511517815303,256.791344717063,240.60314728696767,232.2580414219642,223.82381525515098,219.8799056120809,235.97536067428126,222.0327159840284,207.6065198316616,205.28847580579782,204.3148512957771,206.7538753261899,208.59663852961074,213.0039341115456,217.83865511608326,221.65339285271995,222.63446235832203,222.92962840732676,223.7561821653463,232.96080692566125,242.22644765991237,247.89682864646434,246.56981385163823,246.4121147219104,242.03005539554982,235.21927134664963,232.44526428896182,234.15603868001043,244.21650605658422,231.18855589902518,202.71860380313228,194.3117413576877,196.80301005920663,196.17617126488346,202.7834622876565,190.98045035612054,208.77612647485898,232.15975681400693,213.38310459528162,216.2744168548963,206.42604436801918,203.45768977077282
3,1987-10-06 23:04:03+00:00,209.31774943202527,219.89250493386592,206.1963602297141,237.42246501710048,272.40091897889414,260.0367744748307,253.21404012936026,250.97536674370596,241.7596202613496,230.05712757434895,220.1744227278316,219.90770608117205,224.2791688506311,212.58315159286062,203.9013979880284,197.99887887665318,191.95178262360818,197.38736479239537,193.30013445606227,201.45127292567216,204.88444316666514,205.15347574745965,201.84449039500572,206.35335913024323,204.05456858010436,210.50182324223562,221.24952404068594,228.32006232538822,225.02211670059413,219.26922866003656,223.23499840285572,218.8460977089252,219.93453115152695,222.39494434558034,222.3551008851132,214.97860426025335,189.25517709639738,179.809407218417,185.78139575951548,180.1661267409705,189.84545495234053,177.82277094076136,187.00898625363402,220.4058647156902,200.6110615841535,201.30597897107316,190.36467960706383,193.04021258116606
4,1987-11-14 23:10:59+00:00,221.3103930721394,219.63888793303695,198.82043827529446,255.69488473028616,288.4010671381285,275.83570232920505,264.06932174921866,252.93228154236823,239.48970963928286,228.2328835012136,216.54129484906468,206.16043433042626,224.71897042023517,213.8240345739045,206.81469428326548,203.21006018927866,201.52343137673677,206.23362598748906,206.52624160576963,208.73595970682183,211.20194770240556,212.4364227065413,213.95026474472132,213.16325985834828,213.05186708677448,223.61248477698564,230.22404951631302,230.95883020957956,228.40610360355046,229.19132270815766,232.71253590618835,231.31991193779083,233.65433355237633,247.87407724183515,235.73008605520891,225.91440110601576,195.83336740817265,192.68295021567286,193.91631867448973,192.7136304401473,193.80687221277577,193.84635660646,209.9095741633487,239.8474651003723,207.90439431523265,217.65245312075757,205.88204509564633,211.99175647662224
5,1987-12-16 23:11:29+00:00,223.21624934434587,229.91869035180397,215.15062088763875,277.81366031038135,305.9992555452577,274.44219972047256,272.4840331771329,253.4769779342009,250.88959411960525,231.97479171973183,238.1434004845168,225.66447080868053,233.69633127401227,227.36785601238944,212.06219980605687,211.5389294120717,208.0940097742937,208.40553126247093,212.81704958178983,214.0279207876111,220.8521852090133,222.28436219768946,224.73537226455653,225.70985501259335,226.1203756246794,224.4714985385831,232.17345577924738,233.32013445677237,230.66213223523528,233.4389586575771,246.21015467472722,243.75553786272854,241.90427793530182,248.60552872337206,247.20080288463356,234.3196389253751,205.48145785730742,200.82162570581042,198.00714878616202,201.61171711778425,210.22949227423194,215.02178693557994,213.8732092533345,237.45695697038315,212.07763267729158,219.5809117986547,210.69771447277742,211.6984211834426
6,1988-01-17 23:12:02+00:00,191.14828712363052,200.13443504336362,,193.52235837944653,269.40022154481994,252.8003036688502,240.74131603324454,224.7669102650714,214.81615778901926,207.6376215186367,194.03475606099943,197.95579983975318,204.24806329175584,197.73562664362632,181.69910193835818,170.9840631680172,173.31841219309663,174.25586443552598,178.07072553664,176.5567885050109,184.01338706409203,185.57170297826238,181.34482268021634,181.11847555221152,185.8479573336033,189.71705195854938,184.04424919632862,183.72146861012226,190.4215124538003,199.24993776576997,213.01377713128943,223.70955531370151,213.6545532330897,215.59532232672245,200.55309008822846,184.15066141973335,,170.8542072004153,176.50385361918904,177.93815139476106,174.06042964165067,172.15064675356746,183.5932860506034,196.6829392020817,181.10102724209185,183.05242533973563,175.59208691170602,177.00970637382275
7,1988-02-18 23:12:35+00:00,185.5654562337308,193.09364298745382,,224.23592561108086,263.98729578213835,246.76302424905055,226.303721099662,221.11360080549727,209.72798828513896,198.32586518732887,191.53456943689736,190.69775502124003,204.44427702520983,187.83038792422195,179.5957442064627,172.8653987835989,170.21225586520137,173.44037411632073,174.48865481744872,181.0837431741714,187.56165345080097,182.2806909447467,178.90457884319693,181.34797696568774,174.4386792674361,180.00544871284623,185.43124132840433,186.07086771227264,194.45878533748152,200.50096760359708,209.07262865844496,214.9054085144126,215.79602406817918,218.47294530525443,198.35142778432737,173.65457908073205,,170.59702574144893,174.9164485512509,169.9344023277278,175.58117645518064,177.29939584736547,179.1639720087322,193.18900948486498,184.65848601881467,179.13255794231478,174.11591225742293,173.20837295075734
8,1988-04-22 23:13:04+00:00,181.24448212286882,164.0910996233388,194.82369585723444,244.84517189262596,277.2824708990053,240.45208180816815,234.96042312602793,235.81966868533192,227.34964727822012,210.19096352097336,201.24231572440698,184.0444714813756,206.77469852006107,200.56807624066522,199.64724322868318,185.31412923476665,170.3676968367211,184.1680445501434,184.24163286775078,181.0552066712486,192.3996193275343,191.84198994200602,186.26405022279783,185.20933640605963,179.11466306981822,203.30740446254953,207.75121385952474,214.29295085888782,221.09885672769562,211.9382216814501,217.59328584349478,220.5921913709559,226.35705848912306,233.54997939364802,209.46713629865715,210.79393072715436,210.07294704935163,206.26971851732816,201.55659849648026,191.9937377404577,195.536835583031,196.70117667570295,195.38379762631558,219.2836713195161,201.0798924451284,210.36547431779888,189.11725108747174,195.65147554851998
9,1988-05-08 23:13:14+00:00,179.33446027404497,146.12044074357783,194.40855230538472,255.335621678728,275.9954081056076,259.02049250070297,242.7939429562338,224.30885856316485,228.60865046439807,228.95478377090876,215.1942224521468,195.37746472900113,205.80876395160368,214.25417867046997,196.65778792495553,196.275102464557,202.9450918211514,185.12687741252398,191.41117305024815,184.7513052310972,212.15719705331577,191.65856065909566,207.4867354644191,176.93772052671147,204.17686925083552,212.32342309968567,216.37732468244394,225.34749330470663,232.8979005654324,216.8661358046321,249.21753027805164,241.04471800351536,243.48225978401615,237.73279948396095,223.88813512952711,216.11667224572446,215.20881905872662,228.3868154130019,226.85112502994946,215.05969194271665,208.45478834780693,205.93936771632707,205.91598498680224,220.84532429861594,211.92519797515064,219.4690053472675,211.63138280795886,211.404233242109
