,dates,aus0121-0000,aus0121-0001,aus0121-0002,aus0121-0003,aus0121-0004,aus0121-0005,aus0121-0006,aus0121-0007,aus0121-0008,aus0121-0009,aus0121-0010,aus0121-0011,aus0121-0012,aus0121-0013,aus0121-0014,aus0121-0015,aus0121-0016,aus0121-0017,aus0121-0018,aus0121-0019,aus0121-0020,aus0121-0021,aus0121-0022,aus0121-0023,aus0121-0024,aus0121-0025,aus0121-0026,aus0121-0027,aus0121-0028,aus0121-0029,aus0121-0030,aus0121-0031,aus0121-0032,aus0121-0033,aus0121-0034,aus0121-0035,aus0121-0036,aus0121-0037,aus0121-0038,aus0121-0039,aus0121-0040,aus0121-0041,aus0121-0042,aus0121-0043,aus0121-0044,aus0121-0045,aus0121-0046,aus0121-0047
0,1987-05-22 23:06:56+00:00,199.56397120790933,208.1287543419228,176.29031667801092,226.8843921013309,271.584037069611,252.56497113813919,247.21468802180954,224.75791463590144,228.38697299203915,221.0625008085817,202.40513870115646,207.79789476556928,227.11588585253747,221.21343692386944,199.98981742074997,198.18145257360212,194.54835369079714,200.59778019088722,201.15680070393185,201.34523309958797,208.80704384744539,201.73330969850943,204.54346111283263,203.88282411142268,203.13175892661994,204.85599219642822,208.40374204252015,219.97339890193496,224.50784820953592,229.1339270368346,235.95041968258903,236.26136464743388,233.13973199852975,240.63114821558977,222.86385536377912,215.2223135534197,193.42446336890603,195.67946808320303,195.39339888355633,191.42140932823662,191.07600192195315,189.7875503546785,186.93838790627584,216.0722242024496,201.00930125776034,208.3345773765721,196.82940113312475,195.17931523426958
1,1987-09-11 23:09:41+00:00,219.49711334495987,233.56926364684875,225.84511505908353,212.99545779810612,274.42572913154174,272.6244607358504,266.8825347638297,255.4242783644339,250.0126646165053,232.6525692376301,225.32490271125212,221.0809899699331,239.8196256097256,226.31552026621856,215.12448531044973,208.45115985495232,210.08163602429934,209.09809006619412,211.69086433615539,213.219744149993,221.67187162006172,226.206846069848,222.91633021281078,218.46702082634658,214.80296581692158,220.68211315342054,230.59913965171455,233.41288610437792,233.36620765260378,233.58204790120706,231.7682742246349,232.2908060199159,231.40425555046218,242.26982643374834,235.70454818817635,219.1635300960039,192.09804023826288,195.34267523036092,200.33154894310726,202.6371396560602,199.9060075757574,196.9350934278401,205.46653079435558,234.7707455497856,210.18799885984384,210.429407087465,198.48716819864728,208.95712953185398
2,1987-09-27 23:10:03+00:00,224.37677786279858,239.5387629545488,237.43508273957087,269.6700752692385,298.583462112312,286.7710425629034,269.73819456896166,264.16924950703606,247.98105207694073,239.63594621193727,231.20172004512403,227.25781040205396,242.7384400650899,229.41062077400147,213.84936234625417,211.5313183203904,211.07793068658572,214.13178011616296,215.35971792041937,220.38183890151865,225.21655990605632,229.031297642693,230.01236714829508,231.0453236762971,231.13408695531936,240.3387117156343,250.3421429288827,255.2747334364374,253.9477186416113,253.79001951188346,249.40796018552288,242.5971761366227,239.82316907893488,240.91911807081905,253.23394524432905,237.9516352898338,208.96144631772486,201.07482074849634,204.1809148491797,202.9392506556921,208.58038747977818,197.22329287071312,216.15403126483204,240.27545208297727,220.14618398609025,224.39011212386663,213.80394915799224,210.22076916158144
3,1987-10-06 23:04:03+00:00,221.36819301862778,231.94294852046843,223.41127963914624,254.63738442653263,284.45136256549665,273.42615623772235,263.256076451529,261.93031545879916,252.7145689764428,241.01207628944215,231.1293714429248,230.86265479626525,234.32120517279984,223.5381003079538,213.17096997772265,207.26845086634742,201.99381894577692,208.34231350748857,203.342170778231,212.40622164076535,215.83939188175833,216.10842446255285,212.79943911009892,218.40380271684575,215.00951729519755,221.4567719573288,233.29996762728845,239.27501104048142,235.97706541568732,230.22417737512976,234.18994711794892,229.8010464240184,230.88947986662015,232.43698066774908,235.74448264800486,225.0206405824221,198.52474908609162,189.85144354058573,196.73634447460867,190.20816306313924,198.4529146570566,187.0923429304556,197.96393496872722,232.4563083022927,210.65309790632224,213.35642255767567,201.31962832215703,203.0822489033348
4,1987-11-14 23:10:59+00:00,216.78361087699463,215.1121057378922,192.3536065679448,249.2280530229365,283.8742849429837,270.80594433459976,260.2970032532647,248.81702500132755,235.37445309824218,224.1176269601729,212.426038308024,202.04517778938558,220.94665192428118,209.70877803286382,203.33255413315413,199.72792003916732,197.75111288078278,202.11836944644838,202.75392310981564,204.62070316578115,207.08669116136488,208.3211661655006,209.83500820368064,208.63647766320352,208.9366105457338,219.49722823594496,225.69726732116825,226.84357366853888,224.29084706250978,225.07606616711698,228.59727936514767,227.20465539675016,229.53907701133565,244.10175874588117,230.70032806060362,222.14208261006178,192.3512272580613,188.91063171971888,189.80106213344905,188.94131194419333,190.57345635910093,190.36421645634866,205.79431762230803,235.32068290522753,204.13207581927867,213.1256709256128,201.76678855460565,208.21943798066826
5,1987-12-16 23:11:29+00:00,220.86637810154542,227.56881910900353,211.7936619693524,274.456701392095,303.6493843024573,271.8312316729165,270.52580714146586,251.34073134983686,248.7533475352412,229.83854513536778,236.00715390015276,223.5282242243165,231.73810523834524,225.2316094280254,210.25460654236423,209.73133614837906,206.13578373862669,206.26928467810689,210.8588235461228,211.89167420324705,218.71593862464925,220.14811561332542,222.5991256801925,223.3599837697929,223.98412904031537,222.33525195421905,229.82358453644693,231.18388787240832,228.52588565087123,231.30271207321306,244.07390809036318,241.6192912783645,239.76803135093778,246.64730268770504,244.58983483707752,232.36141288970808,203.67386459361478,198.8633996701434,195.87090220179797,199.65349108211723,208.55101281508877,213.2141936718873,211.73696266897045,235.1070857275827,210.11940664162455,217.23104055585426,208.56146788841338,209.74019514777558
6,1988-01-17 23:12:02+00:00,203.57878332317728,212.56493124291038,,211.28021009308475,281.83071774436667,266.61196611279104,251.10006286620018,236.06736135556844,226.1166088795163,218.93807260913374,205.33520715149646,209.25625093025022,214.60681012471147,209.03607773412335,191.2610220918557,180.5459833215147,183.67715902605227,185.556315526023,188.42947236959563,187.85723959550793,195.31383815458906,196.87215406875941,192.64527377071337,193.54897175175827,197.14840842410032,201.0175030490464,196.47474539587537,195.0219197006193,201.72196354429732,210.550388856267,224.31422822178646,235.01000640419855,224.95500432358673,225.95406915967808,214.3647525321693,194.50940825268898,,181.21295403337092,187.80430470968608,188.2968982277167,182.93935549846978,181.71256690706497,194.89373714110044,209.11343540162846,191.45977407504748,195.4829215392824,186.89253800220305,187.36845320677838
7,1988-02-18 23:12:35+00:00,206.42126802395066,213.94945477767368,,254.0299424542521,284.84310757235824,269.93614846040595,243.68356425817856,240.07342970569715,228.68781718533884,217.28569408752875,210.49439833709724,209.6575839214399,221.8241201837264,206.79021682442183,195.6386763527857,188.90833092992187,187.59209902371794,192.4002030165206,191.86849797596528,200.04357207437127,206.52148235100086,201.2405198449466,197.8644077433968,202.2037887559076,193.39850816763598,198.9652776130461,206.2870531186242,205.03069661247252,213.4186142376814,219.46079650379696,228.03245755864484,233.8652374146125,234.75585296837906,235.852788463771,221.52455199568277,191.0344222392486,,187.9768688999655,193.8762774514508,187.31424548624437,190.47818487676625,193.34232799368846,198.12380090893208,214.04482127508484,202.03832917733124,199.98836973253464,193.07574115762282,190.5882161092739
8,1988-04-22 23:13:04+00:00,174.98086446097076,157.82748196144075,185.8756706259515,235.89714666134302,271.01885323710724,233.4925066282814,229.74074174111288,230.12547081087914,221.65544940376734,204.49676564652057,195.5481178499542,178.35027360692283,201.55501713514602,194.87387836621244,194.8290757964539,180.49596180253738,165.14801545180606,178.47384667569062,179.02195148283573,175.36100879679583,186.70542145308153,186.14779206755324,180.56985234834505,178.94571874416158,173.42046519536544,197.61320658809674,201.4875961976267,208.59875298443504,215.40465885324284,206.24402380699732,211.899087969042,214.89799349650312,220.66286061467028,228.33029800873297,202.5075611187704,205.5742493422393,205.25477961712235,201.0500371324131,195.86240062202748,186.77405635554265,191.06282296738954,191.88300924347368,189.6895997518628,213.02005365761804,195.86021106021335,204.10185665590083,183.42305321301896,190.43179416360493
9,1988-05-08 23:13:14+00:00,168.59977512267224,135.3857555922051,179.07328780342368,240.00035717676695,265.2607229542349,247.09306455473327,233.84837199675653,214.55005388009874,218.84984578133196,219.19597908784266,205.4354177690807,185.61866004593503,196.86319299212641,204.49537398740387,188.40033780851496,188.01765234811643,193.99952086167414,175.36807272945788,182.4656020907709,174.9925005480311,202.39839237024967,181.89975597602955,197.727930781353,166.20303537533874,194.41806456776942,202.56461841661957,205.6426395310712,215.58868862164053,223.1390958823663,207.107331121566,239.45872559498554,231.28591332044925,233.72345510095005,228.78722852448368,211.96070718355742,207.1711012862472,206.95136894228605,219.44124445352463,217.09232034688335,206.1141209832394,200.7871560968264,197.6819175998865,196.15718030373614,210.1106391472432,202.97962701567337,208.73432019589478,201.87257812489275,202.45866228263174
