,dates,nzd0323-0000,nzd0323-0001,nzd0323-0002,nzd0323-0003,nzd0323-0004,nzd0323-0005,nzd0323-0006,nzd0323-0007,nzd0323-0008,nzd0323-0009,nzd0323-0010,nzd0323-0011,nzd0323-0012,nzd0323-0013,nzd0323-0014,nzd0323-0015,nzd0323-0016,nzd0323-0017,nzd0323-0018,nzd0323-0019,nzd0323-0020,nzd0323-0021,nzd0323-0022,nzd0323-0023,nzd0323-0024,nzd0323-0025,nzd0323-0026,nzd0323-0027,nzd0323-0028,nzd0323-0029,nzd0323-0030,nzd0323-0031,nzd0323-0032,nzd0323-0033,nzd0323-0034,nzd0323-0035,nzd0323-0036
0,1999-08-17 22:12:02+00:00,148.06138401844387,132.51684028082565,132.22051574224864,,,,,,,,,,,,,,,,123.30833652807226,123.85416764634317,123.65354123359134,117.6616679407424,122.49898757028129,112.55031055796636,112.0325327639519,103.07038873367225,105.15381579361457,96.19888193607811,,61.63649031154296,,80.0865649836069,77.87664109582049,,,,
1,1999-10-13 22:06:00+00:00,143.68009444939776,127.48751959847402,124.91012074734574,114.1259231212493,103.41726959867204,116.61912979920743,121.13942489439486,129.74932010631036,145.82029257803566,157.28391423343456,134.85827677501698,121.66851860719257,112.03470041533184,108.3128748397057,112.82188147779743,112.64714672630107,123.99869023034312,121.96010026330686,105.88601910768274,120.18874419611072,116.43732105071001,124.34006175086854,125.74562469039938,119.10128621549667,104.27271756661177,97.77304320710091,96.25039144251073,90.42943640866388,92.55095834554689,100.13619271059567,82.70970731098173,75.6282639509066,70.86658085108063,75.64298966871013,82.95690505911352,81.62976348077927,
2,1999-11-21 22:12:00+00:00,172.60565784948628,162.9862835687203,155.24838783144952,141.92074546552908,141.48908477238626,141.28127289540294,141.99583766056753,163.08328607607493,165.01049992927963,161.94691559410862,154.5851387889258,146.54791917073308,130.79214216502658,139.05762833931684,134.47699304005445,131.53336628723156,142.10642207685413,135.08851996655483,141.85609321285892,150.77420901283395,145.387600379801,142.77653318628248,136.25932462863923,131.59721053471685,124.43261609168229,129.1525159920459,125.54062968777576,118.82249039846677,118.93054100336492,116.68857872776968,102.53132876027072,99.48060152119722,89.74684384070915,96.19777223372867,117.18317114293674,113.33241360554116,116.10092825270053
3,1999-12-16 22:05:57+00:00,146.21029312559133,135.12676169846168,124.93849867951964,123.93954356556969,116.96653999570368,121.48212398229494,124.91095781374203,131.3926681418987,136.03905670999995,145.4889217901838,149.6687096450268,142.05950712956823,133.09439557649975,135.3542584568124,134.38778398438293,133.77593403041027,143.5567138012763,142.38620415153264,129.72740366509862,120.37097035707885,125.3214195622183,125.70933329603884,124.8820195507329,120.89506766406822,122.2956751865504,115.4577619371859,109.6998890895903,103.06567559656052,108.97260512140264,113.74894612469777,97.32464418219405,101.61337562266557,85.67012458599993,84.3659242372385,98.65965482046063,87.23805091644098,112.23824157067607
4,2000-04-13 22:11:30+00:00,147.21405756019988,133.65442189366465,123.59546043464023,,,,,,,,,,,,,,,,110.5175164604981,,123.81983290129894,121.32792100398393,120.07341622001839,117.31556032638971,114.00860953332683,113.15100197185056,112.20325866356355,107.5441530717851,116.27396829243902,125.89320931444506,,115.75119829574237,111.14145704269541,,,,
5,2000-05-15 22:11:18+00:00,147.16534850383056,139.1402679567341,140.84888818536248,126.35508721605692,115.96902647551372,120.26291171853134,119.94584305519705,125.51458242157462,123.49022256777003,,,115.28280521401608,107.05181301766213,101.202920610728,96.36088592975607,109.30138261892029,,157.30387650487793,135.9240435072696,122.27005335493759,119.1290614347778,109.50670934906802,107.39435555036293,100.78549257511041,100.47833886185538,99.90590927297136,102.44694923560992,100.91159566648486,112.5867769703735,114.09774706117283,105.44480685263112,113.53711284378794,108.51251176960241,107.33971978621359,,,
6,2000-08-12 22:04:05+00:00,144.8997111834752,133.95385297162974,132.3835861985124,,,,,,,,121.67752207300889,,,,,,,,114.86399537232637,123.4471513275937,126.46574712641325,114.20719487414674,107.95757685317209,105.96486243887367,106.07683802193634,108.60430917514992,107.52663825212689,108.04976487079135,87.23148535738105,95.7600424151456,96.50357381852942,97.88149380440355,100.04827959483252,,,,
7,2000-08-19 22:10:13+00:00,,,,,,,,,,,,,,,,,,87.91162787168064,,,111.62712766851301,120.25571865678576,120.89622272389275,112.99696792477111,116.06451609391826,108.30548593951131,106.29482853522839,99.625309606508,98.58856071474823,105.41214043841279,,105.47123844651246,104.2678594468584,,,,
8,2000-09-13 22:03:38+00:00,153.08926785257833,135.8425152182075,132.70278193160004,117.53069497868854,134.8446932675741,139.50706364493973,124.22724729542198,117.12783354314551,,,,,,,,108.86148439677544,,,,,122.0545808798452,120.86254760735514,126.62853338872304,112.9069417690873,111.16767352929816,113.4007309682207,105.59808535641142,94.86554096087914,88.32043281196017,85.13898983694833,98.48472447248332,98.66718521397313,87.40502809963925,72.48186912106226,86.9099407565415,,
9,2000-11-23 22:09:30+00:00,142.9150291122352,135.6076012549664,127.28427838278517,123.74153561804025,114.60897074574459,140.73081586736464,144.06852737318908,147.8248786343712,144.29103580712732,152.6026625284025,144.1802938477199,126.67803493834492,116.44501268814157,116.85146289540184,119.99484180147033,121.26808517101776,116.29838838530458,118.04523959571853,118.66977492430334,130.95531874427076,123.6894587303469,124.8450904916144,118.09940927592793,108.02500454830022,113.03455495949194,105.59101723551821,113.63477110322322,119.23450382968811,124.47024166481049,110.70361532058934,95.99519583328131,90.1427453253758,85.84119984260315,89.7533860435081,94.81174745486769,88.98808844062478,
