dates,satname,nzd0064-0000,nzd0064-0001,nzd0064-0002,nzd0064-0003,nzd0064-0004,nzd0064-0005,nzd0064-0006,nzd0064-0007,nzd0064-0008,nzd0064-0009,nzd0064-0010,nzd0064-0011
1999-08-26 22:04:44+00:00,L7,378.64,385.60,389.78,387.99,385.38,385.24,384.00,374.46,387.08,376.31,392.47,401.40
1999-09-27 22:04:48+00:00,L7,369.92,369.15,383.56,377.10,374.90,378.31,368.04,366.10,373.10,366.76,378.19,381.73
1999-11-14 22:04:42+00:00,L7,374.23,378.72,380.77,379.04,378.35,379.49,384.34,370.94,385.87,375.31,391.52,395.63
2000-01-01 22:04:13+00:00,L7,,387.32,390.36,385.49,388.83,382.28,380.69,370.35,384.91,386.37,399.39,407.90
2000-05-24 22:03:46+00:00,L7,378.67,383.49,389.22,385.60,385.40,390.84,380.90,377.68,388.33,374.02,392.63,397.29
2000-08-12 22:02:54+00:00,L7,389.54,391.60,391.70,389.24,391.06,394.30,391.00,381.34,393.74,387.43,400.07,406.05
2001-01-03 22:02:12+00:00,L7,376.07,382.57,387.56,386.42,384.95,387.84,372.82,372.69,385.24,377.51,396.07,397.83
2001-06-28 22:00:45+00:00,L7,,,400.00,391.81,396.03,395.78,390.36,385.37,394.03,393.77,407.48,403.24
2001-08-15 22:00:38+00:00,L7,,392.17,398.10,393.35,389.99,394.94,388.48,379.72,396.78,391.39,408.60,410.35
2001-08-31 22:00:05+00:00,L7,,,,,390.39,451.90,479.01,,,608.67,609.43,
2001-10-02 22:00:04+00:00,L7,375.48,368.70,372.95,368.59,363.87,366.36,359.82,354.11,375.41,,371.89,381.23
2001-12-05 21:59:55+00:00,L7,363.62,361.51,369.18,370.24,365.76,362.53,358.51,349.86,366.21,354.92,358.89,376.51
2001-12-21 22:00:29+00:00,L7,374.04,378.67,380.54,376.52,377.37,371.08,361.92,353.29,373.78,,,
2002-01-22 22:00:16+00:00,L7,385.21,384.20,389.27,383.27,383.68,386.17,378.62,374.43,385.59,379.07,395.90,392.76
2002-03-27 22:00:37+00:00,L7,377.59,377.01,379.69,377.38,375.23,375.74,371.54,362.15,381.04,374.45,381.62,384.36
2002-07-01 21:59:51+00:00,L7,373.26,380.82,392.44,382.78,386.10,378.81,373.93,371.64,383.50,378.19,393.42,393.93
2002-07-17 22:00:08+00:00,L7,400.62,393.02,396.49,390.71,395.72,396.66,392.43,391.69,401.97,397.20,409.92,411.82
2002-08-18 21:59:33+00:00,L7,405.07,393.52,395.50,391.66,391.55,393.74,388.76,382.08,398.33,392.57,407.69,409.49
2002-11-06 21:59:41+00:00,L7,346.18,346.01,356.57,356.01,352.73,359.59,354.64,349.28,360.07,356.28,,
2002-12-24 22:00:09+00:00,L7,368.17,375.61,375.02,375.51,378.53,374.41,369.00,367.82,377.65,326.18,,
2003-02-26 22:00:28+00:00,L7,417.29,376.11,374.51,385.11,393.24,376.08,,,,,,
2003-07-28 21:48:04+00:00,L5,373.18,380.02,384.09,375.95,374.99,375.48,371.77,359.41,374.68,368.12,382.34,382.34
2003-08-05 22:00:11+00:00,L7,395.61,393.41,397.01,390.51,387.25,391.71,386.45,379.66,394.85,392.69,406.27,403.71
2003-08-13 21:48:21+00:00,L5,372.64,373.43,377.84,377.60,376.98,371.63,376.83,363.46,378.19,369.88,373.11,377.79
2003-09-14 21:48:54+00:00,L5,372.72,372.29,373.82,372.98,374.75,371.89,373.53,365.25,377.27,373.35,371.20,384.04
2003-11-09 22:00:18+00:00,L7,369.46,375.03,375.51,371.80,375.05,371.75,371.85,365.85,380.67,376.29,383.75,389.13
2003-12-03 21:50:19+00:00,L5,,395.47,395.78,390.24,391.08,389.24,386.87,381.98,392.94,370.79,382.83,
2004-02-05 21:50:41+00:00,L5,379.36,375.91,379.22,378.64,377.06,377.89,380.09,370.68,382.91,379.56,385.76,393.09
2004-02-21 21:50:47+00:00,L5,366.70,367.66,373.66,369.90,368.81,364.22,364.62,356.57,368.08,357.17,360.00,374.18
2004-04-01 22:00:40+00:00,L7,388.45,390.02,392.65,388.84,387.82,390.65,389.16,383.17,394.46,391.24,403.88,408.75
2004-04-09 21:51:20+00:00,L5,377.33,384.21,391.95,389.49,388.93,385.82,383.01,,,,,
2004-04-17 22:00:57+00:00,L7,,,382.99,381.79,378.79,374.33,379.96,374.17,385.48,376.52,392.77,405.32
2004-05-03 22:00:35+00:00,L7,382.84,382.60,390.65,388.38,386.42,388.55,384.60,379.50,386.74,385.29,399.73,406.34
2004-06-20 22:00:50+00:00,L7,365.56,363.07,374.53,,,117.30,,,,,,
2004-07-06 22:00:48+00:00,L7,372.14,390.20,383.61,381.98,,,,,,,,
2004-07-22 22:00:20+00:00,L7,373.91,380.30,,,,,,,,383.56,392.59,390.48
2004-07-30 21:54:28+00:00,L5,387.63,388.92,391.09,389.77,398.96,397.19,390.87,383.83,395.35,389.93,407.71,413.45
2004-08-15 21:54:25+00:00,L5,380.06,382.67,382.45,381.31,379.54,373.63,371.14,363.76,377.51,369.28,378.55,387.75
2004-08-23 22:00:11+00:00,L7,388.29,387.47,393.78,390.64,386.53,391.68,384.31,380.62,397.34,390.10,405.23,407.19
2004-09-16 21:55:41+00:00,L5,373.84,374.25,378.97,381.42,381.08,376.79,378.97,365.79,379.22,374.42,378.95,388.86
2004-11-11 22:00:21+00:00,L7,373.38,373.58,375.19,375.89,375.89,371.59,370.36,359.85,380.68,,,
2004-11-19 21:56:31+00:00,L5,397.93,395.66,398.46,391.05,387.79,390.24,384.27,378.21,391.40,386.74,406.21,403.56
2004-11-27 22:00:30+00:00,L7,373.24,380.16,381.06,381.24,381.10,377.09,379.45,365.08,379.19,374.27,383.48,389.27
2004-12-13 22:01:00+00:00,L7,372.54,,,,370.14,371.39,368.35,356.79,372.03,364.08,372.88,381.67
2005-01-14 22:00:49+00:00,L7,375.69,,,377.01,379.63,372.10,370.15,362.93,377.23,365.31,371.42,379.70
2005-02-15 22:01:25+00:00,L7,382.08,379.24,384.36,383.23,384.99,383.72,383.58,373.79,383.47,380.78,396.14,404.62
2005-02-23 21:58:31+00:00,L5,375.54,374.15,382.95,377.61,379.45,385.93,373.21,373.08,383.76,369.96,386.25,391.44
2005-03-03 22:01:30+00:00,L7,375.29,380.72,384.60,379.83,382.31,375.70,375.50,369.04,381.80,371.64,391.40,395.85
2005-03-11 21:58:20+00:00,L5,371.79,368.64,367.30,376.53,380.46,373.35,371.49,368.24,378.03,369.49,372.09,384.42
2005-03-19 22:01:06+00:00,L7,380.96,383.15,388.47,387.72,383.80,386.83,378.19,372.65,384.48,376.05,392.59,394.71
2005-04-04 22:01:03+00:00,L7,388.09,387.51,391.90,389.45,388.73,392.04,384.43,378.51,389.02,380.90,394.52,405.83
2005-04-12 21:58:31+00:00,L5,372.45,380.20,382.95,381.40,380.64,376.54,378.88,363.29,375.51,368.60,375.11,384.32
2005-05-06 22:01:25+00:00,L7,,378.00,380.83,375.78,376.40,391.51,382.18,369.42,373.44,368.84,383.81,380.49
2005-05-22 22:01:24+00:00,L7,377.24,382.50,,,,,378.19,373.29,383.89,375.18,392.37,392.18
2005-05-30 21:58:51+00:00,L5,394.99,388.60,398.82,396.20,394.49,393.29,387.81,382.05,395.93,385.85,405.27,407.19
2005-06-07 22:01:19+00:00,L7,375.91,386.20,390.75,386.70,388.96,387.43,388.96,380.24,383.11,386.94,392.48,405.63
2005-07-09 22:00:50+00:00,L7,,,391.33,382.27,385.74,385.79,374.00,376.90,383.61,374.30,384.50,384.44
2005-07-17 21:59:11+00:00,L5,,386.66,390.48,385.94,383.51,391.20,385.94,381.50,403.98,388.05,409.53,412.19
2005-07-25 22:01:13+00:00,L7,361.22,371.65,,,,,,,,,,
2005-11-14 22:01:17+00:00,L7,380.59,384.73,386.32,384.10,384.09,381.74,383.78,370.53,385.22,379.61,395.90,406.26
2005-11-30 22:01:24+00:00,L7,379.13,386.58,390.27,388.20,385.02,389.32,374.34,372.91,391.41,383.70,397.33,404.20
2005-12-16 22:01:26+00:00,L7,,370.94,376.61,369.75,372.56,371.94,366.69,362.38,363.93,363.22,383.04,382.08
2006-01-01 22:01:10+00:00,L7,363.57,370.42,372.82,372.87,372.52,371.08,371.00,357.50,374.11,364.91,371.14,382.07
2006-02-10 22:01:51+00:00,L5,382.19,391.40,390.55,385.04,383.73,383.13,379.16,374.29,388.05,380.65,398.11,405.62
2006-03-14 22:02:55+00:00,L5,369.85,371.70,382.32,378.96,,429.08,,361.56,375.52,364.92,372.80,379.60
2006-04-07 22:01:27+00:00,L7,388.55,387.07,390.43,386.76,383.35,384.33,371.86,371.60,382.45,371.81,393.66,401.95
2006-05-09 22:01:52+00:00,L7,390.08,393.06,394.05,389.37,393.01,391.30,388.79,382.30,390.06,390.99,405.86,407.46
2006-05-17 22:03:57+00:00,L5,380.51,384.80,389.23,391.34,388.79,389.62,384.35,380.24,387.00,380.05,388.71,398.36
2006-06-10 22:01:49+00:00,L7,386.37,391.08,398.86,392.10,390.47,394.77,391.64,382.28,396.29,391.41,405.76,408.70
2006-06-26 22:01:20+00:00,L7,,,,,387.47,388.53,385.50,377.05,384.59,378.17,384.50,399.90
2006-07-28 22:01:06+00:00,L7,,379.75,385.15,385.12,383.11,377.32,379.76,367.40,380.75,375.60,383.89,392.45
2006-08-21 22:04:55+00:00,L5,386.21,386.76,393.92,392.03,386.15,390.43,386.91,383.46,400.11,388.19,406.39,411.79
2006-09-14 22:01:21+00:00,L7,,388.74,395.44,390.41,388.18,,,,,,,
2006-10-16 22:01:19+00:00,L7,411.16,,,408.11,390.25,392.55,387.30,380.90,397.98,390.89,406.55,414.84
2006-11-25 22:06:19+00:00,L5,311.74,,365.94,365.66,358.53,364.02,366.90,358.71,371.55,372.15,375.97,
2006-12-03 22:01:55+00:00,L7,,,384.76,381.49,375.53,377.97,370.04,368.43,383.17,371.11,388.29,397.88
