dates,nzd0064-0000,nzd0064-0001,nzd0064-0002,nzd0064-0003,nzd0064-0004,nzd0064-0005,nzd0064-0006,nzd0064-0007,nzd0064-0008,nzd0064-0009,nzd0064-0010,nzd0064-0011,satname
1999-08-26 22:04:44+00:00,380.46,386.60,390.96,388.94,386.07,386.29,385.05,375.64,388.26,377.56,394.47,403.07,L7
1999-09-27 22:04:48+00:00,387.74,378.95,395.09,386.43,381.66,388.63,378.36,377.63,384.63,379.01,397.79,398.06,L7
1999-11-14 22:04:42+00:00,380.41,382.12,384.77,382.28,380.69,383.07,387.92,374.94,389.87,379.56,398.32,401.30,L7
2000-01-01 22:04:13+00:00,,381.92,384.01,380.35,385.11,376.60,375.01,364.00,378.56,379.62,388.59,398.90,L7
2000-05-24 22:03:46+00:00,382.31,385.49,391.57,387.50,386.78,392.95,383.01,380.03,390.68,376.52,396.63,400.62,L7
2000-08-12 22:02:54+00:00,381.72,387.30,386.64,385.14,388.09,389.77,386.47,376.28,388.68,382.06,391.47,398.88,L7
2001-01-03 22:02:12+00:00,371.89,380.27,384.85,384.23,383.36,385.42,370.40,369.98,382.53,374.63,391.47,394.00,L7
2001-06-28 22:00:45+00:00,,,394.82,387.62,393.00,391.15,385.73,380.19,388.85,388.27,398.68,395.91,L7
2001-08-15 22:00:38+00:00,,383.47,387.86,385.06,383.99,385.78,379.32,369.48,386.54,380.51,391.20,395.85,L7
2001-08-31 22:00:05+00:00,,,,,387.98,,,,,,,,L7
2001-10-02 22:00:04+00:00,381.30,371.90,376.71,371.64,366.08,369.73,363.19,357.87,379.17,,378.29,386.56,L7
2001-12-05 21:59:55+00:00,377.62,369.21,378.24,377.57,371.07,370.64,366.62,358.92,375.27,364.55,374.29,389.34,L7
2001-12-21 22:00:29+00:00,377.68,380.67,382.89,378.42,378.75,373.19,364.03,355.64,376.13,,,,L7
2002-01-22 22:00:16+00:00,381.03,381.90,386.56,381.08,382.09,383.75,376.20,371.72,382.88,376.19,391.30,388.93,L7
2002-03-27 22:00:37+00:00,377.41,376.91,379.57,377.28,375.16,375.63,371.43,362.03,380.92,374.32,381.42,384.19,L7
2002-07-01 21:59:51+00:00,373.26,380.82,392.44,382.78,386.10,378.81,373.93,371.64,383.50,378.19,393.42,393.93,L7
2002-07-17 22:00:08+00:00,393.53,389.12,391.90,387.00,393.03,392.55,388.32,387.10,397.38,392.32,402.12,405.32,L7
2002-08-18 21:59:33+00:00,390.34,385.42,385.97,383.95,385.96,385.21,380.23,372.55,388.80,382.44,391.49,395.99,L7
2002-11-06 21:59:41+00:00,364.54,356.11,368.45,365.63,359.70,370.22,365.27,361.16,371.95,368.90,,,L7
2002-12-24 22:00:09+00:00,381.81,383.11,383.84,382.65,383.70,382.30,376.89,376.64,386.47,335.56,,,L7
2003-02-26 22:00:28+00:00,407.65,370.81,368.27,380.06,389.58,370.50,,,,,,,L7
2003-07-28 21:48:04+00:00,373.73,380.32,384.44,376.24,375.20,375.80,372.09,359.76,375.03,368.50,382.94,382.84,L5
2003-08-05 22:00:11+00:00,390.34,390.51,393.60,387.75,385.25,388.66,383.40,376.25,391.44,389.06,400.47,398.88,L7
2003-08-13 21:48:21+00:00,384.64,380.03,385.60,383.89,381.53,378.58,383.78,371.22,385.95,378.13,386.31,388.79,L5
2003-09-14 21:48:54+00:00,386.54,379.89,382.76,380.22,379.99,379.89,381.53,374.19,386.21,382.85,386.40,396.71,L5
2003-11-09 22:00:18+00:00,378.73,380.13,381.51,376.66,378.57,377.12,377.22,371.85,386.67,382.67,393.95,397.63,L7
2003-12-03 21:50:19+00:00,,389.57,388.84,384.62,387.01,383.03,380.66,375.04,386.00,363.42,371.03,,L5
2004-02-05 21:50:41+00:00,387.00,380.11,384.16,382.64,379.96,382.31,384.51,375.62,387.85,384.81,394.16,400.09,L5
2004-02-21 21:50:47+00:00,384.15,377.26,384.95,379.04,375.43,374.33,374.73,367.86,379.37,369.17,379.20,390.18,L5
2004-04-01 22:00:40+00:00,380.27,385.52,387.36,384.55,384.72,385.91,384.42,377.88,389.17,385.62,394.88,401.25,L7
2004-04-09 21:51:20+00:00,391.33,391.91,401.01,396.82,394.24,393.93,391.12,,,,,,L5
2004-04-17 22:00:57+00:00,,,381.23,380.36,377.76,372.75,378.38,372.41,383.72,374.64,389.77,402.82,L7
2004-05-03 22:00:35+00:00,379.20,380.60,388.30,386.48,385.04,386.44,382.49,377.15,384.39,382.79,395.73,403.01,L7
2004-06-20 22:00:50+00:00,375.92,368.77,381.24,,,,,,,,,,L7
2004-07-06 22:00:48+00:00,384.50,397.00,391.61,388.46,,,,,,,,,L7
2004-07-22 22:00:20+00:00,383.00,385.30,,,,,,,,389.81,402.59,398.81,L7
2004-07-30 21:54:28+00:00,381.99,385.82,387.44,386.82,396.82,393.93,387.61,380.18,391.70,386.06,401.51,408.28,L5
2004-08-15 21:54:25+00:00,382.61,384.07,384.10,382.64,380.51,375.10,372.61,365.41,379.16,371.03,381.35,390.08,L5
