,dates,nzd0238-0000,nzd0238-0001,nzd0238-0002,nzd0238-0003,nzd0238-0004,nzd0238-0005,nzd0238-0006,nzd0238-0007,nzd0238-0008,nzd0238-0009,nzd0238-0010,nzd0238-0011,nzd0238-0012,nzd0238-0013,nzd0238-0014,nzd0238-0015,nzd0238-0016,nzd0238-0017,nzd0238-0018,nzd0238-0019,nzd0238-0020,nzd0238-0021,nzd0238-0022,nzd0238-0023,nzd0238-0024,nzd0238-0025,nzd0238-0026,nzd0238-0027,nzd0238-0028,nzd0238-0029,nzd0238-0030,nzd0238-0031,nzd0238-0032,nzd0238-0033,nzd0238-0034,nzd0238-0035,nzd0238-0036,nzd0238-0037,nzd0238-0038,nzd0238-0039,nzd0238-0040,nzd0238-0041,nzd0238-0042,nzd0238-0043,nzd0238-0044,nzd0238-0045,nzd0238-0046,nzd0238-0047,nzd0238-0048,nzd0238-0049,nzd0238-0050,nzd0238-0051,nzd0238-0052,nzd0238-0053,nzd0238-0054,nzd0238-0055,nzd0238-0056,nzd0238-0057,nzd0238-0058,nzd0238-0059
0,1999-07-20 21:46:27+00:00,157.93956218556042,158.15950605095708,149.47785800469848,156.8169582136358,156.21247849841853,157.03060238689784,158.8969566786542,169.14050545050958,169.8363298524519,170.92712495557163,181.65322941059497,186.67127093514293,195.6351872643848,199.16078850854257,196.48189086163126,187.2357530232136,183.71327614988144,185.21422586946903,184.65214203905134,185.50986100156106,182.44594387233778,186.80107276551777,186.54845422438183,184.09129027620668,185.1317369464124,168.93839522509947,188.90916860598483,194.6069374502629,193.91735305213834,170.55926336603835,191.44004902210392,191.33586970439677,177.88229055545764,,,,163.68574134835887,170.27817493703537,174.73617088707024,171.0387097906736,155.70767336420442,138.72826375322524,,158.01119780763815,161.59231338367664,,184.88779808968337,177.6380805373401,169.67967606736312,166.6057101061787,167.6566801850954,178.91310832185968,162.7693816489261,154.2254940327618,,,149.91736892293952,154.18245691444562,156.65943970040345,153.24386512485893
1,1999-08-21 21:46:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1999-09-22 21:46:36+00:00,177.30769346712518,173.70526381253418,171.7799282998729,173.4888524326978,176.03260544963106,179.55917191521314,179.99662476428006,187.58898006121325,191.51390636724227,198.4448972834786,199.07986724131166,204.1811632636567,209.0658850108354,215.91863305798114,214.45473414730586,208.75509848391428,207.14418220624586,204.80716630227593,204.37090678009577,203.39781218249107,203.12988538979337,203.65476496418717,202.81789402041534,206.9018683386858,206.80287175193644,206.6841458011698,208.0321354911747,207.85394981837908,208.2242624425998,210.11799374272732,213.26968781952195,207.76949746394945,204.14087193166034,201.92893154227497,198.4425920446459,198.90983571200138,194.36453080520766,192.49566679278016,190.14955517125688,185.91082679520943,183.3831452969304,177.77850537691145,176.55214267485945,179.31201981279563,182.2119482905799,195.2170337978143,201.14860672697438,188.15971311033627,180.35573859936284,182.84495075509318,188.94864211819203,193.8900597361116,184.35076092712916,177.36467811229272,176.2473832429337,172.23477172677678,176.78850942937333,183.85714848270172,175.48729968999262,170.20870690850228
3,1999-09-29 21:52:52+00:00,175.93426584844565,168.62199696742772,163.52404374722244,165.30894327811177,170.939527162857,171.58075447220114,171.96074274569622,176.44755336652383,182.03563540921408,185.96975605743654,189.7300241186756,195.28235064782965,201.18676432916007,207.4579180866726,206.82757749422913,202.5002510681998,199.84146840010834,198.26916934320178,196.5799042751212,196.16089770442295,195.02215628679335,194.06225329461142,192.69054402159546,192.98503065005517,196.0622599532561,198.7488324519968,196.87917075303565,200.21646641844322,203.23052038213098,202.36104832143224,202.23237071193967,194.11100388196238,196.44132785119905,193.40724497553646,190.02847798257713,186.74837344844926,183.10347317082488,184.04907943568588,180.82668030418984,177.03346339126594,172.95685401834285,165.545263522509,156.83384567709172,156.8785675674124,158.51965661362365,176.6528066560486,188.25182270562385,176.40289409934934,168.42049707636352,167.89403430297253,177.95848105108192,182.97577045166793,169.66108551996905,158.73116585796006,164.871805713345,165.38005256081874,172.9933416850007,173.377877735303,167.1916693659273,162.9875580334282
4,1999-10-08 21:46:42+00:00,144.84086253624224,143.74348259886375,132.53262466102126,133.3351427746972,140.77055323584324,148.44985786135018,146.90596799057954,146.2632159305919,156.83959478711455,159.04362477260543,168.3395047520121,176.51680063706107,177.10111605356082,183.6192041073844,183.06050137890435,181.2077131022044,171.24318046187176,163.7434138241303,163.149041287023,166.02873771305713,161.38835231975753,155.97326162731844,160.00371308950392,168.04163688646705,167.86061196152093,174.9656213124632,181.75467952856582,182.9665917291599,182.14080460488424,185.5056609911726,181.47330111587965,173.6688683569718,175.10424810467197,173.56744925506496,175.08119173092007,164.4132900470754,160.301989428389,159.15151154928802,161.24122754828414,159.2768666456331,149.37479013135612,149.86897975012934,133.5516598825847,141.73035594261046,156.04393530553602,158.9305285482575,172.8192093012083,166.69203674609304,158.8363958165176,,,171.61097905122358,163.03070276406936,,,,150.14070875121052,156.74210705772674,157.9445286775508,157.2450893753002
5,1999-10-15 21:52:49+00:00,171.34477977467034,172.29095545066912,163.85424451693962,165.9186032677565,166.9741817458308,171.34257553921304,171.61226218146814,177.44125288190145,180.01533959437523,184.09715653017477,192.45315694463878,195.80002688985138,203.66946103227133,208.45042285660145,206.98235229606252,207.02590865660812,197.79695221332457,195.09103707235673,196.97209472605925,195.39301107079035,195.27889510894647,194.88904055158469,195.65244536072942,198.3033091922428,199.40335524446547,198.47453739965312,201.42887014804444,204.18683754058634,203.29425807017952,206.2618757083666,206.29577027432552,203.5835959820381,198.56856522356242,194.37307338223178,191.3894485584159,189.9201852792399,188.6840498729586,184.83765668804415,186.65073000292517,179.17721635395355,172.31403791956419,167.06204237356462,162.53595874844353,164.78180922052238,172.3366749688281,177.0098858336468,186.83340920609027,162.63815681910057,159.0528203421921,157.66983079561442,168.34857007272868,180.32654324470303,165.14141445210655,163.51004437113568,154.81331546416732,159.98802113549314,161.34456259441123,164.30318546598394,161.42276009698526,161.39111579278853
6,1999-10-24 21:46:32+00:00,170.45689069548226,164.15502193267724,160.4982276001163,163.40348726102428,165.6703532777537,158.43692214339058,169.38207999736306,173.52715107889972,177.59871866488373,181.09742232953892,190.31963803794883,194.71989118061197,198.49838883270567,203.72177858914728,203.5914999358547,197.85824900754847,197.51247125902168,197.90933089305508,194.7083934529428,194.6820668133263,192.9243025632038,192.1625508227744,190.5913034305879,194.3329217119153,197.461782099341,197.69028182502137,197.2726685718909,197.86587181326297,202.66223003764964,203.36084478662525,205.26673780045292,204.58051125320347,197.33873574095895,192.28986011819273,191.5069624537575,188.9704409439467,185.82353346255329,185.2623219729807,184.08119254188546,182.4154594241972,176.7839059952014,173.85856129861196,169.16318852057267,164.4837381890162,173.3073110559302,182.00366929255918,193.1662161268129,181.71766264573,177.25492656714897,180.373210442912,188.73840464001,194.60323726220938,182.35011673522396,176.20988835135887,170.98523469160284,170.46700969876468,175.4198500537877,181.63331421546079,171.5796349769754,170.91826496977603
7,2000-01-12 21:46:30+00:00,,,,,,,,,164.47528540214304,169.09087397949173,174.697538197496,184.55944117123607,177.0729848218265,189.63099653039512,189.54128886509773,187.71661194467876,185.28030500298902,180.47767396376872,180.33144258317162,179.4874685236665,180.47363345004163,179.67418287445216,179.80328196541717,178.55649102665552,175.14110107962085,181.17979412504906,187.13951508992142,192.02445032563236,189.28051170946708,190.45738206151555,184.56868711679886,,,,,,169.6211183471711,171.98661191582107,169.93354761644034,169.23680799349037,,,,,,,,,,,,,,,,,153.97668095058765,180.40987475400786,174.46133206598344,167.68762248787834
8,2000-02-04 21:52:37+00:00,165.10056204137496,157.17910099069212,153.46834350723373,159.71763204962411,162.81871591031876,160.55785109256442,164.67291021830584,168.94215147564807,171.6493502397817,176.47941428317213,182.6926319423747,186.2794868417174,188.26767515758604,194.9711051221304,192.70885378827643,193.70946056699475,190.27628041016501,189.02687351459952,191.12759175779922,185.64813927594344,185.83634749236077,186.72298356876115,187.8943506039191,188.60011927677797,190.69634839191397,187.7032421360124,191.13504443134536,192.7583632329671,194.7862493923139,195.7132761381332,195.21236567589577,193.82655177041062,189.7283957557823,188.06371059960992,183.67072874227733,180.7031723046498,176.86026274032668,175.70128545805892,172.03152174364354,168.8265588236278,163.54378210906523,158.817439687963,153.58238295263794,152.30771944457302,159.74042982382417,176.72992798326484,184.87881214067886,175.40509242537019,167.6706429574283,166.33678581572633,176.10632420708265,180.49390560769368,169.34564720467702,159.06716039882417,165.83450106690674,162.3523292490272,164.7450799619421,167.37551725678864,165.7036778529651,165.84906638390498
9,2000-02-20 21:52:29+00:00,158.6959748663139,155.13733124710424,150.73769871724073,147.3827833161698,151.18302523617797,156.03833639954533,160.7584977462931,165.80932690653663,167.92420411782786,172.12857109676827,178.8395824560099,182.46603055704594,186.47944385466383,195.4822160471998,190.59065514437037,186.97446226693495,186.11296124239828,185.58600522145773,183.64445745838717,176.71455748456015,177.1300089366788,181.04888461201858,184.27350378525836,185.6072736969487,183.58413507127062,186.08438683833634,186.08493831383737,189.05686780457881,191.36227055053348,193.40433696297114,195.77045749991262,190.31178999992505,187.94551089320856,183.36963709156606,182.8115100444714,179.7115877374108,178.22003953385462,173.64726760730315,166.92175796948524,166.27598572231943,160.46425516733805,153.82330205934392,148.53532147001098,142.119705663071,155.12619688889845,168.60093911935468,179.83114278000747,173.64026427191004,171.07184344883666,170.68293040709528,177.38314844380508,179.55610989993335,169.4420047992706,158.01413740237123,154.05693000189387,160.04204458847124,161.29347586583043,165.82526659715506,166.75477825447842,162.9204477639386
