,dates,mex0039-0000,mex0039-0001,mex0039-0002,mex0039-0003
0,1985-09-30 16:17:33+00:00,175.58240663102418,202.48924892971442,202.88039359793353,202.08691847992517
1,1986-01-20 16:15:42+00:00,193.2728188230935,220.97125208936117,225.08257724680246,236.73269341658283
2,1986-03-25 16:14:19+00:00,189.59494947446186,212.5530849846447,224.90613942083533,233.79128904437624
3,1986-04-10 16:13:58+00:00,181.82330481803555,204.00108559581773,213.74033063342344,220.4030835668806
4,1986-04-26 16:13:36+00:00,181.5947659456697,199.7928655860393,215.84525399315476,213.8841651265023
5,1986-05-05 16:07:11+00:00,186.64895378559194,209.8765564247271,209.07417220916204,209.22149815801842
6,1987-07-18 16:13:40+00:00,176.25032868342072,195.64216544645032,209.65067583166672,208.7168868925586
7,1987-08-03 16:14:08+00:00,175.76226471089134,191.79268648433785,197.9395599175784,201.76627640233647
8,1987-08-19 16:14:36+00:00,178.98715505970088,187.63865687409836,198.20704819184567,205.2729730700812
9,1987-09-20 16:15:25+00:00,177.5886450091918,198.1616605977038,208.42449070279645,209.9934707487682
10,1990-03-13 16:02:52+00:00,187.24219314059218,205.59855390464665,216.42520338298854,219.94903260773492
11,1990-04-21 16:08:41+00:00,182.91988499260847,204.73754421859687,214.1091330460396,222.48921976030937
12,1993-01-07 16:09:59+00:00,206.13175881050265,220.69883161332288,230.87580242519056,235.945037308496
13,1993-01-23 16:10:10+00:00,204.9217673004624,218.70866176449843,227.47144889197605,212.72587792486254
14,1993-02-08 16:10:21+00:00,203.89667162226527,228.14794120462625,225.99516757126668,228.96529290312697
15,1993-02-24 16:10:24+00:00,187.22589062514777,208.97029623914705,220.98029302679413,226.12610699627703
16,1993-03-12 16:10:37+00:00,201.4568046166805,209.79664145028508,211.48226427577563,221.65934040032576
17,1993-03-28 16:10:38+00:00,194.3777486525883,205.88046220521312,226.63762331399883,216.361834126634
18,1993-04-13 16:10:46+00:00,186.3424862579489,202.85535798231206,209.55562542189097,215.22100991668958
19,1993-05-31 16:10:59+00:00,194.8785366951735,211.26769780670077,218.96361528878467,220.3139364501941
20,1993-08-03 16:10:50+00:00,199.3402469234629,210.39997150202686,210.75948688763543,208.39229716016172
21,1993-09-04 16:10:48+00:00,192.18073261705467,206.03264333171796,218.9827537084613,212.82129637631397
22,1993-10-06 16:10:41+00:00,196.49857193685833,208.54807862412207,214.44747425395167,219.1977346441782
23,1993-11-07 16:10:28+00:00,198.0115996054191,214.5156538428311,225.78967155348292,230.98272995705398
24,1993-11-23 16:10:21+00:00,201.2768468645928,214.33673796173773,210.5496775379183,208.8585028641007
25,1993-12-09 16:10:17+00:00,197.84308607993123,210.58182582975667,228.50948766750173,232.3569146119581
26,1993-12-25 16:10:08+00:00,210.59624838439953,221.28414009848143,228.72333899150124,218.55806165655963
27,1994-01-10 16:09:54+00:00,193.75320371495468,218.46761684369628,217.7773834278451,230.22471306961666
28,1994-01-26 16:09:41+00:00,200.91239687496176,219.27033939072533,228.31435606441647,231.18123060785496
29,1994-02-11 16:09:32+00:00,207.27752261913335,203.18123890138517,218.72378210203894,220.99971689734417
30,1994-02-27 16:09:17+00:00,196.9292599225353,205.87261062772686,222.56936079307712,225.10018498433217
31,1994-03-15 16:09:03+00:00,208.06249654152276,212.00157252350832,224.33366283533675,219.25947381209897
32,1994-03-31 16:08:47+00:00,191.4321920408209,202.03979871602544,221.38100072497116,212.43520079625094
33,1994-04-16 16:08:29+00:00,200.22841236763094,202.50454579725505,220.40559212824692,218.0309375017086
34,1994-05-18 16:07:54+00:00,201.8551812395391,208.243173783104,217.829102563195,218.40026899650766
35,1994-05-27 16:01:34+00:00,211.9910724321606,210.80667804694832,215.03682382313656,220.34314856151124
36,1994-06-03 16:07:36+00:00,199.62079894903897,209.40367393550633,215.73829448635928,225.73179611177966
37,1994-06-28 16:00:52+00:00,212.59445984095507,219.9450911305443,225.43114691798772,221.97964370043485
38,1994-08-22 16:05:35+00:00,176.80836398136387,187.08761640674498,200.56301121151935,197.40419992026122
39,1994-09-23 16:04:45+00:00,199.06425808694834,206.2597055776773,219.17873104390534,219.6431878974369
