dates,nzd0411-0000,nzd0411-0001,nzd0411-0002,nzd0411-0003,nzd0411-0004,nzd0411-0005,nzd0411-0006,nzd0411-0007,nzd0411-0008,nzd0411-0009,nzd0411-0010,nzd0411-0011,nzd0411-0012,nzd0411-0013,nzd0411-0014,nzd0411-0015,nzd0411-0016,nzd0411-0017,nzd0411-0018,nzd0411-0019,nzd0411-0020,nzd0411-0021,nzd0411-0022,nzd0411-0023,nzd0411-0024,nzd0411-0025,nzd0411-0026,nzd0411-0027,nzd0411-0028,satname
2003-07-29 21:56:05+00:00,,334.70,322.12,333.50,339.91,345.05,345.72,343.29,341.60,337.35,336.68,,,,,,,,,,,,,,,,,,,L7
2003-08-30 21:55:58+00:00,328.03,344.15,327.75,354.02,,,311.46,,,,,,,,,,,,,,,,,,,,,,322.23,L7
2003-11-18 21:56:15+00:00,334.13,337.90,343.59,354.88,359.72,353.83,346.66,353.73,343.08,337.60,324.31,321.20,312.60,,310.17,323.11,337.29,343.84,300.53,281.00,291.71,300.97,297.55,,318.01,321.57,313.75,314.96,,L7
2004-03-25 21:56:54+00:00,333.40,335.45,347.99,355.17,,,372.31,368.40,373.33,361.88,349.01,350.46,336.24,331.15,313.24,,338.20,332.23,327.75,280.04,,321.91,327.50,327.39,317.71,317.96,316.28,319.69,306.90,L7
2004-04-02 21:46:54+00:00,341.83,348.95,359.29,367.23,374.32,376.16,369.28,370.56,370.50,368.69,362.75,350.04,343.25,325.33,318.51,323.64,332.88,321.41,315.36,319.15,318.70,313.10,313.89,305.03,310.57,306.40,307.13,316.21,326.46,L5
2004-04-10 21:56:50+00:00,,349.86,356.85,366.99,384.44,376.62,379.73,377.07,380.19,374.02,351.36,323.92,313.87,307.80,317.55,,,336.47,337.92,338.25,341.08,336.03,336.32,332.29,324.86,333.08,335.54,327.40,322.13,L7
2004-05-04 21:47:51+00:00,342.39,357.62,364.84,365.86,385.32,379.54,381.60,386.59,393.56,392.40,374.38,347.69,345.72,339.44,332.54,337.91,334.97,328.85,307.42,314.01,308.50,318.67,310.59,319.36,326.43,320.48,322.90,320.39,341.95,L5
2004-05-20 21:48:20+00:00,,,,,,,,329.44,370.65,354.85,,,,349.28,330.56,330.21,320.49,320.98,323.24,,,,,,,,,,,L5
2004-06-21 21:49:16+00:00,313.56,316.12,333.49,333.95,353.89,353.20,350.17,368.72,379.36,373.49,,,,,,,,,,,,,,,299.41,325.93,322.92,329.06,336.81,L5
2004-08-08 21:50:26+00:00,,326.94,337.67,347.48,357.85,357.37,344.42,,351.18,361.92,363.05,352.66,337.41,331.70,331.73,,,,,,,,,,,,,,,L5
2004-09-01 21:56:21+00:00,331.09,339.79,350.45,358.22,364.43,364.03,356.45,357.55,,,347.17,333.93,326.49,321.06,326.24,323.76,326.45,323.01,296.58,,288.80,295.69,,,,300.85,303.44,300.26,319.25,L7
2004-09-25 21:51:43+00:00,345.93,350.24,362.63,368.45,378.33,367.64,375.75,376.61,379.28,375.70,360.63,351.24,355.98,363.07,367.62,321.11,297.20,,306.70,304.89,287.18,288.89,293.90,289.72,303.34,304.85,313.72,319.20,329.77,L5
2004-10-19 21:56:19+00:00,336.59,337.99,340.00,344.70,351.81,364.28,362.34,357.89,362.37,356.12,348.39,354.13,346.54,350.20,,,,,,308.33,307.92,283.36,310.96,307.35,297.34,,297.87,312.70,306.87,L7
2004-10-27 21:52:23+00:00,326.73,334.78,332.68,339.00,347.52,362.79,357.43,363.30,368.90,368.99,359.97,359.78,367.64,348.37,340.29,310.06,,,,,,,,,,,,,,L5
2004-11-04 21:56:31+00:00,350.28,348.38,347.46,361.70,370.92,369.55,370.17,,376.59,369.38,366.04,368.76,371.37,372.75,319.34,306.02,338.05,335.98,325.80,319.58,311.25,304.83,,,312.89,317.39,327.21,319.08,315.24,L7
2004-11-20 21:56:37+00:00,347.16,344.29,345.65,361.12,373.44,371.41,371.73,369.52,373.49,,,378.12,376.64,375.69,,340.75,340.99,331.35,322.32,313.20,312.93,301.26,310.87,306.91,,,324.57,320.99,321.15,L7
2005-01-15 21:53:45+00:00,359.89,361.33,366.63,379.22,393.86,394.18,397.43,392.55,388.40,362.15,348.84,335.72,313.58,327.69,317.53,333.16,331.32,327.65,329.02,328.12,329.74,324.05,330.78,325.63,326.02,335.01,317.33,318.61,311.26,L5
2005-02-08 21:57:10+00:00,326.31,332.93,346.42,352.48,371.37,374.62,379.49,,,360.70,347.13,336.93,335.27,324.67,315.04,332.54,341.59,326.28,304.95,295.31,285.84,289.13,,,302.36,301.32,295.66,297.09,314.72,L7
2005-03-04 21:54:27+00:00,347.02,348.27,351.56,367.40,378.66,386.83,387.09,387.97,385.95,379.01,369.35,360.72,356.03,347.46,322.69,348.57,349.22,344.17,331.92,323.80,323.95,311.96,313.81,314.58,313.71,316.57,331.52,326.50,317.83,L5
2005-04-05 21:54:42+00:00,324.86,326.88,334.26,343.76,361.64,365.40,365.77,371.27,375.71,378.53,370.84,362.78,364.57,356.17,344.02,336.13,347.94,324.05,305.52,302.23,296.77,299.19,295.48,293.60,303.15,301.49,310.60,308.18,321.48,L5
2005-04-13 21:57:12+00:00,,,,,,,,363.85,370.85,364.60,364.90,360.68,348.92,349.31,349.03,,,,315.51,310.91,,,306.27,305.80,296.87,295.57,285.97,304.28,304.49,L7
2005-04-21 21:54:46+00:00,319.00,328.93,343.67,354.29,365.67,362.07,364.52,366.32,373.37,371.35,362.62,362.67,355.08,347.14,339.04,336.20,335.27,320.50,320.03,313.38,302.71,304.69,303.99,306.40,305.47,302.64,302.92,302.76,312.14,L5
2005-04-29 21:57:12+00:00,281.58,336.59,335.50,351.07,362.97,361.68,361.77,374.75,374.58,371.13,,364.45,360.24,343.85,317.76,335.20,338.99,333.23,330.23,329.56,324.21,319.32,314.28,319.30,309.10,,,320.42,319.70,L7
2005-05-23 21:55:00+00:00,,,336.85,,,,,,,,,,,,,,,,304.41,,,356.49,,,316.97,300.05,310.84,311.39,324.52,L5
2005-06-24 21:55:13+00:00,305.97,333.37,331.75,346.59,356.54,373.59,380.69,381.75,376.31,369.35,360.47,347.46,,,336.19,340.45,343.15,328.33,322.05,333.68,308.53,283.05,283.17,290.31,285.96,311.26,297.94,313.35,313.51,L5
2005-08-27 21:55:43+00:00,285.81,309.39,307.41,317.25,323.06,330.07,343.45,347.20,355.55,354.59,358.04,351.59,348.42,,,,,,,,,,,,,,,,,L5
2005-09-20 21:56:42+00:00,309.17,304.46,309.86,307.19,,317.34,,,338.70,333.55,,322.95,318.34,321.24,305.61,,,,,,,,,278.12,252.88,278.62,267.33,275.67,275.56,L7
2005-09-28 21:55:44+00:00,326.30,330.64,334.04,344.32,352.32,349.05,358.61,363.90,375.66,372.12,366.48,339.08,323.27,309.82,309.27,312.77,321.46,318.96,309.71,321.08,321.54,313.15,312.71,307.17,304.70,304.93,304.26,305.13,314.02,L5
2005-10-06 21:56:37+00:00,329.74,337.79,341.60,345.74,367.07,,,362.17,366.76,362.76,358.23,356.39,307.00,312.80,322.75,329.36,331.03,318.46,317.40,314.64,316.85,,310.99,311.56,302.80,307.92,309.46,308.13,302.04,L7
2005-10-22 21:56:51+00:00,329.42,331.04,335.00,342.29,347.76,347.70,347.63,355.88,360.95,329.00,,,,,293.21,315.84,319.63,318.65,324.07,318.00,320.45,310.37,310.41,313.36,301.22,307.78,,,299.03,L7
2005-10-30 21:55:39+00:00,331.79,337.42,352.04,362.06,367.71,363.07,374.90,387.05,393.90,333.05,,,,,303.68,310.89,324.12,323.96,318.00,317.19,311.46,311.35,309.27,309.98,298.93,290.95,290.31,293.14,297.66,L5
2005-12-25 21:57:19+00:00,347.46,349.56,357.56,366.56,377.31,389.18,380.22,,,,352.40,356.46,346.44,346.51,346.04,345.29,335.89,333.65,327.26,328.12,326.10,323.68,323.54,,319.61,321.54,318.15,315.54,317.16,L7
2006-01-10 21:57:28+00:00,331.46,332.38,333.49,341.19,357.01,371.24,371.02,358.22,352.77,342.14,,327.14,,,320.22,312.69,317.43,304.90,307.37,305.77,302.72,301.47,295.84,295.97,306.00,308.66,311.96,302.38,,L7
2006-01-26 21:57:35+00:00,328.12,327.13,340.61,353.79,367.90,370.24,376.22,379.03,,,,320.83,335.72,333.37,335.75,335.09,333.28,320.26,315.02,304.26,302.86,307.51,306.85,,,307.83,308.09,303.57,315.83,L7
2006-02-11 21:57:40+00:00,312.84,316.59,319.44,325.73,338.38,335.24,344.95,345.60,328.09,,,,,,323.67,326.34,322.93,304.16,292.21,291.98,291.06,286.84,280.09,279.93,285.85,,281.61,291.42,296.43,L7
2006-02-19 21:58:15+00:00,329.56,325.22,326.66,332.36,331.97,342.86,353.12,360.97,363.49,338.98,,,,,318.47,333.09,331.35,326.30,309.14,316.26,317.08,311.81,309.78,306.44,300.90,303.64,304.62,301.00,305.26,L5
2006-03-15 21:57:43+00:00,334.62,332.74,333.71,342.02,353.58,351.25,355.56,358.10,357.77,347.55,,,315.71,298.93,316.75,323.03,324.77,325.80,310.47,305.52,308.17,308.64,309.96,302.85,306.70,,,295.15,312.64,L7
2006-03-31 21:57:42+00:00,314.64,331.11,334.27,346.51,355.18,361.60,372.00,364.94,359.91,346.69,342.04,328.78,,,334.88,334.42,333.49,330.73,320.78,319.37,308.65,310.37,316.41,312.13,311.04,312.29,311.21,,,L7
2006-09-07 21:57:12+00:00,,,333.18,344.35,352.73,349.43,341.86,346.32,347.53,346.92,331.75,334.70,332.58,322.00,323.41,,,316.67,305.30,313.98,316.28,329.89,325.17,271.24,,298.13,311.23,308.74,322.95,L7
2006-10-09 21:57:00+00:00,343.78,346.33,346.73,350.02,,,348.82,350.63,351.93,346.81,341.83,340.18,332.44,333.21,332.42,329.56,334.88,331.87,314.75,296.64,,319.69,310.24,310.21,307.28,307.25,309.94,314.25,316.58,L7
2006-10-25 21:57:17+00:00,337.25,330.58,336.84,339.11,,,,343.47,364.96,345.30,339.57,336.97,325.23,332.25,339.89,348.27,338.92,298.82,,208.88,,,,,285.22,315.16,307.73,308.13,304.08,L7
2006-11-02 22:01:56+00:00,339.46,343.14,351.60,356.30,363.69,361.36,350.06,346.13,351.10,351.02,343.43,333.44,328.10,338.70,335.53,325.01,,271.77,,209.34,,,,,293.87,305.26,308.04,310.58,321.86,L5
2006-11-10 21:57:30+00:00,350.18,344.22,347.29,353.93,357.84,354.77,,356.30,362.45,349.55,342.93,333.52,336.97,345.27,334.49,310.47,,234.41,,220.13,,,,,,,,313.40,310.06,L7
2006-11-26 21:57:40+00:00,349.15,344.26,,349.76,364.42,357.64,361.52,361.55,369.46,354.19,350.35,342.74,355.41,381.49,354.57,292.46,,,,223.39,,,,,,,,,315.69,L7
2007-01-05 22:02:28+00:00,338.59,343.41,344.21,353.14,357.41,357.26,356.09,356.41,360.69,352.16,326.64,314.68,323.09,331.00,321.99,,,321.22,304.75,294.84,290.15,294.03,305.14,306.41,313.69,325.78,331.36,325.42,320.01,L5
2007-01-21 22:02:33+00:00,357.58,361.95,352.36,357.81,371.47,368.34,365.55,366.38,365.90,339.86,348.59,352.00,346.23,351.02,334.08,,351.96,329.69,313.78,306.69,304.32,305.18,319.78,316.64,325.98,335.12,343.97,339.41,343.45,L5
2007-01-29 21:57:57+00:00,339.58,343.67,350.24,356.03,368.79,366.76,372.66,365.39,360.78,343.70,,,323.53,323.15,321.97,,335.69,325.41,304.88,300.12,295.05,291.82,303.48,306.42,314.04,,,329.97,329.78,L7
2007-03-02 21:58:07+00:00,333.45,334.85,338.30,341.67,350.79,349.89,,,,346.31,338.77,340.07,340.91,328.14,323.66,330.12,326.00,310.83,297.43,297.17,294.31,301.61,,303.07,312.74,309.29,317.29,323.03,330.02,L7
2007-03-18 21:58:09+00:00,340.45,342.85,,,369.39,381.11,370.23,360.62,357.70,358.83,344.71,343.54,330.30,338.90,336.55,332.99,331.54,276.58,,297.08,294.85,297.75,301.12,306.08,326.71,318.30,318.31,315.96,331.28,L7
2007-04-19 21:58:07+00:00,350.97,352.44,346.71,362.33,371.46,368.07,367.99,370.04,369.17,360.48,350.80,332.45,322.23,338.07,,,336.33,326.60,317.52,315.13,307.09,310.89,318.78,311.16,317.77,326.35,326.69,325.63,329.49,L7
2007-08-25 21:57:35+00:00,337.96,340.63,346.52,,,365.82,373.26,379.54,378.99,364.24,346.08,332.41,342.43,339.36,335.77,325.90,321.82,311.55,,,293.68,310.55,305.81,303.11,312.37,318.40,320.60,317.17,323.17,L7
2007-09-10 21:57:27+00:00,326.61,331.99,337.26,341.47,,,378.45,373.74,383.00,352.75,319.95,,317.42,317.71,313.76,317.70,310.93,302.14,291.18,,,305.30,298.47,303.16,312.82,314.60,320.78,314.06,321.46,L7
2007-10-12 21:57:23+00:00,339.47,336.59,348.79,345.52,360.21,362.10,366.22,406.37,392.03,,,325.45,312.82,314.89,325.44,318.12,319.37,305.98,295.41,288.09,288.57,303.16,305.10,288.53,,,,310.06,314.56,L7
2007-10-28 21:57:34+00:00,324.65,325.44,330.86,341.83,362.90,366.33,363.70,,,,,,,,,,,299.78,297.39,290.24,292.06,319.49,,,,,,296.82,304.26,L7
2007-12-31 21:57:58+00:00,336.04,337.76,344.34,362.12,374.26,379.00,376.90,382.89,353.36,,,,,,,,337.62,341.93,305.58,,299.19,296.13,284.14,,,,,,314.79,L7
2008-01-16 21:57:59+00:00,344.42,340.44,349.58,357.48,,373.69,377.65,379.69,382.66,367.77,361.27,350.46,329.02,338.99,338.10,336.92,342.46,344.88,327.41,,310.99,323.59,328.36,324.86,,340.04,333.85,325.02,310.57,L7
2008-02-16 22:04:21+00:00,,,,309.91,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2008-02-25 21:58:00+00:00,332.55,332.92,335.22,345.97,356.21,359.97,363.62,369.63,369.43,363.66,358.12,342.37,344.07,347.39,350.47,334.69,333.41,330.96,334.76,329.54,321.19,322.76,328.95,327.10,324.15,,323.43,319.99,313.27,L5
2008-03-04 21:57:48+00:00,330.63,333.05,342.53,347.10,359.36,356.86,360.01,359.93,363.81,362.03,348.18,339.65,339.73,,342.30,336.76,334.09,326.22,321.87,319.41,318.06,315.79,318.32,313.48,325.60,291.53,325.14,,,L7
2008-06-08 21:57:25+00:00,,,,335.67,345.93,356.95,,,358.25,349.03,348.51,345.35,331.55,340.74,334.57,316.87,312.85,318.84,330.80,319.58,316.79,,311.52,,,,,,,L7
2008-07-10 21:57:04+00:00,,,344.88,355.26,365.20,365.33,369.71,368.81,371.95,356.23,352.90,350.75,344.31,343.19,333.92,,,319.86,317.76,316.96,316.83,314.41,321.45,318.78,317.94,324.98,305.07,,307.04,L7
2008-08-27 21:56:41+00:00,342.41,,,366.78,371.94,365.30,395.50,366.20,,,,,,,,,,,,357.58,342.09,346.87,348.81,353.91,349.18,348.66,,,,L7
2008-10-14 21:56:17+00:00,334.72,339.08,344.18,350.06,362.16,363.94,365.98,368.01,370.50,366.63,352.04,347.45,,337.48,344.26,354.66,347.16,342.13,337.63,341.31,338.57,349.93,356.92,365.41,350.01,308.96,,344.62,344.17,L7
2008-10-30 21:56:33+00:00,343.50,340.07,340.02,,,365.74,366.88,371.32,373.00,369.51,356.19,351.00,344.52,341.32,349.75,350.56,349.96,344.92,,,350.99,371.33,356.55,,,,,,341.19,L7
2008-11-15 21:56:47+00:00,342.81,341.97,340.55,354.25,367.06,367.39,,,372.49,368.12,357.03,356.15,350.46,351.00,351.19,357.60,355.53,357.59,352.90,361.74,361.43,,,336.74,355.93,,,352.32,344.87,L7
2008-12-01 21:56:59+00:00,331.48,330.81,335.16,353.01,361.25,360.49,359.82,359.36,,350.30,346.24,344.99,335.71,341.71,340.64,349.39,341.61,351.42,356.24,363.77,361.68,338.29,,,,145.06,,,324.93,L7
2008-12-25 21:52:09+00:00,318.26,319.52,325.66,323.74,339.25,339.68,338.35,342.17,341.18,341.52,337.69,332.76,337.01,332.78,329.90,327.34,331.14,320.87,311.63,314.01,329.18,349.31,,,,157.08,,335.26,336.65,L5
2009-03-07 21:57:43+00:00,333.76,339.78,342.67,349.12,356.24,355.34,358.27,357.83,358.38,354.92,,,359.30,353.50,352.98,356.80,362.95,354.83,348.40,343.75,343.22,354.04,364.21,367.58,374.91,171.45,,321.25,345.72,L7
2009-03-23 21:57:50+00:00,333.62,337.85,,,350.69,348.87,352.76,355.12,352.52,349.50,350.15,336.88,335.33,345.57,349.40,354.32,349.71,,,346.23,356.01,364.36,356.07,334.15,,138.85,345.29,335.21,337.66,L7
2009-05-26 21:58:04+00:00,321.42,294.97,343.67,358.59,352.23,342.53,347.77,336.07,322.26,327.90,315.03,311.67,,312.48,347.83,351.44,371.54,,,,,,,,,,,,,L7
2009-07-29 21:57:52+00:00,,334.71,341.09,351.80,362.18,,,362.41,371.28,367.21,364.57,357.87,354.04,,373.33,367.06,357.02,305.19,,,,,310.19,327.92,328.91,338.18,336.21,327.15,340.44,L7
2009-10-01 21:57:44+00:00,307.06,316.73,319.94,322.09,334.12,336.35,340.95,333.48,349.40,354.64,350.51,349.53,357.03,,,312.50,,342.80,327.14,324.14,313.88,304.02,307.33,315.17,317.76,315.03,,,,L7
2009-11-18 21:58:17+00:00,,,,,,,372.81,358.07,350.12,346.62,333.21,335.46,342.96,323.53,336.23,334.14,,,,,,,,,,,,,,L7
2009-12-04 21:58:28+00:00,339.25,347.72,363.79,367.88,348.86,319.10,,325.21,325.44,,,304.95,306.63,322.48,340.78,347.34,338.52,331.07,328.56,319.46,326.45,322.11,326.21,319.45,,329.19,336.57,338.89,340.04,L7
2010-01-13 21:58:24+00:00,352.36,357.87,374.35,371.04,316.83,307.78,367.61,359.12,364.78,364.31,357.61,336.50,294.55,,253.70,240.53,,,,,,,,,,,,,,L5
2010-01-29 21:58:29+00:00,334.75,344.61,357.99,376.57,388.24,393.43,378.00,358.75,363.21,345.51,352.57,355.52,352.28,344.71,278.33,266.11,317.18,315.61,306.39,307.28,301.53,307.71,308.58,316.28,326.76,322.03,330.55,331.85,343.93,L5
2010-02-22 21:59:36+00:00,361.04,369.59,374.48,383.51,395.51,391.32,391.95,388.93,393.71,,376.37,337.75,342.47,353.77,307.51,294.21,341.29,342.85,338.44,331.43,329.74,336.82,341.26,333.28,333.32,347.01,347.35,348.93,344.83,L7
2010-09-18 21:59:55+00:00,341.36,345.71,347.14,356.81,382.95,384.20,383.68,385.28,392.24,,,371.31,374.95,364.07,357.87,348.91,335.43,341.11,322.27,326.57,323.07,325.32,337.84,353.20,,,,338.24,358.66,L7
2010-10-04 21:59:53+00:00,352.00,351.22,358.74,376.11,,,376.09,375.18,378.08,374.55,362.87,360.02,347.04,352.24,348.63,352.40,350.03,335.28,319.10,,,341.88,359.40,319.98,299.46,,,,328.85,L7
2010-11-21 22:00:26+00:00,,,343.07,356.72,365.13,368.84,365.78,370.24,371.11,365.64,358.32,354.73,349.87,338.97,337.00,,,317.60,316.29,321.47,332.77,345.22,343.95,342.13,,,356.22,338.59,336.16,L7
2010-12-31 21:57:32+00:00,326.33,329.19,335.47,342.69,354.02,354.82,356.86,348.17,352.68,348.00,339.08,336.92,338.59,335.87,344.27,342.21,332.91,327.12,318.68,319.45,326.05,330.97,329.18,332.86,300.44,318.74,337.46,336.18,333.20,L5
2011-01-08 22:00:52+00:00,313.14,,,319.53,325.00,,,,,,,,302.19,310.74,316.14,304.56,,,301.63,301.89,311.03,,321.80,326.11,288.18,,,,,L7
2011-01-24 22:00:59+00:00,337.22,343.39,345.71,349.67,,,353.06,347.21,348.07,344.63,340.58,339.97,325.38,332.19,327.56,343.66,342.45,346.82,353.80,,,,315.56,311.39,296.03,,,,300.78,L7
2011-02-09 22:01:03+00:00,,343.84,345.78,358.61,363.98,360.52,360.87,356.68,362.69,351.56,346.69,334.47,333.44,349.36,,,335.04,318.85,315.91,292.84,,,299.67,307.99,333.03,357.33,353.03,342.82,339.64,L7
2011-03-13 22:01:11+00:00,328.73,329.21,333.43,343.79,354.15,353.16,355.75,357.63,367.11,363.06,,,335.96,321.44,332.45,327.22,336.11,319.70,322.61,323.99,320.23,327.53,315.45,309.26,303.52,,,339.82,322.95,L7
