dates,nzd0304-0000,nzd0304-0001,nzd0304-0002,nzd0304-0003,nzd0304-0004,nzd0304-0005,nzd0304-0006,nzd0304-0007,nzd0304-0008,satname
1999-08-05 21:47:23+00:00,360.47,365.58,360.54,356.61,355.14,339.97,333.61,331.88,334.41,L7
1999-08-21 21:47:20+00:00,363.15,366.54,362.13,357.86,352.88,343.55,335.58,335.60,337.18,L7
1999-09-22 21:47:24+00:00,370.11,374.85,373.30,367.11,360.30,345.41,335.49,337.53,343.15,L7
1999-09-29 21:53:40+00:00,371.95,377.64,376.79,368.52,360.55,344.76,335.63,338.88,343.64,L7
1999-10-24 21:47:20+00:00,374.99,383.16,382.77,370.64,358.82,344.02,336.70,342.07,346.33,L7
2000-01-12 21:47:18+00:00,376.35,383.88,385.00,372.55,359.59,346.06,339.51,345.85,350.23,L7
2000-01-19 21:53:25+00:00,376.78,385.35,387.37,374.00,358.36,346.95,342.35,348.65,353.93,L7
2000-02-04 21:53:25+00:00,380.47,389.61,390.58,373.99,357.28,348.32,346.40,353.56,359.47,L7
2000-02-20 21:53:17+00:00,381.12,391.50,393.34,375.80,357.49,348.71,349.02,357.01,362.62,L7
2000-03-16 21:47:03+00:00,377.70,387.14,387.98,374.95,356.39,347.49,348.72,354.04,360.30,L7
2000-05-03 21:46:43+00:00,375.73,383.71,386.14,375.33,354.26,348.31,352.62,355.60,362.05,L7
2000-05-19 21:46:31+00:00,375.60,384.39,386.63,375.18,353.89,347.57,350.97,354.01,358.78,L7
2000-05-26 21:52:36+00:00,376.70,385.92,389.03,376.63,356.08,348.45,351.13,354.20,358.20,L7
2000-07-13 21:52:07+00:00,373.99,382.81,383.25,374.59,356.40,347.81,347.39,349.42,354.81,L7
2000-07-29 21:51:50+00:00,373.65,380.76,379.92,372.01,357.27,347.52,346.75,350.27,353.97,L7
2000-08-07 21:45:32+00:00,371.71,378.06,378.19,372.59,356.94,346.26,343.72,347.51,350.83,L7
2000-08-14 21:51:44+00:00,370.39,376.72,377.07,370.77,355.07,343.72,341.42,344.96,349.19,L7
2000-09-15 21:51:13+00:00,372.77,379.00,380.03,369.32,354.39,342.98,338.57,342.68,346.86,L7
2000-10-26 21:44:46+00:00,373.80,379.97,381.09,368.24,353.78,342.31,338.64,343.01,347.16,L7
2000-12-04 21:50:58+00:00,371.23,374.72,372.74,361.73,350.13,340.27,338.30,342.57,348.07,L7
2001-01-05 21:51:04+00:00,372.53,375.26,373.40,365.32,354.43,342.92,342.44,346.55,349.82,L7
2001-01-21 21:51:10+00:00,375.26,378.10,379.08,368.24,355.57,344.29,347.12,350.63,352.03,L7
2001-04-04 21:44:30+00:00,377.89,382.04,385.87,378.73,368.41,353.83,355.49,356.56,354.72,L7
2001-04-20 21:44:34+00:00,378.53,383.50,388.05,380.90,371.99,354.27,354.61,356.11,354.26,L7
2001-04-27 21:50:43+00:00,377.30,382.66,387.99,384.08,374.79,356.13,356.02,356.23,353.52,L7
2001-05-13 21:50:33+00:00,375.34,380.58,386.15,382.21,372.16,354.35,354.08,353.69,351.11,L7
2001-05-22 21:44:18+00:00,374.37,380.26,385.17,382.26,370.96,353.85,352.71,352.51,350.77,L7
2001-07-25 21:43:42+00:00,371.66,380.19,384.60,379.33,368.99,351.45,345.90,345.94,346.64,L7
2001-08-17 21:49:28+00:00,372.19,379.93,380.14,375.41,364.21,347.38,343.39,343.48,345.92,L7
2001-09-18 21:49:05+00:00,371.29,378.51,378.60,373.72,363.64,348.08,343.85,344.50,346.61,L7
2001-10-04 21:48:54+00:00,371.35,378.17,377.51,371.89,360.64,345.87,343.90,344.95,347.71,L7
2001-10-29 21:42:45+00:00,372.16,378.97,375.01,370.13,356.45,344.24,343.40,344.70,349.27,L7
