dates,nzd0304-0000,nzd0304-0001,nzd0304-0002,nzd0304-0003,nzd0304-0004,nzd0304-0005,nzd0304-0006,nzd0304-0007,nzd0304-0008,satname
1999-08-05 21:47:23+00:00,360.47,365.58,360.54,356.61,355.14,339.97,333.61,331.88,334.41,L7
1999-08-21 21:47:20+00:00,365.84,367.51,363.73,359.10,350.63,347.13,337.54,339.31,339.95,L7
1999-09-22 21:47:24+00:00,384.02,391.45,395.62,385.61,375.12,349.12,335.32,341.40,355.09,L7
1999-09-29 21:53:40+00:00,377.47,386.02,387.27,372.75,361.31,342.82,336.07,342.93,345.13,L7
1999-10-24 21:47:20+00:00,387.15,405.23,406.69,379.12,351.92,341.04,340.98,354.84,357.07,L7
2000-01-12 21:47:18+00:00,383.15,387.52,396.14,382.09,363.41,356.30,353.52,364.73,369.72,L7
2000-01-19 21:53:25+00:00,379.38,394.15,401.60,382.74,350.99,352.25,359.38,365.45,376.14,L7
2000-02-04 21:53:25+00:00,386.28,395.37,383.03,356.50,347.60,349.60,361.96,366.28,373.18,L7
2000-02-20 21:53:17+00:00,370.36,380.77,383.04,371.79,352.05,349.87,355.88,363.43,362.04,L7
2000-03-16 21:47:03+00:00,353.81,356.65,350.44,369.01,348.75,338.95,346.69,333.24,344.04,L7
2000-05-03 21:46:43+00:00,381.40,387.81,402.62,389.84,362.74,342.88,338.30,340.49,347.17,L7
2000-05-19 21:46:31+00:00,374.83,388.45,389.54,374.26,351.68,343.14,341.04,344.44,339.18,L7
2000-05-26 21:52:36+00:00,384.43,396.62,405.82,386.85,371.45,354.64,352.31,355.51,354.16,L7
2000-07-13 21:52:07+00:00,361.46,362.65,349.93,365.76,365.96,351.15,323.56,326.54,342.55,L7
2000-07-29 21:51:50+00:00,376.60,377.75,374.95,362.11,357.95,349.93,354.27,372.23,369.46,L7
2000-08-07 21:45:32+00:00,370.83,373.79,369.17,361.10,344.94,339.51,337.75,344.21,348.06,L7
2000-08-14 21:51:44+00:00,359.81,365.95,368.16,356.23,340.09,323.42,322.97,324.56,336.01,L7
2000-09-15 21:51:13+00:00,,,,358.45,340.28,339.18,338.33,333.47,338.32,L7
2000-10-26 21:44:46+00:00,381.05,386.77,388.56,359.58,348.92,336.91,339.22,345.63,349.57,L7
2000-12-04 21:50:58+00:00,377.64,381.40,385.67,368.85,352.80,341.78,352.00,351.36,352.50,L7
2001-01-05 21:51:04+00:00,380.29,378.50,377.37,390.45,384.51,361.50,371.42,374.39,362.12,L7
2001-01-21 21:51:10+00:00,380.57,382.52,389.68,389.11,375.08,362.06,360.97,359.18,360.18,L7
2001-04-04 21:44:30+00:00,369.91,381.00,388.07,385.65,380.75,366.88,353.82,352.22,349.21,L7
2001-04-20 21:44:34+00:00,381.71,390.79,398.93,391.74,389.86,356.49,350.24,353.89,351.98,L7
2001-04-27 21:50:43+00:00,373.66,381.72,388.22,378.66,365.73,348.10,347.68,346.32,345.15,L7
2001-05-13 21:50:33+00:00,363.62,368.14,375.12,371.01,356.37,343.66,342.41,338.45,336.65,L7
2001-05-22 21:44:18+00:00,367.57,378.00,378.30,382.61,362.62,350.35,343.11,344.26,348.34,L7
2001-07-25 21:43:42+00:00,373.47,381.47,378.93,366.33,358.59,343.24,338.12,340.50,348.50,L7
2001-08-17 21:49:28+00:00,375.41,378.40,353.44,351.85,335.58,322.91,328.36,328.74,341.64,L7
2001-09-18 21:49:05+00:00,364.99,368.58,367.76,361.90,359.63,353.01,347.05,351.63,351.39,L7
2001-10-04 21:48:54+00:00,370.40,378.22,379.35,371.03,356.71,349.18,354.25,355.85,358.07,L7
2001-10-29 21:42:45+00:00,389.63,399.99,392.17,386.18,365.67,347.34,350.50,353.45,360.28,L7
2002-01-17 21:43:16+00:00,362.19,357.12,374.95,359.63,340.00,337.49,333.88,342.39,336.11,L7
2002-02-18 21:43:18+00:00,380.51,384.63,376.96,367.86,359.81,356.05,344.05,346.35,353.47,L7
2002-02-25 21:49:35+00:00,413.70,411.80,401.50,386.28,379.03,373.71,371.06,373.20,375.86,L7
2002-03-06 21:43:23+00:00,380.09,387.09,381.40,364.07,353.63,350.90,352.68,347.45,352.41,L7
2002-03-13 21:49:32+00:00,,,,,351.31,353.11,349.89,348.97,350.47,L7
2002-04-14 21:49:26+00:00,384.50,384.08,382.58,377.79,359.64,349.53,349.70,353.15,359.88,L7
2002-05-09 21:43:16+00:00,374.24,385.57,374.32,371.18,342.29,327.86,324.98,336.66,347.55,L7
2002-06-01 21:49:16+00:00,373.13,371.88,362.03,347.11,342.16,331.19,335.96,343.47,347.14,L7
2002-06-10 21:43:00+00:00,392.97,394.58,378.84,359.93,331.29,333.89,338.21,351.50,355.60,L7
2002-07-19 21:48:57+00:00,379.47,383.61,370.92,386.05,375.56,357.19,343.18,347.81,353.05,L7
2002-08-20 21:48:46+00:00,,,,,,346.70,323.02,323.20,330.80,L7
2002-08-29 21:42:27+00:00,378.11,381.03,372.12,366.86,358.66,347.25,341.19,342.00,345.63,L7
2002-09-05 21:48:38+00:00,400.91,413.29,395.47,397.63,390.27,345.59,334.60,341.05,347.91,L7
2002-09-14 21:42:19+00:00,377.24,385.53,382.75,370.71,355.79,342.29,336.22,334.02,336.51,L7
2002-09-30 21:42:11+00:00,380.48,383.35,376.59,370.35,354.31,347.69,335.47,338.57,336.23,L7
2002-10-23 21:48:27+00:00,377.00,388.29,390.70,382.71,366.61,348.59,339.14,343.84,339.94,L7
2002-12-10 21:48:53+00:00,374.55,377.85,385.28,376.34,370.53,359.04,350.15,355.98,352.76,L7
2003-01-20 21:42:57+00:00,376.56,382.74,385.91,383.08,368.93,359.44,351.24,350.76,355.34,L7
2003-02-05 21:43:05+00:00,,,,,380.82,371.02,363.21,362.73,361.61,L7
2003-02-21 21:43:08+00:00,374.82,382.26,388.34,377.50,372.03,353.34,355.16,350.82,354.16,L7
2003-03-16 21:49:22+00:00,369.07,380.71,377.69,382.36,385.93,383.96,372.85,358.64,350.46,L7
2003-03-25 21:43:05+00:00,367.33,378.40,382.82,374.73,373.74,363.52,355.68,347.46,349.93,L7
2003-04-10 21:43:13+00:00,367.93,388.35,393.91,388.14,374.92,359.84,352.49,354.57,354.87,L7
2003-05-03 21:49:25+00:00,371.52,381.68,383.22,372.87,353.16,341.13,342.34,348.77,346.46,L7
2003-05-12 21:43:12+00:00,380.41,407.74,398.78,365.13,352.83,333.90,339.68,356.18,347.65,L7
2003-05-19 21:49:19+00:00,371.27,385.72,385.38,372.17,353.68,339.63,342.60,347.38,345.67,L7
2003-07-30 21:37:21+00:00,354.40,361.60,353.66,356.28,354.57,342.91,342.77,343.90,347.11,L5
2003-08-15 21:37:36+00:00,352.76,372.19,370.05,362.28,360.50,352.83,350.06,347.87,335.53,L5
2003-08-16 21:42:52+00:00,358.27,371.44,365.91,354.71,357.43,338.95,334.48,332.41,,L7
2003-10-18 21:38:36+00:00,383.65,390.09,392.77,386.45,371.78,367.02,363.31,350.10,347.69,L5
2003-11-04 21:42:51+00:00,381.41,389.96,393.45,390.60,379.57,353.97,349.07,352.62,357.15,L7
2003-11-19 21:39:02+00:00,381.50,377.26,377.66,374.26,365.27,342.41,339.92,342.63,367.19,L5
