,dates,nzd0529-0000,nzd0529-0001,nzd0529-0002,nzd0529-0003,nzd0529-0004,nzd0529-0005,nzd0529-0006,nzd0529-0007,nzd0529-0008,nzd0529-0009,nzd0529-0010,nzd0529-0011,nzd0529-0012,nzd0529-0013,nzd0529-0014,nzd0529-0015,nzd0529-0016,nzd0529-0017,nzd0529-0018,nzd0529-0019,nzd0529-0020,nzd0529-0021,nzd0529-0022,nzd0529-0023,nzd0529-0024,nzd0529-0025,nzd0529-0026,nzd0529-0027,nzd0529-0028,nzd0529-0029,nzd0529-0030,nzd0529-0031,nzd0529-0032,nzd0529-0033,nzd0529-0034,nzd0529-0035,nzd0529-0036,nzd0529-0037
0,1999-08-17 22:13:37+00:00,143.00133954839885,177.6645693739459,177.23145810602273,,,118.00868276579337,111.3688352032656,113.24940690094175,118.71125576300666,119.84614644211143,120.51404350927321,118.96838223922092,122.62816684591053,130.33450906770707,133.69019533732813,139.05334636052726,142.70417860461848,150.12767833792333,147.54009494385986,141.53717065766972,142.76388736558943,144.56215871452173,143.79455516790722,138.43750784361504,139.02678090012617,139.8769869146596,144.76331539968982,152.21976195507895,152.36075588164522,151.27735913898977,151.67580379810963,147.9607240967053,150.3007182573674,154.84229131970585,152.53519244598405,164.61685008441316,169.2213101455322,167.0713298693822
1,1999-09-27 22:07:36+00:00,154.48502710328927,166.82933101497508,184.89190338208056,195.10263501149288,,145.4023738749741,119.18946606479435,117.32323189498896,117.80726286099119,117.82809281225822,120.89081308840447,120.12973229766656,126.60668553897202,130.8074587790474,134.3117454775874,138.21681350038529,140.78116018289168,145.97690789217333,147.73435525393813,147.7682819921736,148.81989733711583,145.71748321693056,143.38602715551082,147.2767275376388,151.81407311657276,145.7851838006522,156.8063159730667,182.6429573759548,179.31639110550185,,,,,,,,,
2,1999-10-04 22:13:49+00:00,,129.934850361303,170.97000537143816,167.08364002416351,,,83.25927007334403,101.87372837031441,102.78942074919689,,,,,,99.61355289500828,115.05425144715315,114.72936458630863,106.73630349159794,112.03362218044941,113.46523331345529,119.55863388871384,123.30543058317056,124.06517512953084,124.84343300505452,119.87179497180831,119.90025757126696,121.05432949462636,123.73874609174382,128.21125014517241,133.73115655273668,139.01984574930384,132.85791433982047,144.11393361298838,144.36823465117016,149.57365717187014,149.1348646942659,143.6329038622997,141.51939682137524
3,1999-11-05 22:13:40+00:00,,,,,,,,,,,,,,147.19407741505864,145.28020928020317,147.15723887754058,146.58879990657613,153.56837628524968,159.85150315552525,153.94322726884658,144.07850176352304,147.50549104621507,150.5251181883276,148.53253477804986,149.01475143003478,152.08150674837196,151.65605893338656,154.622523528177,161.89496682439406,153.94938530538053,160.04453883073452,158.234962393961,163.7008274899074,166.24136883481071,160.21853091706453,156.45918066226199,143.31939457154803,144.39878290911136
4,1999-12-07 22:13:41+00:00,,,,,,198.02992387436413,180.1286830558431,168.65152481024816,155.3063299509772,152.1205406594869,149.2245687584748,150.5755474719343,149.96094804962223,152.10410872521726,155.59776604978595,156.89020551922033,160.90197850543416,162.04071370408477,165.8676163485853,162.71057897338233,162.7940173489605,160.86420691981945,161.53615064007246,161.20060902354595,164.84067433873537,168.10113329765346,167.21279281188873,169.89111311382297,165.18154916026023,167.78237978893924,169.45210401202033,173.71553578207408,176.5657593469508,173.75168973209452,173.66235048275763,168.317710330179,162.4687701071773,169.90385168638164
5,1999-12-16 22:07:33+00:00,,115.76617254210942,192.1869210223517,210.32292149309836,201.10253662602324,173.0014354492805,152.09416821682055,140.3754759102064,141.24858950725937,133.70198598161423,136.89593217588208,133.62457815383144,136.3210267836344,136.23292642157176,138.6777987015895,139.74663616695136,138.81750573435647,137.11097681089745,138.4330446967692,137.12393935203525,136.4485006064209,139.06677276828427,143.54337801833083,138.501594010749,132.51621049766732,133.8558710890719,141.60110364338226,150.77888672199782,156.04127488584749,155.57485910558307,152.78598344352886,155.59228560101718,159.67235982483732,162.34811738567,158.4339820869576,159.03034389367417,154.1480173294905,159.98850485880513
6,2000-02-02 22:07:23+00:00,126.50509977982034,179.86230009895922,197.8461508688542,198.52336988507804,174.23922230164294,164.52692346177545,152.59823379766593,147.73730258744615,143.94187830662088,140.34545500517962,135.3425756351098,132.425510500144,135.36237195279588,127.99185768915973,128.66435466886156,127.59512106776751,132.24196408497076,133.21260048400472,138.63876747102395,134.8494372071665,130.58091037840668,136.68464087552815,132.93362502465274,134.0648337695967,135.1401539460728,131.82726904295072,141.3466702270865,146.65589762954104,147.82205002535702,148.7932947440211,154.02892177863941,154.92113905733402,156.32239436069472,156.72541346689107,162.70311153774713,160.83210759109915,158.41721485136767,161.6846710986166
7,2000-03-21 22:07:12+00:00,,217.8100293422498,204.27002637959907,198.00482417142996,177.9542058473416,176.3511473590149,164.33052166687654,164.51026035187004,163.5249881159097,157.17802585718186,153.0786419789426,153.94898721660655,159.39320009733103,158.34885141632614,167.29155207096358,166.15831950164187,163.24771734439636,169.76734156675093,168.21719684683328,164.88962999669616,160.55284769474824,163.00634426174514,163.5275129325588,162.31233614681767,160.03672753300924,160.26268853482327,163.450329030634,160.4788026950967,169.74052744908414,163.20079730405882,162.08373577642794,160.3825145636466,166.69293680353894,167.29137885190502,165.6121446934673,170.97622304189863,166.4826366000769,170.50360692893295
8,2000-05-08 22:06:44+00:00,125.67032310810129,200.1802539899732,203.75136376504588,191.15887996571877,160.49714314813235,160.2902952914485,162.41951445463405,166.7025544875808,162.06416747038392,148.97245667528463,138.10793833331496,135.42960141208138,150.80372098618835,160.4729513007387,162.66491302409497,171.9394969008638,175.9212358301754,181.3081352322769,177.11974501946588,172.2284164040094,169.81125209783627,162.12021737111036,164.8393157189907,147.06756990114746,141.30859377494681,143.40037698947407,150.2243039088874,155.14483452845673,150.88988377864686,140.6773612411247,141.59112396434392,140.120427066408,132.73467816517524,130.2547985671896,128.59074742305242,150.17816648083175,193.97190497837033,187.86604577896986
9,2000-05-15 22:12:54+00:00,,,,,,,176.80422693885959,162.67005304257557,152.7922620139386,,,125.9702315444037,128.05613614681684,159.02835737060843,155.68288371850934,164.7911745526373,177.4525930764466,186.16111978866553,176.15449890217752,143.46778088708697,148.03034544520463,129.9012750193767,126.41531417684439,129.02223027742644,124.49214828092431,,125.41596383599436,134.23816178794516,129.44667094887853,128.69322884186423,122.97964141588349,125.924370161096,119.47057113498869,113.66927507192064,137.002144131632,163.05151667556572,185.64359434146013,191.79753235142704
