dates,satname,nzd0357-0000,nzd0357-0001,nzd0357-0002,nzd0357-0003,nzd0357-0004,nzd0357-0005,nzd0357-0006,nzd0357-0007,nzd0357-0008,nzd0357-0009,nzd0357-0010,nzd0357-0011,nzd0357-0012,nzd0357-0013,nzd0357-0014,nzd0357-0015,nzd0357-0016,nzd0357-0017,nzd0357-0018,nzd0357-0019,nzd0357-0020,nzd0357-0021,nzd0357-0022,nzd0357-0023,nzd0357-0024,nzd0357-0025,nzd0357-0026,nzd0357-0027,nzd0357-0028,nzd0357-0029,nzd0357-0030,nzd0357-0031,nzd0357-0032,nzd0357-0033,nzd0357-0034,nzd0357-0035,nzd0357-0036,nzd0357-0037,nzd0357-0038,nzd0357-0039,nzd0357-0040,nzd0357-0041,nzd0357-0042,nzd0357-0043,nzd0357-0044,nzd0357-0045,nzd0357-0046,nzd0357-0047,nzd0357-0048,nzd0357-0049,nzd0357-0050,nzd0357-0051,nzd0357-0052,nzd0357-0053,nzd0357-0054,nzd0357-0055,nzd0357-0056,nzd0357-0057,nzd0357-0058,nzd0357-0059,nzd0357-0060,nzd0357-0061,nzd0357-0062,nzd0357-0063,nzd0357-0064,nzd0357-0065,nzd0357-0066,nzd0357-0067,nzd0357-0068,nzd0357-0069,nzd0357-0070,nzd0357-0071,nzd0357-0072,nzd0357-0073,nzd0357-0074,nzd0357-0075,nzd0357-0076,nzd0357-0077,nzd0357-0078,nzd0357-0079,nzd0357-0080,nzd0357-0081,nzd0357-0082,nzd0357-0083,nzd0357-0084,nzd0357-0085,nzd0357-0086,nzd0357-0087,nzd0357-0088,nzd0357-0089,nzd0357-0090,nzd0357-0091,nzd0357-0092,nzd0357-0093,nzd0357-0094,nzd0357-0095,nzd0357-0096,nzd0357-0097,nzd0357-0098,nzd0357-0099,nzd0357-0100,nzd0357-0101,nzd0357-0102,nzd0357-0103,nzd0357-0104,nzd0357-0105,nzd0357-0106,nzd0357-0107,nzd0357-0108,nzd0357-0109,nzd0357-0110,nzd0357-0111,nzd0357-0112,nzd0357-0113,nzd0357-0114,nzd0357-0115,nzd0357-0116,nzd0357-0117,nzd0357-0118,nzd0357-0119,nzd0357-0120,nzd0357-0121,nzd0357-0122,nzd0357-0123,nzd0357-0124
2008-08-27 21:56:17+00:00,L7,336.67,335.05,331.99,336.64,331.11,323.95,323.44,324.55,336.40,345.84,343.47,343.44,351.14,349.18,,,349.07,353.13,362.24,368.17,371.73,369.38,369.49,367.74,364.83,357.02,349.89,372.60,383.41,376.95,375.27,376.08,366.41,368.01,368.25,367.28,368.79,367.21,365.01,373.12,372.24,370.04,366.95,355.95,358.14,360.29,357.69,353.96,356.86,363.24,363.84,369.34,365.98,368.35,374.75,378.19,362.47,360.43,360.72,361.90,362.56,370.44,365.13,366.83,374.43,373.85,366.00,365.69,363.68,365.63,361.05,359.20,363.46,374.33,363.51,361.08,372.26,365.65,350.21,353.39,357.03,357.28,358.60,369.16,367.88,356.89,349.59,350.76,359.13,364.75,362.55,362.40,364.64,367.17,367.09,370.94,374.05,374.48,373.12,370.05,370.04,361.74,362.95,360.73,,367.87,378.09,372.22,378.51,378.82,359.20,360.83,361.69,371.83,374.93,365.64,359.84,364.49,377.90,378.92,371.06,369.68,371.46,385.15,375.31
2008-10-14 21:55:54+00:00,L7,318.20,318.07,317.48,322.77,321.84,323.17,323.87,324.13,331.29,341.61,335.71,335.71,344.50,344.25,340.53,337.09,336.76,346.38,351.20,356.13,357.12,354.62,354.15,354.67,353.20,347.76,340.88,358.19,369.27,365.49,365.73,368.15,363.39,359.29,359.67,362.01,362.81,358.36,360.34,366.81,364.03,356.68,358.13,351.09,352.26,353.75,349.28,347.97,350.16,353.15,350.77,357.68,359.01,359.55,363.28,362.81,351.41,353.50,354.88,355.89,359.90,365.28,361.72,360.39,363.41,362.62,360.70,357.86,360.38,357.71,353.39,349.27,354.93,360.31,242.98,230.82,229.12,275.39,347.86,343.10,346.05,349.69,349.72,355.63,355.74,346.44,342.00,342.89,350.34,353.21,351.71,355.78,356.95,358.25,359.74,360.15,361.03,362.06,360.46,119.14,,359.50,353.71,355.25,360.68,360.05,366.27,363.81,367.10,368.34,351.48,352.75,360.62,364.88,370.31,362.16,357.84,361.41,371.27,369.25,358.52,364.75,,,
2008-12-25 21:51:46+00:00,L5,322.29,325.11,334.94,335.62,337.45,333.55,334.13,334.36,342.65,351.04,339.01,341.70,348.74,345.77,344.61,346.68,346.53,352.40,359.25,361.19,363.54,368.16,366.82,368.72,371.84,361.40,357.05,367.79,379.11,375.24,377.02,380.14,372.77,371.20,370.08,372.31,369.06,367.37,367.82,377.15,372.32,367.24,360.75,350.62,355.13,352.03,350.51,349.93,358.88,364.77,364.40,370.64,371.86,372.83,373.63,374.79,363.07,360.78,363.48,362.93,369.54,372.23,367.86,367.67,376.60,373.39,369.70,369.58,369.65,367.38,359.28,355.18,359.74,368.68,359.02,361.16,370.06,360.15,344.29,345.46,349.95,352.32,357.71,359.40,360.51,355.18,351.80,355.20,359.32,364.42,363.04,368.35,366.64,367.09,366.73,367.45,366.96,368.81,366.59,364.02,358.48,355.35,356.27,358.21,366.52,365.51,371.97,367.60,375.01,368.90,358.29,366.89,373.95,379.81,376.52,366.56,365.66,373.06,381.06,379.41,369.17,366.89,373.67,382.25,385.13
2009-01-26 21:52:36+00:00,L5,,,,,,,,,329.40,339.03,325.80,329.03,335.27,335.70,333.67,336.46,337.34,341.48,344.81,350.42,351.57,350.29,354.57,358.69,359.56,352.27,342.79,360.10,371.81,362.99,366.62,367.76,366.86,362.29,355.74,357.96,358.03,356.86,352.72,364.62,359.26,352.66,352.04,333.61,339.42,342.45,341.50,340.32,347.22,347.18,347.77,355.77,357.51,359.83,363.30,361.42,351.68,351.71,353.46,352.69,359.64,362.23,358.61,357.37,364.15,360.31,358.55,361.06,359.69,358.25,351.00,345.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.06,346.89,344.21,344.42,343.70,352.68,353.14,,,,,,,,,,,,,,,,,,,
2009-03-07 21:57:19+00:00,L7,315.82,319.47,324.03,325.54,327.02,326.61,329.42,328.83,338.00,348.68,343.41,346.32,350.37,348.45,348.31,348.68,345.60,351.74,356.93,361.09,363.90,360.20,360.96,361.26,365.39,354.97,350.39,364.91,375.61,373.15,372.96,376.43,371.12,369.20,365.03,367.21,369.04,362.29,364.63,379.28,375.98,367.96,356.83,347.43,351.78,356.80,350.42,350.87,351.74,357.22,353.28,361.43,361.95,363.32,370.14,369.73,357.93,358.06,357.16,358.56,361.34,367.95,362.75,362.75,368.62,366.40,363.75,363.46,362.47,360.92,356.80,359.97,361.32,369.63,355.89,359.92,364.64,357.33,347.24,345.54,349.76,350.87,350.01,354.69,354.51,345.77,346.17,350.75,357.22,358.29,360.64,362.81,361.84,361.00,362.70,367.22,362.40,369.47,368.29,360.09,356.94,352.99,351.59,354.42,360.80,362.86,366.67,364.11,366.00,365.46,356.71,357.69,366.04,370.07,373.02,365.01,360.06,367.87,374.67,,,,370.25,371.08,368.80
2009-05-10 21:57:39+00:00,L7,,,,,,,,,,,,,,,,,331.60,337.14,342.10,348.54,345.86,344.72,357.85,355.36,350.23,346.24,338.66,347.82,366.08,354.16,361.91,361.88,356.71,355.90,354.60,352.91,354.35,354.66,352.36,359.98,358.82,350.23,347.28,335.12,341.30,345.13,343.68,341.41,341.96,342.33,352.39,363.33,366.85,362.43,363.57,363.38,348.69,350.34,349.11,351.39,349.72,358.62,354.55,354.59,361.05,357.94,353.83,357.30,353.53,352.82,349.21,344.32,350.08,355.10,345.80,352.28,358.71,350.08,,333.51,341.00,339.09,338.53,344.77,,255.72,340.81,337.86,341.78,340.74,343.43,348.98,345.20,346.95,350.66,351.41,352.22,354.40,353.26,351.95,347.36,,344.64,341.29,344.93,351.26,355.73,196.19,215.31,347.84,335.90,347.03,353.07,356.84,358.33,358.45,358.30,356.00,359.12,365.17,358.45,360.76,372.88,377.45,374.25
2009-07-13 21:57:33+00:00,L7,,,,,,,,,328.45,340.56,333.57,340.56,348.33,340.12,338.67,339.77,340.15,343.97,355.02,362.02,360.86,357.66,358.44,358.86,351.30,348.06,338.93,353.61,374.49,366.01,370.05,367.11,361.39,364.21,364.29,362.92,363.45,360.13,355.63,363.95,369.75,366.40,361.18,348.57,353.41,352.20,349.28,356.84,360.06,351.17,349.49,353.30,355.44,355.88,367.22,368.35,357.17,354.79,356.95,355.01,357.15,358.56,357.05,355.68,362.55,365.53,359.45,362.64,363.70,357.49,351.95,349.71,351.24,356.88,350.21,350.94,362.02,355.95,336.68,341.75,341.11,338.19,356.79,366.96,363.05,347.88,340.93,344.92,350.22,352.56,349.27,357.66,353.35,354.07,358.21,356.22,362.29,359.51,358.91,355.91,350.42,346.67,343.16,252.46,162.56,,371.50,370.31,373.69,362.01,352.77,355.51,357.54,366.06,374.53,,363.95,364.30,375.66,378.95,372.64,366.67,377.10,382.57,380.61
2009-11-18 21:57:53+00:00,L7,295.33,296.12,306.85,307.19,308.70,308.07,303.68,305.27,310.91,327.03,322.42,322.58,336.64,331.24,332.67,332.56,334.58,340.54,346.91,348.32,347.13,353.12,355.80,352.35,343.71,339.73,337.45,349.66,363.90,353.65,358.90,361.65,355.16,352.75,354.44,351.98,352.80,354.61,353.56,362.38,360.85,354.55,351.01,342.87,342.79,342.17,341.39,341.21,339.13,351.14,346.23,353.75,349.41,352.56,357.74,355.66,346.12,347.36,345.37,345.99,347.28,354.20,352.20,353.56,362.54,358.44,351.43,353.66,351.87,350.77,345.17,341.37,344.07,350.79,340.81,350.57,354.73,347.62,331.82,338.17,336.41,341.69,342.93,,251.92,339.56,333.40,333.17,341.85,342.34,344.21,343.92,342.32,350.40,350.98,355.60,357.55,352.98,353.85,348.29,348.33,343.97,343.82,343.90,352.57,355.73,182.70,185.79,202.23,347.61,339.83,342.39,345.14,348.87,353.37,347.32,342.19,348.91,362.64,363.25,351.76,353.37,357.61,364.69,363.84
2009-12-04 21:58:04+00:00,L7,303.06,307.70,310.40,311.58,311.58,315.84,314.23,318.45,324.75,336.53,332.26,333.65,340.68,336.58,336.71,338.93,336.50,342.63,347.28,352.74,353.75,355.72,352.48,354.26,351.81,348.15,341.25,358.28,368.83,363.94,364.45,366.35,359.57,358.15,200.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.50,361.66,360.67,351.43,343.11,348.28,355.66,348.47,349.67,357.79,346.96,338.98,339.85,344.75,344.60,346.84,351.66,353.16,342.24,339.11,341.54,348.36,349.24,350.68,352.84,352.32,354.84,363.45,369.72,361.10,357.24,358.24,355.76,351.57,347.44,347.47,346.93,354.22,355.63,362.63,358.47,366.27,363.50,350.06,354.15,357.30,357.86,360.44,355.94,,,,371.90,354.54,357.58,357.40,368.13,362.87
2010-01-05 21:58:36+00:00,L7,290.06,292.00,301.52,301.46,303.97,303.01,304.85,307.01,312.25,322.19,319.45,324.76,337.08,334.04,335.52,338.45,335.23,342.65,347.46,353.96,351.64,350.81,350.04,352.16,348.32,346.56,339.75,356.60,367.28,359.14,358.95,360.61,356.50,353.81,351.56,351.34,353.11,352.63,350.00,361.80,355.67,350.61,344.57,337.35,342.19,342.50,339.67,340.46,342.78,343.16,341.71,348.24,349.62,351.15,354.63,360.86,355.57,354.01,346.18,343.63,346.41,353.12,352.25,350.88,358.33,354.78,353.09,352.05,352.30,350.15,344.57,340.72,340.65,352.35,345.10,342.50,355.61,346.37,320.48,338.42,341.43,344.00,340.94,345.71,343.99,334.44,,335.80,338.68,340.21,339.74,344.98,347.17,346.20,348.66,351.67,348.97,349.16,349.65,349.42,346.05,342.07,341.88,340.37,350.45,347.58,356.90,350.37,352.66,,198.51,351.11,352.35,353.73,356.71,351.02,346.03,349.79,356.00,361.48,346.90,347.96,349.55,357.70,349.98
2010-01-21 21:58:50+00:00,L7,299.76,305.72,311.74,317.21,318.30,317.65,317.83,321.38,330.50,343.19,337.99,340.45,347.68,340.51,342.10,345.61,343.08,350.21,362.95,363.83,362.42,358.06,356.33,359.42,354.15,351.37,344.16,359.83,372.74,368.02,365.15,367.09,362.18,364.57,362.85,362.29,364.93,360.87,361.21,370.11,368.16,361.85,358.49,347.27,354.29,352.26,355.02,358.33,355.98,355.29,354.18,359.29,360.71,362.90,369.11,366.27,357.72,355.91,356.76,353.64,358.51,363.31,361.72,359.05,364.29,364.86,359.06,359.70,357.61,357.60,347.24,345.35,350.29,359.21,350.95,350.82,362.01,357.39,339.37,343.47,228.00,222.87,217.95,366.57,360.30,344.15,341.83,342.36,350.27,350.90,351.11,356.92,358.69,360.76,362.78,366.30,366.99,361.85,361.79,358.56,356.89,351.76,351.58,,,,370.40,363.35,368.76,363.57,352.16,353.75,358.20,360.59,365.83,361.02,355.68,359.71,366.75,,,,,,
2010-01-29 21:58:05+00:00,L5,311.94,321.79,322.03,330.35,331.40,330.13,330.79,333.71,341.95,354.05,346.84,348.68,358.24,350.39,349.52,350.29,351.16,354.87,362.51,363.72,364.17,361.98,364.83,367.14,367.11,360.45,354.09,371.64,382.90,377.28,379.26,378.76,374.33,371.24,369.02,367.94,366.91,369.20,368.86,376.43,375.58,370.97,362.91,356.98,358.88,360.72,353.45,356.21,358.17,360.07,361.26,365.82,367.35,369.75,377.26,377.27,364.74,361.79,365.22,362.36,367.72,370.63,368.45,365.73,374.26,371.80,367.93,367.14,367.90,366.17,357.69,355.00,358.42,369.55,360.59,361.12,370.48,360.82,348.51,351.27,355.58,354.75,358.89,363.37,361.69,354.49,355.42,358.75,364.48,362.23,364.84,369.25,366.85,367.20,368.12,372.79,370.75,368.90,368.78,363.93,362.10,358.05,357.80,356.96,362.59,366.54,373.22,369.09,372.51,374.39,360.93,362.54,371.99,374.31,379.90,372.45,365.81,369.52,383.40,380.81,368.89,370.52,374.05,382.02,376.34
2010-02-22 21:59:13+00:00,L7,300.84,299.67,309.43,313.12,313.42,315.36,315.05,321.82,329.97,342.41,335.41,340.05,346.56,344.35,343.81,347.43,344.19,350.32,354.75,357.55,358.78,358.01,356.89,356.67,355.80,348.28,342.72,359.58,369.39,365.49,364.90,,,370.00,365.12,361.53,361.66,359.23,357.51,366.97,364.29,358.80,353.76,346.42,349.88,351.23,348.55,351.14,352.98,354.57,350.26,355.61,357.50,360.27,364.18,363.64,349.99,352.07,353.10,350.92,201.54,226.74,214.74,231.10,240.96,374.87,365.22,359.22,359.06,357.55,348.66,347.28,348.37,360.49,351.52,350.11,360.04,353.95,338.47,344.05,347.70,347.99,351.57,351.59,351.94,343.02,338.23,344.36,351.74,349.07,257.26,239.81,356.16,356.33,358.05,360.38,360.42,359.74,358.66,357.54,355.66,350.15,349.91,350.76,356.44,358.86,365.47,363.02,365.99,360.71,351.37,354.04,359.80,,,366.13,357.16,360.87,371.88,371.13,358.41,359.57,364.20,370.84,368.95
2010-03-10 21:59:20+00:00,L7,313.92,316.33,319.64,324.01,327.67,325.18,322.84,324.60,333.44,342.29,340.44,343.33,353.44,350.48,345.53,348.10,342.94,351.77,355.91,361.03,362.56,370.90,374.26,370.50,361.19,354.14,346.60,361.27,374.40,369.49,368.06,372.98,366.43,365.60,361.82,363.35,365.25,363.15,361.67,368.80,369.00,365.11,360.97,350.63,354.18,357.22,356.32,352.58,183.12,186.36,366.53,363.78,362.69,362.69,366.32,367.94,357.48,352.48,356.38,353.08,360.56,364.54,361.76,358.08,367.42,367.40,361.77,359.91,361.59,363.18,357.87,353.04,359.00,366.03,356.56,356.62,368.01,363.51,350.41,348.81,351.65,353.36,351.27,223.85,243.73,347.11,343.18,350.47,354.82,357.21,357.20,360.61,357.33,358.93,362.44,363.90,365.96,363.39,364.14,362.96,360.52,357.38,358.65,357.53,358.46,,,,,365.03,354.68,355.34,363.92,367.70,376.96,367.19,361.78,364.81,371.73,378.11,366.64,368.56,371.86,376.62,376.36
2010-03-26 21:59:25+00:00,L7,308.18,310.42,316.46,321.78,327.03,324.17,325.03,328.65,337.80,351.79,345.70,347.42,355.49,351.52,351.83,353.11,351.03,356.61,361.36,363.10,363.42,361.10,362.29,362.95,360.53,356.39,349.01,366.70,376.38,372.56,372.45,376.08,368.65,368.79,364.53,364.40,366.42,360.26,216.26,117.74,205.90,371.96,362.06,351.52,353.36,359.48,355.82,353.59,355.75,357.53,356.31,360.59,363.16,364.93,370.37,371.15,359.95,357.84,356.79,358.59,361.31,367.07,364.48,361.98,368.53,369.73,362.74,363.94,364.42,360.61,256.83,244.99,249.19,375.45,367.52,367.91,368.02,361.39,340.70,348.72,352.76,352.91,355.63,359.17,356.68,347.67,343.00,347.93,353.76,355.13,354.73,360.43,358.45,357.98,360.85,,,,367.69,365.68,363.13,356.45,358.16,356.83,363.62,364.73,372.18,365.95,368.88,367.41,359.91,359.24,366.04,370.16,372.25,366.28,357.67,366.28,373.31,,,,374.88,382.93,377.97
2010-06-30 21:59:25+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,368.32,372.67,359.03,360.07,375.12,386.54,381.11,383.47,386.23,377.33,374.87,222.61,,,,,,,,,,,,,,,,,,,,,,364.61,364.47,363.58,362.22,364.92,367.23,362.77,360.91,371.77,371.50,367.47,363.39,362.95,372.22,362.17,354.58,359.72,368.82,363.34,363.32,372.37,362.38,349.26,353.06,352.50,353.43,350.51,357.66,359.47,352.97,344.80,354.99,361.77,356.27,362.59,359.94,361.55,359.15,364.15,372.38,378.83,369.06,364.56,363.99,364.36,352.01,360.04,353.90,,366.00,373.64,369.08,378.49,372.49,364.61,364.32,369.90,378.95,382.40,377.16,367.19,374.87,394.21,397.18,391.75,374.45,383.38,394.33,390.03
2010-08-17 21:59:27+00:00,L7,307.45,304.71,311.36,318.42,325.20,323.75,324.49,322.57,328.25,337.98,331.99,337.14,345.89,341.44,341.01,,339.40,347.43,349.31,355.42,355.33,354.51,353.12,353.55,350.79,348.49,342.96,358.42,372.77,369.08,371.75,370.23,366.15,359.30,359.24,357.00,359.46,360.98,356.49,363.36,360.40,362.55,356.12,347.90,348.41,355.27,347.48,345.42,348.96,349.28,345.82,351.37,352.38,358.53,367.47,363.81,356.59,355.08,353.50,353.53,355.71,359.42,358.41,358.15,361.64,365.02,358.64,358.80,359.25,357.79,350.60,346.27,346.37,366.48,356.31,362.85,367.82,357.49,321.64,341.44,344.05,347.01,349.90,354.92,355.47,344.97,342.24,345.88,353.77,351.57,350.00,355.08,355.16,357.24,358.88,361.47,360.21,353.97,367.72,361.67,355.99,348.22,350.81,351.25,357.04,359.64,367.61,360.29,368.18,363.78,353.41,353.19,357.19,364.97,370.03,363.98,355.16,360.96,365.16,368.90,360.85,357.08,379.11,393.55,384.13
2010-09-02 21:59:30+00:00,L7,320.20,318.63,325.05,330.69,336.42,331.90,332.57,334.34,337.35,346.63,340.96,342.90,349.74,345.66,343.04,345.39,346.59,348.37,356.46,361.67,361.77,358.60,357.90,359.73,365.52,363.65,348.00,367.43,380.73,375.84,375.26,380.30,374.38,369.68,366.19,367.86,367.37,367.51,362.60,372.69,375.45,370.61,367.28,354.31,358.19,357.87,355.07,353.18,355.56,358.20,353.55,356.67,368.69,375.76,388.33,385.96,374.44,361.16,362.39,360.11,362.88,366.23,364.57,359.97,370.13,370.87,366.49,367.91,367.08,361.12,358.02,351.35,356.76,363.89,356.16,360.99,370.41,364.55,349.97,347.04,353.09,355.57,359.89,366.46,366.40,356.42,355.70,358.14,363.33,363.28,361.00,364.98,363.55,363.42,364.66,367.36,368.15,366.38,365.03,366.31,361.82,355.19,355.90,357.34,361.17,365.18,372.75,368.38,373.10,368.94,368.89,358.24,364.71,371.53,376.45,366.54,359.34,360.86,369.84,375.25,365.00,361.52,370.92,380.53,378.74
2010-09-18 21:59:31+00:00,L7,323.69,319.37,324.94,326.16,331.44,327.59,328.24,324.12,336.14,346.47,347.75,342.04,346.38,344.99,344.31,342.77,342.05,350.99,354.63,358.16,359.99,356.94,360.16,357.74,360.79,350.60,348.20,363.37,375.00,369.76,369.33,376.63,369.89,366.19,364.75,363.68,365.47,366.35,368.88,366.21,369.80,362.91,355.98,348.30,351.83,352.76,347.37,345.54,348.58,352.40,350.89,359.12,361.75,366.68,370.20,373.82,360.03,359.16,355.90,357.08,359.79,365.78,363.75,358.09,368.97,369.42,362.28,361.11,358.06,364.47,358.70,349.65,351.31,359.51,350.98,357.53,364.95,358.59,343.49,340.07,344.90,349.50,357.88,356.82,356.04,348.79,348.82,346.30,354.03,353.72,352.52,355.83,357.28,357.67,361.42,375.08,370.38,367.62,363.28,362.70,359.65,355.65,353.88,351.88,358.93,360.16,367.54,363.57,370.89,372.76,360.42,356.63,362.37,365.05,370.58,366.04,,,,,369.32,359.37,363.79,372.46,380.23
2010-10-04 21:59:29+00:00,L7,299.29,294.18,303.14,305.13,307.36,311.53,310.55,311.11,319.69,330.62,334.33,331.33,338.78,334.71,333.12,334.36,334.64,340.92,346.86,350.57,349.80,350.10,347.31,348.90,347.63,344.91,337.61,349.95,366.44,363.18,368.37,368.34,360.81,358.17,355.95,358.75,356.96,353.72,353.04,360.67,360.04,357.05,350.67,343.55,347.97,349.89,346.58,348.63,347.58,348.56,348.14,351.01,354.79,357.52,363.88,360.47,352.73,345.39,357.33,352.99,354.07,356.58,354.89,351.71,360.28,361.88,354.94,358.06,355.94,352.85,346.48,341.05,344.36,356.34,347.41,351.69,361.53,352.00,336.25,336.94,345.33,347.05,351.06,350.30,346.71,338.56,335.93,,285.99,355.45,348.71,350.67,352.11,354.45,355.60,361.98,360.31,359.94,356.13,354.35,350.54,,348.63,351.23,,359.28,364.35,362.11,364.89,356.36,,,,371.86,366.55,355.10,349.13,354.98,364.95,364.35,355.25,354.39,358.52,369.53,368.16
2010-10-12 21:57:13+00:00,L5,316.07,310.08,319.94,325.43,331.53,331.41,327.18,327.52,332.65,342.70,340.11,340.79,347.98,347.10,343.45,347.85,344.39,350.62,354.28,359.23,358.53,355.70,354.66,360.19,359.11,355.47,349.93,365.27,376.59,374.81,374.11,374.99,368.77,366.22,362.49,366.04,366.37,365.28,363.51,369.90,370.32,364.91,361.37,349.36,354.99,355.29,352.51,348.68,350.29,351.93,347.83,357.45,361.83,367.06,373.00,370.66,362.99,359.25,360.07,357.80,360.62,364.03,363.93,359.60,372.07,369.15,365.16,364.34,363.83,359.64,356.64,349.82,351.29,364.17,356.34,358.78,366.83,354.77,343.30,344.37,350.31,351.50,354.41,356.30,356.98,350.44,348.17,351.96,359.79,360.21,359.55,361.83,363.74,361.92,365.23,366.06,366.52,362.13,363.57,358.68,353.82,353.36,354.21,354.45,361.52,364.23,366.23,363.24,365.24,362.75,358.83,361.25,364.77,366.49,372.54,366.33,357.73,364.63,369.68,372.20,364.17,364.89,367.17,378.17,380.79
2011-01-16 21:57:09+00:00,L5,328.22,329.10,333.31,335.44,336.11,327.24,332.43,334.13,347.30,360.60,353.18,352.08,362.06,357.04,357.66,358.52,358.34,363.64,365.75,369.85,369.00,367.80,366.26,369.20,365.96,359.99,354.10,371.27,380.54,371.95,375.87,381.50,371.10,376.76,375.84,376.93,375.96,371.39,373.54,380.29,383.01,379.45,371.74,362.65,367.31,368.69,364.05,360.51,362.55,364.78,365.81,371.43,372.37,373.75,381.69,378.37,366.27,363.67,362.31,363.54,366.24,369.87,370.06,370.84,378.46,378.53,374.23,374.32,375.46,372.64,367.77,361.28,365.63,373.49,365.59,366.50,375.62,369.68,357.54,357.03,361.03,364.19,363.67,368.99,365.75,355.60,351.99,354.69,356.26,362.07,361.87,366.85,371.57,373.06,375.06,375.97,378.30,373.13,374.13,372.94,368.27,362.84,364.34,363.46,370.23,370.46,378.56,371.67,370.31,367.51,358.04,359.28,369.81,370.68,376.05,368.97,370.46,378.58,387.96,386.23,372.67,374.19,377.11,389.36,384.00
2011-01-24 22:00:35+00:00,L7,313.32,320.07,321.92,325.62,317.60,323.54,320.88,322.45,325.38,334.01,326.63,332.22,348.67,341.18,341.05,347.05,347.35,351.85,356.42,360.13,362.12,359.18,359.28,358.93,355.96,353.41,345.85,361.34,374.81,368.57,368.24,367.88,363.54,365.39,361.01,360.52,362.35,358.03,359.78,365.97,368.29,361.88,358.55,345.16,350.14,353.70,348.64,351.38,352.42,354.95,349.34,358.40,359.77,360.49,370.76,376.30,365.20,360.61,357.19,356.21,358.69,365.04,360.39,363.17,365.65,368.08,363.60,362.93,362.16,358.16,352.01,350.05,354.93,362.59,355.08,358.86,363.55,359.10,346.04,347.43,348.31,351.24,352.21,358.79,357.06,350.80,347.12,346.73,350.48,351.78,354.66,356.87,356.84,358.18,359.34,360.48,353.29,360.70,360.05,362.92,360.50,351.02,356.19,356.63,359.29,360.65,366.50,362.33,367.85,360.39,348.58,356.37,355.90,,,,,,,,,,,,
2011-02-09 22:00:39+00:00,L7,315.34,315.28,317.63,325.84,324.80,319.74,319.99,322.69,326.58,337.38,336.81,336.87,342.85,342.26,341.68,343.15,344.85,353.70,358.48,358.02,358.16,358.07,356.20,358.34,355.35,351.15,344.61,359.22,372.12,366.53,368.67,368.98,363.85,365.35,361.94,360.26,362.33,359.84,359.53,366.33,367.62,361.28,354.74,343.46,348.63,351.55,354.00,351.32,353.09,353.01,351.52,357.86,360.82,362.85,368.52,363.46,355.75,353.80,353.70,355.19,356.34,361.33,359.77,363.25,364.72,367.52,359.10,361.76,361.68,360.04,356.08,349.68,354.31,363.56,354.14,354.93,363.08,356.58,339.72,344.63,355.60,357.99,352.22,356.23,355.36,348.37,344.99,347.31,355.03,354.28,356.27,358.61,360.70,360.31,362.01,362.14,364.33,361.88,361.47,359.32,356.01,351.04,346.02,359.43,364.20,365.64,368.04,363.74,367.54,365.16,353.94,355.94,359.79,364.90,367.68,363.02,357.50,360.74,369.02,368.44,358.78,362.51,362.41,376.02,365.60
2011-03-13 22:00:47+00:00,L7,323.95,330.68,332.70,335.50,334.42,331.91,330.18,330.45,339.04,347.49,342.39,343.60,353.20,350.72,346.62,349.87,347.60,352.95,357.65,360.06,361.21,361.00,363.30,363.26,361.15,353.61,350.36,363.42,375.93,369.72,369.94,371.15,364.20,366.02,365.07,363.99,363.34,363.98,369.98,376.60,371.16,364.98,360.31,348.18,355.22,354.27,348.92,350.80,356.62,357.67,354.77,362.66,365.33,366.17,370.53,369.26,359.57,360.33,358.49,359.80,359.42,365.99,360.82,361.97,365.15,368.32,362.41,362.29,363.37,361.88,361.36,350.75,355.14,363.37,354.97,360.20,365.31,357.63,344.39,348.68,355.29,355.99,356.60,357.71,359.30,351.76,346.94,349.60,358.71,360.39,358.71,359.95,356.78,362.35,361.34,367.90,372.35,368.81,364.29,364.33,359.84,354.82,357.34,357.37,360.80,362.02,371.16,365.77,368.47,365.80,356.97,358.67,366.73,368.04,369.94,364.60,358.92,366.75,373.26,375.70,376.25,376.67,370.19,376.40,373.12
2011-03-29 22:00:49+00:00,L7,325.98,334.77,338.36,340.40,341.70,335.69,336.84,338.21,344.09,354.75,352.19,353.93,359.80,355.46,356.49,359.51,358.98,362.24,365.82,370.19,370.30,367.71,372.77,370.91,370.35,359.91,354.15,372.83,382.28,376.87,380.77,379.23,375.39,374.94,372.16,374.19,372.44,372.64,372.81,378.71,378.21,375.54,369.37,363.88,365.71,366.72,359.71,361.36,363.40,365.55,367.30,374.92,375.67,370.45,375.70,378.32,365.55,364.66,364.39,364.69,368.79,370.61,366.70,365.93,374.62,373.05,368.39,368.67,368.85,364.29,363.27,358.17,363.73,371.87,364.22,364.27,377.37,369.22,361.33,357.31,362.72,362.47,362.33,371.96,370.09,359.63,357.20,358.77,365.61,367.21,366.20,367.28,368.07,367.30,369.01,370.24,374.41,373.24,372.69,370.77,364.65,362.98,362.27,362.11,364.21,367.17,375.85,375.11,377.71,375.03,360.77,362.42,371.34,373.28,379.42,369.38,363.73,370.82,379.45,383.12,371.56,372.87,376.95,385.37,384.23
