dates,satname,nzd0357-0000,nzd0357-0001,nzd0357-0002,nzd0357-0003,nzd0357-0004,nzd0357-0005,nzd0357-0006,nzd0357-0007,nzd0357-0008,nzd0357-0009,nzd0357-0010,nzd0357-0011,nzd0357-0012,nzd0357-0013,nzd0357-0014,nzd0357-0015,nzd0357-0016,nzd0357-0017,nzd0357-0018,nzd0357-0019,nzd0357-0020,nzd0357-0021,nzd0357-0022,nzd0357-0023,nzd0357-0024,nzd0357-0025,nzd0357-0026,nzd0357-0027,nzd0357-0028,nzd0357-0029,nzd0357-0030,nzd0357-0031,nzd0357-0032,nzd0357-0033,nzd0357-0034,nzd0357-0035,nzd0357-0036,nzd0357-0037,nzd0357-0038,nzd0357-0039,nzd0357-0040,nzd0357-0041,nzd0357-0042,nzd0357-0043,nzd0357-0044,nzd0357-0045,nzd0357-0046,nzd0357-0047,nzd0357-0048,nzd0357-0049,nzd0357-0050,nzd0357-0051,nzd0357-0052,nzd0357-0053,nzd0357-0054,nzd0357-0055,nzd0357-0056,nzd0357-0057,nzd0357-0058,nzd0357-0059,nzd0357-0060,nzd0357-0061,nzd0357-0062,nzd0357-0063,nzd0357-0064,nzd0357-0065,nzd0357-0066,nzd0357-0067,nzd0357-0068,nzd0357-0069,nzd0357-0070,nzd0357-0071,nzd0357-0072,nzd0357-0073,nzd0357-0074,nzd0357-0075,nzd0357-0076,nzd0357-0077,nzd0357-0078,nzd0357-0079,nzd0357-0080,nzd0357-0081,nzd0357-0082,nzd0357-0083,nzd0357-0084,nzd0357-0085,nzd0357-0086,nzd0357-0087,nzd0357-0088,nzd0357-0089,nzd0357-0090,nzd0357-0091,nzd0357-0092,nzd0357-0093,nzd0357-0094,nzd0357-0095,nzd0357-0096,nzd0357-0097,nzd0357-0098,nzd0357-0099,nzd0357-0100,nzd0357-0101,nzd0357-0102,nzd0357-0103,nzd0357-0104,nzd0357-0105,nzd0357-0106,nzd0357-0107,nzd0357-0108,nzd0357-0109,nzd0357-0110,nzd0357-0111,nzd0357-0112,nzd0357-0113,nzd0357-0114,nzd0357-0115,nzd0357-0116,nzd0357-0117,nzd0357-0118,nzd0357-0119,nzd0357-0120,nzd0357-0121,nzd0357-0122,nzd0357-0123,nzd0357-0124
2017-06-25 22:06:59+00:00,L8,360.94,368.24,366.04,363.98,360.85,363.86,361.61,362.35,364.91,369.84,363.72,360.82,361.83,359.46,356.50,356.28,355.73,356.68,361.32,359.61,361.78,359.98,360.10,362.33,358.23,354.43,350.14,362.02,376.31,365.86,366.54,372.40,368.62,368.39,367.34,367.34,368.21,365.78,367.23,377.39,376.22,366.49,364.84,353.76,356.82,360.29,358.87,359.61,361.14,362.88,357.15,357.34,357.96,358.04,362.68,363.76,359.16,358.27,356.27,359.57,360.43,361.77,362.60,362.55,367.16,367.76,362.15,364.56,359.33,360.59,351.42,348.75,357.10,362.90,349.23,348.19,354.62,346.16,327.25,344.76,351.14,351.10,351.57,357.88,355.76,344.48,345.01,349.76,356.72,362.67,358.40,357.23,364.19,370.88,368.15,367.73,367.58,364.44,362.18,363.57,360.18,356.03,352.85,353.64,359.15,360.38,369.00,361.92,365.05,361.42,357.40,359.67,364.71,367.66,375.22,370.13,365.38,370.72,375.83,382.26,371.31,,,,
2017-07-03 22:09:53+00:00,L7,,,,,,346.14,341.67,345.45,338.25,345.58,345.68,345.40,352.38,346.35,348.17,347.52,341.69,347.55,351.78,353.83,355.26,350.76,349.18,352.02,349.71,346.10,343.22,358.25,368.41,363.75,365.82,371.28,365.29,357.52,365.99,362.02,357.56,357.04,356.17,367.49,368.46,358.97,352.77,345.94,350.97,354.35,351.07,359.96,351.86,354.91,351.97,362.04,358.18,361.28,366.32,367.05,355.10,353.56,350.51,352.98,362.12,364.90,359.46,359.76,363.93,362.12,364.35,367.32,361.31,353.55,353.21,346.60,352.18,364.09,353.14,348.07,353.99,356.16,342.73,343.37,346.43,350.09,353.25,357.63,359.53,343.64,339.44,345.26,351.30,350.11,359.40,359.81,356.99,361.94,360.78,361.43,358.32,360.98,357.38,358.69,356.30,,347.47,351.15,,363.49,360.53,354.79,353.28,344.82,331.92,345.35,,,374.81,,365.33,364.57,370.54,373.67,371.05,369.82,378.88,384.57,378.87
2017-08-20 22:09:50+00:00,L7,349.81,355.39,351.72,349.17,341.73,342.38,336.95,338.42,343.48,348.73,341.30,337.24,344.51,341.05,338.28,340.02,338.35,343.30,352.14,350.70,350.24,345.41,347.46,348.08,348.82,340.86,341.71,356.29,365.59,357.14,366.26,369.57,354.92,352.14,356.57,358.23,357.04,354.54,357.22,365.56,365.61,356.74,356.38,346.16,346.97,351.88,347.45,349.84,353.53,352.77,349.37,357.94,359.35,359.42,365.68,361.91,348.97,352.86,352.64,352.75,359.20,360.44,354.75,353.38,361.74,361.64,354.43,359.78,360.74,360.66,349.45,345.53,347.67,353.44,350.70,361.14,367.84,360.78,336.30,342.49,346.09,349.81,359.37,361.36,355.37,346.44,341.43,345.26,351.19,358.02,352.55,358.53,355.92,356.34,357.71,360.43,364.24,361.39,358.65,361.00,359.28,343.88,348.31,350.41,,359.62,365.85,361.23,362.29,353.06,342.04,346.57,352.93,356.43,366.71,360.47,354.68,361.61,373.48,374.96,369.04,369.82,350.09,392.09,382.37
2017-08-28 22:07:19+00:00,L8,345.86,357.37,352.80,356.66,359.68,355.35,357.18,356.55,362.95,368.02,356.24,351.03,356.97,351.74,344.93,349.02,344.68,347.15,350.37,348.40,355.54,347.76,350.25,352.71,350.99,345.68,341.15,359.04,373.02,368.04,368.50,370.20,368.20,364.66,364.41,363.60,366.46,359.04,360.76,370.46,372.43,366.09,361.97,352.48,355.53,359.02,358.07,357.36,359.59,361.31,357.61,362.94,361.77,361.22,368.16,371.38,360.04,355.91,359.40,355.78,358.00,362.55,359.60,357.50,368.99,365.18,362.45,360.28,360.69,359.13,357.57,351.92,356.12,364.08,353.42,354.22,368.16,361.42,343.22,347.23,351.00,347.30,358.73,361.05,365.66,353.74,346.53,351.60,352.13,355.01,359.09,363.31,358.26,355.93,360.04,364.54,357.66,357.75,355.91,359.75,351.85,345.28,348.15,349.45,354.20,359.86,360.33,360.31,359.30,354.14,348.16,348.51,354.24,360.17,367.75,366.80,356.78,366.57,371.34,377.37,370.42,369.46,371.34,379.82,380.12
2017-09-05 22:09:50+00:00,L7,343.15,349.50,344.68,342.32,346.32,349.99,353.24,349.43,350.12,351.78,347.63,344.58,350.15,343.36,341.03,341.96,340.00,345.95,346.96,350.54,349.20,346.50,343.98,346.46,345.30,344.95,342.12,348.28,368.27,362.41,364.02,367.62,360.22,359.29,357.68,359.86,359.67,357.18,356.30,364.76,364.41,357.80,355.51,342.71,349.30,351.15,345.95,348.24,350.14,352.54,348.54,355.29,353.97,352.57,358.84,363.04,354.83,351.20,350.49,351.24,349.89,356.22,350.99,351.59,357.65,359.00,353.13,354.12,354.58,353.02,346.06,345.06,348.94,357.24,349.40,350.45,358.04,350.13,336.73,337.98,340.87,343.45,348.27,355.13,352.54,343.89,337.37,345.21,350.72,348.60,352.97,356.39,349.60,353.73,354.32,357.50,357.93,354.86,354.79,352.65,342.90,341.69,342.88,341.86,,351.81,361.43,353.35,354.24,344.25,344.32,349.05,349.66,354.65,362.99,357.97,352.12,360.09,367.28,372.63,362.46,363.98,367.68,375.49,366.75
2017-10-23 22:09:52+00:00,L7,364.98,370.42,371.74,368.58,370.04,367.36,364.78,362.50,366.60,373.59,368.41,366.30,373.03,365.95,367.75,,372.81,375.85,378.84,381.71,380.38,377.69,378.61,379.92,378.47,369.81,368.79,387.21,395.47,389.69,391.86,395.59,389.10,388.83,388.96,388.43,388.17,384.65,387.38,397.22,396.84,388.35,384.40,373.76,378.15,381.41,379.67,377.51,383.52,385.28,383.95,388.33,388.08,390.33,397.50,395.67,384.71,381.46,384.36,381.13,385.87,388.83,381.39,387.08,390.79,393.58,392.13,390.50,390.70,388.77,380.74,377.31,383.11,391.49,382.57,381.14,390.22,377.04,358.54,381.71,384.46,379.64,383.96,385.63,381.79,368.96,368.40,370.59,380.96,381.19,381.41,381.30,380.85,381.62,383.91,385.78,384.33,382.75,381.07,379.28,377.13,,,387.22,383.28,386.99,393.96,385.88,377.31,372.38,365.78,370.88,381.25,380.73,385.71,384.48,381.01,389.59,400.39,400.84,390.28,390.95,391.90,404.01,397.56
2017-10-31 22:07:31+00:00,L8,361.17,376.52,376.99,372.13,373.76,368.09,364.79,364.01,371.24,378.00,366.89,364.55,369.59,360.42,355.38,356.72,354.05,360.72,364.64,368.09,367.08,364.76,364.30,365.03,366.13,359.19,356.26,375.56,385.06,376.04,372.11,378.60,370.13,372.52,373.18,375.59,372.07,370.99,369.21,381.28,382.63,375.98,372.16,356.58,365.17,363.12,362.92,364.37,367.48,368.80,368.71,370.41,371.71,371.59,378.08,381.32,366.33,364.32,365.41,363.94,367.62,371.05,365.95,365.77,378.03,377.66,370.00,371.18,369.02,367.90,361.67,358.07,363.68,372.52,362.40,361.61,378.54,366.80,354.78,356.19,360.25,362.96,368.29,377.92,365.67,359.23,351.77,358.77,363.46,368.53,369.06,368.02,365.93,367.54,368.05,370.23,372.92,367.10,369.50,365.50,363.34,357.43,362.70,364.02,370.37,371.03,382.01,373.58,370.61,360.00,355.86,358.10,364.96,368.43,372.17,369.36,364.38,375.55,383.98,388.37,376.83,377.47,377.99,387.94,383.58
2017-11-08 22:09:50+00:00,L7,335.21,345.72,349.05,348.38,349.83,351.72,348.63,346.46,348.93,352.51,347.41,344.29,349.05,344.30,341.73,343.45,341.55,345.87,350.08,352.17,351.78,346.74,350.54,348.74,349.58,346.05,343.17,357.32,370.04,360.36,364.86,367.40,360.64,359.74,360.94,359.83,360.47,354.70,354.27,375.61,376.94,362.89,355.14,345.81,350.48,350.17,347.32,349.63,349.80,353.21,350.53,357.49,357.61,361.70,364.03,365.01,356.41,352.94,355.07,352.26,357.06,359.76,357.03,354.73,363.07,362.53,358.57,358.70,359.21,356.99,352.66,247.77,249.84,259.64,361.01,355.53,365.70,351.59,335.45,343.11,346.18,345.74,350.56,353.04,352.66,344.51,338.06,345.52,348.62,353.14,354.18,354.45,354.75,355.32,357.00,356.52,,135.57,366.13,353.11,346.78,342.60,342.58,343.97,349.34,353.64,359.28,355.16,351.17,346.73,343.37,344.58,351.82,356.84,355.67,352.88,350.09,359.98,366.84,365.73,,,357.77,368.32,368.72
2017-12-02 22:07:22+00:00,L8,354.13,367.27,369.62,366.06,364.96,360.70,364.85,360.63,365.77,372.24,363.05,358.49,362.58,358.68,356.65,355.94,352.22,361.16,364.60,364.74,363.04,361.46,359.71,363.11,360.21,356.29,351.90,374.35,382.39,373.04,375.90,376.31,370.64,369.31,368.37,370.95,369.35,366.17,367.06,378.98,379.62,371.53,367.75,353.89,360.53,360.69,358.38,359.26,364.61,366.23,364.12,368.57,365.84,367.88,374.84,374.77,362.32,361.39,361.08,358.73,361.98,367.01,362.54,362.93,375.06,374.65,366.24,368.55,369.18,369.64,363.98,358.49,361.12,372.68,363.34,363.71,374.50,361.80,349.36,354.55,356.89,360.65,367.58,373.36,364.38,355.59,351.19,356.43,363.93,364.37,364.62,366.76,363.53,366.51,367.70,372.29,371.33,368.38,367.40,365.55,361.50,355.10,358.70,357.78,366.57,368.09,377.09,369.11,369.58,358.77,353.11,356.72,363.06,366.67,370.65,367.03,361.14,372.02,382.20,384.80,,,,,
2017-12-10 22:09:38+00:00,L7,336.09,355.77,352.59,352.60,349.02,350.49,349.29,350.58,353.90,359.55,355.81,351.98,358.11,353.90,351.03,351.71,351.17,356.69,358.36,358.62,358.47,356.55,357.84,355.22,354.73,349.88,345.98,359.89,373.60,367.62,367.58,366.47,363.25,364.59,362.27,363.81,368.62,368.84,364.92,371.91,370.21,362.51,358.98,348.38,352.64,355.36,352.98,352.00,356.98,359.19,356.99,362.38,364.33,363.15,369.28,364.20,356.29,355.29,356.16,354.18,356.86,362.13,358.91,355.66,363.09,364.22,358.33,361.34,363.43,367.79,358.25,355.87,357.88,366.21,356.22,351.94,360.38,353.93,340.31,344.21,347.66,351.01,354.39,355.53,353.18,345.65,344.52,345.22,354.08,354.40,355.03,356.12,355.77,352.10,201.39,145.24,370.41,360.74,359.68,359.31,353.68,350.43,350.32,349.05,356.29,357.82,364.44,359.10,362.43,355.02,346.57,349.63,354.41,358.14,364.06,359.87,352.83,,,,,372.97,366.69,374.23,369.88
2018-01-19 22:07:14+00:00,L8,336.56,359.05,357.85,359.62,362.41,358.61,358.64,356.50,360.94,364.59,358.77,356.17,360.81,354.97,352.16,351.00,351.59,356.19,357.69,361.38,361.78,357.57,355.84,358.39,353.77,350.70,347.11,360.85,375.74,370.44,369.67,372.06,366.61,366.20,365.09,367.76,366.34,363.37,362.05,374.42,374.77,368.16,364.46,352.45,357.67,359.98,355.51,358.84,361.55,363.66,359.21,366.23,363.10,365.17,372.04,368.71,362.42,358.66,358.88,358.57,359.37,366.09,359.64,360.18,373.01,368.78,366.17,366.33,366.87,362.58,357.92,355.76,360.28,367.35,357.82,360.23,366.87,358.93,347.27,349.79,353.82,355.95,359.46,363.44,362.31,352.84,349.64,350.25,359.65,360.83,361.90,365.17,360.64,359.89,363.03,364.32,364.85,363.44,361.73,361.57,356.47,355.07,351.45,351.66,358.49,359.99,368.81,363.21,365.88,355.67,346.24,351.62,360.32,362.70,368.32,361.53,357.34,367.88,374.70,376.84,365.74,368.95,371.65,379.25,373.14
2018-02-04 22:07:05+00:00,L8,336.18,351.23,355.24,357.89,358.18,358.97,355.39,354.32,356.59,360.32,353.63,353.78,359.18,350.39,349.24,348.44,348.01,351.87,354.68,358.30,357.40,352.99,354.24,353.56,353.97,348.58,343.37,360.38,373.22,367.47,367.24,369.70,365.92,366.31,365.53,364.36,365.78,361.70,362.65,373.63,371.56,363.35,361.44,350.83,354.21,358.24,352.86,356.44,357.96,358.48,357.14,363.25,362.38,364.62,369.11,370.74,360.82,355.73,357.38,355.59,357.40,361.93,358.87,360.44,368.77,367.29,364.71,364.17,364.63,360.41,358.79,351.17,357.06,366.79,356.83,356.47,362.78,356.83,344.34,347.84,351.39,352.87,357.72,360.71,359.65,347.45,346.54,350.03,356.33,360.24,361.17,359.64,358.95,361.35,360.96,363.09,362.25,361.40,358.24,357.97,355.85,351.80,350.50,350.88,358.45,358.47,361.19,359.87,359.20,353.53,347.19,350.59,354.45,357.41,366.01,360.75,357.09,360.36,374.70,371.40,367.41,365.31,371.48,376.83,374.63
2018-02-12 22:08:46+00:00,L7,342.38,357.29,361.31,359.76,359.45,357.18,358.61,354.94,358.65,365.13,358.59,360.72,360.37,353.32,352.59,353.03,351.36,353.93,357.17,360.03,361.64,355.56,357.45,363.61,357.33,351.02,346.60,363.31,376.46,368.11,370.97,373.36,367.55,369.45,365.80,368.43,366.71,364.83,366.27,376.32,375.92,369.20,368.32,355.81,363.17,362.39,358.22,363.47,365.71,366.28,363.27,372.71,373.20,365.77,373.45,372.27,360.51,360.17,361.62,360.94,361.31,367.52,362.42,362.12,374.65,368.65,366.11,367.09,367.66,363.12,363.34,361.25,364.28,371.71,360.95,363.41,368.46,362.33,348.53,351.87,358.01,359.53,363.39,364.93,363.59,356.14,351.76,353.05,362.85,365.48,363.38,365.26,365.61,364.34,364.01,367.58,372.45,369.15,367.44,367.66,362.56,357.50,359.47,358.16,362.82,365.23,369.60,367.04,368.39,362.10,354.77,357.89,364.87,367.07,372.32,367.73,362.02,372.75,379.52,376.65,379.39,383.10,376.59,380.87,381.14
2018-02-20 22:07:00+00:00,L8,334.26,342.96,350.50,354.51,354.01,353.51,349.08,354.02,355.14,360.05,343.80,343.14,351.31,342.71,,,337.57,338.72,348.41,346.81,350.29,345.67,349.27,348.25,345.24,340.04,340.23,356.41,366.76,362.34,359.72,364.61,357.82,355.75,359.09,354.55,358.40,356.40,358.54,363.46,366.10,360.36,358.40,343.58,353.31,352.27,347.87,348.11,352.39,202.43,234.07,255.75,207.51,253.21,262.95,364.93,352.18,352.05,349.80,349.78,349.33,355.67,351.59,349.52,360.65,362.22,356.37,358.77,355.23,353.57,352.56,344.38,349.90,357.93,346.02,347.24,354.61,345.64,338.44,340.00,343.91,345.38,349.90,354.20,352.52,345.12,340.42,345.77,347.96,353.27,351.93,350.67,351.28,352.89,353.51,353.77,356.63,350.67,353.09,348.01,345.30,342.36,344.26,342.42,349.60,351.73,354.09,350.12,353.22,350.14,340.32,345.86,353.25,350.63,355.25,353.90,350.24,358.20,361.06,364.79,354.60,355.84,356.75,364.08,366.09
2018-03-24 22:06:44+00:00,L8,349.41,359.29,356.47,359.97,364.52,361.36,358.21,359.33,362.87,368.76,358.21,355.43,356.61,352.33,352.62,350.49,349.79,351.75,356.63,358.35,357.73,355.93,353.76,355.49,351.73,349.30,344.59,356.30,373.80,368.20,369.49,369.21,367.03,360.47,364.51,364.54,361.59,361.73,363.19,366.97,373.93,365.09,361.77,352.72,356.27,357.61,355.44,356.33,356.15,361.49,357.52,364.59,358.48,358.95,370.75,371.03,361.46,357.38,356.17,353.95,359.89,365.03,359.66,357.78,371.21,364.70,364.73,364.70,361.36,362.13,359.44,350.34,352.44,366.10,354.57,359.80,365.14,357.57,348.10,348.74,352.90,351.19,360.40,363.42,364.46,352.36,346.51,350.55,355.40,360.59,358.12,358.49,355.22,357.58,359.51,363.48,357.71,358.93,358.31,356.89,351.87,351.88,352.64,352.10,352.39,356.21,365.11,362.29,363.94,356.79,350.15,351.59,357.54,361.22,368.35,364.59,357.00,365.35,371.60,374.33,366.14,363.50,371.54,376.95,372.68
2018-04-01 22:08:11+00:00,L7,337.16,349.22,349.30,350.76,351.80,347.54,347.99,348.12,347.11,354.19,347.49,346.93,349.47,345.08,343.39,344.49,343.24,344.81,348.82,350.95,349.57,346.36,346.86,354.60,348.16,344.53,337.14,356.18,366.83,362.68,362.10,364.35,359.44,357.48,356.46,358.78,356.78,358.39,359.80,367.26,368.59,359.83,353.64,346.61,350.58,350.43,347.51,352.05,351.31,352.74,351.10,360.89,358.82,357.04,365.00,366.21,354.86,352.59,351.31,348.54,352.74,358.37,352.86,351.89,366.66,360.77,356.39,357.04,357.06,354.35,353.66,349.05,348.76,360.05,351.87,351.93,358.11,352.86,336.50,340.92,346.93,348.98,351.36,352.91,355.17,343.70,338.58,336.85,349.04,352.39,349.56,350.38,350.28,353.01,351.90,354.62,360.84,357.40,354.91,351.05,348.62,344.98,344.22,341.77,351.21,350.11,358.92,354.80,356.16,349.69,340.80,344.25,351.73,353.45,360.40,357.07,352.58,358.05,368.69,366.99,372.55,368.74,367.76,376.33,371.02
2018-04-25 22:06:26+00:00,L8,364.05,373.73,367.74,368.06,372.30,370.16,369.81,367.01,365.36,373.17,355.06,355.70,361.63,356.83,355.66,356.24,350.44,349.80,353.08,358.66,357.79,354.32,353.52,358.78,355.46,350.58,347.09,362.93,380.70,372.85,372.25,376.73,370.35,365.04,367.47,369.72,368.28,364.40,366.12,379.18,380.51,372.14,362.40,357.82,359.93,364.27,359.83,364.24,364.49,365.65,360.55,365.67,364.26,366.57,374.76,378.65,364.86,360.17,358.30,357.01,359.55,366.15,359.12,360.16,373.31,373.30,365.05,363.56,365.69,363.71,359.13,355.94,360.71,371.92,363.28,361.02,372.94,362.62,354.24,351.26,354.54,357.46,365.86,374.60,367.54,353.35,356.68,357.69,357.89,361.98,360.21,363.41,359.23,363.76,361.38,366.50,365.89,366.56,363.09,365.11,359.28,355.68,353.91,357.13,363.04,365.10,375.01,367.94,368.60,361.52,355.61,357.17,363.49,366.78,376.31,370.13,362.94,370.87,381.12,381.61,375.80,375.14,378.45,386.40,384.10
2018-05-27 22:06:04+00:00,L8,,,,,,,,,,,,,,,,,,,,354.93,349.91,352.56,357.12,359.87,350.33,336.94,335.63,359.44,379.81,369.98,376.69,381.62,369.96,370.34,372.86,369.60,366.65,362.77,361.71,358.97,370.77,375.53,369.95,353.86,345.87,353.38,349.15,353.33,357.46,356.42,354.27,368.00,367.24,374.15,379.98,371.87,368.88,360.70,365.87,360.74,367.42,373.84,368.12,368.24,378.19,381.83,373.38,370.23,374.12,370.12,367.83,362.30,364.94,375.26,365.16,366.95,379.71,365.24,353.13,357.23,360.65,363.32,364.02,375.87,368.61,362.77,359.61,356.83,366.80,366.78,366.10,370.31,370.06,371.50,368.82,374.65,372.36,372.15,367.60,367.55,361.90,359.24,359.00,364.01,367.21,368.09,374.81,371.86,373.05,357.66,352.60,359.02,366.51,369.41,379.13,375.61,367.73,375.18,382.82,,,,,,
2018-06-20 22:06:49+00:00,L7,318.05,324.86,320.64,294.59,,319.77,339.36,338.78,340.05,347.50,330.33,326.29,332.92,313.94,323.81,,315.53,334.84,330.28,337.46,321.72,313.12,331.00,321.69,322.46,319.45,323.14,336.45,351.64,330.60,344.35,352.28,341.29,350.86,350.16,353.24,360.41,361.93,355.23,365.71,376.56,353.09,354.93,341.51,345.50,349.47,338.79,341.63,345.05,349.84,346.94,347.63,352.85,356.01,368.08,363.75,357.37,356.61,358.45,349.96,356.96,359.00,354.53,359.12,369.53,372.63,366.54,363.97,363.27,361.80,361.62,351.82,342.53,353.26,344.57,350.15,355.08,350.79,,335.45,336.81,344.90,348.22,364.49,357.60,347.35,350.20,344.62,346.18,347.07,352.45,354.67,362.54,369.57,365.04,366.15,362.34,358.94,362.66,358.28,353.77,344.97,349.01,339.55,,352.64,359.49,354.11,357.63,358.59,341.46,349.12,355.53,358.95,362.93,,370.20,,,,372.53,365.77,377.04,383.25,376.63
2018-06-28 22:06:16+00:00,L8,349.92,359.87,362.67,360.03,362.29,357.67,360.94,358.08,358.07,365.19,356.34,352.15,359.83,353.86,349.58,344.81,344.95,345.90,350.39,356.39,355.73,353.92,349.65,355.77,347.81,346.91,341.25,363.03,374.60,368.43,370.39,371.91,368.35,362.44,360.99,368.85,360.79,361.38,363.03,369.97,376.84,368.09,367.33,352.63,360.67,361.27,358.90,358.31,357.11,359.84,354.39,354.26,360.15,361.23,372.40,373.02,358.61,356.10,356.67,355.68,355.61,358.24,356.26,355.68,370.20,368.45,364.64,364.54,362.05,364.88,356.82,355.42,354.99,365.40,356.03,358.08,368.52,358.18,344.85,349.17,350.32,354.77,358.38,368.54,363.64,356.07,346.13,347.11,356.81,360.73,362.19,359.41,358.83,360.27,359.42,364.15,361.87,358.88,363.07,358.38,352.94,349.90,351.91,354.25,,361.10,372.56,366.62,369.34,357.86,350.71,349.43,362.46,366.38,370.35,366.85,363.72,370.11,374.87,,380.22,374.08,381.14,391.08,387.67
2018-08-31 22:06:47+00:00,L8,348.39,356.78,362.65,361.96,366.52,366.29,365.71,363.23,364.45,365.93,356.65,351.82,358.27,353.43,349.83,348.36,344.72,347.28,352.22,356.37,354.66,351.62,353.30,353.22,351.49,349.07,344.50,359.98,374.07,368.99,367.03,371.50,363.78,363.54,363.80,368.14,363.89,364.40,360.51,370.30,377.03,369.83,367.07,355.26,360.45,358.91,356.77,356.63,358.57,360.06,356.66,359.53,359.77,364.68,372.23,369.51,363.33,357.49,355.88,356.71,358.02,359.45,357.13,355.60,367.05,367.30,364.79,366.20,364.04,365.11,356.88,350.79,358.06,366.11,355.72,357.66,360.88,359.90,345.79,348.72,351.02,352.67,358.11,362.33,362.46,355.85,346.88,353.16,360.37,357.50,359.76,359.94,358.64,358.62,360.75,356.50,361.69,359.04,360.13,357.54,354.85,348.52,350.20,349.56,357.54,355.44,367.03,362.71,365.96,353.81,342.32,349.38,356.45,363.18,364.39,363.08,361.45,366.73,370.96,371.67,366.46,367.63,372.28,384.78,378.06
2018-09-24 22:04:55+00:00,L7,354.17,369.59,378.41,380.92,377.15,381.46,375.54,379.51,380.42,387.38,377.56,367.11,366.75,364.82,356.42,360.03,357.26,362.19,363.33,369.28,366.74,364.75,361.83,366.95,362.70,357.11,353.71,374.83,384.39,380.09,379.41,386.76,376.84,373.63,370.92,374.36,375.03,376.57,374.17,380.87,385.67,378.92,381.09,365.90,371.30,376.50,365.62,365.39,367.23,368.93,367.36,368.02,367.09,372.59,380.65,383.45,369.30,364.65,367.97,366.36,368.03,371.39,366.85,366.05,377.80,374.82,371.77,371.04,371.36,371.80,370.79,363.82,364.20,372.99,365.38,363.73,372.42,369.54,360.89,359.37,360.93,361.91,370.09,373.62,373.84,363.98,356.59,358.43,364.33,367.32,366.91,369.77,368.21,366.64,203.98,160.71,,,,,,,,,,,,,,,,,,,,,,,,,,378.31,,,
2018-10-18 22:07:05+00:00,L8,349.39,361.54,363.62,364.64,371.96,369.99,365.64,365.85,366.87,370.56,359.52,355.57,358.65,350.10,345.67,349.20,347.00,348.68,354.41,361.43,359.04,357.26,356.65,357.71,357.46,350.39,349.85,363.13,375.95,369.16,371.89,375.51,368.83,368.19,363.73,368.19,366.98,365.90,363.37,374.84,378.56,368.27,363.93,358.49,360.47,360.31,354.87,356.86,359.03,361.92,356.10,358.22,362.53,367.04,371.36,370.43,360.47,359.60,356.65,353.84,358.64,363.53,358.86,358.79,368.95,367.19,364.30,368.63,365.69,366.00,359.82,355.36,358.30,365.35,354.00,356.26,365.83,360.53,349.57,350.56,351.03,356.33,360.00,366.12,364.78,355.99,348.67,347.27,354.63,360.02,360.69,361.38,358.62,360.05,360.13,361.01,361.88,360.94,361.04,360.04,353.24,353.21,350.62,354.11,363.14,359.94,369.23,362.58,370.30,355.97,349.18,354.97,360.09,368.20,369.54,366.00,358.23,366.90,369.60,377.36,373.02,370.61,373.97,381.15,375.00
2018-11-11 22:03:49+00:00,L7,350.29,362.53,366.91,369.45,374.72,370.04,371.10,366.92,370.50,374.79,368.44,361.90,363.48,355.94,352.08,355.64,351.00,355.36,357.23,362.99,361.22,357.10,357.14,357.06,357.48,351.28,348.40,365.51,373.21,371.61,371.26,374.59,367.22,366.96,364.81,366.14,368.19,367.86,367.38,378.98,378.57,368.42,369.40,358.17,364.63,367.50,359.27,359.22,361.70,362.39,364.27,368.40,365.43,367.71,369.68,374.28,362.78,362.99,362.13,359.16,360.87,366.77,361.65,362.92,367.46,369.24,366.72,366.76,366.63,369.25,364.64,353.60,360.27,367.15,356.99,361.16,365.67,358.89,351.76,349.95,353.46,355.86,356.85,363.26,364.81,358.36,350.69,352.05,360.61,360.73,362.12,364.55,360.20,361.48,364.73,371.01,369.05,365.20,365.47,363.37,358.92,355.29,357.49,358.61,363.31,363.76,368.11,366.45,369.25,360.07,354.05,357.38,361.81,365.23,370.69,363.98,358.09,365.37,378.45,381.77,370.13,373.31,372.97,383.28,375.05
2018-12-21 22:07:06+00:00,L8,363.33,366.80,374.14,371.97,375.79,376.01,373.89,371.88,372.63,375.08,361.04,364.35,367.75,356.93,353.66,358.08,351.22,358.80,362.29,366.35,366.26,362.62,360.33,363.28,365.12,354.14,355.68,373.34,382.11,375.58,374.72,382.09,371.64,373.75,369.11,375.80,370.54,374.27,368.78,382.66,385.71,374.22,372.17,362.37,368.97,368.78,361.59,364.07,368.56,369.55,367.01,365.51,368.11,365.84,375.94,379.94,366.95,367.61,366.81,365.54,368.26,372.91,366.17,366.94,378.79,379.64,374.41,372.53,373.56,368.66,366.39,360.87,361.17,372.36,363.99,366.54,374.50,367.39,357.27,357.98,357.56,359.79,370.06,376.06,374.52,364.35,354.41,359.42,370.47,367.75,369.77,367.24,366.65,366.10,368.18,369.57,370.89,368.96,370.49,366.47,363.43,361.14,362.69,361.05,367.62,366.83,376.69,374.69,371.55,362.90,356.21,359.11,367.64,374.14,373.87,369.50,361.53,372.22,379.30,385.82,377.32,374.55,374.99,384.63,381.69
