,dates,chi0496-0000,chi0496-0001,chi0496-0002,chi0496-0003,chi0496-0004,chi0496-0005,chi0496-0006,chi0496-0007,chi0496-0008,chi0496-0009,chi0496-0010,chi0496-0011,chi0496-0012,chi0496-0013,chi0496-0014,chi0496-0015
0,1985-01-25 14:06:03+00:00,,,218.7736584496726,,,,207.43960544314,210.78292019486668,196.6660683696288,197.97300072919296,185.0962193876646,188.0940367324162,,,,185.19428099006274
1,1986-01-12 14:03:06+00:00,,,,,,,193.35308833645433,175.27800814773389,176.1395770120052,167.15081595752793,176.86568867768443,178.49069388213562,152.34390365787,148.1866482706442,149.39051223385763,153.76171487156628
2,1986-08-15 14:03:29+00:00,157.89066454026585,187.25559579029368,188.2603131839433,170.59623057436053,175.76616113306721,158.64581848774736,168.55405861739808,150.48714024073598,154.1445307404521,162.819127840033,193.66461496618084,158.4967503852297,150.18225739043066,146.12274766079537,145.79585358143535,
3,1986-08-31 14:02:52+00:00,,,,,,,,,,,,,,,,
4,1986-09-16 14:02:21+00:00,133.9637886898256,186.87007550887728,171.39427578735368,169.06853375705242,168.93071927832125,156.35716763674472,148.1670422952517,142.42138622962509,161.09349477812793,172.77005418275292,173.58414199990114,148.5029260730738,138.4658165562056,143.3249206313845,153.70177281665173,156.70394454283237
5,1986-09-25 13:55:54+00:00,,214.03661481701363,194.78383669868754,192.02366776776768,192.48869256828485,178.28989236665586,164.36057790334522,164.8188640910996,182.43630604098848,196.71463730374188,206.1925155272259,162.72170493488267,147.01094204210716,160.5172800336183,177.89002615203438,185.29232237013852
6,1986-10-02 14:01:51+00:00,,185.7628669088608,163.3244783743976,161.79038306868586,157.29759680964102,153.17136465347477,139.23619633492916,141.84670533956663,148.84570167854415,171.23135308968256,180.45583052852052,143.76979118866106,132.31056304896646,142.15767533022037,147.146591387682,153.51652170603577
7,1986-10-18 14:01:19+00:00,200.71672214691154,210.1213331870386,175.49555544148689,174.26517246086087,170.15052722750158,167.73464514099774,160.40483167468955,152.12949480748014,163.82896433562453,195.5393547868452,201.754070260458,157.5795305790748,142.51648405625923,150.33215698466577,167.4326237644958,173.38197095889817
8,1986-12-21 14:00:49+00:00,213.52806372625724,235.17455896910755,210.79838453246654,200.85649900723854,195.69054950098584,192.23492620234063,182.55523077976733,185.03674132288452,,200.0979785212412,205.61809159850995,200.63836155155863,168.28248617442128,157.94523382498457,212.93638148805871,219.60105980451593
9,1986-12-30 13:54:55+00:00,,,,,175.35125793380323,171.73120922260182,165.65804741318794,154.16606302975927,162.73124664789907,163.51295771664547,180.9011362713486,185.8350203581685,152.42954522388428,140.93990857607525,180.71163355963216,192.96090125204984
10,1987-01-22 14:01:45+00:00,208.1870716090325,237.51602965357148,226.1981578785169,225.92071008473047,223.48434700835998,190.57529789853416,194.23403806494667,212.47245401705214,195.17688090777744,210.42778576112585,194.02603219623438,195.27323955295898,,159.5380434893206,195.08809460080815,212.26205830001453
11,1987-02-07 14:02:20+00:00,217.12479934847502,248.75156650541913,245.92776837610236,240.7798180002009,231.83503266900817,224.74312950008095,202.56049430172888,218.7421444004748,215.5447725606935,206.44474104901124,199.74359704763822,204.19285946577995,,179.3598745673316,204.13122053242085,222.6283408396201
12,1998-02-21 14:18:05+00:00,193.18087056147073,214.36800650776536,199.06106622568873,202.26037057750082,192.4548963668015,191.27773353899198,193.1567156714221,188.06142771255082,175.94887464600512,178.54442320247892,181.2206873731378,177.51008329479438,170.2684492150662,173.84912764618164,185.07361546559656,165.86864931758694
13,1998-03-09 14:18:21+00:00,,,,,,,,,,,,,,,,
14,1998-08-25 14:14:16+00:00,59.67200079951152,203.341705742125,194.7478674964813,198.04379088657075,189.640986620227,174.11382719825804,159.7784838792745,155.6730409942486,193.3698379840398,197.73775069184595,181.14220815462315,180.8950307568755,182.74096731071495,163.4027628008534,153.60632841039487,138.64004756091077
15,1998-09-01 14:20:31+00:00,68.19918591138617,211.76620723702933,212.45722860510483,207.60083605852736,203.17794627489508,178.4446675120718,165.0411248627643,164.0162978028268,194.18973209134901,203.42484317803195,180.51865089822738,178.45289494859765,183.4136766393508,174.85335619274775,165.72593159369225,167.1909809815467
16,1998-09-17 14:20:38+00:00,68.10061983214709,212.94489922373006,226.3905589422908,226.1863159565786,217.15710993553492,185.68780147429993,165.75936501910957,180.2054234867824,202.6986908688457,203.3425993241818,191.6450061749383,198.01841913468957,200.05488620295495,196.82998113023103,195.72201915938325,177.35679622125122
17,1998-10-03 14:20:40+00:00,58.948461221802326,180.0679497676052,187.26092897472626,189.342635147699,196.32891910404376,174.67200638053373,139.24637977215536,,,,,164.99350512541474,147.6349909077078,156.9257475922637,151.06134224745,150.80640203140663
18,1998-11-29 14:14:40+00:00,197.77229349581313,217.8321306070655,214.00021496801128,229.65949729047014,221.82074922232616,213.5881484273047,212.79729813837906,194.66337952897322,201.524899049053,205.45444809027927,197.33086577918277,176.45363225752345,179.4081283699333,176.8065901558624,180.20731350039216,183.33081489104654
19,1998-12-22 14:20:53+00:00,189.03745203769313,204.37047340139526,211.91283196990355,219.7424603056125,202.45172098970576,195.81751847647394,193.57382779203422,192.8569554038537,189.49906487638918,205.33777727157468,171.18484991705188,166.10728018546044,186.55417718336116,170.34750522767467,183.9195639853868,162.91321435188274
20,1998-12-31 14:14:46+00:00,200.6007300892233,215.63685447051384,215.1581333434221,221.8385986315056,208.55072837174623,213.59699492996936,212.3052378871015,208.69151847085124,207.2862327694653,214.86227364790992,197.57626396348377,187.9335331686097,200.41297421428237,189.77828420926647,185.80546996700673,181.90685176232404
21,1999-05-24 14:13:53+00:00,172.35786495611444,213.07577770354095,209.2061145015604,215.3910823357335,204.0286173660366,197.59677616307823,209.81046130271267,202.75972274351227,209.19207282643285,202.64715674293086,188.76637811636684,179.8342920929834,188.19181701039338,193.81349277026385,196.93325301843765,
22,1999-09-20 14:18:25+00:00,,184.78007710138377,179.8859426608552,,,146.16207794532764,142.25916336697068,158.310138829889,169.00132828992588,170.5913211418811,149.5379286412213,144.50847638928047,137.3793039411634,141.68603121826203,,141.4504700355589
23,1999-10-14 14:34:50+00:00,,,,,,,158.64993307008007,165.05275181797435,177.44711099514694,197.81607647471427,189.58597731941666,169.9880118297056,165.42039626304154,166.37714067023177,174.55756089104722,169.78907164476715
24,1999-10-23 14:28:31+00:00,,184.74950158636642,188.72423880982717,179.55951345543724,,154.80412828826599,150.28195265887388,148.00606361121277,168.66540294389765,190.81662249135871,182.9214757754894,163.36416290462864,157.49774862798353,153.63746499746512,157.13627398070437,146.0179273992162
25,1999-10-30 14:34:44+00:00,165.42200830976537,222.31913745337664,225.60534700675538,226.79364379910754,210.0449686775501,179.8287529950573,177.67412471655746,167.09867652920843,200.64333027302047,214.2356069396901,204.8488023310436,194.4480660866388,187.5018782850778,177.32697436850825,180.7954183524289,181.26082900023624
26,1999-11-16 14:11:19+00:00,,199.70097993363595,201.46546460987722,205.6320064025382,181.65333062387478,167.11113010492852,161.203106694224,161.71025917109972,174.0087535188719,185.90926106121242,183.76613756663366,189.07964282016547,176.4391129224873,169.54213778686173,161.6037219089017,157.4326023170565
27,1999-12-01 14:34:38+00:00,,193.99737488525028,205.93531262670854,235.75817510600038,205.4103187816794,180.33446526964434,171.50757711081252,162.47073728636647,161.94668319541447,180.30859462106105,188.14981735264598,175.4498395740116,182.9381980178277,165.4933524365757,175.67794856249887,161.4149152137994
