,dates,chi0300-0000,chi0300-0001,chi0300-0002,chi0300-0003,chi0300-0004,chi0300-0005,chi0300-0006,chi0300-0007,chi0300-0008,chi0300-0009,chi0300-0010,chi0300-0011,chi0300-0012,chi0300-0013,chi0300-0014,chi0300-0015,chi0300-0016,chi0300-0017,chi0300-0018,chi0300-0019,chi0300-0020,chi0300-0021,chi0300-0022,chi0300-0023,chi0300-0024,chi0300-0025,chi0300-0026,chi0300-0027,chi0300-0028,chi0300-0029,chi0300-0030,chi0300-0031,chi0300-0032,chi0300-0033,chi0300-0034,chi0300-0035,chi0300-0036,chi0300-0037,chi0300-0038,chi0300-0039,chi0300-0040,chi0300-0041
0,1985-07-27 14:09:17+00:00,199.43896093680834,,,,,,,173.1941847071079,180.7469659023626,182.56395603286032,179.96495373875,169.0434397226086,,,,,,178.3408152298179,175.38243880796915,,,,,,,168.4341058604718,,,,,,,,,,,,,,,,
1,1986-02-04 14:06:23+00:00,229.2369759813667,,,218.3307214721174,222.3751741005406,220.63027724581988,205.52367380734697,205.93950656420816,201.3339228943924,194.0428318562047,192.47340990108296,200.37465726400978,211.87373959664322,,,200.98607599781494,207.02455686245338,210.4479860530684,206.3790051563396,,194.21496764132925,184.61895214615222,180.99880244788292,180.9467445552302,189.37883665448686,187.1017717154485,191.4036571618101,182.65332425886737,181.10506845579073,180.3055881514714,190.03043460805597,,193.63049585867242,218.38821049827132,191.49376624677421,181.43300496233027,171.75480425778437,158.04388213765972,160.4555589929293,192.49360164158594,213.7097967597381,220.13876075432225
2,1986-07-30 14:01:40+00:00,,170.74136007909559,182.57009222266962,188.49612300313206,191.69529044806185,196.48638007247663,178.46739064113441,174.11760668201677,170.1643811008079,168.8422983039819,168.33787891104393,168.7682311739056,176.64062847870719,171.14660632260458,154.18211900498594,163.93501800593145,177.9567630815935,183.83374204790252,174.1663010594945,154.40327201047262,168.18165238471968,159.7071353521244,158.09152052339806,155.26889206207818,161.58149986341823,187.3412307062803,176.16627358055874,152.7395710487761,191.60909308100773,207.3028171146055,177.3745598675928,164.15261055958197,183.00747684412642,192.93132826115703,178.84354296429615,182.77994837803277,145.94409334650697,139.8361000839838,163.09813141695108,182.61885737432456,205.9872060362458,211.15692855729358
3,1986-08-31 14:00:29+00:00,,162.80408550375302,174.28694898672111,181.94786712247725,180.02838491705631,186.77671352705252,175.43519530621876,172.9812519831723,169.91310956108754,167.6372918634254,164.65546805716775,165.80674469982807,173.5406771189965,161.78322696880318,159.47176644375244,159.64619164425775,168.48046471858467,176.89385118652248,173.9373980332856,162.99169817125377,167.99214298703697,163.86748538435506,158.3253951271742,159.91178810011888,168.7835319320504,174.42500880712964,164.02250853936067,166.8079488214371,189.26471079640746,190.10780097987265,183.84245609027312,170.4019668734288,197.43038714891725,207.421111077521,187.94814797956104,187.85597369729234,172.52765871096113,162.96736513763938,166.7267331353284,189.68363382045473,206.34262698709895,243.7436917620398
4,1986-09-16 13:59:58+00:00,,173.24187918482215,183.85490229368597,192.26374999055272,189.31598456677673,196.15465913640048,180.58614592270075,180.5482364553727,173.6231939178729,175.52450217194578,175.5428736574943,171.53003817499845,178.82851031349463,169.42556406169166,166.31042216691753,165.7786794169964,176.59041887466933,186.9813525599492,179.6026883600923,158.66358464575873,169.12457884183772,169.1153104893613,156.84125838911177,156.7388673622293,172.24624168321395,175.9152978459603,160.61560877840742,165.43012476789968,188.86499284673508,202.0346304513933,186.95257639707904,181.8591691408783,193.08421091313278,206.4326372302662,185.8936166948902,179.4775676793465,166.40853390227466,156.45642148396894,166.76546793355422,184.9173264971842,196.16551807950017,250.41698735680916
5,1986-11-03 13:58:22+00:00,203.46589962972666,199.94500054364016,203.01146715542936,211.3935181786085,213.9609748672277,217.79772074101632,210.40670995803293,203.47936677842145,197.6535803433635,195.9544385910489,189.35944678333158,186.8633025263216,192.72549649070612,190.54173476297998,181.68625286615762,181.91821971007104,191.97141353883256,196.93747278154729,189.46439185907474,174.8599437567929,172.47902250609368,172.43795130361787,162.6247453161087,173.79715558980308,177.41057261257865,174.55270969573536,164.3625860185853,185.02836081368966,202.783011702232,196.35756050438926,199.12951332764558,191.71762512068946,200.06405100944815,210.43266864784954,190.73771619090638,181.54268612246653,168.56775929351522,169.24671558564634,178.4143976911236,191.07647446088976,206.79557571633626,
6,1986-12-14 13:52:02+00:00,223.21843502117827,215.420610719682,211.85852154117856,214.954365643364,217.30288694858902,222.46884669483126,209.7161738632652,204.11524528324682,194.41232077305952,193.1112995612527,195.40895517799044,194.15614547468962,202.23630507301328,194.685475270472,190.10469437364418,187.07610115838915,187.70969879744396,194.06703506584103,194.53423033901706,165.6348781811473,180.89803524624557,179.81135306008392,170.5432264310024,173.81132561331495,180.1142759599471,162.43371445563858,157.35698656887627,181.0924085802154,180.500027090447,183.26195726866885,197.152728795092,202.24917866460115,198.61339836374947,202.6711426684445,193.36103135092787,177.44431010093243,169.57464967655795,163.3710869253338,163.002872770341,195.7140261089153,202.77618370928008,238.4608695652652
7,1986-12-30 13:52:31+00:00,226.93261559034516,220.30528746665254,230.6942065707199,213.44968285882192,218.0532413106248,218.51189591916773,212.19807117925663,208.48776235572356,202.0450864319779,199.9600746091345,198.88308157093968,194.84692113865498,198.34377226683733,192.43447692514962,184.59024254701828,181.65576773001214,201.8336864601212,208.31100442814395,200.36331829921915,185.84041509655265,185.597859406222,159.78723569259807,167.69348347599794,170.09615026297732,168.9625496786492,171.8499043472174,167.26528230243102,185.72403447574504,182.04294803834202,194.7052867261444,196.55948066767468,203.1513490254838,185.33230200415264,202.35624470769966,187.73516576608176,175.90708559864706,162.1602149320962,170.40393795692873,176.41815684237525,203.1954381832957,210.2150657314899,
8,1987-02-07 13:59:57+00:00,219.86507575971785,218.67850005806088,218.4403132408935,224.01344511890943,227.5306942832051,232.24282434308196,215.6861970841608,211.19607026935049,203.58163285966614,198.0584084426082,198.08233892266674,203.76352016331657,212.86224256715815,204.83185197700973,202.74288597876736,204.87761712188595,215.1442586646436,218.97053765630932,219.40052241010343,201.5128025977914,195.74009693716232,185.6421379258041,184.68884811873335,187.13090167489256,191.3514146766821,195.67646608344504,191.16208968030244,179.1249273030858,195.50442008595556,193.15236857219858,205.58859592574848,195.83732005491078,190.80020211621834,216.07984967330685,177.62806571970003,188.49488317268504,180.90826216538832,159.4617812290762,171.55890992986852,193.63497126735507,210.1882121499042,223.5779545267074
9,1987-03-27 14:01:45+00:00,230.89616561945925,236.08536300088994,229.62403033590172,235.1366391349626,242.49689305410828,242.7818975102897,225.4255759858118,221.88076403627826,210.72536518661735,201.4817581024636,208.7481324761327,205.73790712075152,208.44197713583512,202.11137582014416,200.16617115085248,205.58405392916166,221.13490722390713,235.30330442611364,226.86784154265135,213.47979351474578,208.01435133168374,210.66777247332772,198.5632995890701,202.18432219920808,208.40160999788836,210.40952358889072,213.3604424611767,215.42707137965766,211.0188424312938,204.9796786028877,206.7398038901997,204.75191234132265,206.56791000206445,213.16502251085493,203.85545801678765,200.11566814802867,190.12989203746926,177.9911073182661,186.20107767696993,209.1405049169674,227.1770694085307,
10,1987-11-06 14:07:20+00:00,180.15423550155418,180.5956755154928,200.5824060237451,203.82748453137603,208.73992485286936,208.58802653148967,193.96412331463765,189.6636423331157,182.56810521141904,180.4518668335075,180.55408007802214,177.67471540027213,196.3580204620514,185.9002643403065,162.45490046240835,160.00468201541574,184.69094845005722,193.53424764562743,181.80692912562537,186.82047130455928,202.41385263117715,196.30267941719066,197.85505503030026,207.80155045718644,,212.9463343473815,223.86385496189217,204.39487085972058,192.87635383625306,181.16280940880463,212.78251454393697,186.19287366466304,193.69723798868026,195.1251577125788,184.85712054395427,188.34589216326944,180.63302340586617,178.83596190146463,168.14554047996282,196.94343407076127,211.45723380054977,
11,1987-12-08 14:07:53+00:00,204.3103626636929,200.57703794436338,204.10873049067985,204.69705107419898,208.68773058731537,210.7771656856353,204.42803150196775,198.65383367907216,187.93749149168522,184.2497677251826,180.6668683334245,185.3090070738843,198.03904315517218,190.23274773082832,175.62229528904925,179.21922392416843,193.57662608066792,199.14053837464877,200.4432199192918,196.37490471110857,197.5149063618609,203.99482760516088,197.26347960416908,205.31353599037172,217.47139585335307,226.296171097974,220.1981099564269,230.65723594148582,220.6840314817975,213.36129690042824,207.30040716646334,196.30226429744462,198.349651958494,193.49203744630827,179.42788068311123,195.62268938818096,185.76343979858373,168.60301390629576,166.32335360889485,199.60214492625974,210.62807514654452,231.85836886404485
12,1988-02-26 14:09:12+00:00,217.90745033269033,223.3531332157118,225.00181069238826,229.9123139792654,230.1274338707695,232.54765637908145,225.13842394988612,219.68119030160548,207.2781248741738,209.54579164274995,206.22192596687879,204.8502202335525,211.39769491022508,212.8117127191146,207.89061721522341,208.22186710831335,220.9498242227786,226.46067142196392,226.55811822330864,211.06411649692043,220.71266292061046,217.9567045240554,213.58992605009516,212.5451700501032,223.01215051394894,228.41589193285762,225.28172728862936,231.00857372408558,240.57266061236345,247.25628874538,240.92069719722045,229.88012876096778,233.0482337202652,223.3357969625499,171.43872512514855,180.55466914401177,190.3015855435894,168.77508486042007,178.66148661308122,201.69553557584527,215.97993040977948,
13,1988-04-30 14:09:40+00:00,219.37702664856596,219.02193383578023,222.1479395487469,228.60818711558184,231.01821416435573,235.20875350668874,228.96845617459806,220.09827770022156,209.1917504194778,209.14302087087975,200.830842889764,204.0989872731326,214.3146399650913,206.35736808143125,197.01313528907576,198.0516656196596,211.77839553525345,212.06673502084365,210.7575449789469,201.33236731987765,208.3738053832204,207.26015202145044,202.5645724112461,209.11526790179255,209.4646787663854,224.32696979180656,223.9990576266639,216.71421431504797,212.5230460778626,234.10488374665226,231.11603726005188,220.2535821787559,230.89918168658676,227.87911111039233,199.69382200508824,192.55561043033745,185.70190074967763,177.96989709325612,180.39906392408798,208.4732423318371,214.9177655557762,261.73867564268795
14,1988-05-16 14:09:51+00:00,224.28936894998924,224.59647645710567,226.8031952617894,234.54573834954928,235.0332826957574,230.25463944182798,217.68189814348588,210.12244993386557,206.38549982733232,204.7439513792979,197.69557339228405,193.52972998514636,202.05824375827302,196.96719316531497,188.21150367278153,188.75563648481813,193.1367026785037,199.24276082773747,195.74280695489318,188.74541970032303,192.414929617422,194.418412741633,199.06347946341327,203.6267900449339,208.13025624889502,226.22713318519544,205.0221714929164,,,219.4040527124873,215.5184547318469,225.72300085078533,231.41519542702454,226.3442986352982,199.69122398018888,192.0185812477272,187.3448293661838,177.83929587173495,184.09059883936808,203.0619870156266,209.445119682236,265.0876536749717
15,1988-06-01 14:09:57+00:00,215.44286709010453,223.24534850565,224.695249389612,229.08367799568475,228.4810324186763,235.46292927357436,219.18429233284593,221.67599346039623,212.7123162853142,206.48182776871982,195.76838602413883,192.26794070021063,204.7481995690836,196.18980831802344,188.61606361061624,191.1980569358328,198.67738406358947,200.6968349418263,201.72706932625942,192.63086906533874,200.39413926815536,187.2676037870984,195.22700014989974,198.9339706558036,213.01105596577608,221.67672202054757,213.35062991124457,220.84914411819753,226.30669416876066,213.4908678364398,227.0295075992776,234.46684127619588,224.88266940716832,213.73693532303284,200.3466578667114,200.05418740647346,183.2626907488793,176.8449648588043,180.35395295010414,190.43220252353845,208.35131851426834,271.4334555863736
16,1988-07-19 14:10:09+00:00,215.30715926264523,220.24788366181906,221.43061435346092,216.22228467284637,220.18674661236312,223.34749487624578,212.29173117369837,208.00560292480245,201.71113399866024,201.71818605092218,201.78305576966395,195.36399428857447,203.3760600112541,189.75693482508046,179.9928109902301,187.17322552536646,190.9693978442477,205.58067688606633,199.99864038745787,176.16442206817283,183.08656952816602,191.07558423554872,182.87667878664897,191.51809067379392,204.4792024884042,206.0778800743168,185.2798525022395,203.01477046163504,221.82056911668158,218.00619631975883,225.54679598442698,224.2744790991301,206.3445920081267,211.68567198926027,205.96571843223268,200.8056957420612,187.6208968952428,179.3051804103851,173.96079586830692,189.78549712713678,205.64904657987975,228.7396092936302
17,1988-08-04 14:10:11+00:00,214.89966651689392,210.87846913451864,222.16598973104612,220.43076248717668,224.26915018933852,225.95499826863917,212.29278120024392,207.15500349336025,203.29644314707,202.13959295049526,199.89071925639922,203.60847075566204,205.77383608178107,194.06378264061343,180.54526007551513,182.46676401595028,196.61377762877817,202.62690310851863,199.36041296276045,194.59306912647764,196.00939784376126,200.34396378246237,187.8267867296813,193.6396851906236,200.70927311905834,202.15916878609727,185.61267934712612,200.8929037366139,226.4354116599546,224.29943644554206,231.62570775440335,223.9668858472212,211.5871898679939,220.25813359558788,203.0514612951061,202.00983879798127,192.15859965981764,185.30051529594996,173.23222805191895,197.93910506586562,198.95199970178902,381.8307733547292
18,1988-08-20 14:10:12+00:00,210.4620583913492,214.4873838133091,220.31077317698478,213.3646842808125,213.68979801487066,214.52564362427924,202.55815146065973,200.97402548954256,195.72754778601004,191.28899936983586,188.86384580009002,191.5661957803243,192.84445454649813,185.2707468377275,173.9219870569046,176.37419189372196,181.08501151495736,183.16363848660228,182.94288283600937,181.9944105787314,184.22491070953976,186.40364305385265,180.56461997562633,184.30527384555077,191.66697653687666,189.00634741691994,191.93416171448848,211.64406617803252,212.78675542309736,218.99264664136265,221.7701691138561,221.81795779482064,206.92662504450658,220.5932178176425,209.86308035692176,189.91413142401504,180.090229294801,181.9012371812667,184.5878312229276,200.7195774006296,211.56346019257762,392.9734834613631
19,1988-09-05 14:10:15+00:00,205.40223339624112,208.68167808981025,219.95720719550846,212.27286153546103,215.6100627059202,219.4933850718377,206.263008410677,204.53191284404838,199.28010208082569,196.10638909805726,196.66646018857327,193.91986582968352,200.4631676755678,192.1766833577005,183.06385690900126,183.00505567518093,189.50977412400252,191.30604809163762,192.73572933853944,188.22082551496172,192.15613439106812,190.80955862849888,185.01356915124825,186.84960368438084,184.32821779965877,188.273020243723,196.51253687783714,213.6247349071849,213.25844569847467,217.64372588902384,218.2906762374074,210.8664692563883,207.83501237313277,226.44274099506663,211.35712094430644,198.75242608299575,185.38534425984625,168.98349597985,193.49907231877137,203.88123401355782,207.23087977811358,402.7816867089584
20,1988-10-23 14:10:00+00:00,216.2638287423449,213.24712037030517,216.2138621629398,224.56543817679434,226.495612638402,226.15048995117377,215.3465146480936,211.6556988846611,204.5871225570464,201.32475004790518,203.18071488422592,202.50589114158134,198.41943358755742,190.57481676692566,178.75504347591544,174.51930030710767,182.78001706579354,189.1026969198656,196.39414732712672,180.55610808937456,185.89990024505906,181.57212395841773,174.3268243491404,167.97945296617263,176.564525748459,186.340357924165,190.33232213284248,201.0876585019886,204.61605430459656,199.1825409620382,197.38466299187175,190.93609095332414,198.14913945038973,221.9944900008553,193.26846206808355,193.07019120178157,178.2059336677364,163.037572554041,172.1464427687818,179.11249232216534,202.00879686843493,383.9100309841596
