,dates,chi0363-0000,chi0363-0001,chi0363-0002,chi0363-0003,chi0363-0004,chi0363-0005,chi0363-0006,chi0363-0007,chi0363-0008,chi0363-0009,chi0363-0010,chi0363-0011,chi0363-0012,chi0363-0013,chi0363-0014,chi0363-0015,chi0363-0016,chi0363-0017,chi0363-0018,chi0363-0019,chi0363-0020,chi0363-0021,chi0363-0022,chi0363-0023,chi0363-0024,chi0363-0025,chi0363-0026,chi0363-0027,chi0363-0028,chi0363-0029,chi0363-0030,chi0363-0031,chi0363-0032,chi0363-0033,chi0363-0034
0,1985-01-25 14:04:27+00:00,219.30295484263212,229.51345678512712,243.39742049582657,246.9433926380017,251.36515116673394,246.12605209710617,254.0342843472755,259.4272620086035,252.1378559531905,239.5889393319066,236.65031929657107,232.26144921527444,226.5974547223156,225.89389796124283,235.76986386565216,229.52832626553936,221.11335945204507,214.38062971196211,212.28001950115424,212.6218110470685,211.99693030930442,215.7729111224549,221.60381752409603,200.72064878355266,201.18159792667558,205.49271531889315,220.26699740716066,215.18986547981325,215.44701846143982,213.14185705051,221.38467880892784,206.5684238868854,195.88153776455957,191.7767332456914,187.0197581849058
1,1986-01-28 14:01:10+00:00,207.98793973018985,227.67481184999332,246.78658619615746,249.38773324634656,259.64542500905037,251.49755302741147,244.58247934002037,232.0748169093385,230.38490981219235,222.9173542853868,210.88078319721578,216.52557966643334,224.64830967737498,220.14867315618375,230.2299205364273,237.74077931267163,234.5938238727497,221.2526166969578,218.22093843636304,217.18350420943386,211.32704510278666,205.0360754127498,211.21215776017016,208.90750199567333,201.98157281356208,207.05197947559765,213.54513422114212,204.66668703303105,215.96313659176957,210.41993027166248,207.6731276045977,197.73442642199063,190.5862432446891,186.7203759276663,188.55663417069223
2,1986-05-04 13:59:02+00:00,220.20993823516557,262.12144217216905,252.31215699225157,246.8191051756503,240.92235744826627,227.0508876069444,225.10629355742867,222.86497505560894,217.654636045068,209.1208364576986,200.23625842133094,204.72642566366747,194.15213123066735,192.42964904188628,206.24922601642606,217.09772885117914,205.27716064515246,202.21815011777085,204.64204878116183,201.64768409471316,203.04029283682877,194.99698251099028,180.61649294556568,,169.35729874357745,185.09737956361053,,199.07447088478025,,,,,,,
3,1986-08-15 14:01:53+00:00,258.0481940303174,277.3782234145883,293.5247890674864,291.37331823601255,278.4134424577524,268.91724705416294,261.8707117500095,234.95912299491584,219.32780325305362,209.75217032996528,202.98518144068072,217.56227691057836,216.973597946813,213.50042735245057,219.91169087228224,230.0434757460004,218.61678444093621,211.21486780504745,212.5347783089612,212.5456824743797,211.6493541903221,211.56723267812558,215.04888672767086,219.21907727691766,,203.92396424395116,,199.30219237998938,206.14452272515376,192.22651150558687,209.87957587306175,,,,
4,1986-09-16 14:00:46+00:00,243.7250978451119,257.8646770493398,289.23516028343965,281.89401478388163,284.10089427592743,271.4853417258894,262.9734691762549,240.80491020135423,220.84360794757396,211.1683167388839,201.86456990378164,190.16173835393633,196.03235358378083,200.38516294944702,204.40356637885003,207.40471051909176,,,,,,,,,,,,177.68686252910848,182.1807077930226,,,,,,
5,1986-09-25 13:54:18+00:00,237.14288559514932,253.63231332612486,283.60963320027787,278.6776585591517,272.75554156436624,,,,,,,,,,,,,,,,,,,,,173.25253477350225,197.636261736469,173.77500690951993,160.96709454545174,,172.89162086544223,173.42051327217456,152.5911485235173,171.80745463291993,168.27079941180565
6,1986-10-11 13:53:47+00:00,253.04274332822362,269.58421593184926,290.70871620197045,288.2074672474715,294.6606339220862,302.24886241675597,277.4025973757062,265.4526053675381,263.3091735133788,240.45239476670938,219.08405585064858,206.71540564671335,202.89060090462078,211.42177216295008,208.7868550084927,221.09842706233255,221.45588493050326,212.09735728832783,220.795947718584,217.56552004683948,207.34986415528604,207.24063290561435,207.77123103983408,215.80654291903414,208.91737056844389,213.5962817123278,221.0915338194946,200.75964096711795,208.07547373116338,194.47405491987868,192.7324745442665,183.88452582973412,188.36641816228826,179.52437721270678,171.3903419434488
7,1986-10-18 13:59:44+00:00,229.55479628714235,253.53166237806383,266.0488541369273,268.01192345609854,263.22933124583244,262.70646288690864,256.33083419455136,244.20908161212222,224.64265463957457,218.9526114085184,213.09462765727994,203.85833513683747,195.3375169358385,195.48217576083823,196.73654433422456,204.92941024160532,200.80276962389118,197.03718577752224,195.59608709260596,197.61378346953796,194.93959521533716,188.78252074192193,192.55241004909072,183.43992942656797,189.35321103315468,175.22023604417217,190.3570175344434,177.7483445469633,185.46031182423997,175.40423515025407,175.37283117238542,163.13129130888854,175.67607369292955,171.42170341657123,158.14290534329558
8,1986-11-03 13:59:10+00:00,254.8902047867857,269.41031859031534,278.55890043912007,286.97244095132044,288.343331950598,285.29475190318726,283.87239318260157,252.85892827471994,250.60132498060443,224.63007294741874,222.10958018440874,222.07072829050387,210.1816718365588,213.8916398491117,221.16322717460852,220.86524135373438,202.20540419208854,203.7130560700807,196.30484471067393,196.70614735740455,203.83873092714157,209.99942576726627,211.8681400888771,210.05460649042115,211.08592095893397,215.1027166329672,216.16312158676374,205.52717011655108,208.5058728252897,204.7295897913403,202.41437431718012,192.64613887417917,192.3736370779332,185.26061264930962,177.1112980048933
9,1986-11-12 13:52:38+00:00,245.55829879239457,261.44124895934544,278.82840449726564,276.0780157459793,274.59128643339125,274.7588734163288,269.63401142032365,260.7073606050009,249.95684852742826,230.20004587147406,224.8204225708718,223.11216471553354,216.85037646842957,215.33519436225504,221.04648026543003,225.63972271300855,207.85863754012297,199.01509067780077,192.31786835522365,195.67010107336515,189.7257355889431,205.84198524094103,206.187787992317,207.32561317038122,214.35631294082953,215.69194289005904,,186.92995416035137,210.32141026631666,,,,,,
