,dates,nzd0292-0000,nzd0292-0001,nzd0292-0002,nzd0292-0003,nzd0292-0004,nzd0292-0005,nzd0292-0006,nzd0292-0007,nzd0292-0008,nzd0292-0009,nzd0292-0010,nzd0292-0011,nzd0292-0012,nzd0292-0013,nzd0292-0014,nzd0292-0015,nzd0292-0016,nzd0292-0017,nzd0292-0018,nzd0292-0019,nzd0292-0020,nzd0292-0021,nzd0292-0022,nzd0292-0023,nzd0292-0024,nzd0292-0025,nzd0292-0026,nzd0292-0027,nzd0292-0028,nzd0292-0029,nzd0292-0030,nzd0292-0031,nzd0292-0032,nzd0292-0033,nzd0292-0034,nzd0292-0035,nzd0292-0036,nzd0292-0037,nzd0292-0038,nzd0292-0039,nzd0292-0040,nzd0292-0041,nzd0292-0042,nzd0292-0043,nzd0292-0044,nzd0292-0045,nzd0292-0046,nzd0292-0047,nzd0292-0048
0,1999-07-02 21:59:09+00:00,,,139.47495276924624,,,,98.28407875500633,,,79.72339405212207,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.37817454803675,,,,,,,,,,,
1,1999-07-09 22:05:23+00:00,147.5336065622225,136.6107246424073,119.13791540083992,125.34737032901008,123.95884602491677,99.75839007615895,80.65683635894096,70.96902873901912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.90763850669951,98.0979519504157,101.64296943900341,113.48813914478502,118.01085505648572,134.18007201948222
2,1999-08-26 22:05:32+00:00,143.6641997699297,131.50226016584244,120.6483942447358,113.31342480082111,110.8942366492495,85.43356647253873,66.1985856731702,,,,,,,,,,,,,73.5751759677029,73.77692357180376,71.17989339682846,64.64627695764409,,83.94597398291954,82.71044331839079,91.62729498800053,81.9438538046286,,,107.90304906882642,106.77912913009199,110.18885847748622,109.20860780212345,105.10357492085785,94.70548293208441,90.62186577645429,99.27127999442588,121.61398433721581,129.70656701408797,132.00964082091264,123.01407710826885,108.90917451435548,96.01895433248242,93.49927538670832,98.65047072633291,106.24805652475347,112.21623337305644,115.71139723972965
3,1999-12-25 21:59:16+00:00,149.2736896520166,123.88142237546805,133.34960313161136,133.1926428853527,119.28051757497087,91.41584964837062,82.83437957099817,71.40976413544172,,,,,,,,,65.32961328669764,73.6246717336966,92.79793306857317,98.9372628531549,95.86965995286079,89.84097041679374,77.73149594360137,80.98985012860464,100.10606063341683,114.1081712935622,118.94586021460117,111.02617772728962,125.10508282124054,128.97696357504157,135.15769451650263,136.76612776402303,133.9694099762239,129.38318754349157,109.01266883320605,103.39406055164535,105.43742317980676,116.44269256579732,129.12388404725408,138.8563398104033,135.84903286867473,128.95190801109453,117.40216314687409,107.41832250604753,105.02321330159246,113.16841454132584,122.65363118548828,128.7536256958795,135.17436409697643
4,2000-01-10 21:59:16+00:00,151.62382787047193,145.89279601458963,137.09915729550602,127.36623716456566,119.62297093608916,98.81380904473546,92.58838623132391,84.37380435680436,63.32918567101631,,,,,,,69.87828786611277,72.78404726620016,85.22924834756216,104.8008745784269,115.26569974041155,107.41691514821994,102.82429997837275,80.85497247578564,99.43290501873338,109.20796214386064,112.57694728956547,130.4460303194044,139.29338628146988,142.41238517868672,132.64382438260378,136.6068256118582,141.59349780394996,145.13685909085882,145.38694243396282,117.90792097528377,110.53847641400202,108.0601609106594,118.70950455185165,133.31693430721367,142.05750144268842,143.49777426189928,133.10965867875314,119.20306010942087,108.3111332036978,108.43314379138758,117.91050620730843,123.72892345839219,132.350645035561,138.65275472879398
5,2000-04-15 21:58:43+00:00,148.70373159386867,135.49116539308974,118.03851062092977,113.54852111069465,102.9305620803407,83.88473293447976,74.66140159840579,58.00907038655173,,,,,,,,,,77.94810421163241,97.34572052643725,104.06081563815064,99.2161350547067,93.34222592717741,,89.34875040802717,96.87038321724455,113.44908552113385,110.84816707427873,112.01466809259709,141.19314304348123,145.8303757408482,152.0510140892287,149.44654274131722,135.01151187223124,129.75086113971366,126.24373607819983,98.52704212403091,96.17073692645772,98.35761251320882,118.61895525592018,125.64627442001274,125.14658777976719,120.29710435859364,106.69790609443012,102.50427814331718,105.93006742424708,110.22118085619162,113.74498052061588,124.06350200893662,128.3024621601865
6,2000-05-24 22:04:34+00:00,166.7057276607157,147.18584554259462,127.97402148015341,117.13242286499697,135.00639883039275,98.75385388163932,83.09721614739237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.302418158693,146.14849737713155,151.38807338397268,144.96749494924018,133.957173808306,114.86954161139329,110.65767657353064,119.40970533342316,140.2687524854154,146.24118605237754,159.9853021260066
7,2000-06-18 21:58:15+00:00,149.4185157689621,132.50718028672642,123.6806331320729,113.43677330395519,117.1566689179548,86.17037287764428,76.40731182716328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.83818549266414,100.89589799717086,,102.68933975385205
8,2000-06-25 22:04:20+00:00,215.83703538586383,178.72978082849988,167.25795337865966,164.44226421344956,153.08756809529194,121.59433150844211,122.01544780041525,109.7136986161629,114.64703710736156,99.2571652472929,,,,,,,,110.95979632781459,100.75655754295656,,133.9760526596524,134.66512415838946,136.44703155448445,,119.067539997348,147.34934880505537,144.64255536448843,144.1126619003532,,155.23310857800385,152.65819881028403,158.5256946599015,158.66662539922322,157.03299510386307,160.49858447093942,153.19713885407455,112.28400144872995,116.73469444700677,150.02632781094843,169.10197257959965,193.82246984232887,145.775516646624,149.99392663113244,135.234243732063,131.66051293640044,149.92903458151102,173.95825258731293,,
9,2000-07-04 21:58:02+00:00,145.81612348771665,133.67442597222743,123.9444847568401,117.39686868313277,102.39187044422964,79.54353514696788,68.57457341963541,,,,,,,,,,,,,73.35788680947687,82.03441477761183,93.75175384913055,,,,,,,,,,,,,,,,,,,,,103.1714309476989,101.66195788350319,100.84437712564527,110.4088585139888,105.33489117514748,117.05525079459304,124.45439654143948
10,2000-08-05 21:57:32+00:00,172.88026121410638,150.137674702178,133.67371512568,142.13085067621375,137.6856699345069,111.09313353993555,90.16175204015076,72.01005274507322,73.57850859626159,73.19207639695365,63.22184359978404,66.29333331225169,79.41902511435487,84.52850987771275,84.42394597750209,93.29524961725684,91.20607693663958,,,,,,,,,,,,,,,,,,,,,,,,,,,123.43706049981972,125.1713039610992,115.58190090042926,151.47820944922464,,219.85506603244391
11,2000-08-12 22:03:42+00:00,149.49632855629102,132.31141226073248,120.84090979801235,121.3806479100449,109.84824062482498,87.97963745032405,71.9293656219148,,,,,,,,,,,,,77.38211260598929,73.64664040552282,78.41215246309757,,79.79326991034911,81.40715650204466,91.10995013091849,101.93329417492518,68.21584140910086,,,115.12357659207649,130.07225085988185,127.01561412663581,128.85063939139303,119.1626019211198,111.51506353610243,110.38471439557617,118.81539492009371,124.5614305199026,135.0665456518431,140.79988228666423,136.6212029122243,127.68226095104781,112.61634378795162,97.35792727281196,109.4138719851711,,,
12,2000-11-09 21:56:45+00:00,152.7616273379296,142.5888114655003,129.1035834182753,128.94722625519228,119.696203044839,94.277505114174,84.29044766584741,65.1793833674566,,,,,,,,,66.22583929984665,81.16399761200081,99.04151661109604,100.51183006721493,85.0433731926915,73.61138988543738,79.76472968328274,97.82167304666439,108.72071242254457,111.50776326052933,110.11931411066377,102.94731056465237,111.85545883733579,139.90175488874488,137.37817593632917,128.3232123957011,113.4941869379434,110.50508526423505,99.83834980798497,99.67135221093514,102.3775821998745,118.88172009047805,133.71269169978365,145.86910551872865,143.0622375883642,132.032968130961,117.99021866542218,114.12002760443752,112.07658304521411,118.24085976287455,125.73817018529101,129.1712562028112,129.43232885218356
13,2000-11-16 22:02:57+00:00,163.80982719828157,155.71298777606748,139.77251290167186,135.89002251935807,124.33062415625653,104.31391760715348,87.89863787770254,68.27915345743459,,,,,,,,,,97.07710677665601,121.604710952476,131.50614994327861,112.65708589234318,83.89878857275082,101.85264173284412,106.28994903942052,119.9585453757918,141.77709636528832,156.14087340855787,,123.42539827745101,144.42356985192464,142.4356780262505,152.60469942803164,137.70965340864382,123.08846990318997,122.70547672138332,118.75988738133437,115.13501088610651,131.18285447319008,146.23733492455864,161.9465173941534,166.69720793710337,170.77688598865495,162.36594324990386,159.03473314813266,139.0890695028623,148.7232491998072,,207.54797245630016,194.13665671851135
14,2000-11-25 21:56:47+00:00,143.53211040397895,132.6131237636568,123.03757855468062,109.84912191848494,103.00702833209886,83.03985185425441,61.28860780977197,,,,,,,,,,,,74.23864036559102,81.14363490271015,71.02603430877356,,,,78.6938342430992,86.51258072716259,86.40291424840065,82.89493550911975,,100.84782886048126,106.95446027377459,111.71250610218186,103.4338627392076,87.26044409562672,74.42201231405335,72.5347017313082,77.47630428326856,97.57242784459231,118.68370127503219,128.7602274142631,125.16789543747244,123.83770582698712,105.39643984295648,98.08185473959097,91.27786767688136,108.93631885276972,113.12958334225199,124.87783167823034,127.09728735980866
15,2001-01-03 22:03:00+00:00,188.9511477558733,163.35959928064761,154.11682549538153,151.42684402774375,138.75922404857823,130.67590900516794,103.21054573772305,103.88839230571159,109.95907065612712,103.39643855172051,69.07931102147037,,84.09332415671963,116.89127504988538,115.48359478764405,94.70351055409648,94.2277326006798,112.70750979514895,,,,,149.53412334585036,153.6944204603087,145.92544642269914,146.4013602649087,157.661621787316,174.13226554303827,203.0011006092762,,196.77423817559543,182.0996447076929,170.90314801231162,155.10969153053878,139.73219792351637,120.14033296573976,120.66741222386682,151.7979404472501,175.6960589249506,182.42122783975918,183.53162582664908,169.48248185778618,161.46672532715226,147.40960981869824,138.02660925766764,154.12603006195928,176.31177902212633,,
16,2001-02-13 21:56:51+00:00,,,,,,,,,95.49565324928855,73.08627122145847,,,77.7756166487345,95.04286369069081,99.94376527227777,106.29425331974446,94.405158129813,89.20734994661345,108.3076834617605,117.9891260299276,106.07783495579497,119.09995922018625,125.80785349586688,131.6847721271361,142.8895395912093,,,,,,,,,,,,,,,165.44607309396363,166.40291721794597,161.3078559561975,145.97931920711298,135.0832988694571,131.14684224700935,137.38103467167815,158.93954804818205,184.7131011885198,201.81707787230567
17,2001-02-20 22:03:00+00:00,148.9128040301132,143.25786582785827,127.64676653868236,125.03547565985097,113.49106956181572,89.69892661596228,76.33334514982954,67.42409291253944,,,,,,71.15529430865742,76.92530921107367,64.3528123877446,69.06213553871561,77.04454566431026,92.85173312796603,98.57784541298004,88.82171687953169,74.93346754758385,112.73716217149573,111.16261878112218,118.27007820077463,122.05419765502154,127.87749385892126,126.53605304482632,139.73351060334178,153.69745935349061,158.43169443381797,152.4136648492989,136.04255731400943,121.07576790676976,110.2806660372737,110.18351778850817,100.22329696996115,109.13489539647361,128.7567188302021,137.69799395027167,136.7349180610517,131.57332923602021,121.56334099617206,117.21268709431145,117.79094648376241,121.90435857794458,127.30434412659233,136.53556566506614,139.1817403021094
18,2001-04-09 22:02:42+00:00,139.5014831975083,130.60831564806904,119.28150080511904,114.03362367559708,103.92480568243806,80.38748053371641,62.41739927981891,,,,,,,,,,,,,,,,,,,,,,,,,,,76.37367288532157,96.58849525954145,90.98930432689114,92.77131136899287,99.58826969460662,120.44558066199332,125.36476179427405,125.13886514019713,125.53955638940671,114.24112035162611,103.98848256959829,103.30066615464114,101.93931806432772,112.0785359148079,118.24474175730006,121.1047862184279
19,2001-05-27 22:02:24+00:00,163.0676265003381,134.85539497714532,122.83235878104753,118.39754146289671,125.00013913456641,106.75267368296963,85.95803874148952,,,,,,,60.448373806781625,72.94877378704447,95.04614185502322,,,,,,,,,,,,,,,,,,,,,,,,,,136.44500392069318,122.12802212592796,114.17986268150031,105.80284920040542,114.56608430378455,115.00398864135794,138.17664433601811,135.82446041152326
20,2001-07-07 21:55:48+00:00,137.61719228312742,135.20694105614177,114.65446931125149,109.8668268657518,103.158736189658,79.0580488803554,64.08778602986575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41520429500513,98.81933630178453,93.11875469814102,96.95557151551861,109.73535115898855,113.58874376008629,121.88741672178234
21,2001-08-15 22:01:26+00:00,149.39636924288067,129.65455249821295,117.01738674039845,115.31887072463525,115.2730021367269,97.74180937844582,89.00921219165234,,,,,,,,,,,72.54200882395043,100.8964934957809,113.12192565340202,115.14651814460139,110.8960981487011,,,,,,,,,,,,,,,,,,,,,,,,117.23397252348981,130.67676841800505,135.02179133504944,150.26438859037415
22,2001-08-31 22:01:17+00:00,148.1488475731749,135.08323713230445,116.89036647096265,115.75364628673753,113.641761603335,89.47532109924609,72.85595001260639,,,,,,,,,,,,,81.76435338618464,87.54932116769697,81.87011879121418,73.03595963528566,89.00510164120665,93.17553253322642,103.72180280860769,114.98420202988873,115.7478367445706,70.81202797929967,107.68804583584362,112.75011046953625,108.85005153749329,105.86532500428055,109.11021000947281,105.68844204923289,102.58450394183927,108.26013054636121,120.22602467621218,128.93142204300267,135.33667277451568,138.8770757938693,133.58469813499056,119.2392369722387,109.96706804022169,102.49307210215532,107.17521027311233,109.95102255456209,118.6981979975137,128.77273367561952
23,2001-09-09 21:55:00+00:00,189.46475170689664,153.96084464522534,141.46149305147884,145.67740611986278,141.6303301113954,131.83454742052038,104.12022967203237,79.45820652781968,83.49865128837533,78.69905716642356,70.37576875482458,75.68215809992807,81.06787041002036,85.03544090991474,73.82857912106002,82.3439872299257,71.30147174878444,99.44630201463703,127.89931635886366,160.64321448449985,123.23165692815128,116.69535703981268,,162.38803775155412,135.47499141584626,192.33346335861688,227.84733370609425,243.89382127386403,,,,187.73289365513668,200.50337165131413,,132.93174158215314,138.8733874972383,137.88129616670238,163.9776233192194,158.47398808333435,178.81789313750124,177.43768718503182,,210.98361049103812,,130.32829947385184,139.15576162194284,177.88899338771873,211.30009044867464,
