dates,nzd0292-0000,nzd0292-0001,nzd0292-0002,nzd0292-0003,nzd0292-0004,nzd0292-0005,nzd0292-0006,nzd0292-0007,nzd0292-0008,nzd0292-0009,nzd0292-0010,nzd0292-0011,nzd0292-0012,nzd0292-0013,nzd0292-0014,nzd0292-0015,nzd0292-0016,nzd0292-0017,nzd0292-0018,nzd0292-0019,nzd0292-0020,nzd0292-0021,nzd0292-0022,nzd0292-0023,nzd0292-0024,nzd0292-0025,nzd0292-0026,nzd0292-0027,nzd0292-0028,nzd0292-0029,nzd0292-0030,nzd0292-0031,nzd0292-0032,nzd0292-0033,nzd0292-0034,nzd0292-0035,nzd0292-0036,nzd0292-0037,nzd0292-0038,nzd0292-0039,nzd0292-0040,nzd0292-0041,nzd0292-0042,nzd0292-0043,nzd0292-0044,nzd0292-0045,nzd0292-0046,nzd0292-0047,nzd0292-0048,satname
1999-07-02 21:59:09+00:00,,,,,,,,,,,,,273.66,,,272.90,,257.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-07-09 22:05:23+00:00,332.88,332.05,315.38,318.02,314.80,293.18,274.91,262.12,253.38,254.16,240.01,240.88,252.41,258.92,247.95,247.87,,,,,,,,,,,,,,,,,,,,,,,,,,,304.37,293.22,290.99,297.77,309.50,313.45,322.19,L7
1999-08-26 22:05:32+00:00,354.88,340.70,333.55,325.82,328.03,305.48,281.76,257.29,255.87,250.73,246.34,256.91,262.21,260.48,268.95,269.85,282.85,288.87,292.58,292.85,295.60,300.25,298.74,,304.90,307.67,316.48,303.81,,328.77,336.32,327.58,333.25,325.76,315.86,302.36,300.82,309.09,328.80,342.41,346.91,333.36,321.78,303.39,298.00,309.64,320.29,328.31,338.86,L7
1999-12-25 21:59:16+00:00,338.87,321.26,331.62,332.55,308.81,294.21,283.66,271.80,256.60,249.44,258.33,258.99,255.99,249.83,256.89,262.21,265.39,275.28,288.19,295.23,295.11,292.79,282.05,281.97,297.96,315.28,321.66,311.18,311.39,334.17,341.25,335.60,338.11,328.59,307.24,304.71,304.98,313.71,329.42,338.81,334.64,326.33,317.09,305.16,301.52,313.72,321.29,330.12,337.03,L7
2000-01-10 21:59:16+00:00,347.48,340.48,333.06,323.13,311.56,295.38,287.94,278.74,259.12,249.34,260.22,270.09,255.00,261.56,267.33,266.71,270.62,281.09,302.37,310.13,303.37,301.43,276.54,293.69,305.36,307.71,327.06,331.10,336.36,331.13,335.61,338.06,340.44,344.43,311.20,305.34,304.68,313.10,327.73,337.37,339.50,330.62,317.49,303.38,303.06,313.87,320.18,329.00,335.64,L7
2000-04-15 21:58:43+00:00,349.06,337.70,323.40,317.38,316.09,294.04,280.13,262.67,253.99,256.69,260.84,260.49,256.15,253.12,256.36,261.89,269.46,283.64,306.69,313.43,310.04,307.57,269.97,301.42,306.68,322.20,319.34,319.01,351.94,360.69,364.89,357.46,344.05,336.96,331.71,297.92,298.07,299.90,319.90,328.21,330.63,323.88,312.03,303.22,302.19,310.25,318.63,329.62,339.54,L7
2000-05-24 22:04:34+00:00,350.50,321.73,313.98,307.48,310.55,281.95,262.21,243.81,243.99,247.33,241.98,240.42,244.12,,,,,,,,,,,,,,,,,,,,,,,,,,320.40,325.29,333.77,330.31,317.63,305.10,295.77,303.04,321.21,324.27,334.50,L7
2000-06-18 21:58:15+00:00,361.46,336.30,331.92,321.32,315.80,299.84,283.87,250.25,248.18,241.99,239.63,,249.82,238.38,253.30,252.15,,261.81,266.67,,,,234.26,,,,,,,,,,,,,,,,,,,,,260.15,,285.13,305.16,293.75,,L7
2000-06-25 22:04:20+00:00,,330.83,325.97,309.00,311.78,282.46,271.41,270.68,251.94,258.12,249.77,240.46,,,,229.03,246.55,271.61,262.13,272.11,274.93,281.06,251.17,277.23,,,290.77,296.06,,,299.24,305.83,294.16,318.70,271.48,,,279.24,312.66,330.57,314.12,316.96,281.57,296.07,289.19,306.78,305.89,313.05,304.78,L7
2000-07-04 21:58:02+00:00,344.53,330.53,322.42,314.61,311.58,284.04,270.11,254.28,240.64,232.00,234.13,243.74,239.84,249.78,254.33,252.71,261.40,265.35,263.66,273.26,280.49,294.21,,,,,,,,,,,,,,,,,,,,,302.94,297.01,291.96,309.38,307.56,318.95,329.41,L7
