dates,nzd0292-0000,nzd0292-0001,nzd0292-0002,nzd0292-0003,nzd0292-0004,nzd0292-0005,nzd0292-0006,nzd0292-0007,nzd0292-0008,nzd0292-0009,nzd0292-0010,nzd0292-0011,nzd0292-0012,nzd0292-0013,nzd0292-0014,nzd0292-0015,nzd0292-0016,nzd0292-0017,nzd0292-0018,nzd0292-0019,nzd0292-0020,nzd0292-0021,nzd0292-0022,nzd0292-0023,nzd0292-0024,nzd0292-0025,nzd0292-0026,nzd0292-0027,nzd0292-0028,nzd0292-0029,nzd0292-0030,nzd0292-0031,nzd0292-0032,nzd0292-0033,nzd0292-0034,nzd0292-0035,nzd0292-0036,nzd0292-0037,nzd0292-0038,nzd0292-0039,nzd0292-0040,nzd0292-0041,nzd0292-0042,nzd0292-0043,nzd0292-0044,nzd0292-0045,nzd0292-0046,nzd0292-0047,nzd0292-0048,satname
1999-07-02 21:59:09+00:00,,,,,,,,,,,,,273.66,,,272.90,,257.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-07-09 22:05:23+00:00,332.88,332.05,315.38,318.02,314.80,293.18,274.91,262.12,253.38,254.16,240.01,240.88,263.04,258.92,247.95,260.38,,257.49,,,,,,,,,,,,,,,,,,,,,,,,,304.37,293.22,290.99,297.77,309.50,313.45,322.19,L7
1999-08-26 22:05:32+00:00,343.88,336.38,324.47,321.92,321.41,299.33,278.34,259.71,254.62,252.44,243.18,248.90,262.76,259.70,258.45,263.54,282.85,273.18,292.58,292.85,295.60,300.25,298.74,,304.90,307.67,316.48,303.81,,328.77,336.32,327.58,333.25,325.76,315.86,302.36,300.82,309.09,328.80,342.41,346.91,333.36,313.07,298.31,294.50,303.70,314.89,320.88,330.52,L7
1999-12-25 21:59:16+00:00,342.21,331.34,326.85,325.46,317.21,297.62,280.11,263.74,255.28,251.44,248.23,252.26,261.07,256.41,257.93,263.21,274.12,273.88,290.38,294.04,295.36,296.52,290.39,281.97,301.43,311.48,319.07,307.50,311.39,331.47,338.78,331.59,335.68,327.17,311.55,303.53,302.90,311.40,329.11,340.61,340.77,329.85,314.41,300.59,296.84,307.04,317.03,323.96,332.69,L7
2000-01-10 21:59:16+00:00,347.08,334.15,332.74,327.17,316.13,298.36,284.45,269.28,257.20,249.84,254.96,262.00,257.73,257.29,264.39,266.26,272.95,281.75,294.38,299.40,298.03,298.16,285.78,287.83,302.74,310.22,321.73,315.36,323.88,331.36,337.73,333.75,337.27,332.93,311.43,304.14,303.49,311.97,328.65,339.53,340.35,330.10,318.79,303.98,300.86,312.41,320.59,329.14,337.18,L7
2000-04-15 21:58:43+00:00,345.14,333.15,329.36,324.35,312.15,294.54,283.91,271.07,256.57,251.82,259.80,263.19,255.71,254.84,260.19,263.60,268.49,280.00,299.08,306.26,302.84,300.60,276.19,292.36,303.33,315.06,322.69,320.43,333.23,342.00,347.25,343.71,340.87,336.66,316.72,302.66,302.58,308.90,325.68,334.80,334.92,326.94,315.54,303.92,302.26,312.61,320.03,329.58,337.40,L7
2000-05-24 22:04:34+00:00,346.48,330.29,325.51,320.13,311.75,291.39,278.49,264.25,253.43,250.70,255.34,257.50,252.81,254.84,260.19,263.60,268.49,280.00,299.08,306.26,302.84,300.60,276.19,292.36,303.33,315.06,322.69,320.43,333.23,342.00,347.25,343.71,340.87,336.66,316.72,302.66,302.58,308.90,324.36,332.42,334.63,327.78,316.06,304.22,300.63,310.22,320.33,328.25,336.68,L7
2000-06-18 21:58:15+00:00,349.47,331.49,326.80,320.37,312.56,293.08,279.56,261.45,252.38,248.96,252.20,257.50,252.22,250.72,258.47,260.74,268.49,275.45,290.98,306.26,302.84,300.60,265.71,292.36,303.33,315.06,322.69,320.43,333.23,342.00,347.25,343.71,340.87,336.66,316.72,302.66,302.58,308.90,324.36,332.42,334.63,327.78,316.06,295.40,300.63,305.20,317.29,321.35,336.68,L7
2000-06-25 22:04:20+00:00,352.12,333.41,325.67,315.66,313.16,290.73,277.11,261.23,251.44,250.69,250.49,252.86,251.27,251.02,259.00,252.44,262.21,274.54,284.47,298.56,296.11,296.69,257.99,290.78,306.02,314.96,312.39,315.39,344.15,345.91,333.25,333.78,326.22,333.36,304.80,301.63,301.38,297.41,320.17,330.36,329.50,325.44,307.18,293.58,297.55,303.81,314.21,317.94,328.62,L7
2000-07-04 21:58:02+00:00,350.61,332.93,325.12,315.49,312.89,289.62,275.94,260.07,249.64,247.58,247.76,251.04,248.99,250.71,257.83,252.50,262.01,272.70,280.30,292.23,292.21,296.07,257.99,290.78,306.02,314.96,312.39,315.39,344.15,345.91,333.25,333.78,326.22,333.36,304.80,301.63,301.38,297.41,320.17,330.36,329.50,325.44,306.33,294.15,296.43,304.74,313.10,318.11,328.77,L7
2000-08-05 21:57:32+00:00,349.34,331.37,322.12,313.75,312.51,287.08,271.46,254.20,246.53,246.89,242.79,244.64,248.16,248.77,253.67,249.51,259.14,270.60,274.79,286.27,288.49,294.28,251.80,289.33,306.68,322.20,305.05,307.54,351.94,360.69,332.06,331.64,319.11,327.83,301.60,297.92,298.07,289.57,317.65,328.02,326.17,323.72,303.54,293.62,294.31,301.68,309.78,313.92,323.25,L7
2000-08-12 22:03:42+00:00,346.08,331.85,322.36,315.16,312.69,288.40,271.66,254.47,246.16,247.71,243.56,245.72,249.99,248.74,255.45,252.38,259.96,268.85,273.67,283.70,286.16,292.19,253.49,289.33,295.13,306.72,302.08,294.04,351.94,360.69,326.92,328.58,320.56,316.99,301.60,297.92,298.12,292.14,318.90,330.01,329.37,324.86,305.48,295.37,293.52,302.73,309.78,313.92,323.25,L7
2000-11-09 21:56:45+00:00,347.10,332.85,323.77,316.89,313.95,289.29,273.18,255.42,246.11,246.75,241.72,245.51,250.69,249.37,256.05,252.57,260.81,269.61,273.72,281.87,282.33,287.54,259.10,293.64,300.50,305.51,302.27,293.17,319.18,354.25,323.13,321.29,313.64,309.72,287.62,301.22,301.24,297.67,322.02,335.02,332.90,327.48,306.18,296.66,294.75,304.20,310.94,314.86,323.34,L7
2000-11-16 22:02:57+00:00,346.82,334.10,323.42,317.32,313.92,288.62,272.28,253.80,246.88,248.76,242.79,245.41,249.73,248.96,253.25,250.04,257.00,267.96,271.43,283.68,282.31,281.08,260.80,289.73,299.28,310.41,309.06,291.22,306.30,334.24,320.07,322.42,314.32,307.90,292.29,303.21,299.95,301.80,324.57,336.76,336.10,331.46,310.53,300.12,298.64,307.46,315.25,322.21,327.36,L7
2000-11-25 21:56:47+00:00,347.03,336.32,325.90,318.75,315.57,290.45,273.90,255.68,248.85,249.58,243.47,246.69,250.80,249.53,253.74,250.87,258.11,269.55,274.22,286.08,283.74,282.62,263.00,288.94,299.55,309.82,308.84,293.47,291.64,333.27,323.27,323.65,316.37,308.98,290.35,295.78,296.63,302.19,325.32,339.34,336.29,331.35,310.40,299.55,298.14,309.31,315.76,324.43,329.68,L7
2001-01-03 22:03:00+00:00,348.88,340.13,326.01,322.61,317.77,293.54,273.80,258.86,256.75,256.92,245.36,248.39,255.01,258.63,259.81,256.58,261.57,275.32,286.76,297.68,283.42,280.12,281.46,300.71,302.88,311.50,317.37,292.82,291.64,335.72,334.84,332.54,326.15,309.49,300.15,297.62,297.12,312.70,333.73,344.80,344.27,337.73,322.93,312.12,304.38,317.62,327.72,337.73,336.25,L7
2001-02-13 21:56:51+00:00,355.60,343.73,329.30,324.84,320.89,296.20,277.23,263.38,265.58,259.08,246.22,248.17,254.91,263.73,263.62,258.71,261.77,275.54,289.12,299.93,283.42,278.18,288.35,300.74,308.76,316.56,322.69,301.42,291.64,335.72,339.39,335.06,326.82,313.04,300.15,297.62,296.86,316.56,336.51,347.01,344.81,339.61,324.54,315.97,310.87,323.52,333.71,342.63,341.52,L7
2001-02-20 22:03:00+00:00,354.77,343.61,330.02,325.37,321.09,296.91,278.16,264.84,266.95,259.18,247.95,249.88,255.88,265.33,266.25,261.29,264.47,277.34,290.87,301.03,285.20,278.18,295.28,304.83,312.63,320.08,326.48,310.50,291.64,341.26,346.09,340.07,330.69,316.69,303.19,299.98,297.97,315.43,335.15,346.31,344.46,338.58,324.67,316.02,311.52,323.28,333.24,342.77,343.30,L7
2001-04-09 22:02:42+00:00,353.38,342.15,329.62,324.75,319.42,297.13,277.38,263.61,263.97,256.55,247.32,250.34,255.29,263.53,266.16,262.89,265.54,276.69,288.98,298.74,285.71,279.48,297.72,305.98,312.63,320.08,326.48,310.50,291.64,341.26,346.09,340.07,330.69,311.01,301.74,298.87,297.88,313.23,333.15,344.04,342.99,337.43,323.80,314.49,310.33,320.90,331.43,340.97,342.67,L7
2001-05-27 22:02:24+00:00,356.01,337.84,325.65,321.79,315.59,298.33,275.08,263.77,265.20,253.32,244.41,247.35,256.39,267.49,271.04,271.57,270.13,277.65,291.24,299.00,283.03,283.38,312.50,315.84,320.39,326.17,337.54,337.77,,353.25,364.99,355.19,344.62,311.72,306.84,301.95,299.65,314.99,335.87,344.70,343.15,334.36,320.91,312.11,308.67,316.26,327.00,333.28,336.63,L7
2001-07-07 21:55:48+00:00,347.11,335.21,323.70,318.29,312.69,295.15,274.06,256.82,255.18,246.52,243.18,247.98,252.77,258.49,264.17,269.34,267.94,274.02,286.08,292.92,287.35,283.38,311.76,313.01,322.49,334.15,341.63,337.77,,363.40,372.86,360.14,346.15,306.95,304.91,301.36,299.94,306.58,326.44,338.11,339.51,330.73,316.80,306.37,303.49,309.71,320.94,328.87,336.50,L7
2001-08-15 22:01:26+00:00,343.71,332.97,320.71,316.25,311.98,293.98,274.03,255.15,248.25,243.91,242.04,249.13,252.29,255.91,261.24,265.01,264.25,274.29,288.43,297.05,296.07,290.95,305.72,319.09,331.96,334.15,341.63,337.77,,363.40,372.86,360.14,346.15,306.95,304.91,301.36,299.94,306.58,326.44,338.11,338.44,328.42,315.69,304.67,301.83,308.19,318.95,327.90,336.84,L7
2001-08-31 22:01:17+00:00,345.28,332.19,318.87,315.01,311.81,294.06,273.55,251.29,244.01,243.26,241.14,248.59,252.25,251.97,257.09,261.17,259.70,266.92,283.48,292.03,297.58,293.50,289.68,308.42,306.38,311.92,328.81,326.74,285.98,327.31,,319.43,319.95,301.80,304.40,299.66,304.62,311.37,326.96,338.05,339.86,329.27,315.53,302.54,298.92,306.07,316.20,324.46,334.49,L7
2001-09-09 21:55:00+00:00,348.66,333.67,319.63,316.43,313.62,297.04,275.75,253.07,247.63,245.95,242.86,249.79,253.58,253.35,256.33,260.88,257.77,269.56,289.79,300.51,298.01,292.53,289.68,311.59,308.25,311.92,328.81,326.74,285.98,327.31,,337.41,319.95,307.45,307.87,307.09,308.62,319.08,331.08,343.19,344.26,333.79,315.53,307.64,302.59,308.22,321.52,335.98,334.49,L7
2001-09-25 21:54:52+00:00,350.07,334.54,320.26,318.15,315.46,299.54,277.38,255.51,249.46,246.99,246.39,253.55,256.11,255.59,257.63,260.00,259.00,272.34,292.18,301.20,299.83,295.29,291.89,312.84,312.09,319.13,336.69,339.19,285.98,324.52,350.73,340.21,326.22,311.80,310.68,308.12,310.01,323.27,337.64,346.35,349.23,337.78,320.34,311.31,305.03,311.07,325.27,341.60,336.76,L7
