,dates,usa_HI_0025-0000,usa_HI_0025-0001,usa_HI_0025-0002,usa_HI_0025-0003,usa_HI_0025-0004,usa_HI_0025-0005,usa_HI_0025-0006,usa_HI_0025-0007
0,1990-09-11 20:20:05+00:00,188.0054970411112,184.5372034702374,176.14040598064935,186.2508420758932,210.46988442173557,192.15559697791898,205.12533362992957,187.12182713233378
1,1991-10-09 20:18:07+00:00,203.58977657627742,202.1425194600238,198.99554525442966,203.64621586723607,228.77688194469056,215.79239496137393,216.43901345139494,202.30210641808918
2,1991-12-12 20:18:31+00:00,202.29655206868108,199.19312602961412,192.80224664270978,189.61380361295002,208.45555598412665,202.14027060413514,205.49514577783322,173.03733077045132
3,1999-07-03 20:46:48+00:00,203.06446096559026,198.03043005032282,193.90459061942383,203.90750772742604,210.08905301611318,204.8954324711118,212.85856483229716,202.60546052370958
4,1999-07-10 20:53:01+00:00,,,,188.5283616230288,206.37417707042192,196.78842588824986,206.5489825380271,190.65751560068895
5,1999-07-26 20:53:05+00:00,196.72084124179761,192.01181125900555,179.39190870381185,194.43233962325053,208.14433802484947,197.87060814760667,205.23952504019314,195.69874821085983
6,1999-08-11 20:53:07+00:00,196.66839912752994,192.8164522242821,182.35960013772416,196.03962067575168,205.8726225426562,193.3125433606339,201.64889976915458,192.99588775099818
7,1999-10-14 20:53:13+00:00,198.94471886774775,194.3297138704521,189.04876618273784,190.48029625180124,207.78212840547963,201.6189374809063,205.71014026352213,194.97708666468773
8,1999-10-30 20:53:07+00:00,202.99587266736918,194.55373672466715,191.93492126903112,190.924896767223,214.09679586004933,202.00026776410442,211.2391913290619,196.33049304080632
9,1999-11-24 20:46:49+00:00,,,,,,,,
10,1999-12-17 20:53:11+00:00,198.7002867912737,193.642149313838,184.03176267494823,197.43287377635164,207.00037731205967,196.57326179116046,203.73422623979684,195.42816965113607
11,2000-01-02 20:53:03+00:00,194.99814056719993,192.03649509639573,185.545247188605,188.02143289476138,205.55587292565036,202.7593042271045,207.48785166167312,193.58721796450436
12,2000-02-03 20:53:01+00:00,210.5858785042749,207.53483468041378,194.83040572060796,194.38813721562445,212.03257039816498,201.50533258222697,215.0731555441501,200.9997748247469
13,2000-02-12 20:46:47+00:00,199.3139521431312,193.63803391990734,189.14019070477104,195.42165082975305,210.993778662763,198.67985674702797,211.5253139151464,195.2768073737206
14,2000-02-19 20:52:54+00:00,204.60434246468395,201.12526373951846,201.25559573142004,182.37464013495833,,,,195.57310105482577
15,2000-02-28 20:46:42+00:00,194.1496853883736,186.481676429313,183.67196120250424,187.07276251257764,207.83616060625576,196.77267821229466,202.81451866958315,190.4301335023864
16,2000-03-06 20:52:49+00:00,201.12620878508764,195.51434801844897,192.00250366234218,197.04656576043362,215.0276942525918,200.0418450481545,210.6718532620094,195.93237029934772
17,2000-03-22 20:52:50+00:00,205.60335074954082,202.03111238210067,189.32343842099957,204.53774325158065,217.91821104731184,204.47158714087186,215.8710594042493,201.554071901935
18,2000-04-07 20:52:39+00:00,203.15643410197058,198.82143053191515,182.78885864379055,196.18220630308392,206.88417242263063,199.41787264305447,205.57205317691808,203.38237433166842
19,2000-05-18 20:46:08+00:00,,197.4676364672216,193.1777203744927,197.3887741642701,222.26752042250033,204.70472835128967,216.4864340308684,195.8102974959392
20,2000-06-03 20:45:56+00:00,201.1713634815564,199.733178259597,196.3824449332172,207.62475087124125,211.9806279125296,209.4575513445982,216.01666744029694,204.68491132215703
21,2000-06-19 20:45:53+00:00,198.997824938716,197.37238701456334,186.19341484607872,190.13257092433977,214.39815319134098,198.3028744097297,209.20940140593953,194.63203625259257
22,2000-07-05 20:45:39+00:00,200.29448707696253,192.04747113233057,188.88702869128838,194.68714171619965,219.80163400293776,205.8219111237817,217.877258043891,201.16694214849815
23,2000-07-28 20:51:26+00:00,194.03775433898042,185.03871457352858,175.88055852943583,185.6611325736372,199.0014976709301,186.92105832701418,208.75184443741927,193.1125530107144
24,2000-08-06 20:45:09+00:00,197.717476551722,194.73298373430683,186.09506802565454,192.5137148569579,207.55209412662055,203.05216442767835,211.97544436386752,195.93280238358196
25,2000-09-23 20:44:31+00:00,197.5932005766904,197.58940558447813,194.09896612230307,196.03349244668675,214.83871856783105,204.40748879168925,214.48711714428714,202.3787843087215
26,2000-09-30 20:50:41+00:00,198.82319654418015,194.43611553085097,191.34814022178833,193.66255861031874,207.05401705855027,207.3431964127195,212.85828133310173,198.58190746072603
27,2000-10-09 20:44:25+00:00,198.50077959718413,187.98267399290864,180.6673927211325,192.93087158579286,209.55882171473513,202.60570868331737,208.15550619840837,194.48991329987285
28,2000-11-10 20:44:23+00:00,201.2829758610337,196.0813965103835,185.40273516412222,197.19687464359012,208.43421491337605,200.73614448852697,206.46220121786166,195.264978274255
29,2000-11-26 20:44:25+00:00,204.58559156202017,200.73352749567988,192.12858054572504,188.01826607808843,202.685881683632,196.03026852069462,202.31264924283255,196.4980197471299
30,2000-12-12 20:44:27+00:00,215.15290639339366,209.30881275509032,187.8126217379359,185.0022648509143,204.6604060221293,199.8986487962241,215.51420458713238,208.4533415127048
31,2000-12-19 20:50:39+00:00,200.23739374712957,194.0340611765963,190.28894251704222,187.18232109425577,210.2336490092064,198.8014349261286,214.08407346001587,196.20877885211888
32,2000-12-28 20:44:30+00:00,199.2491633251877,194.36441633363307,191.44197582472867,185.04210919505914,,,192.17125888765955,195.1071235139661
33,2001-03-02 20:44:23+00:00,210.82093926070678,197.3460784535938,193.43039992535904,196.1063670726624,219.46327081652618,205.15335272767177,213.39996859954914,198.40029848652995
34,2001-03-09 20:50:34+00:00,192.68294645332168,189.17447251428405,180.98980997352635,189.45437021660567,207.82604665222445,198.6991912698971,206.8008003008144,194.92064371847738
35,2001-03-18 20:44:17+00:00,199.96438241512067,194.20123700038275,191.61892030338026,196.82292182197176,212.90332773258362,201.3395574785323,209.872055586449,195.21908965910407
36,2001-06-06 20:43:42+00:00,200.21082674664814,191.76253676058587,187.58369600237495,191.69824130247798,206.54009077237117,199.01404793467978,206.31877451316043,195.23362762773888
37,2001-06-22 20:43:29+00:00,198.9884935553908,192.85818697049086,180.62802659508225,191.771264389321,202.26279217857302,197.37064562905044,202.96622493846985,194.72102954837283
38,2001-06-29 20:49:35+00:00,193.4787302015627,186.43187135036982,180.72753396677217,191.70330742920544,207.60642118287723,194.3253472079491,203.27115531274228,192.9578892970321
39,2001-07-24 20:43:19+00:00,202.8845728991002,199.369182898114,189.32252625217996,196.9064032876559,214.2293235742166,207.60308962277327,217.28372137493943,203.23989951864337
40,2001-09-01 20:48:54+00:00,,,,,206.3849268683491,203.0925082964428,208.26537891687832,192.52792422378494
41,2001-09-10 20:42:38+00:00,,,181.13598152324494,189.33514900280605,211.5084143546673,196.69366176560789,205.3654906727927,193.476179144043
42,2001-10-03 20:48:30+00:00,,,,191.57634074835264,207.41061545436133,195.99410620776123,205.18670062933552,179.5302294123347
43,2001-10-12 20:42:13+00:00,195.4550570522754,187.49396943144575,179.28373979526737,187.402890500071,205.488200539555,195.30416593656633,,
44,2001-11-04 20:48:37+00:00,196.69371984820873,189.90263058264506,180.48329255982202,190.84406558284599,203.5886698370556,199.62303251527172,201.9786112608735,
45,2001-11-20 20:48:45+00:00,197.6805572191215,193.06263384348665,185.05074282503688,193.4376323740887,206.8557433425686,199.28251382179195,205.7916538270536,191.2272046505504
46,2002-01-16 20:42:50+00:00,197.60966159645693,193.4298448195347,186.49639462571272,196.14381780809452,208.84470619936502,199.76902115160902,211.230089818039,193.19744255062335
47,2002-01-23 20:49:06+00:00,198.84528529883897,197.07347358129624,184.75336511728503,192.44434484767442,210.9389244766,201.9644460566599,212.4009506430193,194.33310484314808
48,2002-02-01 20:42:53+00:00,196.8164078564075,188.85014989332137,179.00249607760895,189.142938364501,206.11482040480112,197.49996114619486,210.11772400101387,194.80625192702922
