dates,nzd0129-0000,nzd0129-0001,nzd0129-0002,nzd0129-0003,nzd0129-0004,nzd0129-0005,nzd0129-0006,nzd0129-0007,satname
1999-08-26 22:04:44+00:00,350.95,353.35,350.08,359.35,372.46,372.77,380.14,376.82,L7
1999-09-27 22:04:48+00:00,358.29,362.17,354.92,361.18,369.16,372.04,377.65,374.82,L7
1999-10-13 22:04:48+00:00,360.47,364.32,356.95,361.75,370.13,371.50,377.65,374.82,L7
1999-11-14 22:04:42+00:00,361.53,363.12,357.44,361.45,369.01,371.31,375.46,374.01,L7
1999-12-25 21:58:28+00:00,364.02,366.82,359.93,362.06,367.16,368.57,371.09,368.50,L7
2000-01-01 22:04:37+00:00,364.02,366.82,357.81,361.77,366.44,367.70,371.05,369.19,L7
2000-02-11 21:58:22+00:00,363.58,365.80,357.42,361.33,366.42,368.26,371.44,369.43,L7
2000-03-30 21:58:09+00:00,365.10,365.30,357.08,360.89,365.66,366.87,370.11,368.64,L7
2000-05-17 21:57:43+00:00,365.31,360.83,352.79,359.79,365.02,366.10,370.34,368.83,L7
2000-06-18 21:57:27+00:00,365.31,360.83,351.96,360.44,365.40,367.65,371.05,370.19,L7
2000-07-11 22:03:17+00:00,361.00,353.90,351.46,358.96,368.21,370.64,374.24,374.67,L7
2000-08-12 22:02:54+00:00,350.99,349.37,349.10,357.70,369.85,370.40,375.26,374.50,L7
2000-12-11 21:56:00+00:00,352.11,352.72,352.44,356.56,368.74,367.16,371.53,368.78,L7
2001-01-03 22:02:12+00:00,351.90,351.80,353.97,354.19,369.22,364.42,370.52,366.05,L7
2001-01-28 21:56:08+00:00,356.36,357.34,353.93,355.17,367.83,361.81,367.97,359.29,L7
2001-02-13 21:56:03+00:00,361.81,362.04,357.71,355.71,363.27,359.01,363.71,355.88,L7
2001-03-17 21:55:52+00:00,361.84,360.91,355.55,353.77,361.01,358.29,361.32,356.83,L7
2001-03-24 22:01:59+00:00,359.97,359.13,353.26,352.26,359.85,358.79,361.89,358.62,L7
2001-06-05 21:55:16+00:00,352.18,354.63,349.71,351.23,361.18,359.92,362.47,360.19,L7
2001-06-28 22:01:09+00:00,343.07,349.79,344.15,350.81,361.41,361.54,364.55,364.09,L7
2001-08-08 21:54:37+00:00,335.75,347.73,341.97,350.59,361.34,361.40,364.11,364.25,L7
2001-08-24 21:54:24+00:00,333.19,346.08,340.54,351.23,362.42,362.72,365.36,366.26,L7
2001-09-09 21:54:12+00:00,336.51,347.93,342.47,352.41,362.53,362.98,365.45,366.48,L7
2001-09-25 21:54:04+00:00,334.68,348.45,343.28,355.39,365.85,366.17,368.22,368.42,L7
2001-10-02 22:00:04+00:00,338.65,349.60,344.79,355.37,366.24,366.49,368.14,368.48,L7
2001-10-11 21:53:46+00:00,342.12,350.64,346.01,355.47,365.58,365.84,367.19,368.42,L7
2001-11-03 22:00:10+00:00,344.34,352.81,347.05,355.18,364.60,365.23,366.87,367.41,L7
2001-12-05 22:00:18+00:00,350.06,356.79,349.33,355.43,362.65,363.20,366.02,364.17,L7
2002-01-22 22:00:40+00:00,357.19,360.61,352.50,356.05,362.86,363.73,366.46,363.61,L7
2002-02-23 22:00:43+00:00,362.24,360.83,355.14,356.34,362.28,364.26,367.04,365.17,L7
2002-04-12 22:00:37+00:00,357.36,360.42,353.88,353.02,359.41,362.19,367.43,362.21,L7
2002-04-28 22:00:38+00:00,354.62,360.06,353.40,352.02,358.66,362.45,367.49,363.37,L7
2002-05-07 21:54:27+00:00,353.47,356.38,352.36,352.16,360.31,364.49,370.24,367.79,L7
2002-05-23 21:54:18+00:00,353.47,358.26,355.44,354.27,362.54,366.92,371.34,369.14,L7
2002-05-30 22:00:25+00:00,349.88,356.05,354.20,352.42,359.70,366.14,370.84,367.44,L7
2002-06-15 22:00:19+00:00,345.45,351.79,352.12,351.96,359.62,367.74,372.48,371.57,L7
2002-06-24 21:54:04+00:00,339.93,347.55,350.01,351.93,360.08,367.61,371.84,371.49,L7
2002-07-01 22:00:15+00:00,339.93,347.55,350.01,351.93,358.61,367.61,371.84,372.16,L7
2002-07-17 22:00:08+00:00,335.40,347.99,349.76,352.33,360.52,368.21,372.92,372.12,L7
2002-08-18 21:59:57+00:00,335.15,348.52,351.35,352.51,360.93,367.96,371.72,372.23,L7
2002-08-27 21:53:36+00:00,333.55,349.20,350.79,352.11,360.78,368.53,371.63,372.08,L7
2002-09-12 21:53:31+00:00,336.25,350.49,351.14,352.72,361.54,368.63,371.55,372.40,L7
2002-10-05 21:59:31+00:00,337.09,350.29,350.62,352.25,361.55,368.26,371.08,371.88,L7
2002-10-14 21:53:19+00:00,339.32,351.02,351.40,353.77,361.98,368.30,371.30,372.30,L7
2002-11-06 21:59:41+00:00,339.90,352.07,352.05,354.40,361.91,367.54,370.26,370.12,L7
2002-12-24 22:00:09+00:00,350.02,360.23,354.11,355.56,363.53,366.71,369.42,369.34,L7
2003-01-18 21:54:06+00:00,357.86,362.09,355.52,356.12,363.69,365.88,367.11,367.48,L7
2003-01-25 22:00:18+00:00,357.81,361.10,354.82,355.40,363.28,365.64,366.86,367.83,L7
2003-03-23 21:54:16+00:00,358.09,360.04,352.81,354.32,361.29,363.22,365.18,364.24,L7
2003-03-30 22:00:31+00:00,356.25,358.26,351.59,353.07,360.74,363.07,364.44,364.37,L7
2003-04-15 22:00:34+00:00,354.09,357.44,350.19,350.20,357.61,359.88,361.19,360.45,L7
2003-05-10 21:54:22+00:00,352.46,354.45,348.84,350.06,358.80,361.01,362.07,363.32,L7
2003-07-21 21:42:09+00:00,340.82,351.02,346.53,349.04,359.48,362.44,363.58,367.19,L5
2003-08-05 22:00:11+00:00,336.27,349.96,344.92,348.88,358.73,361.92,363.35,366.34,L7
2003-08-06 21:42:27+00:00,340.49,352.23,346.12,349.48,358.31,361.25,362.90,366.34,L5
2003-08-13 21:48:45+00:00,340.41,351.39,345.53,347.91,355.85,358.93,361.19,364.21,L5
2003-08-30 21:53:59+00:00,341.77,353.09,347.26,348.83,356.15,358.93,361.19,364.21,L7
2003-09-07 21:43:00+00:00,343.62,353.28,347.31,349.01,356.50,359.55,362.04,365.24,L5
2003-10-25 21:43:40+00:00,344.98,355.43,348.63,350.58,357.85,361.45,365.28,368.72,L5
2003-11-17 21:50:09+00:00,344.43,355.45,347.73,350.94,358.16,361.69,366.32,368.67,L5
2003-12-04 21:54:19+00:00,346.34,355.53,348.83,350.94,358.16,361.69,366.32,368.67,L7
2003-12-11 22:00:34+00:00,348.08,356.81,349.70,351.44,358.96,362.40,366.32,368.67,L7
2004-01-21 21:54:39+00:00,353.83,357.12,350.25,351.82,358.39,361.06,364.58,366.11,L7
2004-01-28 22:00:52+00:00,353.82,356.71,349.74,351.82,358.39,361.06,364.58,366.53,L7
2004-02-13 22:00:55+00:00,358.37,358.17,351.91,354.98,363.72,365.58,369.82,370.21,L7
2004-02-14 21:44:33+00:00,358.34,357.18,351.48,354.64,363.60,365.78,369.81,371.12,L5
2004-03-09 21:54:51+00:00,360.01,358.95,352.50,356.48,364.95,365.57,370.17,370.65,L7
2004-03-17 21:44:44+00:00,359.58,357.40,351.87,355.69,364.49,365.91,370.34,371.51,L5
2004-03-25 21:54:54+00:00,359.58,357.40,351.87,356.85,365.99,367.26,372.15,372.27,L7
2004-04-18 21:45:25+00:00,356.86,356.71,351.39,357.12,366.42,367.86,372.84,372.56,L5
2004-05-03 22:00:59+00:00,356.09,355.95,349.99,356.30,366.02,367.70,373.71,373.50,L7
2004-05-04 21:45:52+00:00,354.86,356.07,350.10,355.84,366.15,367.76,374.07,373.56,L5
2004-05-20 21:46:20+00:00,352.72,356.39,349.99,355.09,364.52,366.43,372.42,372.34,L5
2004-06-12 21:53:11+00:00,343.52,354.93,350.25,354.78,363.39,365.81,371.95,372.62,L5
2004-07-06 22:00:48+00:00,341.42,354.93,350.25,354.78,363.39,365.81,371.94,373.08,L7
2004-07-07 21:47:45+00:00,339.52,354.93,349.59,355.02,364.26,366.30,373.11,373.82,L5
2004-07-23 21:48:09+00:00,337.18,353.73,349.81,355.66,364.95,366.89,374.09,374.65,L5
2004-07-30 21:54:28+00:00,334.76,353.13,350.82,356.23,365.36,368.23,374.69,375.17,L5
2004-07-31 21:54:28+00:00,334.76,353.13,351.05,356.67,366.07,368.48,375.40,375.33,L7
2004-08-23 22:00:35+00:00,331.58,353.41,351.54,356.95,366.48,368.62,375.87,375.30,L7
2004-09-16 21:55:41+00:00,328.38,353.05,351.82,357.48,367.76,369.86,377.11,375.35,L5
2004-09-25 21:49:43+00:00,331.48,352.85,352.15,356.53,366.79,368.86,375.96,375.05,L5
