,dates,aus0335-0000,aus0335-0001,aus0335-0002,aus0335-0003,aus0335-0004,aus0335-0005,aus0335-0006,aus0335-0007,aus0335-0008,aus0335-0009,aus0335-0010,aus0335-0011,aus0335-0012,aus0335-0013,aus0335-0014,aus0335-0015,aus0335-0016,aus0335-0017,aus0335-0018,aus0335-0019,aus0335-0020,aus0335-0021,aus0335-0022,aus0335-0023,aus0335-0024,aus0335-0025,aus0335-0026,aus0335-0027,aus0335-0028,aus0335-0029,aus0335-0030,aus0335-0031,aus0335-0032,aus0335-0033,aus0335-0034,aus0335-0035,aus0335-0036,aus0335-0037,aus0335-0038
0,1987-05-22 23:08:56+00:00,169.75992045565218,,,150.0082724921611,,150.54719000300102,148.97073860024724,153.91082311955583,137.07676592451958,151.27436537328282,162.29792293652432,162.70924530433945,162.18055765923535,172.80879890546862,179.88484694799627,187.4920822714672,180.69480787843352,188.87594729421986,188.5326673927196,193.86565561070952,186.57765760976693,197.6316694836155,198.52120241399942,183.81101780654953,178.00554664798884,175.88653887127205,178.34972238204435,186.05658722493612,196.99375122971458,193.32357096841181,193.90816621007212,196.4063236188177,191.1224444810689,211.2776854463134,212.72021740043758,218.70787337902937,219.9282680205498,219.80978988348647,229.8754117710481
1,1987-05-29 23:14:53+00:00,,,,,,,144.36016784975283,145.4372924811482,136.10911102441275,149.51063465132188,156.17087843401688,165.25798859439223,172.23052627764446,171.2694591452054,186.66638708135324,186.35249922300025,184.75088981508856,190.34641307182008,197.13469613426176,199.4876706908084,191.9488444618346,201.1041395258347,203.66289789238243,180.5903154876865,174.52589755568962,180.3168200868375,182.59849649609768,180.60813885450767,203.10740621706933,191.71588971007588,192.31538714104016,192.04654761998714,188.27019237340974,206.40087965786603,208.8235473479664,210.78412785891567,211.04021813846038,219.02762274945053,231.12322928634686
2,1987-08-17 23:16:48+00:00,179.81935911196774,170.74052468167957,166.89099010994576,165.25230484892137,163.5627811555444,174.1652941306254,172.99273559647625,177.1044990463395,163.3689173783451,182.10046368740745,190.67719501586149,183.7596581506602,193.74180500287773,197.28717172687365,202.62164470628508,207.2854241242015,203.6142987565961,205.66880980338294,214.71194970935468,217.06864301240734,211.04211278459567,221.37184573317742,229.36269708846137,204.54213399917663,198.67325965303272,194.62622296049065,194.54905720270418,195.08756389031777,206.05792284760395,201.27472992315654,198.2371729898325,186.73270119953276,188.9917743012454,202.73390248908686,201.78525032272665,208.44380755569753,204.3913121905279,204.0717668946201,224.86061572181657
3,1987-09-18 23:17:38+00:00,209.62456617929345,188.20812004954072,175.85188926867153,175.15777059032715,186.63015598315042,190.62689760622936,188.82520889848033,179.95391050630414,181.0409618307196,189.23812760595777,198.236869853862,193.10528629208562,197.9116082410016,198.65230379412856,207.9073219518333,214.67370146048108,212.78140694242157,216.30342056957215,223.20642740012045,227.45381411295648,215.35553051313417,220.43960051360304,230.19367879813873,204.24107100670977,199.7061052109931,201.89598137129033,204.74841852604766,204.4622055675667,212.34730844084277,204.76727050506952,201.3997300450795,191.50308522039253,192.42089111179658,201.32607715279522,207.85825443041992,215.58690628740086,214.77148642771152,208.4417174533142,233.59592956336434
4,1987-09-27 23:12:03+00:00,220.27191130686776,206.38681342246136,184.98457659423858,183.8443501309636,193.84919548485524,206.70379908549666,195.18440789760544,192.8057036159907,188.64142884618386,199.30510786417176,208.50534739728425,203.90012614283313,203.46684344626198,208.76445959292383,219.6696710365309,222.0017913776132,220.52412237737533,227.6665290627797,237.13544256683133,237.19764297584194,229.77035067713123,239.79320570663202,239.52782829581005,224.50317170211184,216.6392103923962,215.53274276701933,214.33804817519197,223.3824868594965,224.07265089203264,215.2834219483106,209.10171419907917,204.44236728992672,202.42217888943105,218.4802171045004,211.42311152016265,213.12198766444627,217.21156555851024,222.75344931229847,234.42121186202968
5,1987-10-04 23:18:22+00:00,226.02572907157108,183.72587040445902,176.39943335118306,175.55287478230133,180.50752538738033,198.84323010686006,181.77076138426972,182.30747883846286,176.40963530340542,187.858453690572,197.3303091965883,198.57715252152917,199.03587973188948,200.43606047585254,210.79666397900883,219.5494659435167,217.8056390142541,213.49092473646215,220.11047583541068,223.4179293889003,216.35923193595266,228.88358469395058,234.5810703657883,210.5025761154352,206.82870765117073,206.30387610716033,202.6078642914673,205.03197413376245,208.00034103873867,194.20084984195458,198.15297729493093,190.88663942515444,193.4438067475398,203.61229268859756,205.58717950450637,204.03298846396564,210.06287514467,213.35305973408362,224.565985610236
6,1987-10-13 23:12:21+00:00,232.83007357703707,200.0656418494415,180.39960825914073,178.74084989738006,196.13693115180152,202.4588470382021,193.12651716314016,197.31213626928513,190.19729535209342,197.92221212530606,206.11865431553022,202.03257937702028,202.62332339557355,205.2457710790369,213.18544809469893,224.40613333467567,218.67637682833146,224.46945059405084,225.7271104745008,229.22793398315886,219.07505336655746,227.89511076897688,232.6930090992751,211.26581967684825,204.0390373388525,204.12306724200332,203.16249550517486,205.84570308140812,211.06129649198778,199.1365392227414,192.05833575510798,183.2848949339356,183.47113384377602,195.6898985873765,204.07848742047037,207.3296613181646,210.41036738171246,209.48712491340225,
7,1987-10-20 23:18:39+00:00,212.1716995114863,190.92791186532082,179.95844784428644,180.31414682966678,187.1746543164745,200.7198826491279,190.24389786247713,193.33777510488437,179.1960600585354,191.09904809117324,198.70294944919533,195.34362644985865,194.60565011789072,200.03284269166582,204.44004599323114,214.70920060413124,209.19472164423394,213.26374912988348,220.36580465409577,217.18561424704683,209.65434967072383,211.6113457152554,211.25143644689985,194.84323921832842,187.0655493204074,183.1759156863164,187.09570669639453,186.2931145199195,193.58430506780002,188.23983147184396,182.65226985573645,170.47729891603393,174.69984498166417,186.79218050828382,187.39729522764074,193.64007991643658,194.82310968929275,196.26758543272834,212.74863612452376
8,1987-10-29 23:12:37+00:00,249.1985785327176,206.61317852353193,191.34144095998892,191.35745112675062,196.5462116277899,212.3327635505199,199.38932111465326,201.08961060837368,186.4648565329645,198.0573611988371,202.08227835654742,207.1248187129635,205.89549656750341,209.6230262707462,214.5940345419187,222.8868471525723,217.78625285495806,223.46794082472076,225.3872464374933,220.3927117889724,215.51534068572778,219.9361568047454,226.63057193560462,204.0511978910693,191.70776615695766,195.03363433835398,193.0433533253657,195.03123869813396,199.14632098077695,191.0088562562528,182.94765994945337,177.05115326827254,182.85840546601068,206.13578936786135,193.1196767480102,201.72857815315638,201.03036882938613,203.25084440026544,
9,1987-11-14 23:12:59+00:00,231.27404707158973,200.78678017080202,183.5695842058451,182.55512984891487,190.04852527609754,205.26747220086457,196.92023409354738,196.6982415796612,182.77446290663156,190.29267653409514,198.86444377892914,202.11984225977193,200.68988067714267,209.53513176443658,212.772620766374,222.15432611411055,217.20566224678154,219.06168866069615,221.8918499535584,218.02706906160873,212.10078544202437,222.23189284269696,221.41112786787036,201.50269251587838,191.6534085725914,189.09281543774503,191.48774978508274,194.45424413871046,197.31302101309504,191.64667763187984,185.3888958606439,181.7838511819562,182.66923608670956,207.7263864145368,205.00070923001633,206.13246255027562,205.07970996692583,209.9798029684019,228.78153045705827
