,dates,chi0403-0000,chi0403-0001,chi0403-0002,chi0403-0003,chi0403-0004,chi0403-0005,chi0403-0006,chi0403-0007,chi0403-0008,chi0403-0009,chi0403-0010,chi0403-0011,chi0403-0012,chi0403-0013,chi0403-0014,chi0403-0015,chi0403-0016,chi0403-0017,chi0403-0018,chi0403-0019,chi0403-0020,chi0403-0021,chi0403-0022,chi0403-0023,chi0403-0024,chi0403-0025,chi0403-0026,chi0403-0027,chi0403-0028,chi0403-0029,chi0403-0030
0,1985-03-05 14:11:05+00:00,199.24222198300794,194.3704825249491,185.89670462843594,184.13891908222124,180.56113771448497,180.30212685927728,180.1448991146512,172.31635585051686,164.240354349293,164.7441915872961,157.8290866244185,166.2192589723094,165.77770216762994,171.24932333462255,,,141.68705416166216,163.36238229434645,165.50970557616142,151.9057695128006,148.95175684077114,139.38097882727706,148.79118565366662,140.1199787159976,136.59167437170254,147.4064262456826,163.45779850285544,172.3403308032992,191.14314967404673,206.92041756437527,200.52050996665344
1,1986-02-04 14:07:59+00:00,203.73330109859967,197.94299256548538,199.3551936160552,192.5275255539137,189.48236101370622,189.56102261529327,188.21861273502435,178.04011160790006,172.89805395392318,181.2485854278467,173.3412321963888,183.5729478702032,178.8148931144927,187.60387337817994,189.73165193709343,,179.32377981552509,178.39832659528628,171.7779662706971,161.25218119969367,169.46622085774268,161.7915628337703,182.43434597573426,171.11102627070352,172.75563357553273,175.28083764367076,186.42107473953132,193.21823122587122,205.99780786171345,214.5448341062263,207.59552405436074
2,1986-08-15 14:02:41+00:00,184.13144105852376,177.1448263191104,176.75080770077935,169.71773351331203,171.53651623320087,167.64397975428082,166.41744281506402,,,,123.6891958392411,,125.26708191936271,,163.83040883782473,,128.11061347956672,150.65738213055548,130.15942072488394,,,,119.19502091898183,123.51546911170834,118.74339121648521,131.0373434131916,152.2882233977809,165.17759433003397,168.30402122279375,191.11656162164377,180.00651572706366
3,1986-10-18 14:00:32+00:00,189.23347245133718,182.29869881533986,184.2850663446049,175.0798559889713,176.7852339093015,176.27858604994137,176.2729177374977,172.2619515261227,162.26297705799905,160.77425999517862,148.32566979207922,163.31993880387677,162.46595248079228,162.79513574354382,166.00218491658012,,151.57484389104343,159.52494743944476,154.68733205705087,154.08402028641495,148.16490577800624,151.56106069822812,150.3848806034603,136.51992062024442,145.545736518769,146.9243424732497,166.95450101589427,183.64728333039656,190.87828487410664,200.57117365853992,192.86769859532933
4,1986-11-03 13:59:34+00:00,192.5748427746491,186.44659812252934,188.15780174961117,181.62212680016262,174.83818414629144,170.18383465378682,172.5232773881473,173.4407220525339,160.7598559608938,151.7654915929698,145.07010197447664,162.97711927049633,151.44714706624967,170.815814670733,175.6630290858813,,,147.59118461677662,154.33004607474746,149.72155226075273,,,,,,,,,188.05324650679697,201.37526267238866,198.40766002547952
5,1986-12-21 13:59:37+00:00,206.8750257084405,195.8748121352488,192.51548869796676,192.90088680271603,187.04655218851372,187.03482404421973,186.08240210987805,182.16248682829544,181.95790999715567,170.83794004975474,174.53248177248375,179.05709677547972,183.85187024978336,189.42894044351308,191.5022058041726,187.57000127027595,160.7892200596624,165.8507557554853,168.7335093439362,166.61686793416604,171.2849963331744,168.57986376146556,183.16763996560314,168.01028162993015,176.2440567016301,170.41429888800374,191.60319265351376,197.18046285028694,206.39601110385743,216.67912781676017,214.98598650756026
6,1987-01-06 14:00:30+00:00,193.52642760420918,193.42587506314473,192.31708388890527,191.0243529126398,186.25982822788342,188.46321469927636,181.72327279691734,173.69745229861041,160.73841182213857,161.50975810777652,164.64981240935867,165.75509417129007,167.4338885202972,181.5697523915087,178.1064972580876,180.09493892509101,168.4230555625158,177.20352743547426,171.67637854720218,162.2895002565476,167.36115584344222,163.50450856000722,175.20221238707435,163.53142491323933,163.47088752197538,164.39743855247445,177.61155803250244,193.70534941266158,204.32635976144877,210.8793972166336,204.3110159570156
7,1987-01-22 14:00:58+00:00,209.54226103365187,196.60185409360253,193.73917253752174,190.86112705839105,194.33162261727654,188.97601453669313,185.55272973977134,179.78839287044673,173.53032891007405,173.30071522144118,167.8426343095619,166.0211032400591,168.78379145249076,182.5519144838658,186.9579506005022,178.85862768019734,170.0785531142276,173.31701072809525,161.4988007029503,160.95507552365828,159.80678790501756,164.781584160474,165.82183162073466,157.66150469745872,161.70204565771638,166.20867004445893,176.1397008905111,193.56360325066947,199.30658265281778,206.6923593914894,202.6397563856111
8,1987-02-07 14:01:33+00:00,210.77585452629737,203.42359081064922,200.02010505551408,196.03188638385703,193.7628214798944,195.26387818112397,188.58982626354168,175.5734745921775,173.42660021949337,170.5741679708649,173.21539647543267,181.36309515777234,183.58956819305786,190.94027584175464,189.39383847934022,188.6081332091197,172.46189330809332,181.55808931835497,172.61421036760706,169.3576806681306,161.24366684606164,166.0127201338448,185.40169842548295,178.1819549755939,175.23326450637373,173.06585097418096,187.8694138241962,201.3443337080611,208.99585052632563,219.1639257211211,219.57890139011238
9,1998-03-09 14:17:09+00:00,211.1781790789649,205.4734387570458,198.48536003834198,188.2423617868828,184.63754574983994,176.4156996376155,165.71868593219082,175.36208149954354,167.6024843937216,166.72271489146073,169.04008441766922,176.35614524773078,179.3490989306681,184.1274025798292,186.5552049170002,183.3781312774227,174.66869245111576,174.24323796809927,164.5839590891261,161.10108541624084,160.71282936453946,164.8107216784757,172.30645898208024,166.30952727938066,174.236264638139,167.01567218510982,189.28144699103223,195.82479050058134,208.55271473656225,211.18624120103897,204.8619878845134
