,dates,chi0403-0000,chi0403-0001,chi0403-0002,chi0403-0003,chi0403-0004,chi0403-0005,chi0403-0006,chi0403-0007,chi0403-0008,chi0403-0009,chi0403-0010,chi0403-0011,chi0403-0012,chi0403-0013,chi0403-0014,chi0403-0015,chi0403-0016,chi0403-0017,chi0403-0018,chi0403-0019,chi0403-0020,chi0403-0021,chi0403-0022,chi0403-0023,chi0403-0024,chi0403-0025,chi0403-0026,chi0403-0027,chi0403-0028,chi0403-0029,chi0403-0030
0,1985-03-05 14:11:05+00:00,201.00256028137426,196.13082082331542,187.65704292680226,185.89925738058756,182.3214760128513,181.94021944247928,181.7829916978532,174.07669414888318,166.02736444005882,166.38228417049808,159.4671792076205,167.97959727067573,167.53804046599626,173.03633342538836,,,143.28087397234518,164.91425947843254,167.19460080459777,153.64022048324978,150.71209513913746,141.34668992711946,151.24832452846962,142.38810690812346,138.6251686129188,149.43992048689887,165.3006526589577,173.85241626471642,192.98600383014897,208.60531279281162,202.48622106649583
1,1986-02-04 14:07:59+00:00,202.76410174985452,196.97379321674023,198.38599426731005,191.55832620516856,188.51316166496107,188.65912877687765,187.31671889660873,177.0709122591549,171.9141697665607,180.3466915894311,172.43933835797318,182.60374852145804,177.84569376574754,186.61998919081745,188.76245258834828,,178.44626148625585,177.54390085362937,170.8503040368982,160.29723478254772,168.49702150899753,160.70929022767157,181.08150521811083,169.86225018674344,171.6360412243961,174.16124529253415,185.40644417131375,192.3857138365645,204.98317729349588,213.61717187242738,206.513251448262
2,1986-08-15 14:02:41+00:00,184.80033394024085,177.81371920082748,177.41970058249643,170.3866263950291,172.20540911491796,168.26642174143421,167.03988480221741,,,,124.31163782639449,,125.9359748010798,,164.49930171954182,,128.71623271031058,151.24706401312184,130.79964676881315,,,,120.12868389971193,124.3773118631515,119.51607782122736,131.81003001793374,152.9884706333285,165.75215616432942,169.00426845834133,191.75678766557297,180.75344611164775
3,1986-10-18 14:00:32+00:00,192.00168791690413,185.06691428090681,187.05328181017185,177.84807145453826,179.55344937486845,178.8545643303995,178.84889601795584,175.03016699168964,165.07313518213522,163.35023827563677,150.90164807253737,166.08815426944372,165.23416794635924,165.60529386768,168.77040038214707,,154.0812011368946,161.96534791566827,157.33690971695066,156.8115267010177,150.9331212435732,154.6522346347779,154.2488480241475,140.08665977780186,148.7435026600274,150.1221086145081,169.8524765814097,186.02510943543484,193.77626043962206,203.2207513184397,195.9588725318791
4,1986-11-03 13:59:34+00:00,194.67637045729614,188.54812580517637,190.2593294322582,183.72365448280965,176.93971182893847,172.1394229140278,174.47886564838828,175.54224973518095,162.89322497206575,153.72107985321077,147.02569023471762,165.07864695314336,153.5486747488967,172.94918368190497,177.76455676852834,,,149.44384717911018,156.34150828528104,151.7921751245373,,,,,,,,,190.25328329956807,203.38672488292224,200.75436593776868
5,1986-12-21 13:59:37+00:00,204.7798592113166,193.7796456381249,190.42032220084286,190.80572030559213,184.95138569138982,185.0851552205072,184.13273328616552,180.06732033117154,179.83099855310564,168.8882712260422,172.58281294877122,176.96193027835582,181.75670375265946,187.30202899946306,189.4070393070487,185.47483477315205,158.8922449879421,164.00370108038922,166.72813569668904,164.55251270905865,169.1898298360505,166.24026117301054,180.24313673003437,165.31074018171282,173.82377816184902,167.99402034822268,189.40981522683717,195.38076855147537,204.20263367718084,214.67375416951302,212.64638391910523
6,1987-01-06 14:00:30+00:00,190.4583625579662,190.35781001690177,189.2490188426623,187.95628786639685,183.19176318164045,185.60820972568914,178.86826782333011,170.62938725236745,157.6238609418616,158.6547531341893,161.79480743577145,162.6870291250471,164.36582347405422,178.45520151123173,175.03843221184462,177.02687387884805,165.64521288551202,174.49878588154954,168.73980200294105,159.26655381392584,164.29309079719926,160.07850259170257,170.91970492669353,159.57834110365704,159.92674341683264,160.8532944473317,174.39967743721684,191.06996020627338,201.11447916616316,207.94282067237248,200.88500998871095
7,1987-01-22 14:00:58+00:00,207.15629796511513,194.2158910250658,191.353209468985,188.4751639898543,191.9456595487398,186.75574334791588,183.3324585509941,177.40242980191,171.1082148859534,171.08044403266393,165.62236312078466,163.63514017152235,166.39782838395402,180.12980045974516,184.57198753196545,176.4726646116606,167.91828925487675,171.2135959176747,159.21509319449368,158.6042001473059,157.42082483648082,162.1172587339413,162.4914248375688,154.58728305145945,158.9458469406136,163.45247132735614,173.6418958031367,191.51412215333661,196.80877756544336,204.40865188303277,199.97543095907838
8,1987-02-07 14:01:33+00:00,209.9117425943352,202.55947887868706,199.15599312355192,195.16777445189487,192.89870954793224,194.45977402221476,187.78572210463247,174.70936266021533,172.54939568250148,169.77006381195568,172.41129231652346,180.49898322581018,182.7254562610957,190.06307130476276,188.52972654737806,187.74402127715754,171.67952169401948,180.7963064309673,171.78713180415758,168.50627626457964,160.3795549140995,165.04779514315373,184.19554218711912,177.06857998633498,174.23506624014158,172.0676527079488,186.96479664542332,200.60208371522182,208.09123334755276,218.33684715767163,218.61397639942132
9,1998-03-09 14:17:09+00:00,212.45783833257218,206.7530980106531,199.76501929194927,189.5220210404901,185.91720500344724,177.60649366527784,166.90947995985317,176.64174075315083,168.90153242389871,167.91350891912307,170.23087844533157,177.63580450133807,180.6287581842754,185.42645061000633,187.8348641706075,184.65779053103,175.82730285640886,175.37135862588465,165.8087758032931,162.36192615141275,161.99248861814675,166.2396745116705,174.09265002357378,167.95831900999008,175.71449170696124,168.49389925393206,190.62109027215237,196.92398498765428,209.8923580176824,212.41105791520596,206.29094071770822
