dates,nzd0079-0000,nzd0079-0001,nzd0079-0002,nzd0079-0003,nzd0079-0004,nzd0079-0005,nzd0079-0006,nzd0079-0007,nzd0079-0008,nzd0079-0009,nzd0079-0010,nzd0079-0011,nzd0079-0012,nzd0079-0013,nzd0079-0014,nzd0079-0015,nzd0079-0016,nzd0079-0017,nzd0079-0018,nzd0079-0019,nzd0079-0020,nzd0079-0021,nzd0079-0022,nzd0079-0023,nzd0079-0024,nzd0079-0025,nzd0079-0026,nzd0079-0027,nzd0079-0028,nzd0079-0029,nzd0079-0030,nzd0079-0031,satname
1999-08-17 22:10:50+00:00,,426.05,407.58,395.29,400.02,392.99,371.07,389.06,,433.77,414.73,387.49,376.57,386.34,375.30,372.77,378.63,360.12,356.35,357.05,363.42,356.39,382.12,394.98,403.89,396.51,401.78,415.27,407.93,403.91,446.28,443.75,L7
1999-08-26 22:04:44+00:00,,439.01,405.78,395.58,400.62,396.64,378.24,387.20,408.37,434.19,420.46,390.99,377.27,383.51,377.53,375.13,378.81,361.38,355.51,361.06,361.92,361.29,387.59,400.88,402.01,397.26,399.73,413.45,409.26,404.80,436.32,448.66,L7
1999-10-04 22:10:38+00:00,380.67,420.78,397.81,391.42,396.07,395.11,377.51,385.98,408.37,431.21,417.67,389.37,380.49,385.47,377.43,375.08,375.86,362.64,358.20,361.72,364.05,364.46,387.23,399.56,401.37,395.08,397.41,410.37,406.58,400.12,436.32,441.52,L7
1999-11-14 22:04:42+00:00,396.87,421.06,396.69,390.95,394.78,396.16,378.51,387.06,408.37,433.79,416.88,390.18,381.88,385.77,377.90,375.45,376.51,364.77,361.01,363.40,366.64,366.14,388.75,400.13,402.13,394.27,396.54,410.70,407.26,399.36,436.10,439.35,L7
1999-12-07 22:10:53+00:00,407.94,425.02,399.07,390.49,394.07,396.45,379.28,386.56,406.31,432.63,417.84,389.70,381.89,385.89,376.82,374.47,376.33,364.53,361.03,364.95,366.44,365.78,386.34,398.26,398.89,391.85,393.63,406.55,402.78,396.41,430.55,437.05,L7
2000-01-17 22:04:35+00:00,403.51,419.27,396.79,388.78,393.25,394.97,379.89,386.98,402.25,430.26,416.40,389.79,382.87,386.79,377.03,374.35,376.86,365.22,362.32,365.71,367.61,366.96,386.78,398.03,397.91,390.77,392.18,404.18,400.17,396.41,430.55,437.05,L7
2000-03-28 22:10:31+00:00,402.40,409.06,392.90,386.26,390.81,394.47,380.76,386.94,399.19,429.23,414.08,389.06,384.80,388.82,377.18,375.41,376.40,366.46,365.01,367.10,370.05,367.85,385.91,397.84,396.89,388.99,390.25,401.79,398.25,392.51,424.78,429.31,L7
2000-08-12 22:02:54+00:00,397.96,407.71,395.32,389.81,395.77,395.82,375.71,383.26,386.75,417.86,406.51,385.67,368.05,379.46,372.62,374.04,372.37,359.19,356.87,359.32,358.73,356.08,386.30,400.96,397.77,392.76,395.11,406.63,404.60,398.15,416.13,426.98,L7
2000-09-04 22:08:46+00:00,397.96,416.05,393.32,388.25,393.78,394.07,375.61,383.33,386.75,421.91,407.43,386.38,370.39,379.38,372.14,372.78,371.30,358.84,355.80,359.11,358.42,356.86,384.56,398.38,398.23,392.28,395.08,406.38,404.34,397.15,422.31,429.78,L7
2000-10-31 22:02:10+00:00,382.76,405.86,387.98,381.89,387.02,388.88,372.81,381.22,388.57,415.62,405.90,385.18,369.97,378.34,370.29,370.02,370.82,359.19,356.17,360.00,357.42,357.80,384.76,393.68,396.66,389.37,390.76,400.35,397.21,394.04,415.51,428.39,L7
