dates,satname,nzd0079-0000,nzd0079-0001,nzd0079-0002,nzd0079-0003,nzd0079-0004,nzd0079-0005,nzd0079-0006,nzd0079-0007,nzd0079-0008,nzd0079-0009,nzd0079-0010,nzd0079-0011,nzd0079-0012,nzd0079-0013,nzd0079-0014,nzd0079-0015,nzd0079-0016,nzd0079-0017,nzd0079-0018,nzd0079-0019,nzd0079-0020,nzd0079-0021,nzd0079-0022,nzd0079-0023,nzd0079-0024,nzd0079-0025,nzd0079-0026,nzd0079-0027,nzd0079-0028,nzd0079-0029,nzd0079-0030,nzd0079-0031
1999-08-17 22:10:50+00:00,L7,437.94,466.05,427.58,408.62,413.35,410.13,383.07,401.06,,463.77,438.73,398.40,387.48,394.91,379.17,379.09,385.69,366.12,359.35,367.05,368.64,361.61,389.62,404.98,408.33,405.74,410.35,425.27,418.84,412.48,466.28,467.75
1999-08-26 22:04:44+00:00,L7,352.23,365.98,360.98,367.20,372.54,363.43,359.60,359.54,365.37,370.12,374.59,371.03,354.52,362.26,371.45,363.91,363.80,349.75,348.22,343.58,349.20,354.97,376.94,385.28,390.58,378.17,379.24,390.13,387.15,387.25,383.36,401.97
1999-10-04 22:10:38+00:00,L7,413.34,416.98,398.19,394.00,397.88,406.04,385.85,393.35,,449.74,431.68,395.06,395.84,396.38,380.38,380.15,375.72,370.05,366.04,371.21,372.57,375.05,392.64,405.08,403.72,398.26,399.78,412.38,410.13,397.76,,446.85
1999-11-14 22:04:42+00:00,L7,443.07,451.91,408.32,399.54,400.91,412.18,390.51,399.30,,464.04,432.53,400.78,394.22,393.12,382.22,381.28,383.78,375.68,371.69,375.94,378.34,375.09,398.95,409.34,407.72,398.74,400.35,419.19,417.48,403.50,450.66,450.81
1999-12-07 22:10:53+00:00,L7,348.76,359.54,367.93,361.55,364.10,362.74,357.99,360.14,363.57,366.98,372.85,365.59,359.76,368.93,364.62,357.73,361.24,351.35,354.98,350.81,354.99,353.73,361.46,370.46,376.88,363.43,364.55,369.64,362.67,367.21,373.23,379.08
2000-01-17 22:04:35+00:00,L7,386.21,386.50,383.39,378.85,387.83,385.88,381.74,387.91,392.13,415.38,406.83,389.16,386.70,390.41,377.71,373.12,378.78,368.09,368.51,368.54,372.95,372.34,388.23,395.86,392.61,384.43,384.10,391.32,386.01,,,
2000-03-28 22:10:31+00:00,L7,433.96,443.71,413.32,401.81,407.77,411.25,391.72,397.98,,460.01,434.51,398.35,391.14,398.09,382.26,386.88,384.82,369.11,364.84,372.32,373.15,364.78,390.80,411.81,404.99,403.15,405.33,419.74,418.59,405.27,,
2000-08-12 22:02:54+00:00,L7,,,,,,,357.30,366.14,364.75,369.70,373.71,370.81,342.78,359.11,362.19,359.94,358.50,348.06,348.29,344.32,343.26,346.35,380.29,388.10,389.66,380.54,383.17,391.52,388.43,389.31,394.13,400.58
2000-09-04 22:08:46+00:00,L7,483.97,469.72,414.00,401.81,406.90,411.75,389.02,397.08,,464.01,436.47,400.16,387.44,388.93,375.57,377.42,377.16,364.95,357.07,370.03,363.72,364.33,389.59,404.57,404.18,401.77,404.74,417.21,416.18,404.85,451.15,459.78
2000-10-31 22:02:10+00:00,L7,373.43,378.00,379.96,373.97,379.14,381.44,369.71,378.04,385.72,407.14,402.71,382.38,377.51,385.25,372.33,371.43,375.40,363.35,362.54,363.64,364.24,361.67,382.91,386.36,395.24,383.97,382.66,390.33,384.83,386.25,397.24,420.01
2000-11-23 22:08:18+00:00,L7,344.61,364.74,366.51,362.16,369.16,366.43,358.16,361.94,367.13,370.79,374.41,366.84,365.12,372.27,365.20,357.53,362.52,353.10,354.55,350.62,356.23,353.30,369.38,373.17,375.83,365.33,365.30,370.83,363.39,368.46,372.98,378.73
2001-02-11 22:08:25+00:00,L7,,,,375.43,378.76,376.75,372.80,374.55,388.22,423.82,415.82,383.47,382.94,385.39,372.31,371.64,374.47,363.75,359.05,362.83,368.79,361.66,389.58,395.18,397.18,384.81,381.70,389.19,386.19,386.96,393.66,426.33
2001-03-15 22:07:52+00:00,L7,435.18,479.31,429.47,410.31,413.35,414.38,391.53,405.38,,471.67,444.18,399.70,392.17,397.62,379.66,379.98,384.06,366.70,364.71,371.85,372.14,367.50,390.65,406.52,407.06,405.08,409.96,444.96,425.66,416.60,459.66,468.34
2001-03-24 22:01:59+00:00,L7,353.16,360.23,369.09,366.88,367.72,368.63,358.84,372.24,370.33,373.91,376.05,371.13,353.38,362.78,372.59,362.80,363.60,350.37,355.83,350.28,356.64,355.67,379.08,384.28,390.09,377.82,377.33,388.53,384.74,387.29,384.40,399.12
2001-05-18 22:07:50+00:00,L7,304.04,212.59,,348.06,358.58,358.35,353.62,372.22,378.55,402.60,402.97,380.67,359.36,369.32,365.37,376.98,365.29,352.45,352.59,352.03,344.80,355.71,381.18,399.00,404.48,391.98,390.19,395.37,394.12,394.12,401.28,423.40
2001-06-03 22:07:16+00:00,L7,335.35,348.75,,359.75,363.73,,355.31,369.30,366.30,373.27,379.91,370.97,319.12,347.71,364.59,365.06,,,,328.09,322.70,351.28,377.19,397.36,404.63,390.67,388.73,393.48,391.87,395.77,399.01,405.32
2001-06-12 22:01:24+00:00,L7,427.78,497.54,441.24,411.79,415.68,410.69,390.52,394.98,,476.84,442.46,402.12,,377.03,373.50,383.51,,,,,343.61,356.74,392.53,419.27,423.16,410.84,416.89,432.46,425.37,421.28,469.64,482.28
2001-06-19 22:07:29+00:00,L7,331.38,343.99,365.56,383.76,382.21,366.17,351.90,365.11,365.43,367.79,376.92,366.17,,345.66,361.12,359.80,,,,333.19,331.09,,,393.69,404.76,389.36,388.38,399.26,392.87,393.27,388.19,400.53
2001-12-12 22:06:38+00:00,L7,341.50,365.62,361.41,361.59,366.69,365.13,358.94,361.57,363.92,365.90,368.01,366.78,361.02,366.21,369.26,360.25,362.34,350.67,354.94,350.00,355.55,354.16,372.48,374.96,383.74,363.79,367.12,369.94,366.30,368.23,375.89,378.14
2002-01-06 22:00:31+00:00,L7,580.58,497.67,453.03,443.18,436.38,434.44,418.94,436.89,482.75,494.95,462.97,424.16,403.46,402.47,390.15,389.56,,,,,,,,,,,,,,,484.25,
