,dates,chi0387-0000,chi0387-0001,chi0387-0002,chi0387-0003,chi0387-0004,chi0387-0005,chi0387-0006,chi0387-0007,chi0387-0008,chi0387-0009,chi0387-0010,chi0387-0011,chi0387-0012,chi0387-0013,chi0387-0014,chi0387-0015,chi0387-0016,chi0387-0017,chi0387-0018,chi0387-0019,chi0387-0020,chi0387-0021,chi0387-0022,chi0387-0023,chi0387-0024,chi0387-0025,chi0387-0026,chi0387-0027,chi0387-0028,chi0387-0029,chi0387-0030,chi0387-0031,chi0387-0032,chi0387-0033,chi0387-0034,chi0387-0035,chi0387-0036,chi0387-0037
0,1986-02-04 14:07:35+00:00,158.34943065537703,166.7127441132079,182.4827914689155,194.23925733039633,192.71477848241403,203.16315531319327,183.24631737478774,199.43265822904348,179.23269573356183,178.72239032886642,178.87579684067754,164.62089252311165,177.7134192920338,156.22842700380022,167.40427795693725,174.19142096269016,189.85432409549705,176.01857126875427,193.18560367545476,186.60657289658008,179.44352966353657,180.59728199357298,176.67587337879,186.23266224111467,196.49239309014487,207.68086068381396,216.94514446549826,203.4517431055788,198.3650967080231,200.5228714815261,192.27266196756884,201.1769819578072,201.95879992457242,206.33674811580076,197.57734549509885,,178.81269750622633,
1,1986-08-15 14:02:17+00:00,163.5173203276685,144.2644680046301,175.87864552835606,190.4574051131658,175.22963005907474,181.85120572108139,165.6469345003309,166.9745613866622,159.87193249652685,169.69560954749147,168.42407705506915,164.74080047229106,152.00414173007158,148.2573815482749,153.81440906570649,148.97682801239137,171.79944096126306,179.63318364964252,166.8612350916094,171.09954798434126,168.07980719772823,167.31417364270348,182.43348625294186,180.24308278781155,195.00989272445145,190.39330356977837,193.06706215881266,201.65658460334478,196.14934086341154,170.78317839281155,188.30822989180982,191.25944886015748,177.2589164520512,182.00826098031578,175.99633864550051,155.01983052186299,142.8916694597753,146.30981150541726
2,1986-09-16 14:01:09+00:00,146.88159168092983,164.627590942036,167.29747124214896,178.95382061060593,162.90801375076592,166.002502311994,165.00506289093482,166.03382580320638,149.08043409355653,153.821707860088,158.8326262884005,156.55919876714833,145.91859644849728,146.4452263590687,143.64587928963297,153.80919851329188,172.77856394559916,164.8337143124724,158.05161731628036,160.97288536642094,161.02962404968017,164.59264449767355,168.30822026355852,179.52400152970316,189.54158638486774,188.69816440648242,191.54908204168927,189.64669340338517,188.70892671850862,180.83791452458698,190.9538458312057,180.2377697371478,172.58370397339326,189.28912463946196,178.49467566356046,157.46024539086525,150.35192029375307,132.41971310918078
3,1986-11-03 13:59:34+00:00,155.31413380565158,164.28102826350278,167.20849765742418,156.51526360138539,164.34326375996417,159.4486160382502,157.3703932638942,167.24661364192735,143.5746891409567,149.64817297988495,139.222772669031,145.8627497991058,132.94174846129926,142.84093926702923,144.66933005566682,145.88357185396043,159.29497497578856,150.4168878759531,154.55223704155785,156.30844092984097,157.5050889372347,160.0265519415165,167.0144214638103,170.26216260498077,188.59043390581613,194.48318171487622,192.99054060680507,185.2493280839572,195.97837991751433,171.91273921701136,195.59781754882255,193.27568251859438,191.3314436177178,190.48613080428612,184.98750926157527,179.7516443552622,163.5328321830012,152.51433328042407
4,1986-12-21 13:59:37+00:00,163.2430706409195,169.25758447718707,178.86216308567597,201.47893064035128,176.09441597141108,172.06121617727038,164.2407718301663,166.19978342265352,166.63209769600738,164.31067488658687,168.21268544289043,161.45757220458762,158.20054110310073,,174.94198238532044,168.0870165848198,179.0760045342052,175.390443620104,168.14560260696072,176.52581809242045,181.5909661127548,189.64034202988412,181.90982893771348,189.44562176968648,192.87918822587557,202.4866865236809,208.7416086264361,201.66352924888443,196.85611802305132,199.41301834183082,207.81907260709787,202.70395470882386,191.28108951659124,184.03235719267374,195.59911836699592,173.9960294130248,173.97908532055794,170.61595786468274
5,1987-01-06 14:00:06+00:00,127.33417288291301,152.49058667457442,174.51870327979867,182.76141357815297,184.44213993792476,200.5370724684614,170.5242870311368,159.43532505892665,175.0153062837852,173.9526058848533,173.00219883847734,168.91446477734812,170.41429245687624,,178.31503171757075,172.64066278146882,171.11108380136614,169.86829739040843,174.03444596635978,183.89192985387953,176.55437464512002,190.19645580626,183.3438547813229,194.109966860435,205.58758774142547,210.6606932028168,207.81988012980202,194.5066332708637,194.0425789903959,205.018045978126,209.5135905844793,186.9960330697441,195.65701369385513,184.5287485717189,187.1458586918281,175.02844747299184,180.34015067153567,174.13131907654545
6,1987-01-22 14:00:34+00:00,172.5466994055418,154.14016735324768,174.56678360584024,178.36898819717067,165.12664025135487,172.18713102136465,162.35938112504724,161.3645668176804,163.72271226607901,153.68445489276684,151.00264058922394,155.96785965402546,142.59310668292147,143.70038493982503,148.5506952201042,173.2181530034555,165.2638028409347,169.01924254174676,162.65013380680708,164.70511275925466,162.23636119106763,176.2552802699088,179.7759975505245,183.20687379277558,195.17931886942952,202.29572609217846,208.44813616923292,191.28472372726696,189.88406318883,180.0116179767884,185.860150961779,188.0890899115046,208.20184598192122,199.91559422983892,191.52310709137845,183.2961770067062,,
7,1987-02-07 14:01:09+00:00,169.05592988326308,179.13020972225755,191.01626651435723,199.52127764451825,195.62110375872314,193.72067242767446,177.48073427792954,179.30366253224548,187.31890502756863,182.6847694868435,184.48947565873598,167.62667549242784,156.95990200063113,185.96689548750442,203.62810942605824,193.73434995448653,186.55027366103545,197.1296686042744,199.029508507227,195.10903199766778,182.6296658294502,179.41006078841744,189.95768360366654,195.91004226261236,205.3309130594232,209.15585941704478,216.77772063205896,204.05140276202792,207.2542595090349,210.7298005847448,202.5749919788616,192.15611455113506,207.52242063953707,206.8973033960204,186.73001418071047,206.75871501776948,186.0686268723276,175.4822721618679
8,1998-02-21 14:16:53+00:00,,,,,,,,236.55019445747286,186.83178045535487,219.24917041545294,211.90445167815045,,,,236.98072951254719,,,,,,,,,,,,,,,229.14543361488714,237.72960304826444,,236.42410579586044,218.0618792872259,218.15258602314202,212.0255044981654,200.87959162894924,190.98927727896609
9,1998-03-25 14:17:23+00:00,200.68377399590847,154.83502885592412,181.43842762652358,,190.9995778219977,192.381392993275,198.55762456520264,,169.31400095364114,,,159.12303419569332,160.77746036789992,167.84361472922802,,179.74804359224188,160.8759038201086,,144.80374013593973,168.2645545723454,,207.6796919859894,180.28060801562341,185.2432628647551,196.0418994090737,201.95335134624978,211.2923946878537,202.02714939740483,182.28946375554773,,186.4916106198901,168.3141022479249,188.50122964255297,,,165.4883478734267,164.9447749286443,154.95761801191404
