dates,nzd0097-0000,nzd0097-0001,nzd0097-0002,nzd0097-0003,nzd0097-0004,nzd0097-0005,nzd0097-0006,nzd0097-0007,nzd0097-0008,nzd0097-0009,nzd0097-0010,nzd0097-0011,nzd0097-0012,nzd0097-0013,nzd0097-0014,nzd0097-0015,nzd0097-0016,nzd0097-0017,nzd0097-0018,nzd0097-0019,nzd0097-0020,nzd0097-0021,nzd0097-0022,nzd0097-0023,nzd0097-0024,nzd0097-0025,nzd0097-0026,nzd0097-0027,nzd0097-0028,satname
1999-08-26 22:04:44+00:00,398.24,399.94,386.93,368.77,363.50,369.47,375.68,378.71,380.30,383.34,391.72,397.46,394.63,396.88,391.96,391.15,390.13,389.22,386.75,389.62,385.00,382.75,,,,,,,,L7
1999-09-27 22:04:48+00:00,395.15,399.19,384.88,369.15,363.76,367.09,377.47,380.88,381.31,385.60,390.59,395.03,394.31,394.32,391.29,391.16,388.37,389.71,387.56,387.10,386.12,382.06,382.56,381.78,380.69,388.24,387.22,390.17,,L7
1999-10-13 22:04:48+00:00,393.33,399.06,383.88,367.56,361.13,365.27,373.79,378.72,379.13,384.02,390.01,393.11,392.38,390.67,389.15,391.16,388.37,389.71,387.56,387.10,384.38,379.37,379.12,378.61,374.37,382.22,384.09,384.09,,L7
1999-11-14 22:04:42+00:00,393.04,399.90,381.13,365.51,358.87,361.85,371.80,376.34,379.58,383.51,389.36,393.00,392.10,389.30,389.05,388.33,385.79,386.53,385.88,384.19,381.94,377.12,376.07,377.61,373.82,382.25,383.55,383.75,406.06,L7
2000-01-17 22:04:35+00:00,393.16,399.11,380.55,364.16,358.75,361.12,370.05,375.40,378.29,383.37,389.08,391.96,391.97,388.30,388.49,387.65,385.21,385.40,384.81,383.07,381.29,377.28,375.36,376.48,373.86,379.64,380.59,385.83,418.22,L7
2000-05-24 22:03:46+00:00,390.66,396.06,380.15,360.59,360.70,360.95,363.96,373.11,373.78,382.60,388.14,389.90,388.87,388.03,389.22,387.45,384.31,381.71,382.31,379.28,377.91,377.57,375.62,375.10,377.26,378.56,375.46,389.03,415.92,L7
2000-08-12 22:02:54+00:00,389.21,401.62,381.90,363.19,358.72,363.51,368.59,374.44,376.23,378.45,387.46,391.11,386.49,391.15,387.50,383.87,386.99,383.80,379.63,378.76,376.89,370.84,372.78,379.12,380.93,377.65,374.47,384.20,405.25,L7
2001-01-03 22:02:12+00:00,389.38,403.06,383.25,363.70,352.17,364.27,369.88,373.27,374.64,371.86,378.03,385.81,382.15,383.61,381.26,378.77,384.71,379.50,373.36,374.48,376.67,364.44,367.53,381.14,381.30,370.01,369.71,382.42,409.02,L7
2001-03-24 22:01:59+00:00,386.03,397.85,379.27,361.79,352.43,361.23,363.53,367.62,369.34,371.74,371.56,378.91,374.83,373.65,375.24,374.35,380.55,372.82,370.47,370.25,,,,,,,,,,L7
2001-06-28 22:01:09+00:00,383.95,395.40,379.68,361.54,354.62,358.73,366.82,369.25,373.20,373.95,375.05,381.27,380.70,379.23,379.51,378.93,382.96,378.92,374.45,373.33,374.20,378.19,376.26,374.14,368.87,369.89,377.80,392.16,391.71,L7
2001-08-15 22:00:38+00:00,387.93,393.58,378.72,362.94,357.39,358.00,366.48,369.23,374.84,377.66,378.77,383.59,385.24,381.70,381.19,380.27,385.62,381.60,378.49,376.01,371.62,372.21,369.84,367.88,367.12,369.39,375.91,389.63,393.68,L7
2002-01-22 22:00:40+00:00,396.26,396.19,382.12,365.21,359.01,362.25,367.12,372.82,379.63,383.37,384.24,391.26,390.31,385.75,387.01,390.59,388.38,381.68,378.35,375.92,372.00,372.21,371.60,373.35,371.80,374.56,373.94,384.69,398.32,L7
2002-03-27 22:00:37+00:00,383.87,389.00,377.37,357.89,353.27,358.61,362.07,371.23,376.12,381.25,384.80,388.60,385.59,383.94,385.85,386.77,383.50,377.64,372.36,369.81,369.28,370.75,371.80,375.03,370.77,371.23,365.09,378.70,398.87,L7
2002-07-17 22:00:08+00:00,387.87,393.46,379.00,359.49,356.03,359.77,363.88,370.94,377.77,383.73,385.34,389.66,386.45,384.65,386.26,388.29,384.75,381.25,378.13,374.47,373.19,373.79,373.77,375.54,372.43,372.08,370.76,383.79,395.83,L7
2002-08-18 21:59:57+00:00,391.05,392.10,377.56,359.59,354.58,360.73,363.95,370.99,375.73,382.75,384.63,386.90,385.68,383.53,386.23,384.65,383.98,380.01,379.71,375.43,372.30,371.59,370.76,370.77,369.52,368.00,370.46,386.11,391.31,L7
2003-01-09 22:00:09+00:00,399.00,402.39,380.14,362.88,358.43,363.22,367.73,372.00,375.08,379.82,379.55,384.28,383.53,378.86,382.54,385.93,384.23,381.51,381.28,377.82,372.81,370.19,372.46,375.84,369.47,369.75,377.55,391.59,388.59,L7
2003-03-30 22:00:31+00:00,390.11,402.99,384.98,364.86,358.39,355.30,372.35,375.84,369.90,372.23,375.19,380.13,371.89,371.60,378.22,382.05,375.44,375.37,373.83,374.54,369.86,370.04,372.71,372.40,366.11,368.43,,,,L7
2003-08-05 22:00:11+00:00,390.11,402.99,381.24,363.18,359.65,359.55,369.54,373.48,371.75,369.36,375.27,386.37,374.04,377.57,385.07,384.78,376.44,376.26,374.69,374.15,374.75,377.06,376.94,369.81,368.86,368.78,369.14,390.33,392.70,L7
2003-09-14 21:49:18+00:00,400.38,410.89,386.98,370.08,369.69,370.90,378.40,382.98,380.10,379.02,383.62,388.46,379.98,382.15,388.82,389.62,382.36,380.97,380.98,380.41,379.46,380.67,380.71,374.81,373.41,374.67,383.06,396.37,399.85,L5
2003-09-30 21:49:30+00:00,411.23,416.78,392.26,376.84,376.25,378.86,383.10,390.02,387.15,384.70,387.28,393.51,389.52,388.26,394.02,397.04,389.52,387.81,387.41,384.25,383.34,383.26,382.70,378.54,375.62,378.29,384.00,397.41,402.96,L5
2003-11-09 22:00:18+00:00,405.62,412.19,391.32,374.98,374.36,376.98,382.03,389.21,387.15,384.70,387.28,391.31,387.68,386.61,390.52,392.85,387.17,386.44,384.06,381.53,381.67,381.15,380.32,378.54,375.62,378.29,383.52,395.24,402.53,L7
2003-11-25 22:00:29+00:00,405.62,412.19,391.32,366.66,367.37,370.34,373.43,379.59,376.33,376.81,387.28,391.31,387.68,381.48,382.03,384.91,382.23,381.24,378.44,377.32,376.40,375.61,373.68,371.49,368.68,372.44,383.52,395.24,402.53,L7
2004-04-01 22:01:04+00:00,391.73,398.86,385.94,356.96,357.96,361.02,364.34,363.94,343.89,369.54,387.15,387.61,386.03,375.73,375.61,377.23,375.83,375.80,369.63,370.06,369.11,364.13,360.15,350.35,362.60,366.44,381.99,392.63,401.92,L7
2004-06-20 22:00:50+00:00,388.50,395.47,377.39,364.93,362.15,367.92,375.19,364.95,375.32,383.11,380.58,384.74,383.48,379.94,381.73,382.27,379.78,379.14,374.87,373.25,375.34,,372.80,370.30,373.75,374.69,379.94,390.68,396.87,L7
2004-07-06 22:00:48+00:00,388.96,399.14,381.12,366.38,362.66,367.92,375.19,376.20,381.33,385.14,384.15,387.08,383.71,382.68,383.34,384.49,381.31,381.62,376.73,373.25,375.34,,378.31,375.19,374.50,378.55,383.70,392.78,397.05,L7
2004-07-22 22:00:44+00:00,388.97,399.53,380.92,366.38,362.66,367.92,375.65,378.55,382.20,384.92,385.39,385.37,381.85,381.34,381.92,383.38,380.64,382.48,376.73,373.25,375.34,377.86,378.31,375.19,374.79,380.20,385.42,394.08,398.96,L7
2004-07-30 21:54:28+00:00,388.97,399.53,380.92,366.38,362.66,367.92,375.65,378.55,382.20,384.92,385.39,385.37,381.85,381.34,381.92,383.38,382.82,384.35,379.89,380.36,382.58,385.72,382.96,380.30,377.51,381.23,386.87,397.66,401.90,L5
2004-11-03 21:56:42+00:00,393.51,402.94,382.02,366.36,362.65,360.44,370.04,376.04,380.89,382.18,382.47,382.31,380.82,382.36,382.75,384.12,383.16,384.82,380.95,381.95,378.95,380.48,379.78,378.21,374.85,382.04,388.12,397.94,401.73,L5
2004-11-11 22:00:45+00:00,390.40,400.33,379.97,362.73,357.75,355.65,367.10,373.80,380.16,382.18,382.47,381.49,379.61,381.06,381.98,382.55,381.22,383.15,379.48,379.24,375.59,377.25,377.56,376.13,374.85,382.04,388.12,396.15,399.93,L7
2004-11-27 22:00:53+00:00,390.40,400.95,380.91,364.25,360.28,360.74,370.43,376.19,382.71,385.16,385.65,384.32,379.61,381.06,381.98,382.55,381.22,383.15,379.48,379.24,375.59,377.25,377.56,376.13,376.03,382.77,389.72,396.24,398.90,L7
2004-12-21 21:57:36+00:00,392.72,403.74,384.58,366.82,362.47,363.43,372.07,377.43,383.13,385.71,387.63,385.26,380.52,383.15,387.01,386.23,383.76,386.49,383.21,384.08,379.06,377.06,378.26,376.82,374.97,380.99,389.64,398.42,400.28,L5
2005-02-15 22:01:25+00:00,394.44,402.95,383.99,365.72,361.35,363.91,371.24,374.39,381.86,384.61,384.65,384.89,380.71,386.04,389.69,386.46,381.47,383.53,380.00,377.69,374.71,372.01,373.29,374.07,371.84,375.32,386.85,394.52,395.31,L7
2005-02-23 21:58:31+00:00,395.04,402.04,382.86,364.71,360.95,364.88,371.83,375.95,383.44,385.09,385.76,385.81,382.59,385.88,388.61,385.02,379.65,381.20,378.96,378.19,375.46,374.12,375.16,376.96,374.46,376.48,386.85,394.42,394.90,L5
2005-03-03 22:01:30+00:00,395.04,402.45,383.33,364.77,361.34,365.51,372.76,377.43,383.88,385.34,387.12,388.13,382.59,385.88,388.61,385.50,381.09,382.27,379.13,378.17,376.02,374.48,375.74,378.10,375.17,376.84,386.75,393.93,394.90,L7
2005-03-11 21:58:44+00:00,395.04,402.45,383.33,364.77,361.34,365.51,372.76,378.19,384.25,386.40,388.32,388.86,384.84,386.96,388.63,385.50,381.09,382.60,379.21,378.37,375.71,375.00,377.29,379.66,376.30,378.85,388.94,395.00,395.30,L5
2005-04-28 21:58:59+00:00,396.20,403.23,384.75,366.55,363.57,368.24,375.27,380.35,386.16,387.69,390.19,391.09,387.38,387.59,389.26,386.36,383.94,384.72,381.13,380.94,377.98,376.82,379.33,381.68,378.20,381.00,390.23,395.51,397.22,L5
2005-05-22 22:01:24+00:00,397.10,403.66,386.05,369.01,366.63,372.44,379.50,383.43,387.91,389.41,392.08,395.03,390.97,389.46,390.55,387.75,385.65,384.98,381.48,382.56,381.15,379.50,382.63,385.62,380.22,381.00,390.23,396.59,398.12,L7
2005-07-09 22:01:14+00:00,394.57,402.74,385.96,367.62,364.97,372.84,380.00,384.25,388.23,389.09,392.17,396.75,392.90,390.92,388.51,386.45,385.11,383.53,380.15,381.16,380.44,379.92,384.28,387.48,382.56,385.00,391.90,396.43,400.90,L7
2005-07-17 21:59:35+00:00,394.76,402.44,384.88,366.27,363.89,372.84,380.00,384.25,388.23,389.09,392.17,396.75,392.90,390.92,388.51,386.45,385.11,383.53,380.15,381.16,380.44,380.72,384.33,387.80,382.43,384.26,390.37,399.81,401.26,L5
2005-08-10 22:01:10+00:00,394.68,403.10,385.08,366.27,363.89,371.53,378.16,383.48,386.59,387.02,390.09,394.53,390.51,389.47,387.38,386.00,384.31,383.53,380.15,381.16,380.57,380.24,382.78,385.93,380.81,383.36,389.37,399.48,401.13,L7
2005-11-14 22:01:17+00:00,391.33,401.41,385.30,365.00,359.71,367.24,373.64,378.61,380.70,382.84,384.47,389.83,385.46,386.22,385.59,385.10,383.54,378.91,378.08,373.51,379.18,378.47,380.11,380.75,375.90,380.53,384.67,401.68,399.78,L7
2006-03-14 22:02:55+00:00,373.17,385.10,368.57,352.38,358.40,363.34,365.14,373.53,374.56,379.51,378.19,380.89,376.57,375.44,378.57,375.54,373.33,373.74,375.88,375.92,375.12,369.00,377.65,375.49,372.99,357.22,377.95,387.68,384.34,L5
2006-04-07 22:01:51+00:00,373.17,385.10,368.57,352.38,358.40,363.34,367.09,373.90,374.56,379.51,378.19,382.21,377.50,377.10,378.94,377.25,374.92,376.38,375.62,374.80,372.78,368.87,373.66,375.49,372.99,357.22,379.92,385.69,392.11,L7
