dates,nzd0097-0000,nzd0097-0001,nzd0097-0002,nzd0097-0003,nzd0097-0004,nzd0097-0005,nzd0097-0006,nzd0097-0007,nzd0097-0008,nzd0097-0009,nzd0097-0010,nzd0097-0011,nzd0097-0012,nzd0097-0013,nzd0097-0014,nzd0097-0015,nzd0097-0016,nzd0097-0017,nzd0097-0018,nzd0097-0019,nzd0097-0020,nzd0097-0021,nzd0097-0022,nzd0097-0023,nzd0097-0024,nzd0097-0025,nzd0097-0026,nzd0097-0027,nzd0097-0028,satname
1999-08-26 22:04:44+00:00,398.24,399.94,386.93,368.77,363.50,369.47,375.68,378.71,380.30,383.34,391.72,397.46,394.63,396.88,391.96,391.15,390.13,389.22,386.75,389.62,385.00,382.75,,,,,,,,L7
1999-09-27 22:04:48+00:00,392.06,398.43,382.84,369.54,364.03,364.70,379.26,383.04,382.31,387.85,389.45,392.61,393.98,391.76,390.63,391.18,386.60,390.19,388.37,384.57,387.25,381.38,382.56,381.78,380.69,388.24,387.22,390.17,,L7
1999-10-13 22:04:48+00:00,389.68,398.82,381.86,364.37,355.86,361.63,366.43,374.40,374.78,380.86,388.87,389.25,388.52,383.38,384.85,,,,,,380.89,373.99,375.68,375.44,368.04,376.20,380.96,378.00,,L7
1999-11-14 22:04:42+00:00,392.17,402.43,372.89,359.38,352.07,351.58,365.81,369.22,380.95,382.01,387.40,392.67,391.28,385.18,388.76,382.65,380.63,380.19,382.53,378.37,374.60,370.38,369.98,375.61,372.73,382.31,382.48,383.07,406.06,L7
2000-01-17 22:04:35+00:00,393.65,395.94,378.24,358.72,358.29,358.20,363.05,371.65,373.11,382.81,387.94,387.82,391.45,384.31,386.26,385.63,383.49,382.00,381.61,379.74,378.70,377.91,373.21,373.09,373.97,371.83,371.68,392.09,430.37,L7
2000-05-24 22:03:46+00:00,387.68,396.19,382.07,362.46,363.10,363.70,364.86,374.57,374.45,382.39,388.34,391.99,386.29,391.75,392.17,389.28,385.12,381.41,383.02,378.82,377.12,377.23,378.03,377.10,380.56,385.30,379.23,385.97,401.47,L7
2000-08-12 22:02:54+00:00,390.74,407.05,381.73,363.92,354.33,363.32,372.31,374.32,378.00,374.52,386.59,390.23,386.69,390.56,382.82,378.45,388.86,386.19,376.24,378.71,376.67,364.44,367.53,381.14,381.30,370.01,369.71,382.42,409.02,L7
2001-01-03 22:02:12+00:00,388.03,399.06,384.78,363.48,350.02,365.23,367.46,372.23,371.28,369.19,369.47,381.39,377.62,376.65,379.71,379.10,380.55,372.82,370.47,370.25,,,,,,,,,,L7
2001-03-24 22:01:59+00:00,384.04,396.64,373.76,360.10,354.84,357.23,359.61,363.02,367.40,374.29,373.64,376.43,372.04,370.66,370.76,369.59,,,,,,,,,,,,,,L7
2001-06-28 22:01:09+00:00,379.78,390.51,380.49,361.05,358.99,353.74,373.38,372.50,380.91,378.38,382.03,386.00,392.44,390.39,388.06,388.09,385.36,385.02,378.43,376.41,374.20,378.19,376.26,374.14,368.87,369.89,377.80,392.16,391.71,L7
2001-08-15 22:00:38+00:00,399.97,,381.90,367.66,358.34,363.03,366.46,372.17,376.22,380.32,380.64,388.34,391.24,384.06,384.76,383.12,385.88,378.18,378.55,375.61,369.03,366.23,363.42,361.61,365.36,368.89,374.02,387.10,395.65,L7
