,dates,chi0301-0000,chi0301-0001,chi0301-0002,chi0301-0003,chi0301-0004,chi0301-0005,chi0301-0006,chi0301-0007,chi0301-0008,chi0301-0009,chi0301-0010,chi0301-0011,chi0301-0012,chi0301-0013
0,1986-02-04 14:06:23+00:00,219.7612446689278,205.1698239309893,190.58525843274174,190.81479811618482,191.40849956327048,194.25795773070078,192.26710311569795,190.09549686024738,193.022670152856,192.0693863045912,196.0280105120276,189.4553589746955,177.2406521645844,183.8582419583388
1,1986-05-04 13:58:38+00:00,223.14759185514933,208.86184551440132,199.60351842140878,195.1582947220546,194.13426714140135,188.6855196436741,191.37980203224902,193.8543882592497,191.89950044783046,194.84486224173688,199.02692908280292,196.73329822018866,178.59786032218366,178.17011048528653
2,1986-05-20 13:57:48+00:00,202.32882681624298,181.44958190264012,180.77258017488919,178.1195376071311,182.586679474378,183.3113971602504,185.90837364723325,190.00955373289725,185.09099803330957,196.1279991206423,204.47771018630917,197.0148944766676,181.51248338038098,183.6875370463569
3,1986-06-05 13:57:43+00:00,223.05036021549208,195.001491614327,196.16474784461988,190.29461613425437,192.6677566160362,196.1312768360491,191.8847774828094,194.11242118027448,185.83512433191072,189.79836195852036,197.44756642899839,,168.09841475569786,176.96014351243622
4,1986-07-30 14:01:40+00:00,217.870547041141,193.54303728863272,196.4755030307746,190.0846531283429,181.78297740424316,186.21137451275575,191.4288554404214,190.4057777066369,183.1244412095306,191.60166966093183,,,172.3840355267941,174.56894140762455
5,1986-08-31 14:00:29+00:00,220.50854070613062,207.72544881460942,207.65335837718658,205.98632691194635,200.72059550701542,207.02668388025677,203.11414819778932,200.8650046518657,198.92448585673966,199.93572539254922,206.68994280490313,192.7187452923578,174.14280629433782,173.82699185352047
6,1986-09-16 13:59:58+00:00,203.96802508863846,191.52248260535876,190.46693641440984,189.90673618935855,190.53740674661535,197.42735383096817,191.88213507168535,197.19793990630174,185.74144611445408,188.80085753135515,194.85977312399504,186.13287458560268,176.68626717101105,180.7740318123601
7,1986-11-03 13:58:22+00:00,215.30712540609673,195.59953635527185,200.25167353155805,193.33402326411073,202.1700895236721,204.98825652118057,195.05192454732975,199.01228491043432,193.93458352787627,195.24444804279904,201.5836427703535,189.86196329212586,180.49173313342385,182.48812117938007
8,1986-12-30 13:52:55+00:00,211.9252212282178,210.76204093880978,196.9732136537893,195.9904447684405,190.32440693423496,203.97877973372502,191.8346443378975,194.90005984464284,188.73660707995975,196.7722700106136,198.4014043181799,191.57470341159006,184.80302562163092,188.6708438882281
9,1987-02-07 13:59:57+00:00,224.4237954003173,203.7896570435725,205.00515530222924,192.06752653328184,188.5470259095282,194.43557800793394,186.59395795471485,189.22923102890084,190.03063509320975,192.07126577091495,192.72615987629896,185.2618490830227,177.80875958548447,180.78836602742507
10,1987-03-27 14:01:45+00:00,249.92875369868582,230.9723309904692,227.70640710864436,221.85204000468877,212.73702636965348,218.98881257038212,214.98450355622896,214.92462520868617,214.13511147767312,211.63058888606372,222.66606819976866,209.92370092890008,198.99989926195806,200.6466506114828
11,1987-11-06 14:07:20+00:00,256.9355166683138,235.34615634080868,239.2299976467287,228.26572233041028,222.84165763402837,210.6133215657098,197.04123647520075,200.16243677986304,193.73144712304267,194.31676961011695,197.27892746028374,191.61754586776203,184.11955128157283,185.09377699203836
12,1987-12-08 14:07:53+00:00,247.1094889816348,215.81354119867632,227.44717549253724,220.42630750711234,212.5131202046333,208.29893012136822,201.64203975480558,191.2698312853605,192.26571044624677,195.4441001638975,197.07642023602327,193.73801610115927,185.63291693561433,185.68794047654367
