dates,nzd0042-0000,nzd0042-0001,nzd0042-0002,nzd0042-0003,nzd0042-0004,nzd0042-0005,nzd0042-0006,nzd0042-0007,nzd0042-0008,nzd0042-0009,nzd0042-0010,nzd0042-0011,nzd0042-0012,satname
1999-07-25 22:04:15+00:00,387.99,382.86,383.77,389.83,379.86,390.82,386.12,380.59,390.17,382.42,386.15,392.62,386.41,L7
1999-08-26 22:04:21+00:00,396.03,384.14,384.65,387.96,386.69,381.18,387.53,387.25,388.62,382.93,383.03,383.31,377.01,L7
1999-10-04 22:10:38+00:00,,376.32,379.26,382.67,387.67,386.48,381.04,382.83,390.86,393.40,389.98,407.38,391.47,L7
1999-11-14 22:04:18+00:00,379.24,375.44,381.34,383.83,379.63,377.89,379.29,372.77,376.79,376.70,376.98,380.72,363.92,L7
1999-11-21 22:10:24+00:00,362.73,362.36,367.95,371.15,367.67,369.76,363.66,,368.83,368.21,368.31,375.05,357.83,L7
1999-12-07 22:10:30+00:00,378.08,371.87,382.28,377.74,373.74,375.51,376.96,372.64,379.02,367.52,370.09,376.54,359.22,L7
2000-02-09 22:10:19+00:00,409.09,384.62,391.89,386.70,389.43,386.63,391.33,384.17,393.18,383.29,385.08,383.08,376.08,L7
2000-03-28 22:10:07+00:00,392.03,389.15,392.49,390.32,394.31,392.73,388.30,383.70,386.98,380.00,375.81,380.26,372.21,L7
2000-04-13 22:09:54+00:00,,396.86,407.38,402.50,401.31,400.11,393.54,392.60,390.62,385.95,382.28,392.20,383.58,L7
2000-04-29 22:09:53+00:00,,400.18,408.85,406.78,403.42,401.59,397.45,396.53,394.05,391.63,383.09,394.34,380.20,L7
2000-05-08 22:03:33+00:00,409.77,389.75,391.20,387.18,381.22,376.99,376.68,,372.53,368.15,371.48,353.27,337.39,L7
2000-05-24 22:03:22+00:00,397.57,390.42,389.73,394.70,387.82,393.23,,,393.43,382.41,380.82,381.53,375.32,L7
2000-06-16 22:09:26+00:00,407.02,396.27,395.70,396.81,395.51,397.05,,,,,,,378.60,L7
2000-08-03 22:08:44+00:00,405.19,386.65,393.24,392.41,393.57,388.48,397.97,385.72,392.96,379.81,383.73,382.12,369.38,L7
2001-01-03 22:01:48+00:00,392.38,389.00,386.59,393.50,393.50,392.91,396.21,388.25,393.78,387.42,383.54,394.24,383.68,L7
2001-03-24 22:01:35+00:00,396.94,389.44,393.74,389.41,389.17,390.40,387.44,389.12,383.39,383.98,382.10,384.81,374.78,L7
2001-06-03 22:07:16+00:00,396.79,393.02,388.14,389.28,387.96,385.95,385.23,,382.36,383.77,381.46,390.19,379.66,L7
2001-06-19 22:07:05+00:00,385.57,384.55,384.20,385.67,379.39,378.47,,,371.50,377.63,369.81,381.99,369.50,L7
2001-08-15 22:00:14+00:00,390.20,380.80,374.06,375.70,370.27,370.25,,,372.97,365.91,380.75,387.09,376.08,L7
2001-08-31 22:00:05+00:00,,,,,,,373.07,372.51,373.97,376.56,379.21,384.31,378.84,L7
2001-09-07 22:06:11+00:00,,390.57,394.73,395.79,387.28,395.17,387.06,392.09,391.68,388.36,383.64,387.68,382.60,L7
2001-10-02 21:59:40+00:00,380.74,377.73,388.85,386.91,380.82,380.61,379.70,375.97,379.88,376.07,375.45,382.97,377.03,L7
2001-11-03 21:59:47+00:00,399.95,388.02,393.78,392.31,391.46,388.51,392.24,383.25,388.71,378.61,379.33,381.96,370.57,L7
2001-11-19 21:59:56+00:00,398.25,391.10,392.11,393.06,390.84,388.07,388.70,384.23,387.51,386.95,380.32,387.54,380.85,L7
2001-12-12 22:06:14+00:00,371.21,366.20,367.44,368.71,366.53,366.36,,,366.33,364.38,363.04,369.14,364.72,L7
2001-12-21 22:00:05+00:00,386.85,379.21,384.23,383.45,379.59,380.18,375.90,377.49,378.67,374.66,374.19,371.88,371.94,L7
2002-01-22 22:00:16+00:00,403.51,393.80,396.66,398.19,395.54,397.04,391.28,388.99,391.14,390.37,384.92,387.31,383.88,L7
2002-02-23 22:00:19+00:00,411.32,393.20,395.44,403.28,400.00,397.83,391.78,388.27,392.33,394.18,392.32,397.43,388.41,L7
2002-03-27 22:00:13+00:00,401.10,386.84,390.64,384.47,386.10,379.81,382.80,384.96,377.36,381.92,381.59,385.05,379.29,L7
