dates,nzd0042-0000,nzd0042-0001,nzd0042-0002,nzd0042-0003,nzd0042-0004,nzd0042-0005,nzd0042-0006,nzd0042-0007,nzd0042-0008,nzd0042-0009,nzd0042-0010,nzd0042-0011,nzd0042-0012,satname
1999-07-25 22:04:15+00:00,387.99,382.86,383.77,389.83,379.86,390.82,386.12,380.59,390.17,382.42,386.15,392.62,386.41,L7
1999-08-26 22:04:21+00:00,392.01,383.50,384.21,388.89,383.27,386.00,386.82,383.92,389.39,382.68,384.59,387.97,381.71,L7
1999-10-04 22:10:38+00:00,392.01,381.11,382.56,386.82,384.74,386.16,384.90,383.56,389.88,386.25,386.39,394.44,384.96,L7
1999-11-14 22:04:18+00:00,387.75,379.69,382.25,386.07,383.46,384.09,383.50,380.86,386.61,383.86,384.03,391.01,379.70,L7
1999-11-21 22:10:24+00:00,381.50,376.22,379.39,383.09,380.30,381.23,379.53,380.86,383.05,380.73,380.89,387.82,375.33,L7
1999-12-07 22:10:30+00:00,380.81,375.50,379.88,382.20,379.21,380.27,379.10,379.22,382.38,378.53,379.09,385.94,372.64,L7
2000-02-09 22:10:19+00:00,385.03,375.79,381.23,381.68,380.81,379.57,379.97,379.93,382.88,378.67,378.91,384.35,370.92,L7
2000-03-28 22:10:07+00:00,384.23,376.63,382.54,382.07,382.08,381.50,380.10,379.22,382.61,378.19,377.71,383.84,370.12,L7
2000-04-13 22:09:54+00:00,384.23,380.05,387.22,385.37,384.35,383.77,382.18,381.18,382.57,376.94,376.43,381.31,368.81,L7
2000-04-29 22:09:53+00:00,384.23,382.93,390.31,388.43,387.07,386.32,384.36,383.73,384.21,379.04,377.38,383.17,370.43,L7
2000-05-08 22:03:33+00:00,388.49,383.78,390.42,388.27,386.34,385.15,383.40,383.73,382.75,377.68,376.64,379.43,366.30,L7
2000-05-24 22:03:22+00:00,397.31,388.98,394.83,392.27,390.18,389.54,387.38,385.93,387.12,379.85,378.38,380.17,369.14,L7
2000-06-16 22:09:26+00:00,403.10,392.46,396.75,395.00,393.29,392.62,389.46,389.25,388.46,381.91,379.76,380.78,371.91,L7
2000-08-03 22:08:44+00:00,403.44,391.74,396.31,394.68,393.32,392.10,390.88,388.54,389.11,381.61,380.33,380.97,371.60,L7
2001-01-03 22:01:48+00:00,398.78,387.82,389.91,392.96,393.53,390.70,397.09,386.99,393.37,383.62,383.63,388.18,376.53,L7
2001-03-24 22:01:35+00:00,394.66,389.22,390.16,391.46,391.34,391.65,391.82,388.69,388.58,385.70,382.82,389.52,379.23,L7
2001-06-03 22:07:16+00:00,395.37,390.49,389.49,390.73,390.21,389.75,389.63,388.69,386.51,385.06,382.37,389.75,379.37,L7
2001-06-19 22:07:05+00:00,392.92,389.00,388.17,389.47,387.50,386.93,389.63,388.69,382.76,383.20,379.23,387.81,376.90,L7
2001-08-15 22:00:14+00:00,392.38,386.95,385.04,385.01,381.70,381.27,386.34,389.12,377.56,377.82,378.53,386.02,375.00,L7
2001-08-31 22:00:05+00:00,392.38,386.95,385.04,385.01,381.70,381.27,381.91,380.81,376.84,377.57,378.67,385.68,375.77,L7
2001-09-07 22:06:11+00:00,392.38,387.68,386.97,387.17,382.81,384.05,383.20,384.57,379.31,379.37,379.50,386.01,376.91,L7
2001-10-02 21:59:40+00:00,388.33,385.33,386.00,386.67,381.14,382.09,381.27,380.19,378.73,378.05,378.39,385.70,377.29,L7
2001-11-03 21:59:47+00:00,390.65,385.78,387.29,387.61,382.86,383.16,383.46,380.95,380.15,378.13,378.52,385.17,376.33,L7
2001-11-19 21:59:56+00:00,391.92,386.54,387.98,388.39,384.00,383.86,384.33,381.61,381.07,379.23,378.75,385.47,376.89,L7
2001-12-12 22:06:14+00:00,387.65,382.71,385.02,385.45,380.94,381.06,384.15,381.61,379.07,376.81,376.44,382.83,375.02,L7
2001-12-21 22:00:05+00:00,387.87,381.95,385.03,385.13,380.97,381.31,382.78,380.92,379.97,376.44,376.99,381.57,375.33,L7
2002-01-22 22:00:16+00:00,390.10,383.43,386.48,386.76,382.79,383.27,383.99,382.08,381.21,377.99,377.87,382.21,376.28,L7
2002-02-23 22:00:19+00:00,393.12,384.98,389.15,390.21,386.51,386.72,384.97,382.85,383.36,381.13,379.16,383.36,377.65,L7
2002-03-27 22:00:13+00:00,394.12,384.51,388.64,388.80,386.36,384.80,386.06,383.31,382.74,380.89,378.89,382.91,377.09,L7
2002-04-12 22:00:13+00:00,396.06,385.88,389.05,389.18,386.90,385.15,385.79,384.86,383.18,381.81,379.50,382.79,377.09,L7
2002-04-28 22:00:14+00:00,396.34,385.57,389.09,389.53,386.87,384.77,385.70,385.31,383.75,382.20,378.10,381.43,376.82,L7
2002-06-22 22:06:03+00:00,404.24,388.60,392.07,392.43,390.31,387.44,385.52,386.40,385.77,386.47,382.59,386.74,383.82,L7
2002-07-24 22:05:50+00:00,402.91,387.47,392.21,391.42,389.59,384.97,385.45,385.17,384.62,383.48,379.78,384.55,381.48,L7
2002-10-28 22:05:22+00:00,399.17,385.61,392.27,388.36,390.68,384.46,387.61,381.24,385.05,381.97,382.11,386.81,384.28,L7
2002-12-31 22:05:56+00:00,391.45,385.43,394.33,389.36,391.81,384.29,390.86,381.58,386.52,381.91,378.84,382.92,377.41,L7
2003-01-16 22:06:02+00:00,391.04,385.35,391.68,389.74,388.94,384.13,385.36,382.54,386.52,381.91,378.84,382.92,377.41,L7
2003-01-25 21:59:54+00:00,390.89,386.58,388.76,388.72,390.37,388.78,387.47,387.50,391.97,389.69,383.95,389.75,382.72,L7
2003-02-26 22:00:04+00:00,390.89,386.58,388.76,388.72,394.48,388.78,387.47,387.50,391.97,389.69,377.72,389.75,382.72,L7
