,dates,per0147-0000,per0147-0001,per0147-0002,per0147-0003,per0147-0004,per0147-0005,per0147-0006,per0147-0007,per0147-0008,per0147-0009,per0147-0010,per0147-0011,per0147-0012,per0147-0013,per0147-0014,per0147-0015,per0147-0016,per0147-0017,per0147-0018,per0147-0019,per0147-0020,per0147-0021,per0147-0022,per0147-0023,per0147-0024,per0147-0025,per0147-0026,per0147-0027,per0147-0028,per0147-0029,per0147-0030
79,1997-08-23 14:42:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1997-09-15 14:49:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1997-09-24 14:43:37+00:00,,109.64161101511574,172.3439058040785,358.1334683046531,,373.29037503576023,344.47939497882476,,,,210.41688299268964,,,286.9611772449589,,,,,,,,,,,,,,,,,
82,1997-10-10 14:44:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1997-11-11 14:44:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1998-03-19 14:47:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1998-04-27 14:54:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1998-06-23 14:48:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1998-11-30 14:49:56+00:00,,,,,,,,,,,,,,,,,,,185.24512217499608,204.65877426805588,162.1515790888164,,,,,,,,,,
88,1999-01-01 14:50:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1999-01-08 14:56:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1999-02-18 14:50:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1999-03-06 14:50:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1999-04-07 14:49:38+00:00,,79.95194792528211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1999-04-14 14:55:51+00:00,,69.67531806465628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1999-04-23 14:49:40+00:00,,,,,,398.0096143029772,,,,,220.71021141589813,266.1880290951668,,257.75884635560044,,401.994643405902,,,,116.21986064817914,,,,,,,,,,,
95,1999-05-09 14:49:33+00:00,,86.01137086343998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1999-05-16 14:55:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1999-05-25 14:49:08+00:00,70.86450066409564,69.82009919988522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1999-06-01 14:55:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1999-07-28 14:48:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1999-09-30 14:47:28+00:00,,,,393.9700605374446,,,338.7008397975734,,,379.45783877655566,,,384.82898407951654,,,,,,233.66761029763896,68.97274831781408,111.7051896450512,94.18673705402077,,,,,47.38468665764046,,,,
101,1999-10-08 15:03:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1999-10-24 15:03:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1999-11-09 15:03:52+00:00,,,192.6975893483198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1999-11-17 14:46:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1999-12-02 15:09:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1999-12-03 14:46:05+00:00,,,,,,,,,,,,,,,,,,,,-19.662953193161748,3.0867005200069175,4.2323369171335745,,19.206164400032648,10.766096387324737,-1.4865453831442297,,,,,
107,2000-01-04 14:46:01+00:00,,,,,,,,,,,,,,,,,,,,-16.09620183081599,3.4554651995663472,1.6597128708444373,,,13.131651487263692,-0.6074432032525348,3.7564265190143544,,,,
108,2000-03-16 15:03:31+00:00,,,,,,,,,,,,,,,,,,,,-0.5302490096536783,14.414175374612983,11.408374108102585,21.201776919956387,37.917772505349376,31.21804157403009,11.954046056640408,1.5738399727749557,,,,
109,2000-04-01 15:03:27+00:00,,,,,,,,,,,,,,,,,,,,,,-1.1613089028141723,5.7245787572159035,17.77995524950714,5.411454163583489,-0.4308960775060111,,,,,
110,2000-04-08 15:09:31+00:00,,,,,,,,,,,,,,,,,,,,,,6.010815883034488,15.907078910350055,18.07061939929284,1.6162286659665965,,,,,,
111,2000-04-25 14:46:07+00:00,,,,,,,,,,,,,,,,,,,,14.868217148155031,2.441425552988143,9.732132740059585,23.548531731166634,24.89246030938341,3.4435493921259512,,,,,,
112,2000-05-03 15:03:12+00:00,,,,,,,,,,,,,,,,,,,,,3.2326732922673846,5.8116476230053244,13.733704427533306,15.09800828453787,,,,,,,
113,2000-05-10 15:09:15+00:00,,,369.48132521279115,389.1008848813853,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2000-05-11 14:46:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2000-06-04 15:02:49+00:00,,,360.07425139852177,,,,355.0586636268242,,,414.61337587181526,229.21136108729357,,,,,,405.8973855136796,,,,,,,,,,,,,,
116,2000-06-12 14:47:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2000-07-06 15:02:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2000-07-14 14:47:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2000-08-07 15:02:02+00:00,,,362.5109530676868,405.950758631666,,374.77611103517506,,,,,,,406.01674694263284,,,396.98376066639736,392.6688985920029,,,,,,,,,,,,,,
120,2000-08-15 14:48:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2000-08-23 15:01:56+00:00,,,353.60157302352667,394.08146640677637,,,,,,,,,,,,374.7496267695039,401.68029305404525,,,,,,,,,,,,,,
122,2000-08-31 14:48:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2000-10-18 14:49:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2000-10-26 15:01:15+00:00,,,,,,,,,,,,,,,,,,,,-0.37944920821648154,16.992453793368117,18.595849626096065,24.386502540356645,30.672546245168103,0.2913930391822044,,,,,,
125,2000-11-18 15:07:27+00:00,,,,,,,,,,,,,,,,,,,,,7.388934251841254,37.24182497970279,43.2066062539368,38.127480763037404,10.377340635664419,3.3014364363526747,1.4355709113824946,,,,
126,2000-11-27 15:01:19+00:00,,104.78432916258372,,,,338.90719365337753,,,,,,285.82345436802467,,251.325045148861,,,,,,,,,,,,,,318.461696513962,,,
127,2000-12-05 14:50:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2000-12-13 15:01:20+00:00,,,,,,,,,,,194.1709094249692,,,191.54006427820312,,,,,,,,,25.59370410563116,,,,,324.8251135921295,,,
129,2001-01-22 14:50:50+00:00,71.60867547569768,,,,,,,,,,,,,221.09023465411235,,,,,184.34805394239947,,,,,,,,,162.39598122329673,,,
130,2001-01-30 15:01:26+00:00,,,,,,,,,,,,,,202.83418475235732,,392.5716798570538,,,,,,3.7751548341313503,8.71026991103774,5.696870692426209,,,,,,,
131,2001-02-07 14:50:58+00:00,,,,,,,,,,,,,,,,,,,,-21.335943967477128,5.100353390809305,3.160454129746004,5.04314247022581,11.091163523542363,-0.3751244102856788,4.930697555437353,-3.1292809503687047,-16.243707242805932,5.182923103269692,,
132,2001-02-15 15:01:22+00:00,,,,,,,,,,,,,,,,,,,,,,,4.832596469641153,6.757036404603284,0.278515226849654,,,,,,
133,2001-03-03 15:01:17+00:00,,,,,,,,,,,,,,,,,,,,,4.177247472142371,12.42388753970617,20.404975625906836,,,,,,,,
134,2001-03-10 15:07:27+00:00,,,,,,,,,,,,,,,,,,,,-11.220741309727572,-1.5421306715635765,2.871977986503119,7.201479987787178,15.396146089869985,6.41185986751187,4.01805743376597,,,,,
135,2001-03-19 15:01:09+00:00,,,,,,,,,,,,,,,,,,,,2.1335648618138645,8.68693768755306,14.766328179286196,17.595234883844675,20.886456306988972,13.49760171188159,13.619292533062392,10.600019974088282,4.907165276442165,3.7280186317234936,,
136,2001-03-27 14:51:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2001-04-03 14:57:08+00:00,,,,,,,,,,,,,,,,,,,,,6.478070397557573,3.502457855870377,10.605253376102905,13.556807530796242,0.9454746195008124,-0.05249116983774993,,,,,
138,2001-04-04 15:00:59+00:00,,,,,,,,,,,,,,,,,,,,1.270975520634197,18.979745887129706,16.217662122830568,21.454811193675255,26.753421424925392,15.098687255357092,14.136787397429954,14.452309077825978,5.042281006834124,5.853967646122389,6.780611352203689,
139,2001-04-11 15:07:14+00:00,,,,,,,,,,,,,,,,,,,,,,6.976791430848609,11.914680137307908,6.981880064301404,,,,,,,
140,2001-04-20 15:01:03+00:00,,,,,,,,,,,,,,,,,,,,,14.713942101750341,19.01355654833844,24.192284910083544,29.401816566725334,16.674685483121454,18.63892288247023,16.28722281504025,3.5880042276541655,4.041530112488746,,
141,2001-04-28 14:51:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2001-05-06 15:00:59+00:00,,,,,,,,,362.74864994772264,,,,,,28.08959071829267,,372.8343586775744,378.1999962732919,,,,,,,,,,,,,
143,2001-05-22 15:00:47+00:00,,,,,,,,,,407.24389857136856,,,,,,,,,,,,,,,,,,,,,
144,2001-05-30 14:51:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2001-06-15 14:51:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2001-06-23 15:00:21+00:00,,,386.46014815771525,414.0977698412204,331.2965538146065,,345.1500324651296,,,,,,,,,,,,,,,,,,,,,,,,121.06368905088459
147,2001-07-01 14:51:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2001-08-18 14:51:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2001-10-29 14:59:14+00:00,,,,,,,358.90146839463335,,,,,,,,,,,,,-12.567508340862515,2.972559035443277,8.824423621294352,13.864005286124604,25.037081565437752,4.300144212686587,3.984867273184565,7.218831917252315,-4.828256018230437,-0.9700657979195135,,
150,2001-11-14 14:59:26+00:00,,,,,,,,,,,,,,,,,,,,-17.252062895686468,9.199964010863358,8.814798488867275,16.090672952823724,29.926048536726153,4.799544440914308,-0.9972750427399726,8.243758120211911,-5.068194873409807,-0.20334546567314682,3.981447996786221,-7.023588881535734
151,2001-11-21 15:05:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2001-11-22 14:50:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2001-12-23 15:05:49+00:00,,,,,,,,,,,,,,,,,,,,,4.412432022115853,1.010504487776768,4.97235800081409,3.885709680543158,6.212643379050423,8.295370195659386,11.857891258647001,1.5320547394807282,3.3131291771781504,-1.3542425277479464,0.6495704397530231
154,2002-01-08 15:05:52+00:00,,,,,,,,,,,,,,,,,383.01453408799404,376.0925191856861,,-15.392524968531802,,,,,,,,,,,
155,2002-01-17 14:59:45+00:00,,,,,,,,,,,,,,,,,,,,3.9719259234012823,12.35713640509828,7.920749015433039,7.919308454221873,3.020958246534702,16.654445511289502,29.434311511136617,29.79275728606801,21.027014637932172,17.80418146579669,11.40837822468592,6.105898770518884
156,2002-02-09 15:06:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2002-02-10 14:49:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2002-02-18 14:59:47+00:00,,,,,,,,,,,,,,,,,,,,,,,7.2416032965514425,8.054978490206185,-2.6286045657605053,14.840471300684014,12.964763303970258,12.328471671441601,11.118104614151122,4.234037606161575,3.0543118771592894
159,2002-02-26 14:49:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2002-03-06 14:59:52+00:00,,,,,,,,,,,,,,,,,,,,,,4.08120805786051,5.511607907544922,10.348862057904618,,,,,,,
161,2002-03-13 15:06:01+00:00,,,,,,,,,,,,,,,,,,,,,,1.5519943025526413,5.2472311835052565,12.328095326381066,5.537639066892371,11.216947415930836,13.015085375346674,3.0775437223070234,7.295736390176002,3.262031248471417,-1.009628808766581
162,2002-03-29 15:05:56+00:00,,,,,,,,,,,,,,,,,,,,,0.5607848081470861,4.73617182711261,11.208721868477797,19.881029206623992,-0.4660056213077761,12.704747876878818,16.48756579080649,8.906989536532581,10.29606330547081,7.788746659588805,4.531549034257951
163,2002-04-07 14:59:45+00:00,,,,,,,,,,,,,,,,,406.0115446735127,382.1125924547951,,,,,,,,,,,,,
164,2002-05-09 14:59:45+00:00,,,,,,,,,,,,,,,0.9379147279798001,,,,,13.268113966596776,24.1692577494232,28.90199019672513,33.88060969403305,38.618522720058195,12.896757001310739,39.926210787195906,40.66494756059226,34.96984539245612,37.88636195208661,31.61211727557589,31.935606201513075
165,2002-07-12 14:59:20+00:00,,,,407.33183876373596,,,,,,,,345.983888518579,409.00185646651516,,,371.83031074175096,389.76401813416146,421.84008633590344,277.4748737308956,,,,,,,,,,,,
166,2002-07-28 14:59:11+00:00,,,,,,,334.7177136449416,,,372.8443947253981,,,,197.90576971646533,,390.48541281353505,397.43258915665825,,276.11429984907386,,67.90227159883055,,,,,,,,,,
167,2002-10-23 15:04:55+00:00,,,391.90885091321644,,284.0420976823795,344.382541112916,,,325.3161313235684,395.3291700852692,,,,,,,,,,,,,,,,,,,,,
168,2002-11-01 14:58:46+00:00,,,,,,,,,,,,,365.99943160150787,,,,,,,,,,,,,,,,,,
169,2002-11-17 14:58:58+00:00,,,,365.67301852772533,,,,,,,,,,,,,,390.13138467336097,,,,,,,,,,,,,
170,2003-01-04 14:59:16+00:00,,,,,,,,,,,,313.39278143265255,,,,392.92160069002745,,361.775976858348,,,,,,,,,,,,,
171,2003-02-05 14:59:34+00:00,,,,,,,,,,,,,,,,323.8054062728952,,,,,,,,,,,,,,,
172,2003-02-12 15:05:48+00:00,,,,,,,,,,,,,391.486578125123,,,335.5567557750084,,,,,,,,,,,,,,,
173,2003-02-21 14:59:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2003-02-28 15:05:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2003-03-16 15:05:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2003-03-25 14:59:34+00:00,,,,,,,,,,,,,,,,,,,,9.803648404665537,,,,,,,,,,,
177,2003-04-01 15:05:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2003-04-10 14:59:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2003-04-17 15:05:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2003-05-12 14:59:40+00:00,,,,403.41999321188075,,359.7401681648342,,,,,,,,,,,,,,,,,,,,,,,,,
181,2003-05-28 14:59:39+00:00,,,,,,,,,,355.5301586360211,206.16107507125952,,,,,,,,,,,,,,,,,,,,
182,2003-07-07 14:47:14+00:00,,,407.76384619427597,,,,,,,,,,,,,327.28696513814873,,,242.44893010112244,,,,,,,,,,,,
183,2003-07-23 14:47:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2003-08-08 14:47:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2003-12-06 14:59:39+00:00,,,,,,356.22729548950764,290.52016309428797,,,,,,,,,,,,,,,,,,,,,,,,
186,2003-12-14 14:49:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2003-12-22 14:59:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2004-01-15 14:49:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0.34787239430417294,40.99603103723631,20.154480757310594,8.246590119479944,2.2869626002562025,0.6234309617980855
189,2004-01-23 14:59:59+00:00,,,,,,,,,,,,,,,,,,,,,,5.226031966809169,2.2554453218688764,10.87000156398408,-0.02484497761560922,,,,,,
190,2004-01-31 14:49:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2004-02-23 14:56:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2004-02-24 15:00:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2004-03-03 14:49:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2004-03-11 15:00:11+00:00,,,,,,,,,,,,360.68345702976046,,188.54409931171566,,,,,,,,32.17488178460259,,7.781459048111903,,,,,,,
195,2004-03-19 14:50:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2004-03-26 14:56:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2004-04-04 14:50:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2004-04-19 15:06:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2004-05-05 15:06:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2004-05-06 14:51:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2004-06-07 14:52:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2004-06-15 14:59:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2004-06-23 14:52:38+00:00,,,408.4326040256075,,,365.0808752811521,,,,,,,,,,,369.39689835791125,379.6235494358613,,,,,,,,,,,,,
204,2004-07-09 14:53:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2004-07-17 14:59:54+00:00,,,,,,,,,333.2307953548806,,,337.63432165548556,,,,,,,,,,,,,,,,28.681029690804763,,,
206,2004-08-10 14:53:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2004-09-11 14:54:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2004-10-21 14:59:40+00:00,,,,,,,,,,,,,,,,,,,,,,,7.594122270319238,14.825611890708336,,,,,,,
209,2004-11-05 15:02:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2004-11-14 14:55:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2004-12-07 15:02:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
