,dates,mex0433-0000,mex0433-0001,mex0433-0002,mex0433-0003,mex0433-0004,mex0433-0005,mex0433-0006,mex0433-0007,mex0433-0008,mex0433-0009,mex0433-0010,mex0433-0011,mex0433-0012,mex0433-0013,mex0433-0014,mex0433-0015,mex0433-0016,mex0433-0017,mex0433-0018,mex0433-0019,mex0433-0020,mex0433-0021,mex0433-0022,mex0433-0023,mex0433-0024,mex0433-0025,mex0433-0026,mex0433-0027,mex0433-0028,mex0433-0029,mex0433-0030,mex0433-0031,mex0433-0032,mex0433-0033,mex0433-0034,mex0433-0035,mex0433-0036,mex0433-0037,mex0433-0038,mex0433-0039,mex0433-0040,mex0433-0041,mex0433-0042,mex0433-0043,mex0433-0044,mex0433-0045,mex0433-0046,mex0433-0047,mex0433-0048,mex0433-0049,mex0433-0050,mex0433-0051,mex0433-0052,mex0433-0053,mex0433-0054,mex0433-0055,mex0433-0056,mex0433-0057,mex0433-0058,mex0433-0059,mex0433-0060,mex0433-0061,mex0433-0062,mex0433-0063,mex0433-0064,mex0433-0065,mex0433-0066,mex0433-0067,mex0433-0068,mex0433-0069,mex0433-0070,mex0433-0071,mex0433-0072,mex0433-0073,mex0433-0074,mex0433-0075,mex0433-0076,mex0433-0077,mex0433-0078,mex0433-0079,mex0433-0080,mex0433-0081,mex0433-0082,mex0433-0083,mex0433-0084,mex0433-0085
0,1986-04-02 17:01:36+00:00,237.58297222991743,232.9783069371757,209.40460376206786,216.6347770981667,216.2491611401779,225.2909739894001,235.03004684272994,232.80959348955267,216.85622962092975,215.53744371237698,217.4527440722938,221.81299936687864,218.36292525185937,209.72567131639445,206.5063702759423,208.4620830579503,223.8924707104993,223.10126270602856,212.4659446855277,224.94557528602883,228.29583130986967,231.32820359270613,233.60426394026425,229.81273060717965,226.6221161325743,220.609207762779,201.300741083179,201.70300661747228,212.74679273245007,222.35102696666522,221.30861938449007,214.19211695217516,219.89032492394864,213.5933955897348,199.38940548689942,193.8842230701396,185.05977151079125,183.24551183579487,177.9426212614193,175.07714932307888,181.77753555617906,182.48471946172808,185.0942059096049,195.52086632149084,199.33132087305765,206.79169277793326,204.99515523569116,209.36385647757695,218.1035431169481,230.00258009706394,234.52907327592627,234.7290107644236,238.36599649519266,234.88809075680498,240.80328191854963,236.30464489883343,238.89591986888485,239.87877733935252,233.14451146189296,229.73054667718344,224.50065893910948,229.44593077445708,229.09023192223248,233.59053413871558,234.88814871840245,244.07504638351074,245.96168786258963,246.66717685401815,243.52720871452104,245.81328070467063,245.36014979739517,248.71875788453403,252.67401838247363,257.8206689955245,266.63419501691504,269.5148294256951,277.9569719054809,284.654678988315,297.0275698334353,311.55213570548483,,,,,,
1,1990-03-12 16:56:32+00:00,272.9051980586543,250.16120041659872,228.54843763323484,240.4359829354877,219.74093416788637,226.517374742784,242.8381232830026,245.34391379150478,241.09281076140968,235.8990749213735,235.13101018211364,231.10343269682193,217.0250615371427,205.7602010372753,214.2374532670956,211.09092225524444,246.55506484382403,240.5206755253635,240.08777545636835,237.71370657527484,239.127862285896,232.89808198586502,237.4659948705343,241.35993187624481,234.04866704571734,223.80438149146747,212.42607585701597,214.66823873473035,221.61406530879634,223.82181864505748,223.6938339005676,224.82695624349475,223.16309834551683,216.6018478810326,202.80514874614826,198.5047382629898,192.92659202568169,196.20954284917056,194.09035766812903,198.31870465794793,191.15142502161052,193.94290914466157,200.2852647046975,205.6849028164787,211.44155440839063,217.7308814464722,227.31474711910036,225.14316201011005,225.3456057717919,230.2412005942728,232.30774962578676,233.50572796349914,235.85431445340626,234.81831185184936,238.72802502382476,238.27346678190892,240.70302630588344,235.30771243762436,234.36113602229037,236.55588709624476,240.90508031553264,238.9313829028728,238.73851984943698,242.72283293780296,241.50851905160872,252.9750314341126,252.70565844219064,249.04856117567513,250.45883768541538,253.77770549033605,258.40907306643106,264.04017784225675,264.96173225031123,269.46384518641486,267.82461689411514,263.1405863301218,269.5846773578655,271.1999441480632,275.5815707263611,289.6505319284794,288.230183392673,298.0035663631815,297.35389272990864,296.91171407371394,313.7383057012178,319.36663483498705
2,1991-02-27 16:56:32+00:00,272.2029345567813,250.38946570032817,235.84614951658637,245.61787455388045,232.27799597494467,235.3407540983467,251.36068727708772,256.39990534590254,248.3388510392188,242.3621307746069,246.66684111662858,244.9920998040635,227.03215709207174,219.97723422585003,221.61330503196763,232.55166799222297,246.6335529727414,255.03007051072237,250.13774432203368,242.47980741922115,246.7990502570229,254.36290831935662,265.70781344672235,255.82145570981146,250.72564249943864,247.12428766771865,237.51303420377448,236.49481001613026,238.72093052836578,246.90336155055112,241.08816096509628,237.91231515372888,237.0460315008779,234.2957458231639,225.1165875771971,215.37088540077391,211.94277238407827,206.96138032206224,210.999341467227,204.36237688196462,205.9913592055921,207.71146615668454,210.69980172088023,211.24983981078145,217.59868622367324,222.73045438271612,226.41643138259303,230.13776749193306,229.6715196474624,244.4878582011804,245.45305369115204,245.68147996324842,247.0441400819393,247.8639526134602,252.02780403727286,250.32918852871194,251.51626736758826,248.05428090250322,247.27230272756617,244.37081868839775,238.71754140897195,239.2190075051441,244.8174990377918,249.75478649964128,253.05347715770236,250.58497855775062,258.9024116748361,,,,260.42771344740714,282.8555440353358,268.8626003226516,,,,,,,,,,,,,
3,1991-03-31 16:57:07+00:00,273.77340794405535,256.3255114971704,235.47209149880723,249.35480486765522,242.35798516249994,247.19371870143252,258.2607909877163,266.70984565044785,252.72094443047575,244.642177728948,247.9082838111303,246.55292364744625,231.63233752872813,225.86052502095524,231.07946026148943,238.92912769484832,259.1292135608913,269.4360654715437,257.83810874002535,249.40114148214448,244.46015156328139,256.30335346573764,256.2565053549106,252.62952790319446,253.914394346462,247.94800982550223,241.74488424488692,238.38774049750583,243.8332667969651,249.2905922177496,249.68255451704098,248.84940691340287,244.01358303137107,232.8652390299073,226.11179188759604,225.037851033847,218.00794739932468,210.46142399481403,214.2872364007378,212.28866487190993,208.35109923992567,208.10360561365732,209.42118402428875,213.47509783094804,218.384520023553,221.8391239171138,225.46052009527367,232.2367008538846,236.35233856765592,239.46464677993208,243.60899168064523,243.84280893131614,245.441671269955,243.71468938018432,248.29253130892963,257.99227429307695,253.54904655881344,248.87058313261207,242.5085331461047,241.14590874882515,238.86611663511667,239.72658281270452,246.75777061918365,252.17231506717212,255.28188625835656,257.1226667198447,256.5470619419166,257.5976420893772,257.434674262788,252.21320135750017,251.24831610328906,253.6921261351327,262.4487310520561,265.24437556819674,269.7036858934534,269.96925354120077,271.2394006446251,277.3368893343287,282.6168271253817,294.9124050969549,296.5794298850971,301.8133370034696,303.3723607540499,305.9741701373374,313.15609008919216,323.00935406204
4,1992-09-09 16:57:41+00:00,218.41426772706998,212.55826208039983,205.8926118670072,205.71733884422525,199.24557058781036,199.59221596670506,209.55438060719166,221.98750731851388,225.7736338289327,237.4403629109791,238.28530153266732,240.33313113856804,224.0132607007091,212.71720771492886,220.1101788014752,225.83882639524208,223.1969869996587,214.63805328660246,204.4435222736238,227.0882808440089,231.9472312418725,224.97607443915138,233.11868686102474,226.3631272275059,228.46946624149996,217.1528727471456,205.89496348809837,217.1172684166779,221.6883070611572,228.61837248714724,231.34420821202485,236.1110574069818,247.95113099605268,239.24509974873402,230.3299775812258,217.1053826667634,211.5218865517958,211.04143294980133,206.80658222116227,201.37578862571908,203.84838301809756,194.04774920518742,195.53277450589636,197.7581355247815,202.88897954814126,204.99193564460268,204.6834082352908,209.17727526022279,222.0938095295364,224.90716521339309,226.8255090000907,233.70649378242214,229.194570743795,229.39578667271033,231.92374574361315,237.59169448355135,239.893206381676,242.00246188373384,237.79005630274327,236.0551579436802,236.2219830381707,240.672948431429,236.72672267385434,237.6917778009586,249.0851667087394,258.8521206221529,272.61493815908926,268.1730454377868,252.41984813107382,246.26017097692076,234.8484944583792,245.19250479426248,246.4570386751799,243.47781513741728,251.03698897973598,249.80309497493957,252.27827667461824,264.9204273097837,276.93463003989336,281.80026661572475,280.83751212740816,302.5384840194206,294.2707935925064,287.19310825115696,,285.1546665267912
5,1993-01-15 16:57:31+00:00,236.53937510900653,228.66903915168956,208.84891932694177,214.17505997882043,211.71973215174398,214.7618484769625,230.4293035815855,232.67364244897806,232.86468327321265,228.82185195063158,226.09762376776223,225.36241971604483,216.03078686306532,201.49076487695393,215.83312407597109,225.04928677400204,242.10319693978897,244.00656138363266,232.43362124948504,229.21537363456775,228.69569072400088,226.91041623510867,237.39537920360095,233.8537741408174,222.17428834460168,219.50849365468522,226.65260073564878,232.69100182494358,241.75869451219575,246.80046773940205,244.1796092369205,245.46489062983474,242.87367522179596,237.96747525049744,225.9880526157466,220.6496586086161,218.19406799596726,216.3507401549462,212.57286940632372,209.2548063671178,206.91129444451553,215.22522487494558,212.0736764223734,215.39308026288126,220.90211556534297,223.49181975580353,225.59152731426053,227.61646960979715,229.73935200394163,230.75568991506168,237.06524282904806,235.38557721998754,239.94897236200353,240.15423487786273,243.94336029789054,240.96455584498284,239.875907226359,236.15240878448202,240.98638640174443,238.92341451724934,237.99841193467313,235.91782250774193,244.78982292732894,248.4348576271758,251.28159030304354,249.41587764183663,251.81397444477113,252.1715283467255,253.16471388431142,248.18491477945068,249.96222071491883,251.12156274694337,250.52325992743565,255.71029026727552,257.0507384657397,258.26997411770105,265.8844987389167,273.86605515472814,281.8880842155705,295.72980062519923,288.1160098166863,301.2403662959822,289.50773824555165,292.6304303410772,296.1391008643117,303.4853983073082
6,1993-02-16 16:57:50+00:00,236.35887658197927,229.88053125128502,219.0297477990596,227.75548475643674,216.24500344405246,227.22077927543742,237.6482932413765,239.2063282925795,234.8968689663001,230.3221063529557,231.43812019620438,225.55490007974475,221.50230740951693,211.50042716656478,223.02021645518786,227.61506821825878,248.3831173977623,245.26345614831305,232.74959777296817,226.28952274832633,229.5316715855283,228.55774374171634,242.87082272451457,240.98055066977443,234.5427410430447,229.43520081673978,226.93102565459853,230.1485558064645,242.61035718903148,250.08979945979542,246.25304535443547,249.12141255778243,244.40405084777132,238.09534416674867,222.55728529133273,219.77653766173322,217.0554623547247,216.6163580011286,215.50385261860566,212.74182462763005,211.52345409534567,206.8676042381795,208.04523974529573,211.55844540240824,219.19845943003082,222.58801611178856,225.39241505309795,226.08561846255805,225.31774740004383,232.3697579580992,228.42421588388706,233.42235527123862,234.01271967513262,243.25812274169405,243.66729153469365,246.32155618075421,241.7212592358122,240.9792048261575,231.92817684549905,233.5686930901583,235.8661495559024,242.41220589023138,246.30520252051366,249.98914480808193,250.4571890283942,256.65689014907275,255.41247843745842,250.69632971381301,245.68501208011534,244.8344526279145,248.96536725318242,252.32112902198787,254.75693988336562,255.69092738916473,256.2048308520704,257.42168448541855,268.0555858322762,274.8398763965255,287.7009636632965,296.78035812536825,296.60653707897063,294.89934262667424,286.73077465164147,286.518835597232,298.6031575515984,304.978811320575
7,1993-03-04 16:57:59+00:00,239.55464215905235,222.49290988474098,215.49077384782578,226.21902289139683,210.6454056804792,215.163712702183,228.93911931576397,229.0185215315285,228.90165898887886,229.34111643304482,231.27900332838215,226.57003095907407,218.20633370285958,202.47868624940935,211.44020451635873,220.5817397278476,237.71893121612965,247.20070767748012,231.85738966998264,224.04304225650904,227.90649585769944,229.6234454851908,235.70259259139704,232.75724829187635,229.91544277005877,225.79703059542254,223.78016508140882,225.2214934030506,241.40328179129503,249.02370253335252,246.18303362005923,243.9359324149293,237.38787792423778,236.60759819314154,223.60119501838687,221.27804348548844,215.77368660076115,211.60776866788137,206.00998403780022,205.2346476911562,204.27280192788598,201.5820076428898,201.92836154606303,206.46769217933212,211.1649350271626,215.7172025334025,214.85432351962848,213.87177799714345,219.41377314302395,229.5203575956058,232.75418258246148,234.12847399858,237.73161496818244,235.5975300318089,237.73719820911003,237.1883799850021,237.29601039035026,238.32329175528463,233.18772701433005,230.57109458003325,232.49475322387892,231.95435134364908,239.81750231161075,241.27204104710088,246.07513551737907,251.02175986794293,254.82465076022947,249.98565954789683,245.7091410256889,243.87402088907533,244.39197870129817,244.53644623854967,248.69501246483804,250.62991577896736,258.85448350077826,255.75448797426316,262.4103827917856,271.5795765332427,282.15260530673595,294.57700081329097,291.2325475479981,290.2763256896548,282.62034855902476,289.0992974375536,303.02147287451317,305.96756712606214
8,1993-03-20 16:58:04+00:00,235.64373846808417,233.16630954611847,221.02671799096706,215.7105210279266,210.96012827351583,224.23468289027653,237.17121621453146,248.18366118362232,248.9992452614374,249.01814891830531,247.5437339774827,240.04405414920683,225.97081969279466,213.7695979914726,219.77932300874136,224.24077580339673,244.39932453948097,251.46721782672174,244.58238090383432,237.66949650876597,237.99972602209098,233.42702568473467,239.69383364305259,245.0939114460411,237.69275020015857,234.3532633964435,235.90645524845345,235.72060306698316,252.53925002029774,254.03782523221463,252.61245622713307,250.71305451890476,254.41925916048956,243.94202263187566,232.01243071075658,227.46311269146128,219.76182348063242,215.66058053698114,217.07567971667913,217.87821478909206,209.7102301399549,208.61882593418994,211.50324043060715,214.27024761893216,220.7818763662222,216.18000698217327,221.53494532515452,223.5629476975914,230.2370896671457,233.96434334342118,235.98523857066908,236.73631188112034,239.7121373519385,237.4425055382501,240.1905599422388,241.95912511891066,248.2506520442801,242.35189976216742,240.13275819308524,234.85076639276917,240.2246070120951,238.47324305938375,240.13747164268585,243.46489530319778,257.74099731523035,257.565438831528,264.8307551173854,260.25884660400584,252.73795129529205,248.854637690808,252.03521154585258,254.72702351306967,255.43879019662145,265.24320042389763,266.93189407502035,264.53015868178846,266.60649150911735,278.6605768015499,285.8842434271352,299.97055641977886,298.4437537200769,308.5699669101963,,294.2387293953832,314.5118967472297,319.7334620376421
9,1993-04-05 16:58:08+00:00,236.48415808296696,222.91215942721982,209.13734140155734,217.12719568518818,209.2205636726492,219.3778012870062,234.6934976741654,240.8943517315188,239.87287864773924,234.89297945407307,240.41216941535023,240.4088111675333,225.3347532986716,206.58109930733,217.91960572561453,216.32844470074465,234.48050262034084,251.32381198648037,244.61527983709968,232.65800046164847,231.13303209526285,224.21106487592814,232.0125989725904,228.94119175233635,231.21333056150067,234.3254220731946,226.10629062672072,226.12180031755827,235.46172531130134,247.056283831232,245.69098733388822,246.71358501485622,247.4319785523209,237.1720883307729,228.60559571256132,222.77389061591003,221.2226164726602,212.08903391431352,209.44797868831657,207.74677520855937,204.70592283466488,200.40394100482322,201.72834508741454,203.31017726590048,216.52415751735325,220.0152844901979,218.18669681745328,222.8331650048649,227.93703479742248,226.7575491209197,230.56994476611783,230.4029178430896,236.10071440215776,234.9437325004814,239.98826778556057,243.1206562826903,242.86961536058274,240.1607021297138,237.98327368339704,235.77264134119926,227.7743682117083,236.0042869166445,241.55110581363607,242.75343683348962,246.59925010666575,249.34510609099377,250.66633079382305,255.05162785548154,253.5695523910546,253.9199171014674,249.60463085090353,244.95970185102067,246.38662664853325,252.06544368389697,260.4647068271374,263.17611089910514,261.9154970975215,272.335628760166,281.9850526679299,292.36869945989605,289.0029448291668,289.89800318638964,,,305.516169547233,315.0281507130627
