,dates,mex0047-0000,mex0047-0001,mex0047-0002,mex0047-0003,mex0047-0004,mex0047-0005,mex0047-0006,mex0047-0007,mex0047-0008,mex0047-0009,mex0047-0010,mex0047-0011
0,1985-09-30 16:17:33+00:00,189.3388093287571,185.1282891803604,185.10835616891612,187.0383992930945,186.78141945822807,193.48920225747827,189.87084776562932,186.22551531689376,,,,181.6254634343879
1,1986-01-13 16:09:40+00:00,200.00004564296154,200.99760982516577,201.36764960648253,204.67540313166788,194.0524950310751,189.4186217212105,181.48903935553733,181.20341275035625,184.5278939832646,186.77242244614283,189.32961584968172,183.56247967474167
2,1986-01-20 16:15:42+00:00,203.84003418001754,205.55368796375913,207.95343962112563,207.11086238372633,203.55190521029272,204.47392733962653,194.90668820048026,186.60993382458835,187.3116146582232,191.65027604740638,191.7814988528339,187.5122065595408
3,1986-03-18 16:08:16+00:00,205.76817521087068,200.50143352115833,203.70354043339094,204.31148527978308,199.56835801233515,194.99283169838193,189.5826523913142,185.98632544063025,184.33919385485822,188.18514643116276,191.4907755543005,190.86813992874647
4,1986-03-25 16:14:19+00:00,185.4092747640711,185.44402525195719,187.337957738477,188.7371416944171,189.02226647932002,186.5924671914404,185.43068301374512,184.02649362665312,188.98301727190864,190.3535101419612,190.44226864579207,181.76423097114628
5,1986-04-03 16:07:57+00:00,199.2368808194452,202.9868083977672,205.5472286723905,205.32640357217255,204.38986883844052,202.62960354495144,190.94350052784984,192.10673019259607,195.73211055394955,194.50517455677848,198.3638303963662,191.5492117767205
6,1986-04-10 16:13:58+00:00,188.0888487663456,186.92169098926112,182.85898251504904,182.20506025802436,175.01817136564003,182.95682312802052,177.45189581664,176.71781600391202,173.30516051549247,176.65277936601723,179.29588441055725,176.00226832805734
7,1986-04-19 16:07:35+00:00,195.27538184949816,184.29962300270873,181.79735348018232,179.27830049030263,175.48661832185246,178.57843045639183,174.11023940465356,172.53208993236444,,,,173.70011717405947
8,1986-04-26 16:13:36+00:00,186.0164464770167,181.47988243438638,178.51555579289044,176.0359420697282,175.3923677357033,174.06024323684164,169.49932918220304,172.4323432447595,173.1195827727568,179.0870528460207,177.4805519327696,173.7983832174043
9,1986-05-05 16:07:11+00:00,227.7263110813478,218.10367552505824,207.22674390591015,209.64895457775646,206.0803227799344,209.77210431436708,210.85301352319394,206.0484882352395,207.2639469771348,204.24635707144162,206.69717606282404,197.8641620522119
10,1986-09-10 16:02:57+00:00,194.40889721097952,188.80016138080552,184.32960932472093,182.0292267055829,176.81886888342575,175.86812006101755,170.91545493333675,169.33193082297558,,,,153.9673622899529
11,1986-09-26 16:02:27+00:00,198.0353094826616,199.87732816249638,200.31950404400368,193.90651944882183,185.7448013040594,181.87783231303507,179.3411712589953,173.111410645768,170.546520178853,172.56487493266883,,163.2024895605532
12,1987-07-18 16:13:40+00:00,175.56319576630813,183.39937249683663,174.34438741118905,172.53053941221262,177.47568706287154,175.97998806654812,167.78690661203757,163.52500733236283,167.448063602448,159.67862498557142,,156.68063707567327
13,1987-08-19 16:14:36+00:00,181.25421208700118,179.2843771493045,172.95202442676816,172.75122910281,167.4337909925624,162.77301839696503,157.93350558581412,157.46467590337906,,,,146.00067412269522
