,dates,chi0019-0000,chi0019-0001,chi0019-0002,chi0019-0003,chi0019-0004,chi0019-0005,chi0019-0006,chi0019-0007
0,1985-03-28 14:12:25+00:00,198.58578217556868,187.81715779379272,189.82363821376103,180.90277723531955,173.792396374127,180.83801092284915,174.85130695465307,180.9400209012492
1,1986-08-06 14:04:00+00:00,196.3685833914429,177.07188160525118,181.84232952987108,178.03944696440536,175.49489723500528,175.5946084244192,186.93833135580422,181.77467191458192
2,1986-11-26 14:00:17+00:00,198.77380934493425,179.98351960636884,181.7076674870076,177.14926626509248,166.6894436339741,172.2108165157617,178.8825581907199,187.61809970207918
3,1986-12-28 14:01:13+00:00,199.99784457699673,184.9848781483937,186.22481313927614,182.45332517570984,179.67251785808304,189.55961147149065,196.06561251234749,192.61375289443615
4,1987-03-18 14:04:01+00:00,207.33339197664097,198.19330532784363,201.39519667581447,198.74697052754732,197.1905267262166,200.53358930109874,208.40764250650807,200.57385313687615
5,1987-11-29 14:10:21+00:00,193.34332433159543,180.5711554499137,184.71485273648787,171.18990042850263,156.1274605618213,164.0000193100808,175.57439242674502,171.5143150964016
6,1987-12-15 14:10:35+00:00,199.97859061692876,188.95367590173214,189.96766485336144,181.1547348219608,172.6420751811995,189.30508161171383,179.06470533255188,169.56496791891274
7,1988-02-01 14:11:26+00:00,209.77968921314567,196.2994553346553,199.90538346253527,197.65548536938508,192.12871671311677,197.11620865027948,207.14203168404208,202.46052401528775
8,1988-02-17 14:11:41+00:00,206.0067600497178,197.9630922724594,198.4887862059717,197.67942288092632,195.71017082554857,201.00259005631838,209.67803564561717,206.64774022596347
9,1988-03-04 14:11:51+00:00,210.59110836606166,204.9350973063461,207.74235524253484,208.96175779637883,205.1008917096434,206.51743472959475,217.51852768956465,217.87046174163424
10,1988-06-08 14:12:34+00:00,204.72749021834028,196.85080172261453,198.44054353964177,189.17287226698107,186.92733773770206,177.0795621563486,200.6198804654867,190.9855579702303
11,1988-08-11 14:12:44+00:00,199.7686442249255,189.61080143918625,188.9315132122945,183.08523779847476,173.91945799862071,178.4214968919449,185.85747542614718,188.08991031893248
12,1988-10-14 14:12:36+00:00,199.51803371966562,185.32698305063383,189.6112190232464,180.020017768412,173.17692745657422,179.67898371454604,186.32058706037486,153.83914205813792
13,1988-12-01 14:12:36+00:00,199.511517780294,189.7005080393157,195.13933452009292,182.41971881448598,178.1923138818625,177.98304568359308,182.4326361872685,183.3441978079523
14,1988-12-17 14:12:23+00:00,196.8616765055241,187.9677705243715,190.67612871596165,176.445890206259,165.5071627283648,183.40414028632532,188.08459757781625,193.5700825298414
15,1989-03-23 14:10:57+00:00,196.6671925996145,191.98074685217446,193.64056568462414,183.11141029893489,176.301371446065,183.84236849732838,187.69874771014923,184.9858277112535
16,1989-04-24 14:10:54+00:00,209.3593650817727,186.64072954223292,191.70353895645843,178.55325533103414,172.21474256821136,170.11175002405207,185.11258612637374,183.4790632042244
17,1989-05-10 14:10:41+00:00,204.0793261074525,189.16779882866612,189.5875781097027,182.55053021701377,172.1435284264782,172.5932127849045,186.08033369094727,185.76584557843194
18,1989-05-26 14:10:24+00:00,196.87754118416268,184.87980573524632,187.46600636348816,175.12275628661482,162.36253108050707,170.3498095001224,,
19,1989-09-15 14:07:51+00:00,207.9540967568344,188.38084553647988,196.10683857727167,185.76777914732548,177.02814086569836,182.71428787007596,190.47737886490177,188.15582628253054
20,1989-12-20 14:05:21+00:00,205.3080134703543,196.14534370249916,195.0061489221083,190.46650101598266,192.52004644695177,181.62895579144032,200.911528409882,203.87137845989466
21,1990-01-21 14:04:21+00:00,208.24004380735428,202.13119733056413,201.77168834709443,192.69754804729766,189.41890755110353,198.06872541508724,201.78309908236804,202.17481602371308
22,1990-02-22 14:03:18+00:00,216.50973005152258,212.48822337533534,213.82861576733112,205.6773115332673,200.05510447167956,201.69975261553637,211.1043711260842,206.75325710877647
23,1990-03-10 14:02:44+00:00,199.3976949061785,200.90631904117623,197.54784423551337,193.06818290190972,186.06520397817195,197.01056048701344,194.7656569293091,197.96842832344564
24,1990-04-11 14:02:13+00:00,209.36188264214874,194.83991100819387,197.14029940904487,196.7210109722476,184.2805193591784,187.49673852382483,187.27605643380576,185.38165175674646
25,1990-05-13 14:02:18+00:00,206.82782906735173,199.5598469931993,197.2384198824218,195.5980077969695,189.92687486750305,188.31954149881997,189.39141364609955,185.74468866757184
26,1990-12-07 14:01:18+00:00,199.05259769115602,189.6567374907895,193.7544037367098,177.4246715122622,182.88306405262423,183.39146662716024,,
27,1990-12-23 14:01:39+00:00,210.16162635950315,193.84361037848694,194.64867635248774,169.86702193695683,175.44303031099255,161.10394995341179,182.2421692321801,184.06553390961818
28,1991-01-08 14:02:04+00:00,203.50003488407154,195.01841145488865,194.08624454456313,182.498824011268,184.54695678071636,183.72534202283074,199.11347399578702,199.48848437142772
29,1991-02-09 14:02:42+00:00,210.22439071188205,201.4356024577353,203.7480589904642,199.33221030150264,189.6514558291541,197.7652162731224,201.07946548046556,203.4584829082047
30,1991-03-29 14:03:36+00:00,210.2916928687622,205.29853900320418,206.2841479999594,214.0963137127596,204.4599359663895,210.20539049246477,212.55590437684398,210.9526460769325
31,1991-04-14 14:03:58+00:00,210.90154318227854,205.79610736860909,200.8382918599372,204.98839162798376,200.48685677775222,199.0877674802976,201.30405466116764,196.7628794790507
32,1991-04-30 14:04:13+00:00,205.41956651740128,202.31757248747806,201.5862124861648,198.18143003889273,197.52121401729417,197.58058353589942,205.81457258196025,200.35892122948883
