,dates,jap0030-0000,jap0030-0001,jap0030-0002,jap0030-0003,jap0030-0004,jap0030-0005
0,1984-06-15 00:29:46+00:00,,,,,,
1,1984-07-10 00:23:53+00:00,186.43592628592253,179.87340105018438,178.58883101695972,181.3209310413382,173.84571976095026,179.65331452570024
2,1984-08-18 00:31:19+00:00,161.49101678306502,157.0658372955004,155.94187723246205,157.21734204784005,158.14629704480112,164.60027693473455
3,1984-09-03 00:31:32+00:00,157.74290148812096,153.0524481319765,162.0039413434529,181.76618952966743,181.1237981793901,
4,1984-09-28 00:25:25+00:00,168.70485792369578,156.12634203091756,159.32065848162355,163.4971090815794,165.03656888354664,
5,1984-10-05 00:31:35+00:00,164.13162797526758,156.57121729156233,156.48297052600847,157.5220144718724,159.57784227802887,162.81639408314874
6,1984-11-22 00:31:21+00:00,164.39033077504638,159.74979244691087,157.54311134717992,162.29929278311573,160.8274433632109,164.94381884322618
7,1984-12-08 00:31:29+00:00,163.46262732024593,161.68660616548686,159.87584812033592,164.84053194186123,164.79296843440426,
8,1984-12-24 00:31:39+00:00,,,,,,
9,1985-01-09 00:31:46+00:00,,,,,,
10,1985-11-25 00:29:49+00:00,161.40393476786727,153.6901250294612,152.91322403682005,154.87763309959846,158.1401872794939,161.2772183252373
11,1986-05-13 00:20:02+00:00,149.41042979275272,147.5559309675899,151.19169685672864,138.2903211355448,155.29830192602105,168.17523530165204
12,1986-07-07 00:24:31+00:00,,166.23883777455742,167.10848228089264,166.55601496021575,165.72675928100273,172.01811986062768
13,1986-08-01 00:17:28+00:00,172.41713682427178,161.85774295159388,164.72465169283356,170.41851170837504,166.54505625308605,171.9206797243432
14,1986-09-09 00:22:13+00:00,159.97716960731555,153.09048874324532,153.81261897388137,158.9608715936285,161.33429794535368,165.43360249760428
15,1986-10-04 00:15:15+00:00,163.8401387162435,153.73696945821376,157.73548893388192,163.70195538961036,163.59664139408702,
16,1986-10-20 00:14:43+00:00,164.4370346675746,159.9350964448763,160.9022052923517,165.45109357681062,162.77502909484016,163.34035605457308
17,1986-11-05 00:14:09+00:00,158.47783008997027,154.13428228760733,154.53713363743128,154.63590133644533,154.65022204821906,158.8751647486763
18,1986-11-12 00:20:03+00:00,161.95771660643965,152.94406810002926,155.50094797444834,157.864074510097,157.79998023419347,159.56637594795862
19,1986-11-28 00:19:46+00:00,162.16169067557263,154.3323917983799,157.58665382145517,157.98854333816774,156.62274618884913,166.32872188801585
20,1987-05-07 00:25:04+00:00,170.48764812310833,161.53440269245368,162.23638275887077,166.616025725035,166.30684983394173,
21,1987-06-24 00:26:13+00:00,170.0054425207075,160.6480413946427,160.23244356659356,164.06642496303928,166.46043901409095,
22,1987-12-01 00:29:49+00:00,166.2137570065434,153.62280151535717,156.28917726273087,158.0252714895964,154.61595739079306,157.41987959492008
23,1988-01-18 00:30:35+00:00,,,,,,
24,1988-02-19 00:31:08+00:00,,,,,,
25,1988-11-01 00:32:05+00:00,168.536643631938,158.09761356390914,160.0215488623745,161.92359221207494,157.83438343768557,165.68188271086944
26,1988-12-03 00:32:01+00:00,157.21998974892745,141.3832568759251,155.57882381639757,161.41570084501657,161.10659790803834,166.18419695928964
27,1988-12-19 00:31:48+00:00,167.09096625772952,162.11472600900203,162.35474546467128,164.99245955078106,162.74593267368792,168.93042216534582
28,1989-01-13 00:25:27+00:00,,,,,,
29,1989-03-09 00:31:01+00:00,172.00479988710478,163.5445418958451,164.92152730421896,168.52475766734676,162.68557236033539,
30,1989-04-10 00:30:37+00:00,167.5215883431442,157.43330922832462,156.64690038796863,163.90568860683408,164.28925728711198,173.64942431347083
31,1989-05-12 00:30:04+00:00,172.11849853567992,163.7446777354578,157.73880508199167,159.62879669979594,162.60158037348953,164.190301793063
32,1989-06-22 00:23:04+00:00,,,,,,
33,1989-07-24 00:22:30+00:00,156.67725001107993,148.45014422878387,144.98083271843115,150.1905603716654,155.53910883377833,169.18860180240029
34,1989-08-09 00:22:09+00:00,163.4907904778396,158.88704951223042,161.92001256048758,164.9119149419484,170.5128061135588,172.49437666095736
